"","X1.k_PlasKid","X1.k_ePlas","X1.k_KidPlas","X1.k_eKid","X1.scale","X1.Plasma0","X2.k_PlasKid","X2.k_ePlas","X2.k_KidPlas","X2.k_eKid","X2.scale","X2.Plasma0","X3.k_PlasKid","X3.k_ePlas","X3.k_KidPlas","X3.k_eKid","X3.scale","X3.Plasma0","X4.k_PlasKid","X4.k_ePlas","X4.k_KidPlas","X4.k_eKid","X4.scale","X4.Plasma0"
"515",1.91614,0.109777,0.179175,0.00379786,4.25775,50.0663,2.0335,0.129428,0.17761,0.00207466,3.46004,49.8159,2.05269,0.0571369,0.184267,0.00954013,4.2681,50.8134,2.25441,0.0679526,0.202587,0.00725111,4.04619,48.3301
"516",2.0187,0.0582951,0.183701,0.00781617,3.97784,49.7634,2.00085,0.0879349,0.165902,0.00547033,4.88652,50.0591,2.18172,0.102053,0.205527,0.00401757,4.25199,49.4904,2.27603,0.0205651,0.180619,0.0111,3.98683,51.6987
"517",2.14626,0.0699696,0.19352,0.00746004,4.28837,50.2541,2.02422,0.0921694,0.169373,0.00540394,5.14271,50.1248,2.17614,0.106769,0.198722,0.00405889,4.30123,49.4387,1.83727,0.143742,0.187587,8.17399e-05,4.60124,48.4026
"518",2.12219,0.0723703,0.182705,0.0071946,4.17769,49.4583,1.99627,0.0608072,0.167714,0.00776611,4.96752,49.9451,2.16472,0.113855,0.200972,0.00348848,4.13613,50.0225,1.9696,0.140141,0.190033,0.000244222,4.10834,48.8969
"519",1.99618,0.0775451,0.178474,0.00677281,4.1758,50.2491,2.06255,0.0770209,0.163597,0.00657609,4.8639,50.3562,2.19516,0.0660568,0.187129,0.00809971,3.8898,50.6499,1.98552,0.137558,0.185619,0.000210709,4.09764,48.688
"520",2.11865,0.0114917,0.180857,0.0125613,4.24281,50.5999,2.41217,0.107581,0.220579,0.00391865,4.05594,49.733,2.11835,0.103074,0.20698,0.0048024,4.0449,50.6327,1.97742,0.154008,0.185373,0.000182097,4.0343,48.8091
"521",2.02963,0.0161695,0.177472,0.0121773,4.06038,49.9865,2.39328,0.0873157,0.248127,0.00575432,4.22067,50.8951,2.18168,0.091086,0.196842,0.00617908,4.04892,51.2036,1.82098,0.128498,0.189614,0.0017959,4.02486,48.0136
"522",1.98212,0.0762541,0.166196,0.00673777,4.12663,50.9971,2.4073,0.10818,0.23041,0.00328571,4.19624,50.8894,2.4063,0.00822214,0.21107,0.0123603,3.90009,51.2498,1.96936,0.118605,0.172123,0.00288982,4.22738,49.4868
"523",1.99367,0.0951246,0.187486,0.00492488,4.08848,51.1009,2.38992,0.0297258,0.222434,0.0119053,4.63934,50.2424,2.32363,0.027287,0.217067,0.0110969,3.91661,50.072,2.20225,0.095404,0.219064,0.0051599,4.3932,49.6487
"524",2.04795,0.0942806,0.183208,0.00567616,4.06884,49.7436,2.26721,0.0241352,0.234196,0.0118967,4.6273,50.8009,2.18659,0.101029,0.235237,0.00483998,4.35542,50.9269,2.27213,0.0585196,0.222882,0.00845974,4.23832,48.3436
"525",2.13258,0.0658939,0.20401,0.00825358,4.35657,49.7876,1.82888,0.135175,0.158099,0.00147241,3.79117,49.0626,1.97772,0.0515551,0.198909,0.00898728,4.18215,48.8688,2.41708,0.00625098,0.220274,0.0143051,4.07923,50.9128
"526",2.18293,0.0916888,0.198192,0.00457907,4.25006,50.3749,1.88747,0.125113,0.191719,0.00174118,3.96236,49.1457,2.03476,0.048321,0.192774,0.00845854,4.27604,48.1226,2.24066,0.044668,0.197731,0.00912329,4.24093,50.3562
"527",2.0185,0.0663495,0.190411,0.00672216,4.19586,49.878,2.32814,0.0224191,0.190131,0.0111507,4.74472,50.7658,2.01575,0.0606427,0.178931,0.00759243,4.12963,49.0812,2.15376,0.0219452,0.188897,0.0123826,4.60433,51.4254
"528",2.03843,0.0973357,0.187263,0.00395413,4.13229,49.3132,2.21054,0.0471299,0.204373,0.00998255,4.4282,50.9337,2.03796,0.077818,0.18641,0.00691124,4.40674,49.3306,2.11059,0.0333139,0.19362,0.0106509,4.25478,47.7911
"529",2.05518,0.0840228,0.205905,0.00523907,4.34605,49.1025,2.03454,0.087775,0.178926,0.00523022,4.48788,49.3848,2.02406,0.111748,0.181847,0.0031509,4.33207,49.6141,2.26758,0.0183857,0.196581,0.0120117,3.75706,51.7681
"530",2.03946,0.0902181,0.202043,0.00461395,4.48189,48.7644,2.22071,0.0505453,0.203237,0.00956755,3.79119,48.8299,2.01051,0.097817,0.182024,0.00472405,4.3012,49.475,2.28913,0.0116229,0.207439,0.0125993,4.05258,49.9096
"531",2.17524,0.0673656,0.210783,0.0075261,4.22993,50.2853,2.21699,0.0706449,0.203929,0.00783355,3.98845,49.7913,1.98641,0.100683,0.180933,0.00447581,4.3354,49.3784,1.86304,0.147128,0.167943,0.000145048,4.5438,50.5504
"532",1.93573,0.0549198,0.177509,0.00881084,4.47614,49.0499,2.35959,0.0624109,0.233856,0.00781827,3.96544,50.5348,2.06849,0.016491,0.190551,0.0127307,4.40678,48.8606,2.00173,0.154524,0.191466,0.000107765,4.33626,50.774
"533",2.27032,0.0915942,0.224958,0.00524462,4.00728,50.2456,1.97849,0.0309236,0.156547,0.0108058,4.57243,49.5873,2.19734,0.0765642,0.208808,0.00672272,4.15195,51.6737,2.08139,0.142458,0.213444,0.000403905,4.17577,49.1953
"534",2.2239,0.0694735,0.203789,0.00704367,4.25584,49.877,2.22412,0.140608,0.223405,2.67662e-05,4.13563,50.4286,2.00877,0.12795,0.207426,0.00116769,3.96691,49.331,2.17135,0.0134275,0.164405,0.0113896,4.47547,49.8887
"535",1.91206,0.0916131,0.176029,0.00521732,4.18415,49.744,1.90394,0.143988,0.178094,4.52159e-05,4.03715,49.1896,2.08785,0.126798,0.21095,0.00136377,4.5868,49.6206,2.11161,0.0552726,0.184663,0.00830444,4.68041,51.083
"536",2.21356,0.0436799,0.211214,0.00990302,4.20755,50.2066,1.85315,0.141104,0.180474,6.01506e-05,4.34696,49.07,2.12782,0.101208,0.205079,0.00426166,4.44683,49.7657,2.10708,0.0342656,0.175849,0.0109046,4.63185,50.6134
"537",2.0823,0.0583672,0.170745,0.00808081,4.09312,50.4777,2.23263,0.113901,0.214694,0.00343798,4.06118,50.1867,1.95669,0.127643,0.191979,0.00196156,4.02721,50.1913,2.02373,0.138281,0.195313,0.00100136,3.87483,50.065
"538",2.0944,0.116173,0.214243,0.00241767,4.5053,49.3518,1.8434,0.126639,0.175866,0.00176526,4.42843,49.7546,1.96811,0.10313,0.176378,0.00401252,3.86357,49.3611,2.07517,0.12573,0.214532,0.00116283,4.63868,49.8933
"539",2.08218,0.0605231,0.186727,0.00850628,3.75163,50.1667,2.23001,0.0167718,0.182166,0.0120702,4.21783,52.4618,2.29872,0.056154,0.21611,0.00947801,4.09381,49.9761,1.91919,0.103736,0.15946,0.0048031,4.40584,49.6534
"540",2.02855,0.116807,0.188718,0.00312947,3.86213,49.5673,2.20913,0.0200525,0.183985,0.0119513,4.23431,52.4571,2.09855,0.109832,0.205081,0.00457944,4.12916,50.3494,1.75941,0.0632403,0.16091,0.00697299,4.39774,47.1666
"541",2.1394,0.076507,0.206978,0.00649854,3.87054,49.1048,2.24049,0.0264959,0.174413,0.0107975,4.3433,52.4702,2.09297,0.0950883,0.1861,0.00442788,4.2119,50.3323,1.92125,0.123069,0.183501,0.00237496,4.38592,48.2976
"542",2.15611,0.0704876,0.200565,0.00729406,4.30405,49.8323,2.03981,0.13329,0.193516,0.00152334,4.52442,49.1525,2.1966,0.0385519,0.204667,0.0101495,4.09625,49.9682,1.86816,0.123267,0.166954,0.00250711,4.04079,50.6605
"543",2.10822,0.0419491,0.189146,0.00931535,4.04386,49.4713,1.91906,0.131664,0.185395,0.00178864,4.06449,50.2877,2.12101,0.136934,0.201996,0.00130203,4.28867,49.6497,1.96369,0.071064,0.158961,0.00702778,3.67638,51.2205
"544",2.30206,0.107705,0.226291,0.00419777,3.95583,49.8624,1.94966,0.155506,0.178368,0.000390514,4.20195,50.3199,1.97089,0.142829,0.200487,0.000841711,4.1135,49.4837,2.22389,0.111272,0.217033,0.00368693,4.52031,48.1692
"545",2.28665,0.0372273,0.221404,0.0107374,4.00871,48.9778,2.04591,0.144679,0.210982,0.000403907,4.25686,49.081,2.15269,0.0896439,0.198075,0.00574397,4.39901,50.3882,2.18382,0.105634,0.237036,0.00417898,4.18192,48.4776
"546",2.08744,0.0826868,0.191436,0.0056848,4.44392,50.4294,1.98494,0.140853,0.186302,0.000417427,4.50915,50.3024,2.0375,0.0766065,0.198275,0.00670313,4.0453,47.956,2.16352,0.107155,0.248679,0.00274507,4.16437,48.8218
"547",2.0812,0.0555998,0.192618,0.00906762,4.23244,50.0673,2.15477,0.000648802,0.202466,0.013809,4.07109,49.8404,2.07256,0.0505577,0.190793,0.00899305,4.16791,47.0525,2.34431,0.124958,0.238995,0.00165277,4.27827,48.8944
"548",2.0665,0.0618365,0.193197,0.00786059,4.06324,50.2345,2.35399,0.000721522,0.196886,0.0137088,4.08182,51.4851,2.04759,0.0414693,0.19494,0.00929451,4.14187,46.9911,2.30434,0.121953,0.243438,0.00177764,4.27762,48.9715
"549",1.97154,0.100596,0.173096,0.00483697,4.47844,49.905,2.40246,0.000750542,0.1954,0.0137689,4.23177,51.1285,2.14886,0.0587265,0.202013,0.00878053,4.64503,51.3295,2.25418,0.0126048,0.191894,0.0125431,4.0441,51.2226
"550",2.10732,0.0853603,0.200718,0.00603525,4.20869,48.6516,2.18354,0.0529185,0.205675,0.00884475,4.19765,48.5965,2.18004,0.0650683,0.194961,0.00792154,4.58244,51.0844,1.97454,0.0348749,0.17268,0.0103303,4.33963,48.4661
"551",2.03753,0.00342589,0.158523,0.0123419,4.3677,50.7735,1.99283,0.0415531,0.180696,0.00970554,4.46423,48.6892,2.00207,0.140553,0.20222,0.00052488,4.20194,49.3219,2.12988,0.119384,0.206671,0.00274272,3.97512,50.4211
"552",2.11734,0.0148736,0.181449,0.0121043,4.37609,50.764,2.15973,0.00721572,0.182942,0.0127943,4.07052,50.434,2.09774,0.144166,0.215415,0.000618625,4.48638,50.6186,2.21689,0.131184,0.203991,0.0017109,3.80777,50.9199
"553",1.98976,0.0277637,0.174839,0.0107169,4.119,48.4456,2.17384,0.107915,0.184518,0.0037834,4.05875,48.893,2.33005,0.0482007,0.222871,0.00970333,4.2561,50.8522,2.11002,0.0110478,0.168489,0.0116862,4.68807,49.0506
"554",2.13513,0.0256913,0.185651,0.011142,4.56168,50.5201,2.2076,0.118045,0.1827,0.00316404,4.06238,48.9298,2.33476,0.0458253,0.227094,0.0111657,4.21824,50.9546,2.18183,0.0100933,0.211192,0.0131378,3.86508,49.4517
"555",2.1326,0.139803,0.227516,0.000463878,3.99424,49.8816,2.15108,0.127326,0.204248,0.00185129,4.18969,49.3678,2.30057,0.0284413,0.201116,0.0114928,4.08399,51.4989,2.16507,0.0103627,0.215558,0.0138409,3.82128,49.6845
"556",1.90743,0.066385,0.187936,0.00789304,4.09659,49.2896,2.09347,0.142483,0.223488,0.000524076,4.28351,50.2478,1.98617,0.12158,0.195363,0.00242619,4.30051,48.6193,2.17326,0.0117515,0.217821,0.0136395,3.85688,49.6161
"557",1.89739,0.138909,0.201611,0.000596124,4.38161,49.388,1.89184,0.113752,0.181297,0.00323954,4.27643,50.3802,1.87545,0.114145,0.161222,0.00384164,4.10662,50.967,2.2306,0.00995315,0.174316,0.0122405,4.13352,50.7044
"558",1.99222,0.151086,0.185876,0.000429893,4.49847,49.8456,1.97745,0.0903759,0.176291,0.00548595,3.86352,49.9938,2.09772,0.127461,0.194421,0.00154274,4.45877,49.2307,2.08403,0.00923039,0.182581,0.0129811,4.25806,51.9163
"559",1.84431,0.140199,0.181437,0.000616459,4.09223,49.5254,1.91906,0.0956209,0.174312,0.00490771,4.09666,49.1197,1.87646,0.13399,0.198395,0.00128807,4.29177,48.618,2.24446,0.016847,0.172607,0.0114345,3.85537,51.0718
"560",1.83598,0.146511,0.172439,0.000360231,4.06405,49.3982,2.10151,0.135636,0.199348,0.000993396,4.10138,49.1574,2.1984,0.0459499,0.186018,0.00937263,4.17543,51.5145,2.00971,0.0072747,0.17628,0.0131713,3.9537,50.8847
"561",2.01326,0.133793,0.190692,0.00143205,4.47541,50.8769,2.09478,0.138268,0.21782,0.000617607,4.02164,50.9129,2.06834,0.0722923,0.201499,0.00679727,4.29982,48.4194,2.37264,0.00733935,0.185645,0.0126659,4.56066,51.0137
"562",2.23328,0.0252544,0.203509,0.0112787,4.22635,49.3563,1.95887,0.0977768,0.17763,0.00485385,4.46369,48.8439,2.05697,0.0768085,0.186824,0.00661716,4.14659,51.2127,2.15912,0.00946496,0.198186,0.0141931,4.43488,51.9439
"563",2.19794,0.0308286,0.200268,0.0110645,4.12771,49.3227,1.97609,0.10109,0.194512,0.00469444,4.08627,48.9722,2.15208,0.0860022,0.200629,0.00535011,3.94537,49.2097,2.00605,0.00246351,0.194379,0.0149054,4.19195,48.577
"564",2.11767,0.110434,0.194187,0.00331134,4.17993,49.3041,2.24012,0.107313,0.214007,0.00398205,4.43229,49.3093,2.25228,0.0228005,0.18343,0.0116085,4.17503,50.6565,2.03951,0.00262696,0.194426,0.0133733,4.19976,48.5744
"565",1.98462,0.0962047,0.167457,0.00496724,4.31114,49.0639,2.24707,0.0647603,0.222675,0.00743425,4.38178,48.8295,2.27607,0.00738749,0.214325,0.0142079,4.8911,50.3924,2.56432,0.000602259,0.254805,0.0154778,3.9595,50.4181
"566",2.22762,0.076436,0.217822,0.00692497,4.21344,50.7173,2.51229,0.128775,0.247571,0.00149925,4.10017,50.3165,1.80167,0.141079,0.166331,0.000475792,3.69016,48.7977,2.1537,0.00155997,0.193605,0.0142126,4.48083,51.4193
"567",1.9607,0.0372961,0.176027,0.00987267,4.69092,49.5086,1.93222,0.0169579,0.1659,0.0118683,4.14609,50.1126,2.42085,0.0891032,0.225181,0.00587444,4.83803,50.94,2.38039,0.000522931,0.235266,0.0148873,4.00418,49.6552
"568",2.07985,0.136374,0.191652,0.00144854,3.8102,50.0344,2.32169,0.132236,0.231054,0.00121471,4.20441,49.7575,2.17291,0.0908196,0.212175,0.00463404,4.33352,51.6893,2.04387,0.00304212,0.161649,0.0123229,3.75011,49.5232
"569",2.06685,0.146521,0.183601,0.000546754,4.54347,50.8204,2.33073,0.060099,0.232567,0.00834272,4.26133,50.6308,2.15062,0.0899581,0.212791,0.0057136,4.26636,50.7455,2.03121,0.00516383,0.161753,0.0127225,3.87646,50.0729
"570",1.97198,0.045337,0.171822,0.00951053,3.83641,50.0822,2.20562,0.101025,0.196424,0.00440502,4.02925,51.3733,2.14646,0.112042,0.204853,0.00407597,4.25704,51.0241,1.9803,0.12687,0.209234,0.00192789,4.64692,49.5945
"571",2.31413,0.0942016,0.220869,0.00477466,4.36799,49.4114,2.16332,0.0329476,0.20113,0.0108621,4.09035,49.6455,2.01567,0.135121,0.183398,0.00159553,4.5846,51.3234,2.18247,0.129909,0.19519,0.00255804,4.56882,50.1501
"572",1.90551,0.0673492,0.160962,0.00742771,3.99674,51.3622,2.23671,0.0251779,0.191607,0.0112011,4.0563,50.5158,1.9612,0.0787052,0.181845,0.00629282,4.58464,49.1793,2.07061,0.133832,0.21792,0.00207238,4.35174,50.7366
"573",1.84163,0.0567063,0.145779,0.00719756,3.9254,49.7454,2.19173,0.0470585,0.187053,0.00968868,4.15026,50.2004,2.1855,0.0302001,0.199714,0.0109603,4.80518,48.5451,2.02892,0.0362501,0.174444,0.0112343,4.38346,50.1934
"574",1.90969,0.0503549,0.152979,0.00845537,4.05842,49.9045,2.08241,0.0625577,0.187007,0.0085258,4.28436,51.6244,2.12857,0.0142559,0.182599,0.012529,4.42862,50.6884,2.20707,0.0118854,0.188636,0.0116927,4.39478,49.2708
"575",1.9547,0.0604981,0.138253,0.00762265,4.10595,50.5212,2.21682,0.100669,0.218837,0.00469911,4.10105,49.353,1.98296,0.125026,0.198196,0.00219657,4.16196,50.6478,2.08828,0.0118701,0.196693,0.0133207,4.28409,48.6152
"576",1.97214,0.0436521,0.144156,0.00890023,4.10776,50.6278,2.043,0.021797,0.168002,0.0109012,4.46874,50.642,2.06862,0.134484,0.199124,0.00118289,4.35572,50.0915,2.10022,0.0993663,0.199634,0.00533891,3.8947,51.537
"577",2.31272,0.0336932,0.213139,0.0105969,4.36694,49.4002,2.24694,0.0721378,0.2105,0.00698564,4.28866,50.2479,2.05184,0.131924,0.202057,0.00146202,4.33673,50.072,2.11408,0.0928858,0.19133,0.00465828,3.92464,51.3997
"578",2.1732,0.0647502,0.190601,0.0083262,4.27574,52.3334,1.99125,0.0662457,0.164016,0.00669031,4.25465,48.9133,1.91411,0.0526078,0.150856,0.00829413,4.43167,49.0622,1.99233,0.0779739,0.189237,0.00677052,3.92698,50.69
"579",2.20518,0.0518274,0.190601,0.00939186,4.34461,51.8216,2.26775,0.0894353,0.224851,0.00574053,4.47014,50.4377,1.92686,0.0725312,0.150001,0.00697819,4.44488,48.6244,2.1863,0.0923975,0.199114,0.00517639,4.50245,49.9122
"580",1.98897,0.113969,0.194621,0.00281845,3.97968,48.5726,2.22821,0.0974453,0.235313,0.00455224,4.45996,50.1724,1.73734,0.0444927,0.141493,0.00883788,4.33971,49.0294,1.97382,0.0779205,0.200987,0.00738427,4.56211,50.3942
"581",2.10578,0.111576,0.206365,0.00337148,4.63028,50.7071,2.35651,0.108585,0.219774,0.00395094,4.46029,50.254,1.95083,0.112755,0.160256,0.00352529,4.04457,50.9864,2.07405,0.0602112,0.189468,0.00795226,4.56147,50.4094
"582",2.10139,0.0447843,0.196128,0.00927011,4.15317,48.3721,1.96607,0.0877705,0.167352,0.00564942,3.8378,49.1385,1.94186,0.129833,0.193123,0.00121509,4.1178,49.1946,2.2158,0.113143,0.234179,0.00324314,4.11777,50.1861
"583",2.02031,0.0416114,0.192665,0.0100683,4.13912,48.119,1.94472,0.111916,0.163065,0.0035689,4.39493,49.3979,1.85467,0.136448,0.185802,0.000700008,4.10612,50.0421,2.35501,0.135631,0.228912,0.00138068,4.0515,50.7262
"584",2.11889,0.0640204,0.191261,0.0081209,4.19877,49.6826,2.20923,0.0581697,0.219283,0.0086813,4.06454,50.2625,2.10372,0.129681,0.216834,0.00126891,4.26057,50.7271,2.02532,0.129625,0.188647,0.00201299,4.2103,50.2615
"585",2.08115,0.0464713,0.186933,0.00905413,4.30221,49.5027,2.15422,0.0712113,0.182563,0.00735967,4.46789,49.828,2.18895,0.124481,0.202497,0.00212005,4.12338,50.5931,2.00522,0.0358608,0.183799,0.0101178,4.21097,47.2612
"586",2.04317,0.037244,0.186645,0.0101089,4.26392,49.8924,1.92569,0.0730545,0.175046,0.00658665,4.48462,49.5237,1.9636,0.0816737,0.191305,0.00642876,4.42626,49.2198,2.00809,0.0223161,0.147357,0.010615,4.54227,51.0456
"587",2.11406,0.0547352,0.197135,0.0090256,4.12256,49.6395,2.12369,0.096447,0.207,0.00512242,4.52683,50.4085,1.87633,0.112894,0.167368,0.00316887,4.37131,48.2571,2.3376,0.0149641,0.204908,0.0120929,4.42844,49.5094
"588",2.11244,0.053145,0.195721,0.00824323,4.09317,49.6457,2.08695,0.032488,0.184082,0.0107561,4.1803,49.2536,1.87379,0.104603,0.163207,0.00326689,4.48813,47.9986,2.13474,0.0040564,0.199678,0.0138625,4.00309,50.8686
"589",2.11147,0.0649667,0.196619,0.00786046,4.07865,49.8481,2.21619,0.0387486,0.198566,0.0103153,4.36127,50.7482,2.38197,0.0175367,0.196441,0.0129083,4.13829,52.1292,2.20592,0.0035676,0.168819,0.0122049,4.30065,49.8575
"590",2.18599,0.054651,0.196106,0.00870367,4.58534,50.1797,1.9028,0.0231168,0.172524,0.0114789,4.33506,49.1295,2.19116,0.0310326,0.194586,0.0121375,4.48164,50.8824,1.92037,0.145223,0.193145,0.000157939,4.25404,49.7487
"591",2.11965,0.0519295,0.197437,0.00861466,4.0026,49.0241,2.04363,0.0775009,0.162906,0.00693508,4.52648,49.2589,2.15455,0.100183,0.184186,0.00387702,4.38809,51.2375,2.05953,0.0668376,0.196087,0.0083135,4.20608,49.6275
"592",2.07238,0.0525428,0.206521,0.00875833,4.0007,49.1387,1.98864,0.129488,0.197919,0.00177094,4.7164,51.4994,2.07737,0.0756808,0.191495,0.00629177,4.16299,50.8127,2.06323,0.0582805,0.195758,0.00752446,4.16976,49.5607
"593",2.12148,0.0573603,0.214701,0.00818289,4.01224,49.2077,1.99005,0.02082,0.14937,0.0109754,4.57366,49.7003,2.0707,0.0822022,0.190539,0.00672954,4.15977,50.7097,2.06842,0.0643485,0.192346,0.00775412,4.12538,49.7818
"594",2.57766,0.0181835,0.232839,0.0124752,4.41516,49.8969,2.28487,0.136474,0.244331,5.52738e-05,3.86972,50.019,2.14442,0.0520602,0.180446,0.00789623,4.23441,50.4593,2.16766,0.0155506,0.189601,0.0121016,4.17272,50.1401
"595",2.19775,0.00641012,0.194149,0.0132345,4.07152,51.1121,1.98485,0.0508943,0.154012,0.00893792,4.42851,50.4119,2.14399,0.0511601,0.179958,0.00855759,4.2353,50.4511,2.10885,0.0574594,0.18801,0.00841687,4.20896,50.5923
"596",2.25386,0.00674909,0.190123,0.0127391,4.07039,51.2845,1.95121,0.0243297,0.169343,0.0109001,3.86012,49.2995,2.09066,0.0940851,0.178891,0.00576983,4.07832,51.522,2.19917,0.093015,0.208096,0.00549484,4.26053,51.4537
"597",2.0081,0.141165,0.205671,0.000439532,4.32715,48.7732,1.92743,0.0238731,0.17008,0.0108936,3.80086,49.319,2.33251,0.0203483,0.213201,0.011403,4.56348,49.4504,2.31859,0.0752061,0.207383,0.00678273,4.43089,51.7911
"598",2.16377,0.0408272,0.182682,0.0102874,4.1591,51.0169,1.9607,0.110019,0.197951,0.00310311,4.85301,49.8934,2.14733,0.129112,0.212801,0.0020352,3.91458,50.7572,1.92086,0.0890608,0.173359,0.0046571,4.48688,48.3216
"599",1.99766,0.10516,0.198031,0.00309021,4.38609,49.1554,1.9448,0.114104,0.193685,0.00278545,4.91162,50.2718,2.18959,0.101115,0.214702,0.00475514,4.38453,51.1545,2.32285,0.0560482,0.230221,0.00919459,3.94066,51.527
"600",1.91189,0.111788,0.184463,0.00243523,4.47806,48.1633,2.32669,0.0391768,0.202104,0.0096239,3.73528,49.6829,2.05847,0.146289,0.195077,0.000107801,4.72858,50.1779,1.86255,0.130749,0.183161,0.00143627,4.57777,48.6041
"601",2.17624,0.13953,0.217274,0.000840935,4.51619,50.1726,2.03803,0.015366,0.167854,0.0120482,4.28342,48.234,1.94695,0.130712,0.18923,0.00141422,4.36967,50.725,1.85254,0.14004,0.187183,0.000256381,4.52472,48.0171
"602",1.99787,0.139555,0.202222,0.000592666,4.44092,49.1812,1.89104,0.0209212,0.147996,0.0116944,4.37083,50.5449,2.07318,0.0701389,0.200205,0.00808712,4.29587,50.9105,2.19157,0.021775,0.188792,0.0120598,4.08626,50.872
"603",1.8476,0.115796,0.164648,0.00320667,4.23757,50.6393,2.04202,0.0247379,0.146059,0.00985314,4.2864,50.5784,2.18056,0.0826518,0.203578,0.00584379,4.50768,51.2499,2.19601,0.0391625,0.192807,0.0102396,4.00655,50.2254
"604",1.95044,0.0937539,0.164622,0.00526375,4.20573,50.111,2.06458,0.0066685,0.178974,0.0126298,4.42826,48.7085,1.95207,0.0610309,0.186839,0.00821623,4.37165,48.3764,2.37682,0.0047587,0.207924,0.0133881,4.01207,51.7344
"605",2.12414,0.108892,0.220906,0.00356548,4.31869,49.4104,2.02141,0.00637245,0.164912,0.0131217,4.26598,50.9757,2.12976,0.10128,0.207597,0.00393278,4.28738,48.1305,2.43257,0.00572106,0.211179,0.0132242,3.94403,52.2816
"606",2.0654,0.0502663,0.180267,0.00923433,4.16861,50.7327,2.13219,0.00883185,0.166612,0.0123537,4.18605,51.4601,2.06693,0.0349523,0.184164,0.0105382,3.5971,50.5715,1.85445,0.0599992,0.166081,0.00850332,4.4291,48.9579
"607",2.03102,0.106292,0.182749,0.00411624,4.44525,51.3794,2.02738,0.00817978,0.172461,0.0126766,4.45203,50.0806,2.13037,0.0268968,0.192727,0.0113645,4.76189,50.6289,1.90712,0.0881057,0.182651,0.0050556,3.95895,46.1045
"608",2.13127,0.0162359,0.190765,0.0125932,4.23666,49.2459,2.13885,0.0127384,0.183847,0.0117059,4.13739,50.4098,2.31273,0.0486234,0.233483,0.00955778,4.17208,49.1002,2.03445,0.10765,0.208478,0.00379685,4.18911,49.3047
"609",2.14709,0.0430826,0.190603,0.0100696,4.09315,50.0887,2.3129,0.0183854,0.204907,0.0121875,4.30698,50.6138,2.2013,0.0443789,0.198261,0.00981015,3.94117,48.9654,2.02424,0.115712,0.194083,0.00345175,4.36548,50.6639
"610",1.94749,0.122717,0.187154,0.00206625,4.51459,49.9876,2.07499,0.0077813,0.180086,0.0125381,4.19154,49.4203,2.0268,0.0817025,0.183213,0.00599635,4.21822,49.9258,2.043,0.0287284,0.18681,0.0112296,4.29019,48.5089
"611",2.19725,0.117697,0.215027,0.00256957,3.9394,50.8298,1.93429,0.10381,0.165534,0.00492106,4.4145,50.9376,2.19227,0.011533,0.215308,0.0127054,4.26069,48.2955,2.05628,0.0343009,0.185256,0.0108842,4.29629,48.5657
"612",1.90388,0.10406,0.172236,0.00444594,4.40921,49.3216,1.80322,0.114282,0.149301,0.00309617,4.59318,50.7421,2.31249,0.0264861,0.202876,0.0105698,4.08719,48.6767,2.27134,0.114466,0.236595,0.00396302,4.29874,49.6752
"613",2.17184,0.127826,0.2025,0.00181763,4.64089,49.3513,1.90319,0.0391819,0.137694,0.00872415,4.38964,50.1559,1.9495,0.0400697,0.182508,0.00959369,4.15207,49.6881,2.25281,0.102413,0.23798,0.00379262,4.33383,49.6771
"614",1.93802,0.137391,0.168017,0.00155537,4.00884,48.8015,2.21045,0.152417,0.214975,5.7588e-05,4.19259,48.9275,2.16749,0.0110969,0.179857,0.0129472,4.17097,49.537,2.00646,0.0249491,0.1686,0.0114597,4.32787,49.4825
"615",1.86573,0.110424,0.182256,0.00308387,4.32589,48.8204,1.92374,0.158011,0.159828,0.000639021,4.33854,51.085,1.99475,0.0165099,0.158561,0.0121446,4.11703,51.8562,1.9869,0.093049,0.194287,0.00496721,4.25286,49.5571
"616",2.01551,0.0927051,0.187613,0.00466444,4.38239,47.6637,1.94629,0.143383,0.158949,0.000691964,4.34161,50.967,1.89209,0.102739,0.188673,0.00445883,4.45696,49.9901,2.16187,0.0437935,0.18839,0.00938859,4.54949,49.2353
"617",2.04281,0.0578497,0.195147,0.00871537,4.28042,48.3257,1.82829,0.146819,0.184908,0.000683998,4.38935,49.9468,2.17435,0.110378,0.198095,0.00314979,4.24836,50.9196,1.9179,0.0599057,0.174281,0.00791186,4.42548,48.5561
"618",2.10916,0.0551094,0.18866,0.00853237,4.57243,49.3983,1.88718,0.126351,0.176851,0.00155169,3.9869,50.1423,2.13044,0.0934867,0.220833,0.00586097,3.88514,49.8596,1.91647,0.136756,0.178035,0.00163581,4.05063,49.7057
"619",2.0313,0.0747381,0.185005,0.00638365,4.84091,49.5128,1.83013,0.126288,0.177645,0.0020264,3.85022,50.9037,2.25032,0.0586742,0.220302,0.00907955,3.91581,49.4326,2.21063,0.0179964,0.205618,0.0119916,4.42821,50.172
"620",2.13625,0.0591527,0.203148,0.00865967,4.37424,48.0333,1.9822,0.14114,0.160505,0.00164441,4.13538,50.9264,1.95774,0.153045,0.185953,6.9402e-05,4.67049,50.2905,2.10063,0.0308634,0.212948,0.0119153,4.29194,50.1005
