"","X1.k_PlasKid","X1.k_ePlas","X1.k_KidPlas","X1.k_eKid","X1.scale","X1.Plasma0","X2.k_PlasKid","X2.k_ePlas","X2.k_KidPlas","X2.k_eKid","X2.scale","X2.Plasma0","X3.k_PlasKid","X3.k_ePlas","X3.k_KidPlas","X3.k_eKid","X3.scale","X3.Plasma0","X4.k_PlasKid","X4.k_ePlas","X4.k_KidPlas","X4.k_eKid","X4.scale","X4.Plasma0"
"231",1.79107,0.137267,0.158291,0.00140637,4.18015,47.997,2.09296,0.0662361,0.201153,0.0070646,4.41877,48.7849,1.81603,0.133933,0.149159,0.00274734,4.3366,49.5325,2.1306,0.0178084,0.189468,0.0124537,4.63095,49.9201
"232",1.77353,0.12943,0.176043,0.00182013,4.39903,48.1867,2.03949,0.103523,0.187284,0.00413142,4.12952,51.0985,1.8186,0.117064,0.150362,0.00249147,4.35311,49.6508,2.04834,0.00644552,0.17951,0.0129913,3.93293,49.1585
"233",1.97994,0.137759,0.186642,0.00123395,4.23358,47.3803,2.03057,0.105078,0.17949,0.00389941,4.08377,51.0445,2.0915,0.101493,0.20757,0.00538319,4.2806,50.5414,2.1919,0.0453667,0.193889,0.00963561,3.9101,49.889
"234",1.96951,0.12377,0.194691,0.00131426,4.59449,49.2719,2.39556,0.0570498,0.22764,0.00894607,4.44591,49.0811,2.2384,0.0638744,0.192629,0.00766234,3.96462,50.8831,2.23009,0.0698078,0.217431,0.00683806,3.98711,49.2876
"235",2.21758,0.142762,0.225519,0.000865843,4.08786,49.9591,2.11412,0.0673802,0.179055,0.00803043,4.25513,50.763,2.18989,0.0144985,0.207354,0.0130588,4.1224,49.4238,2.15657,0.0737538,0.205288,0.00633723,4.16564,50.204
"236",1.78882,0.111202,0.158956,0.00346592,4.45785,49.9668,2.08857,0.0503911,0.187247,0.00981121,4.26851,51.1805,2.6121,0.0744101,0.249209,0.00679716,4.23684,50.2305,1.9764,0.0520495,0.179626,0.00967274,4.2643,49.0518
"237",2.11747,0.0264292,0.172666,0.0104443,4.09657,49.2277,1.98723,0.0809217,0.16792,0.00693191,4.3165,50.9223,2.62686,0.0691154,0.254234,0.00743484,4.22336,50.6841,2.00028,0.0540837,0.174336,0.00768451,4.28031,49.0141
"238",2.21128,0.0149896,0.188388,0.0119493,4.52089,49.6478,1.92393,0.0768092,0.184519,0.00614634,4.82279,48.8985,2.33121,0.103867,0.238577,0.00429936,4.14505,49.8739,2.06361,0.113474,0.207829,0.00422785,4.33153,50.6486
"239",2.35892,0.00864921,0.233138,0.0137527,4.65143,49.0062,1.87675,0.126955,0.174079,0.00212785,3.79217,50.5594,1.96765,0.0312019,0.184604,0.0115138,3.95362,49.7445,1.83478,0.0901029,0.162762,0.00523917,4.1243,48.274
"240",2.17373,0.112467,0.209035,0.00318797,3.87355,51.6176,1.85933,0.14293,0.174237,0.000853705,3.73282,49.6,2.06806,0.035064,0.158927,0.0101188,3.86054,49.2713,1.77893,0.0711146,0.161927,0.00678931,4.07206,48.3244
"241",2.08557,0.0915532,0.218076,0.00546926,4.452,48.5382,2.30492,0.0935975,0.232679,0.00476487,4.79928,50.0801,1.86199,0.134154,0.188255,0.0019553,3.3383,50.1092,2.32633,0.0923435,0.243898,0.0050806,4.50643,50.3902
"242",2.2054,0.0629028,0.186792,0.0079554,3.85368,51.0062,2.21384,0.131586,0.231646,0.000964764,4.16534,50.4307,2.29684,0.042716,0.190684,0.00976497,3.93886,51.345,2.44873,0.0966592,0.254862,0.00451719,4.59314,50.7755
"243",2.12083,0.0774569,0.182193,0.00648705,4.16984,49.724,2.03088,0.0435011,0.163138,0.00971558,4.09137,50.0003,1.94536,0.0784169,0.185193,0.00636033,4.65705,48.3821,2.35854,0.0781086,0.221434,0.00691937,4.3675,50.0395
"244",1.99909,0.0627366,0.193641,0.00814492,3.78154,50.2122,2.04786,0.0592624,0.158164,0.00824376,3.99165,49.9945,1.92616,0.0764473,0.160168,0.0065157,4.28769,50.4084,2.06132,0.107136,0.193277,0.00459976,4.00941,51.0585
"245",2.15591,0.0248848,0.211118,0.0118007,4.47372,50.0745,1.90614,0.0952586,0.180159,0.00506465,4.36032,50.3523,1.94992,0.0542636,0.163566,0.00828294,4.27671,50.0143,2.00642,0.0660531,0.172119,0.0079663,4.50938,48.4834
"246",2.25653,0.0369493,0.181678,0.00998114,4.26847,49.649,2.14991,0.119944,0.197988,0.00303179,4.65773,49.9669,1.97979,0.0594901,0.17572,0.00815967,4.32584,49.9473,2.04077,0.0576675,0.172758,0.00769784,4.54448,47.9371
"247",2.12705,0.0254131,0.200284,0.0117521,4.24979,48.3934,2.03497,0.066896,0.211519,0.00744882,4.35634,47.1969,2.01625,0.119776,0.199298,0.00253222,3.78912,48.2055,2.05982,0.0501041,0.180025,0.00881585,4.58363,48.6574
"248",2.23124,0.0256451,0.199315,0.0114365,4.40348,51.254,2.00269,0.119058,0.185583,0.00261944,4.01424,48.1634,2.01411,0.12763,0.199624,0.00254619,3.79264,48.1948,2.04609,0.0448664,0.182693,0.00956886,4.47188,49.439
"249",2.10019,0.00370781,0.191903,0.0133182,4.28123,48.7471,2.1745,0.0400829,0.188424,0.00967118,4.45687,51.416,2.01877,0.106575,0.190341,0.00411737,3.84823,48.5211,1.9582,0.0798659,0.189753,0.00595043,4.34325,49.0811
"250",2.28449,0.00596241,0.209721,0.0129852,4.26615,47.92,2.22082,0.0431538,0.21476,0.009784,3.97743,48.5958,1.91374,0.11429,0.190148,0.00296765,4.205,49.3344,1.88531,0.0315933,0.155998,0.0100145,4.15045,50.0645
"251",2.28789,0.00599716,0.209147,0.0132521,4.27533,47.8709,2.04471,0.101637,0.181769,0.00392436,4.33831,51.3403,2.24493,0.0441983,0.207409,0.0101405,4.27299,51.5825,2.46072,0.0130973,0.216982,0.0131833,4.31469,50.0789
"252",2.20482,0.00372683,0.208304,0.0143311,4.038,49.2362,2.16532,0.0427605,0.192391,0.0107715,4.30374,51.4965,2.3085,0.0665347,0.189157,0.00798881,4.28837,52.5001,1.84079,0.145729,0.168159,0.000249756,4.22265,49.798
"253",2.15197,0.00331666,0.212886,0.0137675,3.98301,49.0394,1.99223,0.101584,0.175661,0.00442417,4.24839,49.8216,2.22177,0.0430504,0.203091,0.0104277,3.91245,52.1285,2.02787,0.132304,0.194442,0.00138519,4.30123,48.7481
"254",2.14891,0.00333744,0.21293,0.0133102,3.98536,49.0383,1.97004,0.0765419,0.18432,0.00698643,4.3746,50.2758,1.88988,0.0651438,0.176526,0.00781057,4.40927,49.5709,2.03711,0.114414,0.177946,0.00349924,4.25928,50.9144
"255",1.99857,0.119183,0.178125,0.00245594,4.48678,51.7283,1.95794,0.108227,0.19516,0.00312676,4.19378,47.5205,2.2308,0.103236,0.203245,0.00416902,4.01589,50.0548,2.02149,0.109971,0.20991,0.00343002,4.28051,50.3406
"256",2.44199,0.0546793,0.241619,0.0079858,4.35592,49.441,1.86757,0.0964748,0.183147,0.00440983,4.14118,48.1189,2.19504,0.0939957,0.196587,0.00518537,4.17743,50.2363,2.17534,0.138276,0.197757,0.0018046,4.0444,51.8864
"257",2.01369,0.0399715,0.16779,0.0111716,4.28704,50.9205,2.2932,0.0562799,0.202694,0.00827713,4.39106,50.1301,2.05189,0.0755047,0.201756,0.00708008,4.37178,49.5461,2.09413,0.0473059,0.197911,0.00879718,4.65682,47.1879
"258",1.95655,0.0217809,0.162112,0.0104868,4.1734,47.9496,1.89799,0.103704,0.165711,0.00383711,4.0428,49.7056,2.05535,0.10057,0.192677,0.00447139,4.14705,51.1291,2.05386,0.0655213,0.198298,0.00697457,4.38956,47.7772
"259",2.21855,0.0124553,0.18706,0.0123371,3.55868,51.5446,2.04791,0.0834747,0.187882,0.00620965,3.7263,50.5347,2.06009,0.126332,0.187043,0.00238726,4.18652,51.2373,2.17594,0.0513788,0.202387,0.00924607,4.11163,49.7191
"260",2.18837,0.0125896,0.189613,0.0126382,3.59645,51.4681,2.17926,0.0566512,0.200623,0.00848978,3.71482,50.6493,1.96087,0.0198189,0.185215,0.0122118,4.34899,48.3344,2.21105,0.043132,0.204083,0.00998662,4.19153,49.7222
"261",2.18258,0.0146694,0.199209,0.0124392,3.53149,49.8219,2.2503,0.0199667,0.197835,0.0115908,3.79994,49.7334,2.34631,0.118187,0.227518,0.0029229,4.21577,51.301,2.12419,0.038471,0.213767,0.0116044,4.09151,49.8156
"262",2.26967,0.0120442,0.199133,0.0123445,3.67169,49.6662,2.1888,0.0758131,0.215584,0.0067982,4.66455,49.9813,2.10195,0.122093,0.204301,0.00230956,4.22571,50.2213,2.34298,0.0509928,0.187545,0.00894292,4.23243,50.2116
"263",2.02309,0.0713044,0.187851,0.00683794,4.21189,48.8232,2.3691,0.0710879,0.233136,0.00692721,3.86539,49.9478,2.09095,0.126725,0.207733,0.00181556,4.21415,50.2061,2.23095,0.0354235,0.192086,0.0101797,4.32718,50.0932
"264",1.92761,0.0811724,0.163971,0.00602385,4.44798,50.3063,1.97656,0.0733522,0.185482,0.00629532,4.17668,49.2591,2.1692,0.0775112,0.199063,0.00639555,4.26001,49.6104,2.4164,0.0787486,0.233715,0.0063447,4.28781,48.8091
"265",1.93531,0.10375,0.177628,0.0041355,4.3681,49.221,2.31841,0.00934999,0.198237,0.0123083,4.18325,49.0266,2.06915,0.00974243,0.175161,0.0122786,4.28723,48.9503,2.34416,0.0582521,0.213804,0.00827375,3.89575,50.9447
"266",2.19675,0.0923948,0.207128,0.00534384,4.04904,50.2605,2.0527,0.00426918,0.199084,0.0138723,4.12073,48.1439,2.07161,0.0153495,0.175284,0.0120987,3.86988,50.2401,2.29925,0.0749336,0.214377,0.00692507,4.12261,50.1496
"267",2.13729,0.0804668,0.20895,0.00625742,4.13246,49.1824,1.99033,0.00236531,0.139861,0.0118459,3.8413,49.3283,2.13608,0.0169393,0.171507,0.0115193,3.97607,49.8836,2.11572,0.0629455,0.188439,0.00789692,3.77726,48.7813
"268",1.98301,0.149153,0.180178,0.000371823,4.33866,50.5879,1.99725,0.00303152,0.142373,0.0119465,3.9289,50.2073,1.94447,0.0203594,0.16126,0.011633,3.99479,51.4664,2.02921,0.122805,0.208458,0.00255384,4.45498,50.5935
"269",1.93728,0.144953,0.180812,5.46368e-05,4.2887,50.1388,2.02907,0.00317187,0.146159,0.0119427,4.04525,49.8948,2.0286,0.0315542,0.186046,0.010831,4.6478,49.2787,1.89168,0.0263109,0.166532,0.0110712,4.24484,49.4823
"270",1.88984,0.144261,0.197286,5.58373e-05,4.34569,48.3195,2.03944,0.00300688,0.148461,0.0120205,4.02678,49.8624,2.11943,0.0153163,0.19608,0.0126459,4.04253,49.4185,1.98097,0.0412716,0.169174,0.00974924,3.99846,49.8257
"271",2.17021,0.141182,0.22148,0.000202842,4.75818,49.5098,1.99489,0.000814742,0.181893,0.0136606,4.26129,49.0253,2.11992,0.0140467,0.204205,0.0123162,4.06316,49.6187,2.12135,0.0490598,0.188276,0.009393,4.20496,50.1275
"272",1.97839,0.138207,0.197605,0.000529018,4.62839,49.3159,2.46864,0.00205079,0.216264,0.0132742,4.26517,51.0837,2.41168,0.00644538,0.204789,0.0135218,4.31162,49.4534,1.84754,0.150618,0.174176,0.000715789,4.34045,50.4866
"273",2.10945,0.137618,0.208879,0.0010066,3.8808,50.297,1.97674,0.13936,0.21116,0.000395028,4.05746,49.0267,2.15385,0.000442411,0.167727,0.0119505,3.948,49.4616,1.8314,0.110847,0.16484,0.00416972,3.88294,49.182
"274",2.12554,0.108001,0.203617,0.0040438,4.70278,50.6054,2.16987,0.0314924,0.16667,0.0111469,4.16336,50.8297,1.92723,0.0007538,0.152907,0.012743,4.2016,50.7066,1.9576,0.113019,0.204795,0.00336006,4.61924,47.3473
"275",2.0827,0.120126,0.197123,0.00311597,4.41032,49.9626,2.16486,0.0305889,0.166417,0.010066,4.15918,50.8495,2.13868,0.00489321,0.183497,0.0125109,3.83938,49.5427,2.35071,0.0497352,0.198734,0.0100236,4.35421,49.2522
"276",2.4862,0.0611816,0.220093,0.00799397,4.77804,50.2674,2.03502,0.100756,0.211704,0.00489174,4.04897,49.3745,2.19219,0.13771,0.239534,0.000814924,4.60324,50.2457,2.40952,0.0310462,0.229343,0.0111839,3.97589,52.2189
"277",2.05646,0.0432292,0.173808,0.00954636,4.16218,51.5497,2.1153,0.100811,0.211211,0.004092,3.96534,49.4596,2.30289,0.105535,0.218761,0.00393956,4.29897,49.0167,2.4115,0.0601365,0.240745,0.00846062,4.06211,47.8844
"278",2.21877,0.0123543,0.180273,0.0121991,4.02755,49.6593,2.09224,0.121504,0.196652,0.00225663,4.2381,49.6021,2.00323,0.121546,0.204416,0.002485,4.33591,50.1516,2.33498,0.051162,0.232,0.00968923,4.5494,49.5244
"279",2.28906,0.0101041,0.222068,0.0138472,4.18503,49.2466,2.09676,0.0268765,0.171677,0.0110144,4.27137,50.5998,1.97128,0.106056,0.171726,0.00406169,4.447,51.3872,2.42133,0.052031,0.215662,0.00917796,4.59142,49.7518
"280",2.33515,0.00844527,0.197886,0.0122664,4.41306,50.7823,1.90033,0.118605,0.175432,0.00265801,4.04875,49.2393,2.30564,0.0489193,0.193903,0.00913411,4.30958,52.1727,1.97132,0.0374692,0.161215,0.0104713,3.84996,49.9292
"281",2.28079,0.0658122,0.212889,0.00772157,4.3583,49.8692,2.09892,0.131752,0.201805,0.00176422,4.56826,49.5444,2.40307,0.0689422,0.213562,0.00744796,4.44572,51.5436,2.06669,0.0410194,0.177282,0.00950789,3.88488,51.0621
"282",2.21349,0.0580986,0.215499,0.00747913,4.30899,50.072,2.08572,0.134291,0.210257,0.00108048,4.35158,49.706,1.79578,0.0938658,0.165982,0.00514974,3.9241,48.8526,2.12019,0.0383276,0.174152,0.00953992,4.28525,50.6259
"283",2.28826,0.0950775,0.222813,0.0058675,4.53196,50.724,2.03774,0.0677003,0.192702,0.00755705,4.22248,50.7085,2.35609,0.0550481,0.208324,0.0085006,4.31234,50.9187,2.09826,0.0485004,0.187466,0.00946789,4.49422,49.359
"284",2.23531,0.077911,0.218391,0.00751123,4.42331,50.5822,2.06061,0.069912,0.173028,0.00728915,4.20395,50.1385,2.29407,0.0529071,0.21,0.00889934,4.28736,50.816,2.08406,0.0867611,0.197247,0.00637165,4.34166,49.1729
"285",2.09362,0.0471457,0.204963,0.00898568,3.99995,48.7826,2.16269,0.0843397,0.21851,0.00601251,4.38668,50.0049,1.9124,0.0910879,0.175306,0.00497266,4.14174,48.7656,2.08028,0.121107,0.204049,0.00186846,4.46556,49.7018
"286",2.08062,0.0476607,0.188938,0.00874405,4.16644,49.5815,2.15643,0.0896232,0.229401,0.00595959,4.4828,50.537,2.25328,0.062921,0.206453,0.00821683,4.24591,50.3479,2.0736,0.121981,0.204576,0.00178545,4.46106,49.622
"287",2.1607,0.069168,0.200155,0.00806186,4.37573,49.9117,2.3432,0.0837733,0.203209,0.00563103,4.37497,50.4871,2.03531,0.0802701,0.175609,0.00625255,4.31285,49.7723,2.11432,0.0552763,0.188411,0.00917339,4.63778,50.8001
"288",2.00916,0.0207866,0.16826,0.010793,4.73184,49.4559,1.97492,0.0889727,0.196703,0.00493039,4.13353,49.0052,1.92629,0.120222,0.185783,0.00270977,4.40587,50.6885,1.97935,0.127339,0.187962,0.00159501,3.81544,50.3915
"289",2.16806,0.104845,0.202196,0.0040515,3.93241,51.3443,2.29054,0.0858252,0.190974,0.00571158,4.07847,50.9853,1.98715,0.0730885,0.181744,0.00677395,4.24282,48.938,1.94155,0.128752,0.188264,0.00212532,3.96997,49.1702
"290",2.13007,0.0293847,0.198697,0.0112896,4.42617,48.1235,2.1536,0.0346745,0.212279,0.0111907,4.32325,50.0988,2.04457,0.0570105,0.180453,0.00855271,4.25667,50.2332,2.32482,0.0313772,0.217779,0.0106904,4.45057,49.4974
"291",1.91202,0.0783384,0.167182,0.00640715,4.05516,48.3155,2.08921,0.0813494,0.192911,0.00563567,4.69834,48.2044,2.04655,0.113152,0.196468,0.00284734,4.23776,50.243,2.26298,0.0451522,0.240215,0.00991225,4.34281,46.9399
"292",2.01081,0.0811734,0.181366,0.00589778,4.01292,47.2894,1.94289,0.119496,0.194843,0.00250887,4.73571,48.6631,2.14778,0.0909041,0.192561,0.00528949,4.14308,51.7387,2.22054,0.0413874,0.233406,0.0103537,4.26515,47.3501
"293",2.01707,0.0587743,0.186181,0.00826551,3.99941,47.6728,1.95972,0.145046,0.192333,6.34288e-05,3.83103,50.3029,2.09487,0.0587168,0.182989,0.00859217,4.18137,50.1845,2.2085,0.082014,0.214296,0.00611025,4.41032,47.8901
"294",1.9152,0.0895979,0.188966,0.00552528,4.00782,48.4223,2.05908,0.154796,0.199789,0.000283848,4.4708,51.089,2.05865,0.0859772,0.192814,0.00531986,4.35688,48.7437,2.12527,0.0893749,0.224725,0.00518309,4.67638,48.4416
"295",2.13551,0.098448,0.188092,0.00473905,4.53951,51.0961,2.03938,0.142637,0.205427,0.000109214,4.00267,49.7757,1.95157,0.122403,0.163029,0.00299506,4.31851,48.3071,2.03522,0.121758,0.205598,0.00267993,4.59496,49.0631
"296",2.04481,0.10534,0.197371,0.00418259,4.68039,51.0469,1.88293,0.152843,0.18106,9.91285e-06,4.31833,49.0046,1.87259,0.0632477,0.1824,0.00811727,4.38682,49.7938,1.84689,0.0963802,0.164587,0.00456211,3.99846,49.7899
"297",2.06962,0.11352,0.18143,0.00376475,4.18617,51.0904,1.90443,0.147911,0.178045,4.79755e-06,4.03928,49.0672,2.07837,0.14015,0.18584,0.0015468,4.18446,49.2691,2.22937,0.056156,0.219839,0.00869786,4.54384,48.508
"298",2.02564,0.0582911,0.19213,0.00816453,4.18001,49.1807,2.29943,0.148334,0.219587,0.000153758,4.34287,50.7806,1.92723,0.0916122,0.191343,0.00515998,4.19244,50.7781,2.07944,0.0467309,0.211541,0.0102413,4.47184,48.0956
"299",2.03022,0.0765899,0.209653,0.00697236,4.27434,49.3734,2.15762,0.0284716,0.172041,0.00990203,4.94854,49.105,1.98201,0.106772,0.187958,0.00444279,4.14768,50.7529,2.14441,0.127891,0.181367,0.00283284,4.29211,52.5544
"300",2.18581,0.0958742,0.209555,0.00428459,4.23608,49.1874,2.10437,0.0235554,0.202884,0.0114605,4.25568,50.355,2.092,0.0705438,0.188129,0.00708133,4.16953,49.1264,2.03226,0.145414,0.183352,0.000984751,4.31766,52.2301
"301",1.99574,0.0999849,0.199899,0.00454014,4.50889,48.1613,2.15552,0.0269304,0.196674,0.0111091,4.19435,50.9663,2.07481,0.0728149,0.181245,0.00659548,4.33611,48.8648,1.92159,0.145282,0.180656,0.000515136,4.05044,50.4755
"302",1.98407,0.142069,0.191369,0.00076807,4.16171,50.3932,2.30398,0.0295218,0.203499,0.0111606,4.03004,49.486,1.90789,0.0250245,0.177587,0.0117196,4.3056,48.5446,1.9571,0.127352,0.168697,0.00220062,4.71779,50.1658
"303",2.18379,0.00793008,0.188387,0.0128334,4.18393,49.2801,2.25659,0.025267,0.220992,0.0119628,4.01712,49.6066,1.9727,0.0659078,0.167563,0.00777612,4.248,49.8075,2.19079,0.0148162,0.185105,0.0115349,3.79072,48.0253
"304",2.22245,0.00620153,0.203311,0.0131352,4.26523,48.9393,2.0425,0.0401126,0.207042,0.01003,4.30977,47.1746,2.13044,0.0307661,0.195154,0.0105058,4.2614,48.2152,2.10673,0.0687035,0.213088,0.00761992,3.9081,48.7284
"305",2.1908,0.0323188,0.174301,0.0105398,4.14915,50.6398,2.32166,0.0496207,0.194925,0.00907782,4.18865,52.376,2.02942,0.0382155,0.191597,0.00973279,4.41359,48.0949,2.06508,0.0772924,0.168252,0.00715051,4.12642,49.2085
"306",2.26852,0.0320234,0.194501,0.0104648,3.95056,50.9619,2.29939,0.0447271,0.217513,0.00912334,4.1935,50.4525,2.14601,0.0352485,0.19076,0.00972717,4.43332,48.3301,1.86794,0.0964284,0.191268,0.00493586,3.86591,49.4262
"307",1.98263,0.0619738,0.183982,0.00769172,4.27681,49.0077,2.10934,0.0653529,0.193766,0.00766848,4.25541,50.4902,2.1335,0.124998,0.204447,0.00169538,4.0037,50.3352,1.93896,0.0807861,0.195571,0.00606729,4.06292,49.4302
"308",2.07484,0.0649534,0.17707,0.00749053,4.30019,49.1312,2.10343,0.0149289,0.1879,0.0123427,4.15209,48.7748,2.12671,0.0696308,0.197054,0.00753199,4.52555,48.424,2.13023,0.0322523,0.177605,0.010076,4.28341,49.4092
"309",2.09864,0.0813178,0.179267,0.00645879,4.42493,48.9169,2.07165,0.0123188,0.179739,0.0119744,4.19046,48.4369,2.12761,0.067204,0.196699,0.00720187,4.54395,48.5119,2.0055,0.0686981,0.193427,0.00721697,4.47832,48.737
"310",2.15008,0.105652,0.212836,0.0034722,4.64532,49.9364,2.06097,0.0151166,0.183857,0.0123047,4.18887,48.5267,2.13345,0.0778735,0.189149,0.00613818,4.38024,49.1236,2.23765,0.0786796,0.201788,0.00663119,3.94834,51.2729
"311",1.93681,0.0373402,0.162861,0.00954053,3.85681,49.7434,2.27142,0.121533,0.225439,0.0029285,4.34842,51.6122,2.1295,0.0983281,0.20713,0.00512689,4.34456,48.7949,2.1783,0.0715739,0.198488,0.00741363,4.06178,51.645
"312",2.08343,0.0363871,0.169652,0.00960508,4.10584,50.5463,1.97262,0.134586,0.198396,0.00134862,3.97235,49.4943,2.14177,0.0157948,0.16726,0.0119605,4.33158,51.0298,2.1502,0.0701355,0.192511,0.00807589,4.12634,51.2088
"313",2.0368,0.0859498,0.193932,0.00611189,4.54313,49.8469,1.92413,0.111239,0.176907,0.00366862,4.51673,50.423,1.89953,0.0954956,0.167774,0.00465221,4.38397,49.6931,2.18259,0.0576916,0.193489,0.00801773,4.12725,51.3023
"314",2.10854,0.0808432,0.188974,0.00569957,4.45355,49.9154,1.95539,0.0436645,0.16822,0.00946066,4.05064,50.48,1.89457,0.12916,0.189565,0.00136212,4.89521,50.4781,2.09415,0.0853029,0.202576,0.00590914,4.51449,49.3047
"315",2.11766,0.120704,0.229249,0.00151164,4.30657,49.3313,2.17198,0.0516989,0.206731,0.00917614,4.15535,49.6302,1.96983,0.132925,0.191864,0.00170464,4.39997,49.7673,2.19121,0.00405538,0.188534,0.012855,4.41701,48.5231
"316",2.10753,0.127084,0.236843,0.00145714,4.32266,49.3801,2.10204,0.129247,0.201008,0.00254596,4.45056,50.9794,2.10763,0.130752,0.195077,0.00155964,4.50139,49.8034,2.39638,0.00154066,0.210194,0.0130998,4.13256,51.0668
"317",1.86615,0.0788509,0.173586,0.00662705,3.8719,49.1888,2.03756,0.0604097,0.186377,0.00743345,4.22479,49.2501,2.1242,0.104868,0.216651,0.00390036,3.9496,50.5872,2.11823,0.000188863,0.179663,0.0139344,4.44639,49.1235
"318",2.01348,0.0722218,0.172556,0.00680624,3.98623,48.9684,2.1678,0.055587,0.18213,0.00888264,4.54295,49.8971,2.16672,0.125774,0.203563,0.00175875,4.35877,50.2471,2.13186,0.000169467,0.180186,0.0131512,4.18395,50.9033
"319",1.9653,0.0457598,0.171109,0.00929532,4.34141,49.5473,1.96943,0.0364137,0.152183,0.00936739,4.1868,49.8576,2.06442,0.10245,0.205167,0.00401523,4.44454,50.9359,2.21658,0.00294226,0.192774,0.0132755,4.33524,49.0745
"320",1.93965,0.0962718,0.166591,0.00490351,4.30024,49.3075,1.91899,0.139091,0.184913,0.00118766,4.43673,48.6371,2.0951,0.107312,0.194953,0.00366135,4.47893,50.9518,2.18567,0.00344838,0.185975,0.0130326,4.87249,50.368
"321",2.18039,0.113951,0.201911,0.00348659,4.44658,50.7317,1.64453,0.129072,0.153406,0.00139813,4.42323,48.0488,2.05513,0.0875312,0.200005,0.00569253,4.44765,50.8892,2.17453,0.0103686,0.180383,0.0124892,4.73427,51.3647
"322",2.2202,0.115178,0.202324,0.00311941,4.44826,50.8877,2.22328,0.0302041,0.192103,0.0110192,4.10421,52.2444,2.09298,0.109066,0.184602,0.00378096,4.42364,51.2262,2.14163,0.0316398,0.211183,0.0113233,4.32159,49.5322
"323",2.21445,0.104945,0.210091,0.00348736,4.60909,51.3019,2.0868,0.0214418,0.165669,0.0112461,4.46501,51.0735,2.05761,0.104884,0.197221,0.00465332,4.48727,51.6411,2.14336,0.0347922,0.20838,0.0105295,4.46393,49.2899
"324",1.93877,0.0043051,0.155967,0.0129851,3.99318,49.3093,2.02862,0.00666318,0.170317,0.0124559,4.34475,49.9988,2.10408,0.0914325,0.22642,0.00530997,3.99764,48.8228,2.03576,0.101844,0.191262,0.0053778,4.20096,51.4195
"325",2.24448,0.00200809,0.203667,0.0136504,4.61098,50.0676,2.05218,0.0059951,0.170049,0.0130187,4.40325,50.3631,2.12047,0.0916033,0.224578,0.0053232,4.01288,48.6858,1.90246,0.115487,0.19182,0.00342279,4.34131,48.4781
"326",2.21486,0.000963253,0.187504,0.0134583,4.62434,50.2949,2.16727,0.00570103,0.181703,0.0127139,4.37192,50.4623,2.11613,0.0303106,0.171872,0.0107048,4.51014,50.1085,1.8992,0.109401,0.194632,0.00355733,4.3226,48.7187
"327",2.2098,0.00272714,0.216412,0.014386,4.1827,47.9613,1.99259,0.022422,0.16642,0.0109873,4.31947,49.0514,2.15964,0.0271048,0.179517,0.0107691,4.41279,49.4329,2.01252,0.106162,0.189933,0.00466019,4.60464,48.3568
"328",2.18263,0.00517808,0.194286,0.0137868,4.18593,48.1428,2.03668,0.0770039,0.176156,0.00707148,3.99456,50.7545,2.20831,0.0419122,0.178815,0.00933929,4.44211,49.1404,2.19536,0.0607442,0.179953,0.00740655,4.03247,51.9206
"329",1.98893,0.0220186,0.197209,0.0119802,4.27792,48.2244,2.07827,0.0299102,0.17257,0.0108973,4.68938,49.9849,2.11117,0.0644381,0.168948,0.00794646,4.69358,50.3074,1.93157,0.099514,0.195519,0.00503522,4.26834,47.5599
"330",2.05332,0.0116175,0.174896,0.0117749,4.37434,48.5351,2.0394,0.0685718,0.186389,0.00676304,4.70708,49.8605,2.08145,0.0302621,0.196138,0.011493,4.28862,48.6546,1.96454,0.0311285,0.166837,0.0114584,4.38639,50.316
"331",2.40515,0.121643,0.231305,0.00274279,4.24613,50.6372,1.99925,0.0640718,0.190862,0.00848778,4.40478,48.9325,2.09709,0.0296633,0.180683,0.0108011,4.28399,48.5921,2.15611,0.0313289,0.197942,0.0118236,4.24392,49.249
"332",1.99676,0.00501078,0.164092,0.0124827,4.2472,49.2048,1.98774,0.0421529,0.164868,0.0101497,4.09437,48.3664,2.13299,0.0907938,0.215475,0.0063032,4.21511,49.6507,2.04926,0.109208,0.189679,0.00419895,4.478,51.1504
"333",2.00917,0.00301784,0.150274,0.0121624,4.27538,51.5365,1.83481,0.134151,0.151662,0.00139557,4.49031,50.8231,2.16278,0.0932715,0.214605,0.00523899,4.06862,49.9667,2.21174,0.0535442,0.220531,0.00881081,4.03245,48.9938
"334",2.24465,0.00280123,0.178144,0.012885,4.84921,50.3499,2.36503,0.138857,0.247682,0.000285771,4.35721,48.0996,2.19252,0.0326667,0.196501,0.011142,4.32521,51.0773,2.0276,0.146257,0.194519,0.000402549,4.22913,51.3148
"335",2.01953,0.00435337,0.174893,0.0128927,4.82139,50.8715,2.39454,0.139486,0.245246,0.000297421,4.28715,48.3414,2.02851,0.0721758,0.186082,0.00776551,4.00808,49.2492,2.14067,0.0193098,0.181131,0.0116438,4.31383,48.0504
"336",2.05653,0.130642,0.211831,0.00126852,3.68891,49.1856,2.1525,0.0230662,0.166344,0.0110169,4.08556,51.9405,2.13616,0.0822162,0.193385,0.00712987,4.44376,50.7824,2.16384,0.0192142,0.196107,0.0122664,4.38878,49.1655
