"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"22","z_hat1[13,1]",0.10976184395625,0.1095425,0.00985949994619639,0.00978441869999999,0.09395806,0.12623525,1.00009530181067,15818.4155472028,13966.7576278511
"23","z_hat1[14,1]",0.0642376188125,0.0641754,0.0058057298170169,0.00578273303999999,0.05476612,0.073972985,1.00018570051455,15908.0941668386,14756.051107687
"24","z_hat1[15,1]",0.0421713508875,0.0421075,0.00480198808423454,0.00475151061000001,0.03434192,0.05009429,1.00038808773862,15803.8446499906,10862.0054931094
"25","z_hat1[16,1]",0.035544064275,0.03553255,0.00447145378440129,0.00439487118,0.028192645,0.04292406,1.00057568675599,15611.6910983106,10041.4872150631
"26","z_hat1[1,2]",9.664075675,9.637975,0.624751612717481,0.623218323000001,8.688013,10.735915,1.00011873033931,10715.0152732613,10142.7945640613
"27","z_hat1[2,2]",20.3240838375,20.29225,1.1250942937747,1.12536753,18.54046,22.229405,1.00013011568096,10748.6755271297,9989.8144667115
"28","z_hat1[3,2]",31.23275129375,31.2208,1.35759254370715,1.36213875,29.02806,33.493595,1.00017091749876,10817.4694897446,10426.6119095531
"29","z_hat1[4,2]",37.06405264375,37.076,1.31809281499344,1.33144893,34.889095,39.2298,1.00022301798733,10900.1589275544,10343.7933251706
"30","z_hat1[5,2]",40.1531639125,40.16445,1.23648697991008,1.24590291,38.123055,42.180955,1.00027349245014,10943.7149584057,10736.9799012494
"31","z_hat1[6,2]",43.059341975,43.05025,1.11336797267997,1.12722078000001,41.245685,44.900805,1.00034718923679,10842.3474943079,10153.4620227211
"32","z_hat1[7,2]",42.1911607125,42.17525,1.08408018990819,1.09645683,40.424465,43.99881,1.00035065706589,10861.6358375874,9820.07645434786
"33","z_hat1[8,2]",31.836644175,31.8254,0.974159147780225,0.971992560000002,30.250295,33.44241,1.00028802587032,11938.3668661242,10933.9077348241
"34","z_hat1[9,2]",16.2895174,16.28915,0.862673773867328,0.847676550000002,14.878295,17.701805,1.0001721726412,13974.4252091524,12834.9095813575
"35","z_hat1[10,2]",8.4471119325,8.44065,0.659698654196956,0.655005266999999,7.3799985,9.5408895,1.00019822507368,14503.6701933032,13172.446940597
"36","z_hat1[11,2]",3.314790829375,3.30387,0.365072089074312,0.360382995,2.735917,3.931577,1.00013342950177,14730.1832681258,13501.16022802
"37","z_hat1[12,2]",1.8876904175,1.876885,0.231885669396402,0.229254438,1.5272945,2.285687,1.00016082017344,14790.3297136575,13825.1818054937
"38","z_hat1[13,2]",1.162476432125,1.1549,0.147059768510944,0.145858188,0.93740915,1.4162395,1.00015931080196,14896.501193817,14129.5305101622
"39","z_hat1[14,2]",0.681046229375,0.676719,0.0839427481053782,0.0839915138999999,0.55312585,0.82620815,1.00014303127205,15293.8882927139,14042.506725742
"40","z_hat1[15,2]",0.4472233180625,0.445503,0.0583515588925767,0.0584744853,0.35498805,0.54554955,1.00073013896066,15843.0649211296,12723.7878152047
"41","z_hat1[16,2]",0.3768417094375,0.375821,0.0507291321717321,0.0507449502,0.29539115,0.46152305,1.00070737068191,16024.2898245855,10858.8632408227
"42","z_hat1[1,3]",0.00236754830375,0.002346125,0.000280473741575044,0.000274770258,0.001949182,0.0028569705,1.0001740498257,9856.05807165084,9186.75824420696
"43","z_hat1[2,3]",0.01318184765375,0.01307425,0.00150621478427559,0.00147570591,0.01092384,0.015799875,1.00016835923493,9926.9429936973,9266.5659635923
"44","z_hat1[3,3]",0.04415738710625,0.0438418,0.00480807225851519,0.00470377089,0.03687418,0.05251023,1.0001608747284,10047.2723858279,9527.61705627955
"45","z_hat1[4,3]",0.0846615853875,0.0840891,0.00889466508409838,0.0087162054,0.07118027,0.10001325,1.00015107338849,10155.4422721328,9369.00529890721
"46","z_hat1[5,3]",0.13023634439375,0.1293845,0.0133294246821967,0.0130083324,0.10995295,0.1532405,1.00014369456904,10255.1033461989,9872.88926396298
"47","z_hat1[6,3]",0.3288415315625,0.3268515,0.0319659077960541,0.0314259309000001,0.2800107,0.3841032,1.00011811889449,10532.6522322272,10289.3258232211
"48","z_hat1[7,3]",0.730104913875,0.7255295,0.0691238924137666,0.0682255455,0.6245064,0.84930625,1.00010251941715,10727.4997945488,10273.1375049522
"49","z_hat1[8,3]",4.162740036875,4.138445,0.378504657220309,0.371450604,3.584378,4.8162745,1.00010468503041,10811.6879178914,10136.1252539208
"50","z_hat1[9,3]",9.229954545625,9.179615,0.803908581354142,0.787675728,8.007377,10.62122,1.000134176843,10720.1946361773,9856.72248718344
"51","z_hat1[10,3]",11.674765961875,11.60835,1.00230075583461,0.97199256,10.1553,13.41051,1.00015899961079,10721.4122162684,9762.06125175528
"52","z_hat1[11,3]",13.088887676875,13.00645,1.13358934983827,1.09979268,11.3669,15.06471,1.00018244670452,10779.2749306806,10204.5065241684
"53","z_hat1[12,3]",13.356490289375,13.27,1.17492817115312,1.13500443,11.574075,15.40964,1.00019531639393,10815.912285463,10238.7497155738
"54","z_hat1[13,3]",13.388456751875,13.29525,1.20014632333973,1.16146884,11.56609,15.48654,1.00020209175801,10839.8274595247,10255.8704725349
"55","z_hat1[14,3]",13.236256390625,13.14095,1.22365516525252,1.18771086,11.37776,15.38071,1.0002115736348,10863.7653783143,10485.7222570136
"56","z_hat1[15,3]",12.80557696375,12.7102,1.24884923601193,1.21113594,10.914455,14.98974,1.00022055816026,10880.3013502312,10483.94038781
"57","z_hat1[16,3]",12.054430260625,11.956,1.28099636126353,1.24338249,10.112135,14.28409,1.00022860407335,10889.8433403281,10501.995470872
"58","z_hat2[1,1]",8.136760676875,8.133485,0.538660638893744,0.543239466,7.255998,9.0258175,1.00009398691283,12307.8645445641,11179.8294469759
"59","z_hat2[2,1]",3.02620931125,3.0261,0.137197500657582,0.137088609,2.799497,3.2481235,1.00016857578464,14581.3116567614,13727.6713233095
"60","z_hat2[3,1]",1.546517795,1.54666,0.0635100015435087,0.062966022,1.4415995,1.6508265,1.00019959993775,16112.3722546435,14195.6467898201
"61","z_hat2[4,1]",0.800969433625,0.8017325,0.042557193412748,0.0423601059,0.7301854,0.8706074,1.00022560732202,16827.8545705884,14441.9642594826
"62","z_hat2[5,1]",0.3137141630625,0.3140255,0.0243190231115822,0.0244124916,0.27390975,0.35357515,1.00021038698549,16216.0504675547,14309.6821246806
"63","z_hat2[6,1]",0.1784308078125,0.1783485,0.0156166217552306,0.0155991759,0.1530192,0.2042594,1.00010402010554,15929.2325720479,14387.8221610644
"64","z_hat2[7,1]",0.10976184395625,0.1095425,0.00985949994619639,0.00978441869999999,0.09395806,0.12623525,1.00009530181067,15818.4155472028,13966.7576278511
"65","z_hat2[8,1]",0.0642376188125,0.0641754,0.0058057298170169,0.00578273303999999,0.05476612,0.073972985,1.00018570051455,15908.0941668386,14756.051107687
"66","z_hat2[9,1]",0.0421713508875,0.0421075,0.00480198808423454,0.00475151061000001,0.03434192,0.05009429,1.00038808773862,15803.8446499906,10862.0054931094
"67","z_hat2[10,1]",0.035544064275,0.03553255,0.00447145378440129,0.00439487118,0.028192645,0.04292406,1.00057568675599,15611.6910983106,10041.4872150631
"68","z_hat2[1,2]",40.1531639125,40.16445,1.23648697991008,1.24590291,38.123055,42.180955,1.00027349245014,10943.7149584057,10736.9799012494
"69","z_hat2[2,2]",31.836644175,31.8254,0.974159147780225,0.971992560000002,30.250295,33.44241,1.00028802587032,11938.3668661242,10933.9077348241
"70","z_hat2[3,2]",16.2895174,16.28915,0.862673773867328,0.847676550000002,14.878295,17.701805,1.0001721726412,13974.4252091524,12834.9095813575
"71","z_hat2[4,2]",8.4471119325,8.44065,0.659698654196956,0.655005266999999,7.3799985,9.5408895,1.00019822507368,14503.6701933032,13172.446940597
"72","z_hat2[5,2]",3.314790829375,3.30387,0.365072089074312,0.360382995,2.735917,3.931577,1.00013342950177,14730.1832681258,13501.16022802
"73","z_hat2[6,2]",1.8876904175,1.876885,0.231885669396402,0.229254438,1.5272945,2.285687,1.00016082017344,14790.3297136575,13825.1818054937
"74","z_hat2[7,2]",1.162476432125,1.1549,0.147059768510944,0.145858188,0.93740915,1.4162395,1.00015931080196,14896.501193817,14129.5305101622
"75","z_hat2[8,2]",0.681046229375,0.676719,0.0839427481053782,0.0839915138999999,0.55312585,0.82620815,1.00014303127205,15293.8882927139,14042.506725742
"76","z_hat2[9,2]",0.4472233180625,0.445503,0.0583515588925767,0.0584744853,0.35498805,0.54554955,1.00073013896066,15843.0649211296,12723.7878152047
"77","z_hat2[10,2]",0.3768417094375,0.375821,0.0507291321717321,0.0507449502,0.29539115,0.46152305,1.00070737068191,16024.2898245855,10858.8632408227
"78","z_hat2[1,3]",0.13023634439375,0.1293845,0.0133294246821967,0.0130083324,0.10995295,0.1532405,1.00014369456904,10255.1033461989,9872.88926396298
"79","z_hat2[2,3]",4.162740036875,4.138445,0.378504657220309,0.371450604,3.584378,4.8162745,1.00010468503041,10811.6879178914,10136.1252539208
"80","z_hat2[3,3]",9.229954545625,9.179615,0.803908581354142,0.787675728,8.007377,10.62122,1.000134176843,10720.1946361773,9856.72248718344
"81","z_hat2[4,3]",11.674765961875,11.60835,1.00230075583461,0.97199256,10.1553,13.41051,1.00015899961079,10721.4122162684,9762.06125175528
"82","z_hat2[5,3]",13.088887676875,13.00645,1.13358934983827,1.09979268,11.3669,15.06471,1.00018244670452,10779.2749306806,10204.5065241684
"83","z_hat2[6,3]",13.356490289375,13.27,1.17492817115312,1.13500443,11.574075,15.40964,1.00019531639393,10815.912285463,10238.7497155738
"84","z_hat2[7,3]",13.388456751875,13.29525,1.20014632333973,1.16146884,11.56609,15.48654,1.00020209175801,10839.8274595247,10255.8704725349
"85","z_hat2[8,3]",13.236256390625,13.14095,1.22365516525252,1.18771086,11.37776,15.38071,1.0002115736348,10863.7653783143,10485.7222570136
"86","z_hat2[9,3]",12.80557696375,12.7102,1.24884923601193,1.21113594,10.914455,14.98974,1.00022055816026,10880.3013502312,10483.94038781
"87","z_hat2[10,3]",12.054430260625,11.956,1.28099636126353,1.24338249,10.112135,14.28409,1.00022860407335,10889.8433403281,10501.995470872
"88","y0[1]",49.857363425,49.86505,0.962600623442705,0.973697550000003,48.263395,51.44832,1.00003306986885,14531.3279385977,10045.0631411594
"89","y0[2]",0,0,0,0,0,0,NA,NA,NA
"90","y0[3]",0,0,0,0,0,0,NA,NA,NA
"91","theta[1]",2.188400095,2.179475,0.142854512960155,0.141617952,1.9669025,2.4364775,1.00012499227797,10587.9038311045,9621.55446153653
"92","theta[2]",0.0612981723053537,0.063965,0.0320046838726451,0.03982960422,0.0074472385,0.107416,1.00027140293672,7354.75245566322,5660.97466287394
"93","theta[3]",0.213001352625,0.2119375,0.0209906942617408,0.0205866423,0.18031295,0.2496206,1.00023439001151,10537.9107889379,9552.1631460985
"94","theta[4]",0.00489608115459496,0.00464331,0.00312391477366707,0.003882447555,0.0003931276,0.01013152,1.00032479305106,7001.64664106234,5547.13799102951
"95","theta[5]",0.0004725084426875,0.0004673345,8.59447871576925e-05,8.46675795e-05,0.00034249595,0.00062191505,1.00074816910423,13535.4521109814,10434.265451952
"96","theta[6]",0.004703482245,0.00467754,0.000439414149293477,0.00043447593,0.004028615,0.0054611925,1.00003256714505,11062.3654124674,9774.33252962379
