"","X1.k_PlasKid","X1.k_ePlas","X1.k_KidPlas","X1.k_eKid","X1.k_AccuKid","X1.k_KidAccu","X1.scale","X1.Plasma0","X2.k_PlasKid","X2.k_ePlas","X2.k_KidPlas","X2.k_eKid","X2.k_AccuKid","X2.k_KidAccu","X2.scale","X2.Plasma0","X3.k_PlasKid","X3.k_ePlas","X3.k_KidPlas","X3.k_eKid","X3.k_AccuKid","X3.k_KidAccu","X3.scale","X3.Plasma0","X4.k_PlasKid","X4.k_ePlas","X4.k_KidPlas","X4.k_eKid","X4.k_AccuKid","X4.k_KidAccu","X4.scale","X4.Plasma0"
"1",2.0779,0.0918584,0.197132,0.00263834,0.000673328,0.00444556,4.28834,48.8524,2.29191,0.0625431,0.233792,0.00419985,0.000374402,0.00426933,4.27225,48.5063,2.08798,0.103673,0.238264,4.2378e-05,0.000449841,0.00481061,4.18229,47.6945,2.48706,0.0841827,0.252026,0.0028969,0.000530065,0.00452619,4.24878,50.4991
"2",2.02261,0.0578893,0.215986,0.00566523,0.000617069,0.00474349,4.52272,48.827,2.19561,0.0723359,0.231451,0.00341779,0.000410575,0.00465335,4.23891,48.5397,2.15481,0.0538118,0.197841,0.00572281,0.000424456,0.00413853,3.93333,51.7516,2.38192,0.0656225,0.238322,0.00475587,0.000389609,0.00467462,3.94949,50.7087
"3",2.29661,0.0482676,0.213368,0.00612187,0.000401471,0.00395496,4.03831,50.9134,2.53666,0.0509517,0.253326,0.00555673,0.000385858,0.00562596,3.41494,51.0198,2.2265,0.0633674,0.193102,0.00498131,0.000403896,0.00405261,3.92384,51.7164,2.22197,0.0488363,0.24178,0.00696061,0.000470978,0.00539708,4.07454,50.6099
"4",2.16132,0.0312911,0.214844,0.00764955,0.000459713,0.00504025,3.57535,50.3024,1.99884,0.0977819,0.195421,0.0010197,0.000510797,0.00448308,4.11817,49.3303,2.02771,0.0897391,0.200431,0.000900553,0.000418924,0.00459743,3.77006,47.8466,2.27694,0.0342521,0.208448,0.00762385,0.000505427,0.00470761,3.76412,50.6864
"5",1.92295,0.0929658,0.184597,0.00181915,0.000507115,0.00446691,4.0104,49.4164,2.43532,0.0203028,0.225712,0.00948829,0.000499594,0.00503125,3.73006,51.3016,2.14009,0.0403947,0.212869,0.00736842,0.000418764,0.00489415,4.03077,49.6168,2.16915,0.0789955,0.218303,0.00413108,0.00062577,0.00467172,4.2524,51.2875
"6",2.09543,0.00429901,0.173646,0.00906562,0.000389894,0.00429263,3.55816,49.4877,2.34642,0.0555323,0.227571,0.00486233,0.000438156,0.0048002,3.75143,49.9252,1.9859,0.0436193,0.205557,0.00657451,0.000452066,0.00481088,4.12494,48.5066,2.14348,0.0256565,0.211223,0.00896871,0.000458126,0.00436681,4.5738,47.9534
"7",1.98514,0.0111837,0.185089,0.0100954,0.000537013,0.00407032,4.4161,49.4315,2.28496,0.0547561,0.21655,0.00600928,0.000442241,0.00470115,4.05234,49.772,2.1016,0.109722,0.211948,0.000405232,0.000598678,0.00404043,4.60371,48.639,2.18744,0.09032,0.221199,0.00163209,0.000508072,0.00542819,3.58459,51.1656
"8",2.12225,0.0387512,0.18216,0.00683644,0.00048085,0.00391582,3.96234,50.7127,2.1252,0.0684977,0.208124,0.00433547,0.000451843,0.00465162,3.89166,49.9371,2.22845,0.10617,0.215408,0.000129816,0.000369545,0.00560912,3.49329,49.7406,2.25294,0.0882182,0.223005,0.00233853,0.000509658,0.00537201,3.5612,50.808
"9",1.89423,0.0719761,0.207576,0.00363056,0.00045342,0.00422752,4.53455,47.3398,2.07318,0.0620964,0.20286,0.00424566,0.000478731,0.00500508,3.85349,49.059,2.08834,0.0955055,0.210893,0.000744236,0.000411373,0.00552915,3.3888,50.4214,2.29225,0.0650371,0.210749,0.00471672,0.000455981,0.00499048,3.58153,52.9802
"10",2.11245,0.104943,0.192331,0.00079711,0.000469134,0.00441175,4.17424,48.1005,2.18929,0.0413967,0.207568,0.00707268,0.00058758,0.00474792,4.23786,49.2616,2.27901,0.0675013,0.222559,0.00448986,0.000427864,0.00496088,3.63268,50.6606,2.30566,0.0695858,0.211113,0.00378983,0.000463213,0.00499492,3.49503,52.3671
"11",2.05597,0.0767073,0.232403,0.00280386,0.000419772,0.00463563,4.16739,48.3584,2.19497,0.0454693,0.208157,0.00615612,0.000587881,0.0046833,4.16705,49.1369,2.28156,0.0592997,0.230997,0.00577499,0.000542108,0.00501149,3.84753,50.8172,2.10456,0.0627779,0.213209,0.00425735,0.000322255,0.00414173,4.53524,47.6686
"12",2.15108,0.0170595,0.190294,0.00856325,0.000508753,0.0044613,3.67593,49.096,2.04913,0.0956685,0.185683,0.00236597,0.00042418,0.00421026,4.15229,50.2276,2.01358,0.0554064,0.193207,0.00471801,0.000322703,0.00499377,3.50268,49.1717,2.15474,0.0507445,0.23646,0.00595761,0.000351663,0.00410471,4.46399,47.0427
"13",1.88599,0.0789738,0.190768,0.00300018,0.000405374,0.00441896,4.02897,50.2291,2.08974,0.0920765,0.186161,0.00256537,0.000451719,0.00431126,4.16117,49.9749,2.03592,0.064026,0.191578,0.00359571,0.000312906,0.00496732,3.59539,48.6762,2.13754,0.0443721,0.17664,0.00610767,0.000467176,0.00594594,3.03684,52.5324
"14",2.43484,0.0453889,0.259432,0.00665099,0.000489439,0.00521179,3.98644,49.024,1.91108,0.104489,0.17941,0.0014005,0.000504667,0.00438128,4.15096,50.5163,2.01281,0.0469167,0.188901,0.00608555,0.000343152,0.00488029,3.78147,49.074,2.14042,0.00254607,0.23082,0.0111548,0.000310681,0.00483831,3.81959,48.2364
"15",2.24177,0.0647224,0.212205,0.00475739,0.000436656,0.00442055,4.09638,51.3888,1.95077,0.105768,0.185808,0.000640601,0.000397857,0.00437697,3.84408,49.7434,2.33866,0.0872446,0.241153,0.00271678,0.000544068,0.00442255,4.38443,50.3453,2.21521,0.00394847,0.203497,0.0105055,0.000439396,0.00482877,3.90879,48.1199
"16",2.19081,0.0469199,0.218867,0.00602972,0.000438352,0.00464993,3.95485,49.435,2.00264,0.0944124,0.221067,0.00123425,0.00035899,0.0041694,4.20282,48.5009,2.23338,0.0549743,0.225577,0.00594025,0.000471196,0.00458058,4.18913,48.8275,2.17515,0.00405318,0.209654,0.0101012,0.000433544,0.00472976,3.90061,48.0517
"17",2.02345,0.0772303,0.186063,0.00357215,0.000493133,0.00468949,4.03683,50.0115,2.46788,0.0202902,0.2086,0.00774818,0.000479755,0.00566474,3.40758,51.642,2.08749,0.111054,0.195923,0.000566391,0.00050632,0.00440607,4.0022,51.1205,2.36881,0.111198,0.240045,0.000343245,0.000477848,0.00503178,3.86897,51.8747
"18",2.00125,0.0716785,0.186899,0.0040082,0.000464711,0.00459166,4.00368,50.4479,2.17289,0.0990242,0.211743,0.000848362,0.000444794,0.00414116,4.67435,48.0177,2.05457,0.114534,0.200218,0.000476632,0.000527643,0.00460931,4.00367,52.0904,2.43498,0.0044326,0.234619,0.00970038,0.000317922,0.00429866,3.81181,49.3745
"19",2.00848,0.0851877,0.17203,0.00284879,0.000314738,0.0040074,3.93706,51.2557,2.27535,0.0175801,0.200952,0.0084728,0.00038631,0.00502503,3.48482,50.1341,2.01554,0.119766,0.19823,0.000800885,0.000742801,0.00455063,4.44027,52.3913,2.58394,0.0164363,0.272688,0.00985991,0.000479663,0.00570346,3.47389,50.5487
"20",1.97072,0.100037,0.205188,0.00140153,0.000684471,0.00488828,4.31557,48.4869,2.21811,0.0452392,0.194697,0.00681214,0.000530762,0.00480011,3.83818,51.3774,1.9551,0.00541661,0.190855,0.00998874,0.000285066,0.0042517,4.17805,46.9715,1.9099,0.113274,0.176447,0.000474506,0.000362954,0.00444681,4.06825,49.5528
"21",2.1738,0.0932827,0.20347,0.00203774,0.000330919,0.0043235,3.98621,51.4665,2.07946,0.0791557,0.228179,0.00279493,0.000395251,0.00537462,3.72259,50.7926,2.37731,0.104307,0.244989,0.000903583,0.000493943,0.00456066,4.09166,52.2633,2.46357,0.0131777,0.23452,0.0102795,0.000533961,0.00498575,3.73104,50.9696
"22",2.25464,0.100421,0.198537,0.00115976,0.00038117,0.00394643,3.73754,51.6823,2.18685,0.0243461,0.208206,0.00751179,0.000408157,0.0046449,3.751,49.3093,2.16919,0.102055,0.236488,9.45299e-05,0.00030824,0.00506997,3.83743,48.0027,2.51562,0.0183403,0.243716,0.00912434,0.000469329,0.00449111,4.02938,51.2909
"23",1.91368,0.100355,0.204093,0.000732174,0.000427809,0.00557112,3.92629,48.8088,2.17108,0.0257815,0.212025,0.00738308,0.000415978,0.00457723,3.66262,49.6931,2.02145,0.00724697,0.17145,0.0100137,0.000578182,0.00483157,4.06772,49.6137,1.9476,0.0912444,0.198754,0.00126246,0.00042823,0.00486616,3.94277,48.4262
"24",2.42066,0.0450362,0.252917,0.00659033,0.000349222,0.00505571,3.67695,51.7293,2.13866,0.0216725,0.189564,0.00806476,0.000439692,0.00505156,3.82384,50.1658,2.12706,0.0377698,0.190717,0.00699635,0.000445069,0.00479209,3.93978,48.4096,2.12211,0.0487938,0.205237,0.00670702,0.000581108,0.00457195,4.21364,48.9417
"25",1.86894,0.0654015,0.190539,0.00487814,0.000526591,0.004799,4.41125,48.3394,2.24982,0.0618868,0.224938,0.00376306,0.000433649,0.00500563,3.60982,48.9632,2.11072,0.0426836,0.220209,0.00664089,0.00044036,0.00460964,3.95257,49.13,2.25836,0.00990452,0.224491,0.0110288,0.000629049,0.00500539,4.15835,49.6022
"26",2.39653,0.0961863,0.235621,0.00160464,0.000459908,0.00405486,4.09587,51.7766,2.24169,0.055228,0.227684,0.00628228,0.000535568,0.00473335,4.32991,50.0447,2.09003,0.0388359,0.189653,0.0076139,0.000406697,0.00480891,4.08349,49.468,2.17444,0.0155037,0.20271,0.00916068,0.000364985,0.0045261,3.89761,50.497
"27",2.00791,0.0508483,0.189799,0.00564355,0.000569035,0.00490461,4.22872,47.3575,2.19383,0.058398,0.194962,0.00488327,0.000493208,0.00466873,3.77659,50.0139,1.95547,0.0435295,0.192526,0.00680344,0.000413773,0.00450196,3.92187,48.9806,2.17792,0.0260981,0.203567,0.00808377,0.000347841,0.00450131,3.836,50.0667
"28",2.1606,0.0864548,0.200779,0.00305268,0.000394324,0.00417232,3.9404,51.6885,2.05248,0.080471,0.185642,0.00315569,0.00049583,0.00440249,3.79618,49.3453,2.1812,0.0349131,0.19185,0.00718929,0.000619469,0.00407696,4.06411,51.6665,2.18831,0.0832328,0.224525,0.00250158,0.000527596,0.00451049,4.12638,49.9171
"29",2.02403,0.0975185,0.191442,0.00159393,0.00048702,0.00464172,3.90571,50.9785,2.06889,0.0750173,0.17736,0.00352677,0.000538129,0.00470207,3.7734,48.656,2.25776,0.0535405,0.194043,0.00676398,0.000589485,0.00434885,4.19757,51.1142,2.22553,0.094248,0.22459,0.00275375,0.000490753,0.00475015,4.26113,51.3371
"30",2.02055,0.102162,0.187503,0.00184917,0.000496837,0.00469167,3.8742,51.2591,2.29903,0.00529322,0.224866,0.010918,0.000397135,0.00446492,4.18803,50.4964,2.07216,0.0973081,0.206007,0.00184636,0.000512598,0.00496122,4.17259,49.6997,2.24677,0.099567,0.215519,0.000117915,0.000435745,0.00521128,3.59839,49.3833
"31",2.07595,0.0906587,0.197421,0.00156516,0.000404653,0.00463929,3.89651,49.9884,1.92785,0.0976769,0.210535,0.000883756,0.000455152,0.00530325,3.90794,49.9622,2.13123,0.0257322,0.196928,0.00777174,0.000349439,0.00474228,3.54489,50.4626,2.20299,0.0951983,0.242351,0.000248267,0.000324598,0.00558218,3.76248,48.9808
"32",1.87502,0.0933407,0.17636,0.00127742,0.000553388,0.00516086,3.51825,49.5833,2.21045,0.040905,0.216118,0.00718811,0.000489642,0.00424188,4.36368,49.3634,2.45726,0.0947382,0.264183,0.00248675,0.000507676,0.00486089,4.52339,49.1629,2.35652,0.0664469,0.21467,0.00545803,0.000542459,0.00512399,3.80878,51.6364
"33",2.50495,0.107269,0.241151,2.14553e-05,0.000338232,0.00443742,3.97926,49.55,2.01259,0.0768927,0.195962,0.00288674,0.000433908,0.00506931,3.77379,50.2822,2.40379,0.0382203,0.220279,0.00820803,0.000621446,0.00416834,4.50564,50.7677,2.1331,0.0695591,0.200942,0.0044471,0.000637304,0.00476778,3.9727,52.2229
"34",2.22625,0.0813282,0.212681,0.00324819,0.000639891,0.00522361,3.94542,49.8428,2.29605,0.0670176,0.220179,0.00513538,0.000548088,0.00426917,4.34537,49.4059,2.26264,0.0131464,0.219231,0.0102516,0.000520156,0.00398952,4.44867,50.8911,2.07711,0.056154,0.180524,0.0054545,0.000586185,0.00486634,3.79281,51.3786
"35",2.22632,0.0144173,0.204646,0.0101431,0.000526233,0.00452038,4.12433,50.707,2.19751,0.0711139,0.213851,0.00475748,0.000542173,0.004411,4.40787,48.922,2.22501,0.0226901,0.203087,0.0086744,0.000513008,0.00489397,3.63453,50.6271,2.0988,0.0456003,0.198791,0.00615077,0.000521948,0.00488409,3.67416,50.3339
"36",2.19226,0.0111432,0.206265,0.0100294,0.000587875,0.00458971,4.24899,48.2711,2.08062,0.0616653,0.18881,0.00553115,0.000522315,0.0039005,4.3542,51.7539,2.07946,0.0673035,0.19169,0.00406578,0.00043005,0.00421183,4.16072,49.1262,2.28,0.00150994,0.200928,0.0109275,0.000404787,0.00431855,4.10283,50.7017
"37",2.21943,0.100707,0.227701,0.00134406,0.000423596,0.00445879,4.14251,51.7475,2.21164,0.0893223,0.211491,0.00254498,0.000502955,0.00448947,4.07782,50.428,2.33854,0.0783889,0.2382,0.00420821,0.000440261,0.00509756,3.90758,50.3708,2.25343,0.00172385,0.216129,0.0106369,0.000402243,0.00422185,4.03048,50.6976
"38",2.275,0.108705,0.223438,0.000646106,0.000558256,0.0041375,4.26435,50.8574,2.21571,0.0692768,0.203491,0.00397316,0.000488645,0.00404746,4.07711,49.5826,2.08754,0.0549355,0.204194,0.00561399,0.000524697,0.00489115,3.97365,48.1044,2.3498,0.0134974,0.231141,0.00999988,0.000471497,0.0058923,3.65349,49.6197
"39",2.00913,0.0349245,0.175345,0.00667999,0.000376757,0.00476456,3.64932,49.1176,2.20492,0.0129119,0.207072,0.00878283,0.00045187,0.00523837,3.40346,49.7751,1.88463,0.0137694,0.155693,0.00916778,0.000502928,0.00450497,3.79072,49.9495,2.05853,0.103279,0.214866,0.000597128,0.00034601,0.00466314,3.97426,50.1492
"40",2.36473,0.100432,0.237685,0.00106884,0.00045823,0.00501816,3.84115,51.1263,2.20165,0.0236145,0.207291,0.00865622,0.000504548,0.00390699,4.29052,49.8208,1.93759,0.0215091,0.160199,0.00816728,0.000517778,0.00464402,3.77583,49.6401,2.00388,0.0323281,0.194695,0.0084712,0.00060145,0.0045751,4.43164,49.5467
"41",2.25515,0.0995177,0.229189,0.000971523,0.000392509,0.00486907,3.7107,51.3945,2.17096,0.0128281,0.205203,0.0101796,0.000703429,0.00432762,4.35683,50.426,1.93956,0.116255,0.169865,0.000209747,0.000476005,0.00432533,4.20023,51.6065,2.1837,0.0628407,0.228774,0.00473192,0.000364586,0.00477728,3.98697,50.3102
"42",2.20165,0.0167438,0.217248,0.00971746,0.000507188,0.00489373,4.22624,48.1546,2.09837,0.0237729,0.188852,0.00927419,0.00067338,0.00424718,4.60595,49.4123,2.10869,0.0349483,0.192649,0.00785665,0.000459497,0.00475022,4.12733,49.5805,2.19121,0.0424498,0.208703,0.0066507,0.000413001,0.00440859,4.02758,49.7018
"43",2.14595,0.0114974,0.199588,0.00869379,0.000465463,0.00460316,3.83976,48.1335,2.15559,0.0949802,0.223404,0.000816265,0.000326282,0.00498485,3.61027,50.6095,2.40837,0.0648776,0.252387,0.00432987,0.000464297,0.00491066,3.97641,50.6662,2.09467,0.0854013,0.2049,0.00255818,0.00041372,0.00454011,4.18961,49.3248
"44",2.03138,0.0525794,0.19572,0.00638898,0.000527588,0.00478239,4.12437,48.8957,2.2459,0.107955,0.202783,0.000676813,0.000460416,0.00473357,3.66123,51.0248,2.07746,0.0451425,0.174843,0.0054425,0.000403779,0.00422598,3.92429,49.045,2.11029,0.083554,0.205111,0.00275031,0.000435808,0.00452538,4.26474,49.2787
"45",2.18069,0.0619663,0.210582,0.00458103,0.00041396,0.00421548,4.12172,50.3351,1.95393,0.101033,0.218807,0.000156308,0.000440834,0.00506445,3.90677,49.2851,2.45758,0.0332997,0.253694,0.00777892,0.000403371,0.00450636,3.95916,49.4424,2.18582,0.0869879,0.20598,0.00271749,0.000442065,0.00460918,4.28626,49.5755
"46",2.26553,0.0473565,0.221635,0.00644571,0.000527945,0.00493004,3.77937,49.7431,2.18171,0.00877978,0.202965,0.0103921,0.000550398,0.00406763,4.25574,50.5595,2.15169,0.0247717,0.220198,0.00824909,0.000435633,0.00513017,3.67422,48.3403,2.17184,0.0862348,0.20469,0.00250859,0.000457119,0.00459749,4.25112,49.4795
"47",1.99664,0.071038,0.175403,0.00333092,0.000378938,0.00474011,3.65196,49.7383,2.18331,0.00244493,0.189742,0.0105493,0.000532778,0.00416665,3.95934,51.2568,2.33023,0.0663544,0.217975,0.00486797,0.00051045,0.00437016,4.3103,51.5224,2.12141,0.0859741,0.212343,0.00182874,0.000388821,0.0048891,3.85725,49.1987
"48",1.9883,0.053566,0.179548,0.00541593,0.000404323,0.00431801,3.89833,49.0746,2.08874,0.00660313,0.194641,0.0105822,0.000520145,0.00477528,3.8961,49.1939,2.29623,0.0497874,0.212536,0.00631901,0.000491776,0.0042593,4.26602,51.3912,2.27873,0.0944567,0.241342,0.000762359,0.000435055,0.00499868,3.6171,49.4595
"49",2.40128,0.0807256,0.246346,0.00335562,0.000498194,0.00453497,4.10609,50.3105,2.14077,0.0109604,0.190535,0.0106301,0.000489898,0.00480457,4.14831,49.1116,2.34648,0.0317343,0.22893,0.00767872,0.000475005,0.00475862,3.79681,49.7509,2.34798,0.103575,0.226036,0.000731287,0.000426603,0.00517258,3.74906,49.3921
"50",2.30585,0.0594985,0.241987,0.0052458,0.000471698,0.00450184,4.07712,50.3205,2.14596,0.103997,0.235071,7.50805e-05,0.000441403,0.00471796,3.97028,49.8365,1.99455,0.0701804,0.189979,0.00311725,0.000405701,0.00509126,3.50974,49.3691,2.10779,0.0313259,0.176178,0.00765177,0.000486524,0.0044957,4.05949,49.9877
"51",2.38834,0.0460006,0.229965,0.00713673,0.000535555,0.0047369,4.29288,50.6244,2.1935,0.0670407,0.226287,0.00452299,0.000513917,0.00448228,4.22599,49.6427,1.9743,0.0779409,0.179116,0.00330683,0.000338064,0.00509604,3.51405,49.9033,2.44671,0.0912335,0.246871,0.00234915,0.000472398,0.00474206,4.23203,49.612
"52",2.05648,0.0580218,0.20102,0.00461871,0.000384694,0.00486386,3.71624,50.0287,2.20166,0.0502853,0.217934,0.0048126,0.000392419,0.00527805,3.4936,49.9457,1.84231,0.0751538,0.175089,0.00143806,0.00026805,0.0054361,3.08529,48.8634,2.28838,0.107105,0.237867,0.00101097,0.000579343,0.00535824,4.15876,50.0267
"53",1.94942,0.10824,0.180002,0.00108621,0.000482871,0.00354958,4.78349,50.562,2.18419,0.0833707,0.203115,0.00286558,0.000511025,0.00533826,3.31996,50.4919,2.26662,0.0515471,0.218514,0.0049982,0.000381057,0.00625967,3.17201,50.0105,2.0086,0.0992139,0.195535,0.000750708,0.000476258,0.00446293,4.1881,48.813
"54",2.23358,0.0178527,0.224703,0.00964436,0.00058455,0.00452378,4.18391,48.858,2.10979,0.0809562,0.222109,0.00315064,0.000488757,0.00575649,3.61445,49.7248,2.13526,0.0690987,0.20719,0.00459869,0.000443938,0.0040248,4.35194,50.3983,2.15298,0.108791,0.212615,0.00137407,0.000547837,0.00432983,4.37471,50.8772
"55",2.17215,0.0134755,0.216162,0.0101183,0.000531123,0.00427218,4.64846,48.3693,2.32248,0.0616774,0.218664,0.00405108,0.000411417,0.00501849,3.53442,50.2451,2.09163,0.0585598,0.191648,0.00551036,0.000570452,0.00514097,3.69634,49.6529,2.18198,0.10057,0.208433,0.001544,0.000529584,0.00400021,4.55319,50.4195
"56",2.17088,0.000170965,0.197628,0.0097605,0.000391241,0.00538885,3.34407,51.1239,2.36301,0.0532839,0.211118,0.00576643,0.000399865,0.00486509,3.82511,49.6762,2.06559,0.0774267,0.201965,0.00439686,0.00066835,0.00557313,3.86061,50.4454,2.25439,0.0464141,0.230532,0.00537776,0.000443652,0.00494189,3.61874,48.8445
"57",2.35403,0.000274976,0.213174,0.011125,0.000574112,0.0048481,3.72437,50.2859,2.07498,0.0712371,0.212244,0.00353578,0.000417352,0.00530146,3.55508,50.5868,2.36273,0.0816636,0.243855,0.00270425,0.000405686,0.00469582,3.94065,48.7092,2.35433,0.0455966,0.22779,0.00585995,0.000449496,0.00536308,3.69929,48.8018
"58",2.23385,0.00170551,0.215674,0.0110547,0.000402266,0.00513629,3.60576,51.2669,2.19174,0.0687699,0.203527,0.00342494,0.000376487,0.00541937,3.35946,51.4567,2.43635,0.0608948,0.256556,0.00434559,0.000420676,0.00487808,4.0659,48.4477,2.3316,0.0122478,0.215016,0.00980944,0.000453043,0.00536947,3.60605,51.0023
"59",2.36586,0.000616563,0.217165,0.0105264,0.000526146,0.00494236,3.65972,49.8538,2.15523,0.0632447,0.204542,0.00441901,0.00036865,0.00534148,3.41074,51.1645,2.07851,0.0748531,0.189967,0.0034922,0.000426113,0.00500926,3.40809,50.6675,2.35024,0.0222444,0.225851,0.0085709,0.000450358,0.00515665,3.67712,50.6858
"60",2.35791,0.0910868,0.2391,0.00266224,0.000432514,0.00451312,4.15322,50.0379,2.16117,0.0337461,0.193878,0.00744088,0.000408453,0.00439207,3.88903,50.2485,2.10441,0.07979,0.18693,0.00339852,0.000387532,0.00459261,3.70058,50.1968,2.16902,0.0821709,0.235567,0.0020871,0.000388456,0.00490114,3.90111,49.9141
"61",2.23805,0.0339339,0.238961,0.00922035,0.000718695,0.00457631,4.44064,49.3654,2.16636,0.0921106,0.227846,0.00223773,0.000607261,0.00486234,4.36725,49.3756,2.27293,0.0622851,0.234035,0.00454935,0.000554809,0.0048902,4.12405,48.3047,2.22911,0.0372352,0.21524,0.00675651,0.000579602,0.00457789,3.85932,49.7261
"62",2.32503,0.0679646,0.222923,0.00511912,0.000556568,0.0043317,4.61707,50.1972,2.19391,0.00634107,0.18653,0.00935653,0.000355055,0.00434819,3.61165,50.6924,2.20348,0.0698584,0.233003,0.00449967,0.000556696,0.00491553,4.24213,49.0698,1.94926,0.0728683,0.206818,0.00303456,0.000422862,0.00455046,4.07236,49.2697
"63",2.08644,0.0646512,0.206541,0.00453621,0.000522817,0.00494649,3.85177,49.8037,2.17172,0.0082367,0.189269,0.00973756,0.000410309,0.00448379,3.75662,50.5147,2.25952,0.0981203,0.222696,0.00173287,0.000521042,0.00502656,4.09968,49.8861,1.9168,0.111421,0.165081,0.00124382,0.000441687,0.00452367,4.0314,49.6177
"64",2.12836,0.0678998,0.212011,0.00426826,0.000521931,0.00511744,4.09699,49.0218,2.10962,0.0091001,0.194126,0.00993992,0.000376526,0.00443722,3.86386,50.8649,2.176,0.0710098,0.212381,0.00451333,0.000485476,0.00490405,4.13903,49.7056,2.32404,0.0281338,0.225578,0.00828826,0.000538818,0.00496503,3.76032,50.3495
"65",2.28503,0.0597527,0.25377,0.00460779,0.000462058,0.00572978,3.64201,49.3852,2.28934,0.058894,0.240035,0.00589564,0.000547061,0.00492595,4.43257,49.3841,2.24299,0.0785571,0.257058,0.00322542,0.000474775,0.00503196,4.0819,48.4666,2.20435,0.0555164,0.230958,0.0058135,0.00043077,0.00471082,3.90933,49.1653
"66",2.39212,0.0273433,0.234173,0.00808482,0.000437004,0.00442587,3.95211,49.7538,2.41913,0.00794406,0.229861,0.0100038,0.000518452,0.00450698,4.10581,48.5466,2.00124,0.0697934,0.190716,0.0045953,0.000392324,0.00483822,3.75674,51.9071,2.30221,0.0814215,0.220516,0.00229159,0.00045013,0.00534434,3.75485,49.5399
"67",2.38489,0.0296045,0.228519,0.00811677,0.000431107,0.00451118,3.99993,49.8244,2.41177,0.00819138,0.2312,0.0104786,0.000513199,0.00451073,4.1201,48.4737,2.08821,0.0776528,0.189001,0.00363751,0.00038035,0.00488996,3.78676,51.6122,2.2623,0.0354988,0.198639,0.00742663,0.000354082,0.00513274,3.38831,51.172
"68",2.12385,0.0636411,0.217585,0.00405266,0.000428455,0.00489371,3.73693,48.7729,2.10555,0.0430037,0.1981,0.00690029,0.000493048,0.00500935,3.90733,50.3298,1.99665,0.0800851,0.206406,0.00248885,0.000359914,0.00500473,3.6074,51.2735,2.27097,0.0276652,0.201781,0.00731002,0.000340285,0.00488474,3.25215,50.9707
"69",2.25554,0.010772,0.217005,0.00957939,0.000376188,0.00442496,3.88201,49.6878,2.01289,0.0652122,0.1897,0.00460866,0.00046682,0.0038665,4.48459,47.8696,2.07783,0.101886,0.203419,0.000777295,0.000379344,0.00483178,3.70795,50.8629,2.26634,0.112107,0.265818,0.000134652,0.000506217,0.00540975,4.14643,48.5214
"70",2.36619,0.0324896,0.221754,0.00729928,0.000397575,0.0049415,3.69879,49.3566,2.00616,0.070317,0.184361,0.00392379,0.000484922,0.00390945,4.46445,47.7212,2.13017,0.00670046,0.182027,0.00939151,0.000395114,0.00480452,3.72214,49.1185,1.89885,0.128616,0.169745,0.000491227,0.000428164,0.00405431,4.34573,51.4712
"71",2.14097,0.0714273,0.208297,0.00461287,0.000627898,0.00441236,4.65876,49.5074,1.99161,0.0893735,0.187866,0.00214701,0.000491205,0.00371899,4.66782,47.7146,2.41643,0.00716104,0.22241,0.0107303,0.000580839,0.0051257,3.9505,51.9749,2.11833,0.0538508,0.195423,0.00609271,0.000544985,0.00459209,3.98892,49.7125
"72",2.19599,0.0952434,0.221875,0.00100975,0.000412724,0.00463156,3.84653,50.1315,2.48804,0.0307946,0.238652,0.0074827,0.000322415,0.00528721,3.32428,51.2821,2.07813,0.0962492,0.228147,0.00131347,0.000459154,0.0042902,4.7318,48.8012,2.22088,0.0602228,0.231666,0.00477883,0.000466511,0.00540108,3.94556,48.6519
"73",2.19056,0.066434,0.205716,0.00427585,0.000524057,0.00494266,3.8859,49.4227,2.41284,0.0763873,0.236816,0.0044486,0.000732841,0.00480191,4.19805,50.638,2.18059,0.0372628,0.230074,0.00735022,0.000510443,0.00497218,3.98927,48.9845,2.40766,0.0666636,0.234066,0.00418828,0.000384268,0.00509193,3.69193,49.4754
"74",2.04887,0.0646554,0.201275,0.00438859,0.000386063,0.00428961,3.88713,51.3355,2.43245,0.0117058,0.241581,0.0111517,0.000607602,0.00459583,4.5668,50.5286,2.18863,0.100609,0.218188,0.00169739,0.000571434,0.00556816,3.85258,50.0007,2.23696,0.021524,0.210747,0.00896855,0.00036357,0.00458636,3.90506,50.7899
"75",2.07727,0.0643631,0.194573,0.00485673,0.00034867,0.00432569,4.13266,51.291,2.4134,0.00897549,0.25353,0.0113048,0.000602724,0.00470192,4.39231,50.1348,2.20192,0.093649,0.228698,0.00152884,0.000564313,0.00583465,3.78916,50.1436,2.13309,0.0967209,0.222537,0.00130392,0.000499649,0.00455973,4.20926,48.1797
"76",2.04573,0.0485911,0.181554,0.00503483,0.000380113,0.00446323,3.61539,49.6355,2.41159,0.0238302,0.231706,0.0093113,0.000632815,0.00488561,4.13208,49.4231,2.17564,0.096884,0.238262,0.00100888,0.000471454,0.00501167,3.94128,50.8127,2.07497,0.0591075,0.210282,0.00558365,0.00050363,0.00459673,4.31784,48.817
