"","X1.k_PlasKid","X1.k_ePlas","X1.k_KidPlas","X1.k_eKid","X1.k_AccuKid","X1.k_KidAccu","X1.scale","X1.Plasma0","X2.k_PlasKid","X2.k_ePlas","X2.k_KidPlas","X2.k_eKid","X2.k_AccuKid","X2.k_KidAccu","X2.scale","X2.Plasma0","X3.k_PlasKid","X3.k_ePlas","X3.k_KidPlas","X3.k_eKid","X3.k_AccuKid","X3.k_KidAccu","X3.scale","X3.Plasma0","X4.k_PlasKid","X4.k_ePlas","X4.k_KidPlas","X4.k_eKid","X4.k_AccuKid","X4.k_KidAccu","X4.scale","X4.Plasma0"
"827",2.14506,0.0609401,0.211429,0.00503141,0.0004952,0.00488666,3.79392,49.1288,2.18452,0.106305,0.205161,0.0016689,0.000619116,0.00444633,4.33829,50.4305,1.89677,0.0612877,0.173941,0.00483262,0.000536895,0.00459535,4.02409,49.0455,2.25991,0.0332723,0.221386,0.00772338,0.000507812,0.00500079,3.8869,49.8098
"828",2.08315,0.0740545,0.218548,0.00430258,0.00053219,0.00486708,4.24562,48.5479,2.10317,0.0410707,0.227783,0.00723668,0.000386125,0.00451267,4.25061,48.1097,2.12256,0.052236,0.19767,0.00606172,0.000518998,0.0046946,4.03084,50.0385,2.07103,0.09964,0.200721,0.00111485,0.000379416,0.00412335,4.19047,50.0826
"829",2.2274,0.0518978,0.228929,0.00446326,0.000459538,0.00610311,3.28717,49.628,1.96162,0.0889921,0.199258,0.00155418,0.000367588,0.00439438,3.7475,51.5489,2.14771,0.0847856,0.231997,0.00238971,0.000521143,0.00529106,4.14173,47.4902,2.29802,0.0183453,0.233258,0.00858253,0.000453952,0.00549591,3.60553,49.9168
"830",2.22797,0.0653653,0.22831,0.00417633,0.000458105,0.00630971,3.31712,49.5868,2.32398,0.104292,0.261735,0.000636746,0.000543556,0.00493661,4.56909,48.6959,2.18171,0.0498742,0.211943,0.00564551,0.00036196,0.00455645,3.82581,51.157,2.27079,0.0331275,0.217612,0.00751711,0.000407637,0.00515266,3.55828,49.6908
"831",2.01194,0.0650445,0.175209,0.00425094,0.000378321,0.00438539,3.92666,49.9112,2.28756,0.0469238,0.235338,0.00646199,0.00059394,0.00469698,4.54969,48.815,2.29002,0.0695788,0.210374,0.00374665,0.000445919,0.00437784,3.85239,49.8125,2.23981,0.0902114,0.245869,0.00149744,0.000348976,0.00558483,3.69832,48.7353
"832",2.25126,0.0638557,0.230548,0.0046549,0.000555219,0.00468992,4.04558,50.5101,2.30291,0.0478196,0.227409,0.00714993,0.000583475,0.00475662,4.28858,48.8468,2.12139,0.0117811,0.197773,0.0100697,0.000518599,0.00495898,4.03526,50.5902,2.25607,0.074881,0.215209,0.00320801,0.000409791,0.00497771,3.65485,50.2503
"833",2.20587,0.11246,0.22526,0.000329215,0.000596782,0.00503537,4.15452,50.2213,2.28022,0.0330731,0.23572,0.00785841,0.000516602,0.00436853,4.29108,49.0544,2.47833,0.00525349,0.217153,0.0102266,0.000545694,0.00435108,4.02927,50.7264,2.12441,0.041384,0.198014,0.0067874,0.000518347,0.0045997,3.90223,49.6801
"834",2.24859,0.10622,0.231293,0.000571348,0.000515208,0.00473954,3.96644,49.9555,2.24172,0.082891,0.223485,0.00338794,0.000602538,0.00453372,4.5438,49.4335,2.47687,0.00636575,0.216733,0.00958133,0.000494606,0.00430023,4.02515,49.9938,2.1639,0.0430044,0.193694,0.00647183,0.000518228,0.00468731,3.91088,49.6637
"835",1.96155,0.0682311,0.190182,0.00371635,0.000426319,0.00497104,3.70092,49.6597,2.08882,0.0790551,0.208569,0.00347923,0.000584686,0.0044196,4.55003,48.8941,2.48639,0.00545725,0.280028,0.0116286,0.000484554,0.0050646,4.18528,49.1125,2.32963,0.0625337,0.231142,0.00416984,0.00040747,0.00501351,3.52873,49.2259
"836",2.24544,0.0604326,0.222854,0.00480565,0.000528653,0.0055089,3.53114,49.9329,2.38562,0.0411087,0.22169,0.00706718,0.000506155,0.00454252,3.93613,50.4865,2.33987,0.010651,0.192449,0.00893094,0.000458246,0.00463397,3.48572,51.7572,2.14182,0.0676363,0.208506,0.00339942,0.000385498,0.00508882,3.72302,48.6941
"837",2.17267,0.0328125,0.217356,0.00778563,0.000506202,0.00510508,3.74,49.9576,2.05863,0.0846005,0.196979,0.00182015,0.000431099,0.00499216,3.71828,49.0591,2.25676,0.0680632,0.214413,0.00323278,0.000413886,0.00515956,3.40354,47.9443,1.94484,0.0885986,0.18927,0.00189807,0.000339418,0.00517294,3.65266,48.7746
"838",2.19004,0.0783765,0.213681,0.00340652,0.000459028,0.00442088,4.20508,50.1729,2.34899,0.110484,0.241612,6.19867e-05,0.000584435,0.00478622,4.09737,52.1788,2.08436,0.0609974,0.181416,0.00472111,0.000528125,0.00433932,3.95607,49.3691,2.26739,0.0719778,0.230019,0.00304512,0.000362514,0.00457541,4.13565,48.3331
"839",2.10988,0.0703182,0.223809,0.00396317,0.000432022,0.00474929,4.02492,49.7492,2.04463,0.10058,0.22414,2.09473e-05,0.000578958,0.00505455,3.9015,48.9003,2.37844,0.0786788,0.223572,0.0023047,0.000381648,0.00521303,3.35494,49.985,2.14323,0.0738941,0.192846,0.00375605,0.000459042,0.00443597,4.16711,50.8299
"840",2.22508,0.0633178,0.222922,0.00446897,0.000407075,0.00495708,3.95949,50.0453,2.12358,0.100537,0.213334,2.96093e-05,0.000547274,0.00507748,3.80311,48.8686,2.16777,0.054327,0.2184,0.00565344,0.000419487,0.00538756,3.65624,49.9756,2.17134,0.0528959,0.212973,0.00644426,0.000529276,0.00515471,4.06284,48.7338
"841",2.086,0.0779923,0.224832,0.00243256,0.000409246,0.00499087,3.88098,47.8236,2.15891,0.102356,0.214004,1.34123e-05,0.000362255,0.00495481,3.75188,48.3169,2.06319,0.020191,0.200425,0.00921135,0.000500975,0.00414191,4.42755,50.3724,2.22217,0.0189011,0.211012,0.00900411,0.000525711,0.00476992,4.08549,49.2897
"842",2.14908,0.0684209,0.207993,0.0034379,0.000440236,0.00471008,3.72368,48.2289,2.04507,0.102057,0.238713,1.26439e-05,0.00033284,0.00465966,4.31641,48.9333,2.31559,0.0886709,0.231908,0.0017953,0.00049487,0.00455115,3.90202,49.4808,2.12176,0.0812869,0.205013,0.00348487,0.000575939,0.00494832,4.13204,50.6595
"843",1.94252,0.0856344,0.195218,0.00169266,0.000340028,0.00514602,3.6945,48.6279,2.20059,0.110312,0.216005,1.17755e-05,0.000315379,0.00396952,3.92774,50.2562,2.33645,0.0688761,0.247547,0.00417685,0.000467649,0.00465624,4.13637,49.3346,2.25188,0.0608183,0.225577,0.00456636,0.000451802,0.00479626,3.96994,48.7908
"844",2.16704,0.0128502,0.198303,0.00988808,0.000548263,0.0047981,3.97458,51.1918,2.32044,0.110401,0.23553,1.0298e-05,0.000355895,0.00407321,4.4917,49.7199,2.34551,0.0412713,0.254554,0.00789929,0.000559358,0.00487117,4.54933,49.0566,2.0689,0.00546571,0.179578,0.00893658,0.000382309,0.00496358,3.26492,50.6701
"845",2.23616,0.0224382,0.208456,0.0086698,0.000362505,0.00450351,3.81925,49.927,2.22183,0.111716,0.240813,8.60365e-06,0.000396613,0.00432744,4.40966,50.3264,2.168,0.0586951,0.220298,0.00621388,0.000588789,0.00455063,4.4082,50.5152,2.21694,0.01968,0.204111,0.00866797,0.000427009,0.00534796,3.32892,51.249
"846",2.11037,0.0927207,0.215053,0.00222721,0.000564395,0.0048064,4.3094,48.8215,2.18111,0.111846,0.237081,1.68077e-05,0.00038743,0.00439196,4.32063,51.0167,2.11322,0.0662091,0.210194,0.00425382,0.000388244,0.00472284,4.04328,49.0095,2.23539,0.0177691,0.20839,0.00900724,0.000446364,0.00543105,3.51324,51.7675
"847",2.2422,0.0260411,0.201257,0.00779495,0.000378146,0.00453194,3.81699,50.941,2.05917,0.105969,0.210001,0.000312176,0.000480809,0.00574943,3.7826,48.0981,2.05997,0.0760075,0.192628,0.00388423,0.000518168,0.004589,3.96188,50.9639,1.86584,0.0762772,0.190086,0.00340454,0.000398922,0.00461606,4.1509,48.4884
"848",2.16784,0.0993961,0.235306,0.00185635,0.000654382,0.00476267,4.41449,48.9007,2.03924,0.0941897,0.215445,0.000812672,0.000467727,0.00504899,3.7162,48.3233,2.14148,0.110397,0.188887,0.000687314,0.000432135,0.00425115,3.91989,50.8869,2.12027,0.1033,0.199779,0.000736724,0.000442388,0.00397206,4.20817,50.059
"849",2.12116,0.0357302,0.200548,0.00688647,0.000307144,0.00483783,3.57914,51.205,2.17975,0.0104171,0.191264,0.00933668,0.000451952,0.00412002,3.76766,51.029,2.15687,0.0756521,0.226206,0.003423,0.000552848,0.00499508,3.98722,47.5605,1.99419,0.115821,0.20336,0.000390006,0.000522817,0.00489987,4.18023,50.9685
"850",2.06822,0.0796082,0.196959,0.00235903,0.000406654,0.00499812,3.52534,49.2714,2.12721,0.0299456,0.234005,0.00950593,0.000656941,0.00484823,4.40549,50.079,2.17036,0.0417032,0.213598,0.00706675,0.000535789,0.00424898,4.33603,50.7265,2.26598,0.0322174,0.24013,0.00800543,0.000463203,0.00472702,4.05766,49.9896
"851",2.40413,0.0989451,0.249501,0.00150801,0.000547234,0.00465976,4.14498,50.2049,2.11619,0.0323996,0.231012,0.00894537,0.000616392,0.00486571,4.39864,49.9979,2.15533,0.0683771,0.219597,0.00384203,0.000422516,0.00515923,3.85562,50.0224,2.27707,0.0271905,0.22379,0.00895183,0.000520894,0.00479608,4.11644,50.6405
"852",2.31939,0.0489862,0.242782,0.00635032,0.00050292,0.00528382,3.79201,49.9895,2.46598,0.0257736,0.228708,0.00916388,0.00063425,0.00458863,4.30201,49.9451,2.27048,0.023462,0.219647,0.00847754,0.000412357,0.00444383,4.17498,50.0977,1.94292,0.110646,0.179323,0.000940699,0.000533784,0.00412406,4.34101,50.9531
"853",2.18683,0.0762894,0.217685,0.0033755,0.000547149,0.00529564,3.73407,49.8556,2.056,0.0476467,0.201602,0.00623692,0.000426176,0.00427803,4.14729,48.9828,2.48632,0.0248642,0.224733,0.00902097,0.000543322,0.00403422,4.18764,50.9363,2.06695,0.103748,0.199051,0.0014687,0.000544048,0.00432661,4.28231,50.4515
"854",2.05138,0.0289566,0.194497,0.00662835,0.000340633,0.00552542,3.13358,50.3763,2.12194,0.0678663,0.200281,0.0043424,0.000484611,0.00454284,4.06557,48.7866,2.50888,0.0202872,0.232614,0.00987418,0.000600577,0.00401955,4.38883,51.6425,2.12384,0.0328719,0.202409,0.00796161,0.000499761,0.00437726,4.15433,50.2493
"855",2.16619,0.0579787,0.198657,0.00557852,0.000567948,0.00504916,3.6886,50.4317,2.28008,0.0672513,0.221059,0.00426482,0.000436197,0.00454006,4.03247,50.8056,2.00356,0.0952347,0.209698,0.00108953,0.000411511,0.00524195,3.92482,47.8016,2.10905,0.0225882,0.191942,0.00865311,0.000543125,0.00409051,4.18829,49.1248
"856",1.8763,0.0472536,0.168306,0.0055171,0.00040608,0.00477952,3.8078,48.7984,2.20656,0.0890062,0.234689,0.00244524,0.000393394,0.0047694,4.03866,50.954,2.07695,0.0643837,0.19119,0.00463057,0.000449479,0.00467731,3.8983,50.647,2.03555,0.00744776,0.187483,0.0107719,0.000644996,0.0042886,4.49497,49.4417
"857",1.88978,0.0455263,0.171289,0.00577338,0.00042027,0.0047973,3.76537,48.8713,2.00331,0.0642257,0.188977,0.00437712,0.000510122,0.00479995,4.05898,48.4712,2.3163,0.0872522,0.231259,0.00232991,0.000470304,0.0046918,4.03847,49.1269,2.35381,0.00753498,0.211648,0.0105531,0.00062667,0.00411928,4.47626,50.1229
"858",2.38697,0.0984307,0.250032,0.00223734,0.000574754,0.00433033,4.57477,50.8663,2.10524,0.0598668,0.193547,0.00503432,0.000492606,0.00428007,4.13144,49.8484,2.32402,0.0500755,0.248803,0.00658065,0.000619651,0.00455062,4.45552,49.9353,2.10003,0.0920004,0.227251,0.00100498,0.000332301,0.00446871,3.9785,48.1282
"859",2.29716,0.0835659,0.230119,0.00228663,0.000413577,0.00467146,3.83247,49.6292,2.1743,0.0719131,0.214041,0.00365136,0.000470202,0.00501611,3.68811,50.4335,2.26644,0.066887,0.228547,0.0058462,0.000648929,0.00463749,4.5931,49.7032,2.11702,0.0872968,0.222923,0.00115546,0.00033671,0.00446701,3.94669,47.9749
"860",2.4928,0.062296,0.245699,0.00427929,0.000388444,0.00564676,3.35082,51.0524,2.31097,0.0543151,0.223082,0.00557472,0.000492387,0.0043776,4.29351,50.0165,2.10921,0.0884275,0.206324,0.00156539,0.000473601,0.00456611,4.01672,49.9435,2.10828,0.0841599,0.226754,0.00203283,0.000361743,0.00469008,4.07884,48.7217
"861",2.59258,0.0679273,0.25741,0.0035245,0.000368103,0.00543467,3.34297,50.5228,2.21347,0.0530438,0.229259,0.00596013,0.000487984,0.00419462,4.1012,50.2803,2.07569,0.093148,0.200547,0.000814649,0.000446721,0.00459088,3.73692,49.2914,2.36208,0.100398,0.24869,0.00146039,0.000560344,0.00514459,4.03676,51.117
"862",1.99258,0.0774334,0.174785,0.00347738,0.000528851,0.00438453,4.08058,48.9932,2.23776,0.0561665,0.228068,0.00529686,0.000474525,0.00429274,4.06569,50.3125,2.28123,0.0747902,0.250374,0.00210771,0.000309673,0.00594512,3.30617,50.4703,2.25945,0.105264,0.220852,0.000469303,0.000403593,0.00410836,4.10846,50.0934
"863",2.49915,0.0606757,0.250137,0.0042931,0.000386878,0.00521359,3.38471,49.8114,2.11498,0.0891058,0.201013,0.00239514,0.000398948,0.00472477,4.0553,50.3363,2.28925,0.0831497,0.247036,0.00226095,0.000315301,0.00600684,3.32653,50.6465,2.0544,0.0875238,0.221268,0.00137657,0.000385037,0.00567789,3.58198,49.3895
"864",2.32239,0.0461627,0.238603,0.00650371,0.000386396,0.00561429,3.62773,50.2891,2.12802,0.0690595,0.215662,0.00389701,0.000412911,0.00422187,4.04395,49.7939,2.37363,0.0473102,0.229303,0.00577719,0.000462423,0.0058201,3.31372,48.1211,2.07343,0.0850506,0.203017,0.00161857,0.000366323,0.00495026,3.71022,48.0383
"865",2.17336,0.0912717,0.214625,0.0012349,0.000361466,0.00509974,3.53696,49.2762,2.01877,0.0295282,0.177554,0.00878226,0.000747826,0.00402157,4.58772,49.2346,2.26138,0.0744644,0.23923,0.00394992,0.00051417,0.00534987,3.72418,49.6362,2.04017,0.0378589,0.204101,0.00754227,0.000469625,0.00508066,3.96967,49.6148
"866",2.11661,0.0967164,0.213798,0.000647591,0.000226091,0.00495444,3.48453,50.796,1.9056,0.0864291,0.17657,0.00267238,0.00047021,0.00419114,4.36351,48.5056,2.08744,0.108391,0.212521,0.000491318,0.000386515,0.00443376,4.18835,49.1079,2.16658,0.0916237,0.192406,0.00186128,0.000395995,0.00473804,3.64552,49.992
"867",2.13091,0.0960179,0.211911,0.000490336,0.000230513,0.00486024,3.39856,50.9203,2.15575,0.0405379,0.18167,0.0066733,0.000496067,0.00427895,3.91086,50.36,2.00077,0.107736,0.190279,0.000216925,0.000458346,0.00467123,3.94034,49.5655,2.10025,0.0966831,0.197151,0.00134328,0.000396752,0.00463291,3.66032,50.2845
"868",1.82774,0.0530101,0.162425,0.00656428,0.000787607,0.00442655,4.78205,47.9466,2.19929,0.0915702,0.24227,0.00207109,0.000461294,0.00525616,3.94874,49.9265,2.46533,0.0933752,0.249543,0.00147013,0.000455933,0.00456341,3.99889,50.4492,2.20052,0.0214205,0.222334,0.00871666,0.000473451,0.00551082,3.5283,50.422
"869",2.30055,0.0483438,0.213767,0.00653584,0.000304151,0.0041147,4.1398,51.6764,2.12298,0.0281683,0.192013,0.00703696,0.000482507,0.00528684,3.34262,49.232,2.17687,0.0406043,0.229698,0.00755596,0.00049534,0.00526185,4.02635,48.4172,2.42825,0.0224032,0.234302,0.00994704,0.000604474,0.00415999,4.67122,51.0519
"870",2.19329,0.0255584,0.188557,0.00772583,0.000379112,0.00455255,3.79091,49.9225,2.48379,0.0404476,0.266399,0.00796511,0.000593486,0.00477691,4.38803,51.1057,2.02643,0.0739409,0.191016,0.00414048,0.000404139,0.00403827,4.00612,51.6529,2.12564,0.0689444,0.214877,0.00473407,0.000383431,0.00436108,4.52682,49.2694
"871",2.13858,0.10728,0.208,0.000538872,0.000475529,0.00502368,3.77374,49.8069,1.85046,0.100935,0.180017,0.000312507,0.000424531,0.00472025,3.81469,49.2141,2.12571,0.0619567,0.202829,0.0054375,0.000544892,0.00465343,4.37246,48.0251,2.23567,0.0537644,0.193546,0.00509488,0.000405291,0.00510619,3.43732,49.7374
"872",2.19718,0.0919866,0.203443,0.00259503,0.000479212,0.00383625,4.55623,49.4406,2.06735,0.107639,0.210898,0.000242274,0.000461749,0.00439998,4.09491,50.6802,2.07736,0.0697498,0.213727,0.00370698,0.000489241,0.00436841,4.15015,48.6863,2.24106,0.0889083,0.224511,0.00249136,0.000451511,0.00518874,3.9579,51.4389
"873",2.07422,0.0665157,0.203522,0.00459897,0.000768423,0.00466952,4.14663,48.9367,2.17009,0.100266,0.207702,0.000981054,0.000395573,0.00566566,3.47136,49.8345,2.16472,0.0512888,0.189868,0.00587543,0.000432758,0.00507983,3.59259,51.0215,2.24704,0.0627816,0.229099,0.00436922,0.00047198,0.0050422,3.73122,50.0908
"874",2.08534,0.0596301,0.202846,0.00521536,0.00067008,0.00486134,4.28474,48.7431,2.2657,0.0266752,0.196617,0.00846396,0.000448362,0.00382325,4.56881,49.706,2.05442,0.0520912,0.194925,0.00536658,0.000426012,0.00460118,3.74185,50.4588,2.38194,0.0745466,0.247543,0.0034448,0.000420952,0.00471653,3.90412,50.2743
"875",2.21082,0.0806078,0.208264,0.00161809,0.000247218,0.00481925,3.40085,49.2929,2.10376,0.0295062,0.200481,0.00840007,0.000457063,0.00392113,4.27869,49.3971,2.12083,0.0757384,0.210212,0.00369231,0.000459903,0.00488482,4.03369,49.1102,2.5065,0.084191,0.258553,0.00279327,0.000437314,0.00470192,4.21574,49.9928
"876",2.14761,0.108328,0.224841,0.000324948,0.000490962,0.00464415,4.20105,51.4024,2.11282,0.0630525,0.218856,0.00517324,0.000440727,0.00445538,4.08798,49.7637,2.11343,0.066136,0.211695,0.00439187,0.000429209,0.00475562,3.97172,49.2648,1.95022,0.0338196,0.168921,0.00760133,0.000512592,0.00518674,3.71577,49.5857
"877",2.07558,0.0633582,0.203058,0.00586604,0.000667087,0.00458154,4.37903,48.588,2.2602,0.0770097,0.213853,0.00381923,0.000457892,0.00496444,3.75237,50.4392,2.15423,0.036714,0.200657,0.00749813,0.000469937,0.004508,4.03596,50.1737,2.13051,0.0744703,0.20501,0.00352795,0.000425102,0.0044998,4.0287,49.9147
"878",2.40734,0.0687276,0.232632,0.00397145,0.000357647,0.0049722,3.47513,50.8411,2.11028,0.109682,0.19352,0.000935417,0.000473414,0.00436899,4.01795,50.0289,2.34874,0.0856757,0.245985,0.00227428,0.000523776,0.00464972,4.13421,49.5135,2.18632,0.115832,0.200549,0.000806495,0.000570087,0.00475045,4.45308,50.4669
"879",2.31115,0.0355425,0.238952,0.00701594,0.000359088,0.00576225,3.38615,49.5189,1.93082,0.0867145,0.194306,0.001881,0.000417791,0.00436251,4.30724,48.517,2.06427,0.0435516,0.186963,0.00640949,0.000428687,0.00445174,3.79812,50.0038,2.11507,0.0749367,0.212459,0.00351151,0.000588345,0.00478529,3.72205,50.2214
"880",2.33998,0.0474629,0.225824,0.00553007,0.000391329,0.00532615,3.34037,50.1689,2.10298,0.0529288,0.196787,0.00550325,0.00042586,0.00449259,3.92575,49.4861,2.00158,0.0810038,0.195223,0.00291702,0.000486251,0.00417135,4.41041,49.3263,1.95363,0.0621581,0.193801,0.00479781,0.000479007,0.00458684,4.01361,50.2978
"881",2.09124,0.0730832,0.208213,0.00393583,0.000485895,0.00411136,4.56691,49.0917,2.20057,0.0827666,0.223317,0.00311592,0.000575749,0.00458945,4.24603,49.7897,2.12794,0.0212343,0.199841,0.00848554,0.000502533,0.00471954,3.92994,50.5059,2.30997,0.0577302,0.251478,0.00560317,0.000530785,0.00464043,4.33483,49.7196
"882",2.13883,0.00456774,0.183033,0.00990662,0.000522197,0.0048069,3.74957,51.2633,2.38698,0.0403462,0.232844,0.00588008,0.000345141,0.0052996,3.42731,50.1379,2.11273,0.00700697,0.196013,0.01105,0.000486818,0.0042421,4.38115,49.3948,2.36855,0.0301041,0.211212,0.00721385,0.000386529,0.0049233,3.63913,49.9678
"883",2.21384,0.0757345,0.230218,0.00269013,0.00039114,0.00463555,3.93616,48.4672,2.03147,0.086938,0.186832,0.00344519,0.000563851,0.00424105,4.61699,49.3898,2.07622,0.012119,0.18303,0.00884086,0.000475039,0.00501493,3.75546,49.4688,2.21501,0.0260445,0.221561,0.00814196,0.000403525,0.00471729,3.78646,50.6722
"884",2.07633,0.0829629,0.224672,0.00303932,0.000411121,0.00512418,4.26694,49.2492,2.27339,0.0836845,0.242207,0.00213283,0.000405994,0.00503201,3.61299,50.5378,2.24567,0.100034,0.222828,0.000996854,0.000435155,0.00459507,4.18765,48.8061,2.38749,0.0636465,0.232024,0.00452586,0.000491373,0.00434692,4.26368,49.554
"885",2.10751,0.0854574,0.203785,0.00175131,0.000370369,0.00444217,3.73459,48.8599,2.20224,0.105364,0.214618,0.000798112,0.000466998,0.00459951,3.99939,50.9229,2.20676,0.0846,0.233472,0.0019896,0.000438056,0.00440451,4.0943,48.8765,2.45693,0.0686721,0.243666,0.00407631,0.000505991,0.00440944,4.127,50.1391
"886",2.33827,0.0383401,0.220956,0.00737666,0.00045627,0.00432411,4.35054,49.5457,2.04102,0.101493,0.222874,0.000732105,0.000524482,0.00494537,4.21704,49.1152,2.06641,0.0479571,0.194896,0.0060653,0.000468665,0.00469837,3.84851,49.8578,2.08177,0.0447524,0.206752,0.00649713,0.000451539,0.00470766,4.03179,49.9134
"887",2.33084,0.0365873,0.223062,0.00770766,0.000453388,0.00430202,4.36973,49.5502,2.28828,0.00435941,0.205177,0.0101525,0.000502331,0.0047749,3.81295,50.3776,2.01202,0.0901606,0.176456,0.00224119,0.000393803,0.00436539,3.8179,50.7714,2.24223,0.071855,0.208536,0.00309885,0.000388079,0.00501018,3.46422,50.6192
"888",1.89844,0.0471769,0.182188,0.00650349,0.00052642,0.00486563,3.938,49.2488,2.16194,0.00421581,0.197466,0.0100352,0.000545199,0.00476159,3.80304,50.1008,2.04412,0.0760221,0.202593,0.00354394,0.000392987,0.00440831,4.05409,49.8882,2.17882,0.0472092,0.222107,0.00644186,0.000318559,0.00472738,3.88863,50.5064
"889",2.42787,0.113706,0.253335,8.61546e-05,0.000477195,0.00424734,4.64405,49.8569,2.23878,0.00969101,0.198926,0.0108448,0.00064402,0.00499637,3.97967,50.5178,2.12908,0.0777856,0.213543,0.00278466,0.000502533,0.00521725,3.86935,49.7344,2.1569,0.0171757,0.179268,0.00811204,0.000344175,0.00425126,3.42227,49.821
"890",2.10322,0.0495697,0.192308,0.00679921,0.000556568,0.00506123,3.82972,51.5365,2.14092,0.0251007,0.185561,0.00862915,0.000407061,0.00379768,4.15857,50.5299,2.18513,0.072253,0.210229,0.00396597,0.000605197,0.00482999,3.94043,49.149,1.8973,0.00724921,0.17554,0.009817,0.000574791,0.00479571,3.94282,49.6296
"891",2.09893,0.0942482,0.203977,0.00211553,0.000372203,0.00451277,3.90637,49.5921,2.41191,0.11456,0.262292,0.000550367,0.000602335,0.00547276,4.12617,48.6849,2.43567,0.0564911,0.239126,0.00530352,0.000410534,0.00425989,3.8962,50.4316,2.09165,0.0182245,0.169166,0.00761507,0.000462487,0.00430782,3.61082,50.0995
"892",2.08621,0.0407681,0.208011,0.00704505,0.000486299,0.00465616,4.34311,48.182,2.06647,0.0373532,0.173614,0.00639022,0.000356208,0.00396574,4.08964,50.6624,2.11917,0.060377,0.210114,0.00478487,0.000376796,0.00475572,3.97835,50.045,2.24963,0.0758926,0.223354,0.0045843,0.000583898,0.00434684,4.32744,51.1593
"893",2.0887,0.068893,0.211765,0.00344596,0.000563665,0.00453001,4.28102,47.6239,2.04499,0.0349455,0.182504,0.00657124,0.000350061,0.0038639,4.27706,50.1413,2.16661,0.0856069,0.22365,0.0013929,0.000346457,0.004989,3.56334,48.6924,2.10143,0.0826773,0.195428,0.00263217,0.000412151,0.0042216,4.14824,50.2363
"894",2.10624,0.0658256,0.212545,0.00389891,0.000558984,0.00457702,4.35236,47.6843,2.03975,0.0479338,0.192588,0.00620793,0.000339533,0.00409281,4.1454,50.4783,2.07076,0.0601873,0.196796,0.00557278,0.000502623,0.00471174,4.05021,51.4393,2.07995,0.00760895,0.176648,0.00833346,0.000375548,0.00582809,3.24674,49.0296
"895",2.16222,0.0576153,0.210872,0.00412399,0.000374592,0.00465459,3.80794,49.4757,2.06206,0.0949916,0.195661,0.00148409,0.000350174,0.0038096,4.25401,49.3472,2.53013,0.0677556,0.235299,0.00470456,0.000561341,0.00457645,3.90835,51.2508,2.16621,0.017793,0.198803,0.00757612,0.000407755,0.0054817,3.27138,49.1514
"896",2.17733,0.0400322,0.213456,0.00740657,0.000430756,0.00471659,3.80711,49.8688,2.14525,0.0726596,0.205088,0.00436727,0.00068504,0.00506822,3.93826,50.1307,2.25793,0.0333625,0.211092,0.00643239,0.000364006,0.00500213,3.44441,49.3917,2.50786,0.0961268,0.263491,0.00108004,0.000393345,0.00494887,3.85746,50.4056
"897",2.36833,0.0972133,0.236513,0.00187495,0.000396212,0.00466917,3.72863,52.2797,2.33358,0.0134322,0.219221,0.00942933,0.000324573,0.00409025,4.01816,49.1504,2.29191,0.0815589,0.230572,0.00259956,0.000540098,0.00484627,3.7993,50.4762,2.23817,0.0950028,0.229269,0.00167933,0.000363363,0.00458698,4.036,49.4755
"898",2.10038,0.0333386,0.211077,0.00789981,0.0005071,0.00477596,4.0176,47.5126,2.43321,0.00214371,0.233309,0.0110158,0.000351909,0.0040313,4.31982,49.6659,2.25831,0.0653573,0.242227,0.00410248,0.000443977,0.00489836,3.96292,50.259,2.23687,0.0401225,0.220648,0.00688476,0.000646334,0.00481619,4.05654,49.3741
"899",2.25074,0.0161896,0.208264,0.00900882,0.00048117,0.00498682,4.00586,49.2377,2.00353,0.11119,0.214074,0.000727095,0.000519756,0.00524532,4.00091,50.5249,2.51664,0.0801822,0.242584,0.00282428,0.000445795,0.00494905,3.8314,51.0018,2.00066,0.0731054,0.206596,0.00301668,0.000412942,0.00473265,3.99075,48.3812
"900",2.1263,0.0918164,0.184613,0.0024782,0.000374697,0.00489126,3.69635,50.5444,2.25797,0.00736392,0.216964,0.0104347,0.000450045,0.00429586,3.93384,49.9311,2.27756,0.0796011,0.228276,0.00358163,0.000462427,0.00477065,3.90808,50.723,2.16969,0.0428979,0.193859,0.00689147,0.000504625,0.00462811,3.98897,51.6774
"901",2.06425,0.0942958,0.198137,0.000961476,0.000488663,0.00469269,3.62795,49.9182,2.27421,0.0148576,0.225379,0.0099633,0.00042811,0.00479798,4.12729,49.4701,2.26176,0.0916333,0.221763,0.00154371,0.000472582,0.00457061,4.14722,48.9918,2.14983,0.0743997,0.219855,0.00327299,0.000526873,0.00472296,4.08728,47.8926
"902",2.46218,0.0477452,0.228471,0.00622802,0.000500894,0.00455123,4.12105,49.9162,2.06555,0.0871818,0.186231,0.00308162,0.000569126,0.004768,4.10099,51.0235,2.15946,0.0952093,0.238761,0.000989435,0.000471021,0.00473574,4.32707,49.2712,2.17733,0.0834351,0.208864,0.00276079,0.000321817,0.00468464,3.68561,52.1225
