"","k_kidDD","d_DD","maxdeath","hillDD","k_hillnec","d_CD","k_CDINF","d_INF","k_INFKF","hillKF","h1","INF0"
"1",0.157514,0.0519077,12.4766,35.9445,4.59069,0.00707651,0.212562,0.0112654,0.0876896,14.2498,9.23993,0.000387411
"2",0.156462,0.0681746,12.3238,38.6344,3.96413,0.00812615,0.289961,0.0109504,0.0294369,11.545,7.94589,0.000459305
"3",0.162678,0.0671277,12.7159,37.9536,3.93494,0.008725,0.241872,0.0102503,0.0239791,10.6631,8.3137,0.00113543
"4",0.202959,0.0629565,13.5273,44.3898,4.62122,0.00528233,0.361021,0.0161719,0.0744018,15.8261,9.47121,8.4218e-05
"5",0.185225,0.0626103,13.4437,42.5941,4.36229,0.00781507,0.374323,0.0146098,0.088693,14.6496,9.0127,0.000175968
"6",0.159123,0.0631183,13.1595,40.6523,4.02405,0.00368109,0.216869,0.0134574,0.0451625,11.7211,8.85019,0.000451204
"7",0.195682,0.0698805,12.4656,36.4516,5.00255,0.00702688,0.258774,0.0101271,0.0647668,14.1827,8.00901,0.000269518
"8",0.114029,0.0434498,13.3539,46.8782,3.48568,0.00496175,0.191159,0.0132661,0.0596124,12.7129,9.75125,0.000445259
"9",0.164006,0.0534994,12.4642,36.5062,4.61049,0.00661665,0.172642,0.00811196,0.0778109,14.6774,9.51179,0.000206389
"10",0.183268,0.0722692,13.4807,46.4979,3.91679,0.00371573,0.377401,0.0166706,0.050086,13.1168,8.99819,0.000882341
"11",0.156347,0.0654452,13.8549,39.7236,3.71321,0.00292059,0.313077,0.0187008,0.0196406,10.1112,9.53751,0.000438375
"12",0.187917,0.0753982,12.9758,45.0065,4.05165,0.00717221,0.274078,0.0122004,0.0238899,10.3178,7.94464,0.000651005
"13",0.164176,0.0623823,12.0932,34.9397,4.03806,0.0109284,0.247571,0.0105838,0.025054,9.99486,8.76147,0.000200692
"14",0.147784,0.0573709,12.5692,34.8953,4.2985,0.0087401,0.355466,0.0157364,0.0191287,9.79412,8.18569,0.000168124
"15",0.299092,0.112658,13.5511,42.5467,4.67021,0.00403664,0.221215,0.0117821,0.0732429,15.1834,7.95043,0.000121508
"16",0.305637,0.108633,12.9117,43.6817,4.20129,0.0029814,0.21505,0.012913,0.0573925,13.1787,9.71725,0.00116125
"17",0.268411,0.103707,13.2349,43.3885,4.01092,0.00305648,0.307625,0.0151298,0.038903,11.6642,9.34468,0.000227409
"18",0.356299,0.125885,12.7955,41.2783,4.34521,0.00255175,0.212601,0.0130752,0.05751,12.5029,9.90648,0.00096103
"19",0.137105,0.0424298,12.6614,40.771,4.47385,0.0104486,0.301241,0.014204,0.0566786,13.2197,9.28993,3.32332e-05
"20",0.136485,0.0556616,12.866,40.0943,4.12634,0.00611312,0.335123,0.0167093,0.0505375,13.6599,7.92547,2.61068e-05
"21",0.224309,0.0868648,12.9126,39.8718,4.62619,0.00654869,0.187898,0.00689133,0.0634089,13.6269,8.02018,0.000577863
"22",0.132789,0.0503824,12.9937,43.6714,3.77652,0.00700257,0.28881,0.0141237,0.0383342,12.2566,9.05307,0.000413053
"23",0.127992,0.0442042,13.4283,41.3874,4.4338,0.00697572,0.229189,0.0109943,0.0634369,12.9479,8.70692,0.000786089
"24",0.154758,0.0590489,12.5691,43.6011,4.20196,0.00782397,0.276102,0.0103445,0.0296293,10.0231,8.34684,0.000326353
"25",0.227773,0.0895009,13.3311,37.8851,4.30989,0.00524481,0.405554,0.0158822,0.0907485,16.0532,8.52108,0.000537645
"26",0.185864,0.0694908,13.2176,36.4216,4.64756,0.00855761,0.386605,0.0118914,0.10552,18.3356,8.24372,0.000589665
"27",0.157322,0.0599921,12.9631,35.7333,4.31125,0.00766943,0.466209,0.0159195,0.0368365,12.2133,8.68197,0.000549739
"28",0.140339,0.0487882,12.6986,43.383,4.4681,0.00951968,0.385179,0.0128495,0.0694948,13.5108,8.378,0.000302934
"29",0.115141,0.0352518,13.1298,44.0949,4.48573,0.0104607,0.25473,0.01608,0.0428378,15.6419,8.56349,0.000234829
"30",0.172168,0.0563288,13.242,41.5905,4.58668,0.00633574,0.264981,0.0111111,0.0496055,12.4381,9.18718,0.000176894
"31",0.158626,0.0620415,12.4282,43.3388,3.88052,0.00532354,0.125236,0.0072635,0.13454,18.8164,8.9824,0.000784615
"32",0.145239,0.0509593,13.4398,46.3854,4.0003,0.00489015,0.226448,0.0124877,0.141274,16.0791,9.51994,0.000445617
"33",0.142255,0.057809,13.0683,43.4991,3.84749,0.00472809,0.245633,0.0125314,0.0731614,16.0455,8.58454,0.000761187
"34",0.376901,0.126068,12.7701,37.6391,4.84009,0.00563077,0.181265,0.00784443,0.0500147,13.1174,9.12345,0.000359024
"35",0.189462,0.0724726,13.3277,40.7521,4.08908,0.00279773,0.393567,0.0214874,0.0331561,12.5806,9.25254,0.000205099
"36",0.140505,0.0517809,12.8496,41.1906,4.40398,0.0082907,0.284532,0.0142759,0.0383225,11.4999,8.04024,0.000575467
"37",0.141754,0.0461852,12.7909,42.3896,4.14079,0.00503011,0.266707,0.0153487,0.0806766,14.3907,9.84959,0.000667785
"38",0.305205,0.104303,13.2439,40.6054,4.46926,0.00796806,0.234952,0.00989271,0.0339827,11.579,8.70013,0.000561203
"39",0.175642,0.0686777,12.6163,42.1783,3.95008,0.00404356,0.201134,0.0109754,0.0519118,12.4388,9.22502,0.000572438
"40",0.169192,0.0631782,13.7286,43.4259,4.00897,0.00727317,0.258179,0.0119235,0.0227224,11.0068,8.83786,0.000525048
"41",0.196274,0.0639874,12.1551,37.4782,4.57387,0.00548893,0.273547,0.0142111,0.0640083,14.4518,9.42549,0.000398957
"42",0.188109,0.0672632,12.5902,38.3546,4.58152,0.00427158,0.292445,0.0136976,0.0711715,13.4588,8.9515,0.00015804
"43",0.222761,0.0841299,13.3038,43.6759,4.66113,0.0050675,0.266174,0.00972409,0.0442227,12.9733,8.08781,0.000510675
"44",0.250732,0.0992255,12.1733,38.8643,3.9143,0.00304679,0.220856,0.0138364,0.045029,13.2436,9.63495,0.00067828
"45",0.249294,0.107658,12.5406,46.2494,3.76971,0.00373874,0.273014,0.0121084,0.114874,16.7314,8.76013,0.000432464
"46",0.249373,0.101533,12.6613,41.5388,4.19677,0.00311154,0.219417,0.0121832,0.0674765,13.6457,8.75869,0.000349087
"47",0.165184,0.0612478,12.997,41.7552,4.59946,0.00598135,0.231885,0.0128542,0.0497584,12.7448,7.94484,0.00028915
"48",0.230849,0.0799519,12.5983,45.5538,4.18976,0.00955821,0.250866,0.00947286,0.0651414,13.8759,8.5778,0.000136765
"49",0.225002,0.0884732,13.5115,34.5023,4.33928,0.00367555,0.226598,0.0113178,0.0480608,13.114,8.95968,0.00108209
"50",0.248674,0.0909143,12.3651,40.9176,4.33047,0.00783448,0.32428,0.0108834,0.0543339,13.1313,8.58873,0.000258645
"51",0.147896,0.0521904,13.3732,39.2759,4.09921,0.00673819,0.214148,0.0136982,0.0470419,12.2693,9.17284,0.000178958
"52",0.143788,0.0542716,13.068,38.2965,3.83646,0.00771092,0.273905,0.0139077,0.0538992,13.5747,9.30593,0.000183565
"53",0.138464,0.0499545,12.6585,40.5888,4.49416,0.00560084,0.212224,0.0128151,0.0300823,10.672,8.17944,7.20658e-05
"54",0.150528,0.0571458,12.1114,40.867,4.45361,0.00533821,0.238514,0.0117511,0.027091,9.69507,8.12547,4.22903e-05
"55",0.165641,0.0614948,13.8179,41.1593,4.35701,0.00576619,0.22415,0.0111765,0.10656,14.7791,8.5336,4.90955e-06
"56",0.219024,0.0781993,11.7493,41.5528,4.57575,0.00350748,0.30452,0.0160359,0.0532067,11.8517,8.74972,8.72808e-06
"57",0.258115,0.104857,13.0158,37.5301,4.08459,0.00345102,0.351706,0.0181129,0.0401611,12.7834,8.95162,6.03452e-05
"58",0.249876,0.0824218,13.1759,48.1574,4.93921,0.00313894,0.255406,0.012871,0.0733244,14.2128,8.61685,0.000258755
"59",0.289034,0.0953498,12.7477,44.7906,5.18774,0.0028985,0.237318,0.0151709,0.0533197,14.313,8.15823,0.00026785
"60",0.161941,0.0701177,13.0069,36.1801,3.78834,0.00704152,0.240513,0.0116288,0.0624871,12.8725,8.49022,0.00106582
"61",0.121944,0.0410033,12.2435,44.9469,3.96481,0.00503939,0.183527,0.0130584,0.0469463,11.971,9.57125,0.000231657
"62",0.137842,0.0545688,12.592,42.6046,3.50407,0.00532464,0.222548,0.0128724,0.0405536,11.2225,9.66407,0.000193619
"63",0.149836,0.0587605,13.4987,40.007,4.14609,0.00513864,0.245449,0.0116516,0.0418172,11.6992,8.79319,0.000167713
"64",0.14751,0.0650673,12.9251,36.835,4.05528,0.00664169,0.236498,0.0124692,0.0440235,12.8555,7.76005,0.000203972
"65",0.150578,0.0519071,13.0252,46.0003,4.13886,0.00447308,0.147801,0.00905001,0.0895514,13.3823,9.65711,0.000117082
"66",0.141795,0.0475777,13.3873,44.6572,4.02881,0.00621182,0.134685,0.00960469,0.0578502,15.5361,9.51724,0.000387941
"67",0.117516,0.0436966,13.5526,41.4281,4.27656,0.00805604,0.287446,0.0131282,0.10354,13.2135,8.33128,0.000568786
"68",0.113068,0.044556,13.3981,42.758,3.61933,0.00897293,0.168499,0.00743238,0.0296765,13.2568,9.06104,0.000534495
"69",0.262807,0.101736,12.5562,42.0523,4.60784,0.00551411,0.220653,0.0110174,0.0635296,18.0647,7.65086,0.000700878
"70",0.163382,0.0557588,13.4674,46.2116,4.20626,0.00646817,0.199656,0.0115783,0.114343,13.3754,9.03877,0.000305416
"71",0.326895,0.130136,12.4427,35.0362,4.0764,0.00462477,0.218449,0.0117321,0.0874026,12.4181,9.34855,0.000428721
"72",0.284897,0.109967,12.457,36.621,4.40099,0.00329743,0.267937,0.0109881,0.0675372,17.5674,9.07275,0.000707876
"73",0.278196,0.106197,12.5579,37.4076,4.38479,0.0038819,0.259967,0.0127841,0.0694605,16.3004,8.96206,0.000619676
"74",0.15671,0.0488901,13.5744,44.3403,4.37318,0.00973275,0.205852,0.0105783,0.0535465,13.4735,9.22714,0.000636739
"75",0.201198,0.0807885,12.4648,39.0618,3.86113,0.00711121,0.256633,0.0119299,0.0647932,15.0196,8.75535,0.000517785
"76",0.213012,0.0780222,12.2097,42.8636,4.18152,0.00578426,0.314319,0.0125051,0.0465653,15.8724,8.83496,0.000419106
"77",0.206489,0.0721229,13.1761,40.2524,4.33315,0.0137859,0.271259,0.0132201,0.0424937,10.6532,8.20441,0.000742053
"78",0.175362,0.07596,13.1038,46.7288,3.95052,0.00502177,0.491178,0.0203007,0.0232203,12.8183,7.67702,0.000267061
"79",0.130804,0.0520238,13.6525,40.2011,4.0791,0.00420438,0.305256,0.0144489,0.0644186,11.8475,9.01394,0.000905912
"80",0.223963,0.0848922,13.487,38.4986,4.73758,0.00586811,0.356457,0.0121414,0.0192741,11.219,8.07754,0.000415803
"81",0.244759,0.0847608,13.259,37.7637,4.58013,0.00588721,0.301579,0.0134431,0.017077,10.8003,8.85514,0.000241181
"82",0.11953,0.0526662,12.1464,39.2666,4.20711,0.0068662,0.326563,0.011948,0.0657857,15.2969,7.45468,0.000926876
"83",0.197614,0.0652938,13.7728,41.45,4.43908,0.0060317,0.223622,0.0128582,0.0339452,11.1193,9.19742,0.000292881
"84",0.124329,0.0464307,12.6095,43.8772,4.32267,0.00924059,0.270366,0.00962685,0.08049,16.4789,8.0798,0.000897526
"85",0.136744,0.0508135,13.2742,40.2097,3.78423,0.00628979,0.194354,0.0132381,0.047923,12.5973,9.37792,0.000215504
"86",0.126366,0.0564393,12.6876,42.0924,3.69232,0.00773284,0.366501,0.0126856,0.0423081,12.192,8.16819,0.000395792
"87",0.168215,0.0606186,13.4064,44.1351,3.96707,0.00788821,0.356464,0.0143808,0.0539009,15.4232,8.94808,0.000361214
"88",0.147675,0.0573728,13.3521,41.6404,4.51539,0.00560364,0.286418,0.0133511,0.0428702,10.9573,7.94767,0.000674731
"89",0.170974,0.0575819,13.483,41.0251,5.08022,0.00590815,0.266527,0.0140282,0.0287962,12.8058,7.94797,0.000407149
"90",0.207457,0.0766169,13.5146,39.009,4.41706,0.00508028,0.274043,0.011637,0.0572227,12.6609,8.82721,0.0007167
"91",0.195383,0.0797379,13.0397,42.6372,4.08939,0.00823842,0.235436,0.0104142,0.061158,15.2884,7.84992,0.000436944
"92",0.207635,0.0720193,13.1009,44.8605,4.31368,0.00743481,0.202171,0.00842873,0.0852567,13.8922,8.81401,0.0004266
"93",0.17626,0.073607,13.297,38.8055,4.23341,0.00378194,0.25979,0.0128502,0.0355475,12.0969,8.24308,0.000760677
"94",0.183474,0.0752906,13.3393,38.519,4.23643,0.00376327,0.261303,0.0135844,0.0382609,11.9447,8.4282,0.000749271
"95",0.172846,0.0586833,13.8049,36.8015,4.5824,0.0060916,0.400101,0.018175,0.0381688,11.7785,9.08856,0.000547359
"96",0.146545,0.0511018,11.7358,44.985,4.03675,0.00844887,0.206368,0.00927414,0.0670417,13.6755,9.11558,0.000521129
"97",0.18306,0.0673769,12.1171,41.6046,4.71621,0.00724684,0.287722,0.0118364,0.0559627,13.6146,7.70802,0.000796622
"98",0.246341,0.0817341,13.7595,43.419,4.39059,0.011633,0.237094,0.00942674,0.0463023,12.2528,8.69518,0.000510517
"99",0.243577,0.101914,13.8067,42.2252,4.17932,0.00524543,0.301518,0.0134865,0.0304166,11.8015,7.86164,0.000185874
"100",0.18813,0.0655427,12.0911,40.9597,4.3038,0.00730143,0.246453,0.0106259,0.104061,15.6477,8.99024,0.0008941
"101",0.213294,0.0835738,12.3738,40.4839,4.12493,0.00598822,0.254704,0.0106633,0.0756566,14.9502,8.59366,0.000662032
"102",0.353684,0.134907,13.1152,38.3072,4.4729,0.00448646,0.201334,0.00924788,0.0897302,14.7563,8.71169,0.000620527
"103",0.261589,0.105726,12.8934,38.1473,4.26371,0.00408406,0.218431,0.011659,0.0538845,13.4953,8.36404,0.000568153
"104",0.305502,0.102243,12.6914,37.6755,4.65514,0.00335103,0.292067,0.0149019,0.0570758,12.5103,9.68146,0.00074972
"105",0.373097,0.134103,12.6646,43.1107,4.42449,0.00306429,0.260242,0.0143267,0.0778192,15.3152,9.00846,0.000424832
"106",0.212035,0.0734979,14.2911,46.1676,4.0021,0.00885448,0.165933,0.00586915,0.0466318,11.586,9.87321,0.000697352
"107",0.248204,0.0867726,11.6122,36.6925,4.45162,0.00418881,0.360569,0.0206119,0.118908,17.2227,9.19493,0.00020747
"108",0.158497,0.0648982,12.8665,37.1717,3.90561,0.0075758,0.238055,0.0144152,0.0841434,17.0139,8.25737,0.000150151
"109",0.225798,0.0799925,13.0505,43.6411,4.6315,0.00744143,0.266615,0.00969972,0.0248373,10.5308,8.14942,0.000508514
"110",0.260946,0.109059,13.125,39.5323,4.16028,0.00331014,0.439504,0.0189968,0.0640752,13.6922,8.64603,0.000554782
"111",0.274976,0.1026,12.9649,39.8014,4.59726,0.00224382,0.422262,0.0285585,0.085977,14.1666,8.58803,0.00101795
"112",0.287847,0.106345,12.7706,44.075,4.0292,0.00732667,0.191299,0.00647388,0.089095,15.4425,9.40866,0.000197623
"113",0.31625,0.131816,12.8656,39.3462,4.57693,0.00378738,0.193595,0.0108998,0.044388,12.2327,7.58595,0.000553394
"114",0.217,0.0727296,12.6052,39.112,4.37728,0.00559699,0.403389,0.0136246,0.0476049,13.9394,9.82532,0.000616091
"115",0.213088,0.0693172,13.1236,41.5376,4.61994,0.00260188,0.250155,0.0143893,0.0634261,12.629,9.8847,0.000370894
"116",0.238456,0.0929813,13.316,41.6003,4.34887,0.00378077,0.399103,0.0144128,0.0880243,16.9251,8.65006,0.000394702
"117",0.23685,0.0947039,13.2028,40.6961,4.28268,0.00432334,0.339914,0.0161377,0.133686,15.2865,8.24789,0.000509379
"118",0.254605,0.0968931,13.0645,40.2492,4.369,0.00419909,0.319432,0.0174944,0.123793,15.0151,8.36035,0.000520305
"119",0.180648,0.0614796,12.8904,41.1231,4.31412,0.00616682,0.167219,0.00876104,0.0461828,14.4771,9.44408,0.000546871
"120",0.171599,0.0540146,13.0836,44.1195,4.86469,0.00695041,0.15336,0.00878277,0.107846,13.3604,8.31722,0.000431332
"121",0.15985,0.0530389,12.6262,42.9818,4.58208,0.00651364,0.218959,0.0104566,0.0872411,15.13,8.9243,0.000420028
"122",0.15658,0.0569584,13.8002,42.0693,4.51339,0.00588045,0.221477,0.0107707,0.0599628,13.627,8.20677,0.000680057
"123",0.145397,0.056676,14.1168,44.721,4.1359,0.00633353,0.170316,0.00943129,0.0586476,13.6781,8.18612,0.000341812
"124",0.13405,0.0408875,11.8864,38.863,4.38662,0.00750828,0.203473,0.0127361,0.0308623,10.4681,9.85222,9.09303e-05
"125",0.178925,0.0508626,12.6403,42.5431,4.81134,0.00609866,0.273033,0.0129583,0.0493993,12.4939,9.95102,0.000247618
"126",0.140662,0.0420484,12.8653,47.0899,4.30658,0.00608706,0.255173,0.0145859,0.0523714,13.4218,9.94295,0.00108187
"127",0.133418,0.0388573,13.0146,40.4828,4.49128,0.0108504,0.269253,0.0126947,0.0420719,11.6542,9.98077,0.000392245
"128",0.158361,0.0609188,13.4879,37.2216,4.04748,0.00437419,0.248129,0.0140403,0.0224974,9.8533,9.31823,0.000738872
"129",0.116999,0.0400256,12.3482,44.3047,4.46332,0.008764,0.193215,0.0105514,0.11484,18.1009,7.95089,0.000417896
"130",0.125199,0.0418004,12.7981,44.0851,4.73079,0.00864813,0.246834,0.012085,0.105254,18.6382,7.84638,0.000234735
"131",0.123422,0.045162,12.7242,44.3404,4.63369,0.00755206,0.242875,0.0134789,0.0926694,19.2187,7.39832,0.000275036
"132",0.160814,0.048797,12.8074,39.8937,4.67955,0.00891278,0.222524,0.0116924,0.0632241,13.5653,9.14421,0.00043665
"133",0.200864,0.0833353,13.3783,43.1043,4.30984,0.00373464,0.249762,0.0122588,0.0503645,12.6444,7.93855,0.000549743
"134",0.177371,0.061853,13.1786,40.9722,4.34842,0.00413662,0.193181,0.0124963,0.0387015,13.9388,9.18988,0.000538843
"135",0.150805,0.0543403,13.1723,42.6503,4.17622,0.00587176,0.159273,0.00997375,0.0890479,12.2751,8.9411,0.00073898
"136",0.164022,0.0662867,12.7474,37.2126,4.38425,0.00732603,0.328609,0.016347,0.0613788,12.0697,7.58464,0.000452036
"137",0.183733,0.0587129,11.8886,43.7546,4.40903,0.00555971,0.234851,0.0117183,0.0562589,15.4415,9.38067,0.000753469
"138",0.182242,0.0590024,14.1372,40.7548,4.41593,0.00696369,0.224991,0.0134809,0.0381824,11.8596,9.31736,0.000732004
"139",0.170821,0.0572973,11.8231,40.484,4.25551,0.00835236,0.380779,0.0115388,0.0830655,14.5442,9.63259,0.000366141
"140",0.207045,0.0759104,13.5207,39.8155,4.01899,0.00535554,0.256062,0.0153182,0.0332629,11.1779,9.42222,0.000751662
"141",0.173921,0.0607224,12.4016,38.9907,4.61336,0.00676513,0.186483,0.0070515,0.0278252,10.0651,8.7458,0.000361665
"142",0.164341,0.0641697,13.5413,42.597,3.72174,0.00602918,0.334579,0.0189039,0.115526,17.5001,9.09435,0.000281836
"143",0.16165,0.0538828,12.2096,40.1286,4.80262,0.00674173,0.171111,0.00975785,0.0252604,9.27382,8.16848,0.000370017
"144",0.123864,0.050285,12.7088,40.1781,3.65973,0.00689433,0.338512,0.0165223,0.0262089,11.4906,8.83105,0.000794571
"145",0.12432,0.0411498,13.4606,42.7959,4.42813,0.00856081,0.243515,0.0114817,0.0767894,16.313,8.7028,0.000410852
"146",0.25201,0.0982331,12.443,40.0986,4.1334,0.00468453,0.301784,0.0123492,0.0269382,10.5187,8.93335,0.000788183
"147",0.29349,0.106171,12.7643,42.0331,4.68494,0.00268319,0.251365,0.0155572,0.0456618,12.3267,8.55322,0.000466689
"148",0.219633,0.0870703,13.1144,41.682,4.09109,0.00343095,0.348256,0.017512,0.0360288,11.6545,8.79996,0.000445362
"149",0.143746,0.0452739,12.7225,39.1683,4.50646,0.01109,0.211759,0.0100501,0.0583934,14.4224,9.06139,0.000655906
"150",0.169578,0.0633486,13.3166,42.063,4.03649,0.00328458,0.276088,0.015126,0.0434215,12.574,9.5988,0.000803315
"151",0.181199,0.0702512,13.7624,40.009,4.02573,0.00351343,0.382051,0.0202824,0.051224,12.6032,9.21707,0.000483427
"152",0.163854,0.0591684,13.2302,40.6641,4.41911,0.00692134,0.245262,0.0115715,0.0570114,18.1294,8.33919,0.000719502
"153",0.161683,0.0649081,13.6278,40.8731,4.06922,0.00911596,0.325293,0.0113875,0.0644535,11.259,8.4294,0.000427501
"154",0.126093,0.0500638,13.7519,39.6412,4.05993,0.00864265,0.368416,0.0146172,0.0398269,12.9311,8.16971,0.000565677
"155",0.159222,0.0531025,12.1945,40.3116,4.61769,0.00710379,0.281723,0.0148304,0.0456817,13.8773,8.52004,0.000550885
"156",0.161815,0.0555925,12.0989,40.698,4.341,0.00423168,0.175389,0.0127065,0.0589803,12.4339,9.18596,0.000450571
"157",0.155991,0.0508756,12.2512,44.319,4.35429,0.00486195,0.188514,0.0111125,0.0529407,13.1726,9.58541,0.000724873
"158",0.171711,0.062579,13.2032,35.709,4.26965,0.00380737,0.446667,0.0194666,0.0374519,12.805,9.65312,0.000327623
"159",0.202267,0.0744405,12.8489,44.1464,4.60862,0.00652069,0.177857,0.00969151,0.0471307,13.4378,7.50334,0.000870067
"160",0.190272,0.0602552,13.6784,39.3928,4.66709,0.00649294,0.220397,0.0125897,0.0636419,13.3857,9.30432,0.000353767
"161",0.197846,0.0736532,13.3712,37.071,4.6664,0.00381705,0.160912,0.0100979,0.0454844,12.0279,8.28441,0.000267961
"162",0.190874,0.0735838,13.2668,37.3501,4.52236,0.00361344,0.157325,0.00796864,0.0436504,11.9292,8.53648,0.00014727
"163",0.277774,0.100295,13.7666,41.7714,4.62044,0.00568715,0.339927,0.0132082,0.0480591,12.6136,8.40789,0.000294793
"164",0.209416,0.0805496,13.1523,41.8504,4.09877,0.00426344,0.256292,0.0173197,0.0494011,13.505,8.41406,0.00092185
"165",0.150237,0.0645214,12.6109,38.4323,4.14005,0.00695053,0.322172,0.00933585,0.0584813,12.4443,8.21444,0.000468036
"166",0.220047,0.0761577,13.1008,41.9655,4.65768,0.00756096,0.295911,0.0120504,0.0805379,13.9607,8.36503,0.000666459
"167",0.155686,0.0570909,12.8313,39.6879,4.08866,0.00499187,0.108785,0.00768725,0.0729155,11.5672,9.31094,0.000589775
"168",0.142317,0.0464312,12.5301,40.7366,4.46706,0.00620424,0.111883,0.00720878,0.0510216,11.9267,9.18086,0.000410207
"169",0.223097,0.0787455,13.0799,39.4665,4.61317,0.00504289,0.181027,0.0089587,0.0563742,12.9151,8.81529,0.000758251
"170",0.138648,0.0442496,12.9413,44.9347,4.20874,0.00847414,0.197646,0.0104558,0.116232,14.6249,9.38936,0.000394511
"171",0.142841,0.0507751,12.7157,44.5302,4.2796,0.00722375,0.259113,0.0109846,0.131938,16.4006,8.53104,0.000205985
"172",0.218228,0.0761016,12.8672,44.4973,4.35757,0.00566656,0.202649,0.00957773,0.0651372,14.3975,8.94713,0.000478133
"173",0.131515,0.043039,13.0295,38.4679,4.21919,0.0100844,0.38011,0.0178302,0.0469218,13.582,9.57507,0.000263984
"174",0.157358,0.0732975,13.0881,44.1226,4.10156,0.00666053,0.200464,0.0107122,0.0534087,12.4938,6.94996,0.000996081
"175",0.191872,0.0551048,13.2078,37.8247,4.99696,0.00729873,0.187321,0.0092581,0.0404984,11.7836,9.60808,0.000302049
"176",0.316197,0.15001,12.7637,43.6261,3.61851,0.00312457,0.381264,0.0155883,0.069081,13.8143,8.62858,0.000570117
"177",0.120487,0.0356686,13.3029,39.1693,5.07641,0.0129359,0.238518,0.0132766,0.0394306,10.8812,8.12995,0.000533593
"178",0.117235,0.0418385,12.9946,39.9594,4.93426,0.0120055,0.244472,0.0111925,0.0437749,11.0843,7.10832,0.000770536
"179",0.16224,0.0535665,13.3296,43.9279,4.34208,0.00589118,0.335508,0.0139074,0.0572578,15.1133,9.50526,0.00040981
"180",0.141518,0.0491492,12.4342,47.2924,4.14815,0.00587211,0.280644,0.0142058,0.0718195,14.1496,8.87692,0.000754594
"181",0.212726,0.0703654,13.3485,39.3687,4.78338,0.00451866,0.134536,0.00872937,0.125436,15.2725,9.01475,0.000337507
"182",0.182353,0.0646037,12.4302,44.538,4.04082,0.00550297,0.219831,0.0103037,0.0435652,13.0367,9.39943,0.000929475
"183",0.13148,0.034575,12.4446,43.8735,4.85036,0.0113088,0.279187,0.0165392,0.03458,10.9794,9.60606,0.000250305
"184",0.232394,0.119883,13.2479,39.8646,3.58068,0.00391375,0.245446,0.0108698,0.0709325,13.9644,8.013,0.00031942
"185",0.167907,0.0480991,12.6617,40.966,5.06473,0.005246,0.205353,0.0123872,0.0747569,12.7177,9.34362,0.000737736
"186",0.121099,0.0441782,12.0065,42.9502,4.38761,0.0147614,0.30539,0.0122864,0.106998,19.9297,7.50572,0.000238969
"187",0.139775,0.0437955,12.6007,41.6644,4.43869,0.0125094,0.274192,0.0112457,0.0963123,19.042,9.00283,0.000628512
"188",0.147051,0.0462967,12.4543,41.9239,4.49952,0.0120897,0.266258,0.0111375,0.0758199,18.5169,8.97508,0.000468323
"189",0.211605,0.0902904,13.2858,41.163,4.00587,0.0046903,0.352175,0.0133408,0.0259565,11.3494,8.3254,0.000533655
"190",0.149426,0.0601164,12.6166,41.7435,4.05778,0.00531713,0.23373,0.0109756,0.0576909,12.552,8.63248,0.000491549
"191",0.151798,0.0443933,12.4972,45.4756,4.70688,0.00897376,0.311628,0.0149799,0.0754225,14.6627,8.78141,0.000673291
"192",0.190694,0.0767214,13.3887,35.8938,4.00756,0.0042999,0.215847,0.0123551,0.0452737,11.5671,9.24176,0.000687996
"193",0.233999,0.0816373,12.8047,42.8507,4.73233,0.00428625,0.290621,0.0143039,0.0447952,11.4543,8.65005,0.000407774
"194",0.214986,0.0755332,12.6598,36.8799,4.52597,0.00490013,0.208984,0.0110053,0.024052,12.0297,8.93753,0.000481558
"195",0.176305,0.0620529,12.6937,41.5077,4.28302,0.0106114,0.28377,0.0109316,0.0391891,10.2978,8.82902,0.000767254
"196",0.27753,0.101816,13.1025,38.6747,4.41918,0.00314018,0.22092,0.012776,0.0602743,11.545,9.22284,0.000152222
"197",0.313181,0.116363,12.3973,39.5256,4.40888,0.00684835,0.180397,0.00699106,0.0535272,11.4027,8.77555,0.00106659
"198",0.305633,0.122752,12.169,40.7039,4.39856,0.00573772,0.149566,0.00751523,0.0486095,13.7052,7.82729,0.000364835
"199",0.19045,0.0691561,12.8785,40.8405,4.65861,0.00702686,0.225319,0.00914107,0.0665134,12.6765,8.2341,0.000812945
"200",0.239933,0.0962354,13.2011,43.5456,4.1578,0.00235936,0.420577,0.0232659,0.0625441,13.0588,8.83997,0.00039256
"201",0.195655,0.0839287,12.9036,40.6337,4.30415,0.00755525,0.161687,0.00649376,0.0399644,13.187,7.36455,0.000385611
"202",0.270718,0.101156,13.4916,36.5295,4.23801,0.00288101,0.265439,0.0155735,0.0528303,13.7224,9.62151,0.000193592
"203",0.30121,0.121624,13.9703,34.4586,4.12061,0.00339835,0.275031,0.013737,0.0553083,12.6394,9.47138,0.000283526
"204",0.212276,0.0677188,12.2054,46.5723,4.43354,0.0038818,0.24423,0.0129712,0.0236468,10.2888,9.75244,0.000421776
"205",0.174975,0.0571647,12.2605,43.119,4.45942,0.00477113,0.235518,0.0127373,0.0288967,10.3989,9.4467,0.000939742
"206",0.168405,0.0490007,11.8315,45.0418,4.79986,0.00452088,0.237125,0.0138465,0.032698,9.67491,9.491,0.000801724
"207",0.180894,0.0525132,12.5238,45.8922,4.7712,0.00504674,0.198556,0.0108888,0.0203426,10.624,9.66629,0.000691491
