"","k_kidDD","d_DD","maxdeath","hillDD","k_hillnec","d_CD","k_CDINF","d_INF","k_INFKF","hillKF","h1","INF0"
"4821",0.255212,0.095504,11.9969,39.5577,4.15965,0.00396944,0.103894,0.00603738,0.0746511,13.1774,9.51352,6.47216e-05
"4822",0.303417,0.108744,12.667,43.93,4.40088,0.00512067,0.196666,0.00825703,0.0574585,12.6369,8.93255,0.000130967
"4823",0.182795,0.0738055,14.0525,39.9492,4.42733,0.00378071,0.300435,0.0156143,0.0267639,11.9174,7.96604,0.000227186
"4824",0.208353,0.058548,12.909,45.0821,4.98359,0.00415861,0.336168,0.0175771,0.0288513,10.2235,9.67597,0.000196044
"4825",0.140538,0.0667373,12.9547,35.163,4.34379,0.00560609,0.134609,0.00725391,0.0138961,9.57817,7.25759,0.000125984
"4826",0.124014,0.0437171,13.2494,35.7256,4.34859,0.00958025,0.102159,0.00657039,0.0181547,8.68012,8.54503,0.000109287
"4827",0.132066,0.0449509,12.6324,46.6179,4.11418,0.00601163,0.0869449,0.00488186,0.0421097,11.7261,9.00545,0.000326622
"4828",0.148394,0.0507879,12.4633,47.1895,4.24423,0.00536955,0.0859398,0.00486439,0.0409236,11.3953,9.23007,0.000274987
"4829",0.1192,0.041099,12.9762,36.6807,4.43365,0.0110687,0.0948009,0.00530259,0.0361795,11.5848,8.43676,0.000927823
"4830",0.148262,0.046635,12.755,47.6524,4.53036,0.00501853,0.124638,0.00854095,0.054574,11.3574,9.10702,0.000282641
"4831",0.146337,0.045996,12.7174,47.1439,4.5595,0.00493191,0.132376,0.00859574,0.053489,11.2329,9.01581,0.000244548
"4832",0.130826,0.045608,13.1736,40.2831,3.84506,0.0100839,0.32878,0.0150669,0.0414467,12.9349,9.82969,0.000664138
"4833",0.0906075,0.0357763,12.8373,39.2729,3.64612,0.00893774,0.276742,0.0176262,0.0388025,10.9177,8.65718,0.000411999
"4834",0.092558,0.0356833,12.7666,39.67,3.67243,0.00891136,0.260466,0.0175977,0.0383655,11.997,8.78611,0.00042082
"4835",0.45183,0.158906,12.9971,41.7177,4.87612,0.00540499,0.243787,0.00838536,0.0666547,13.8398,8.52114,0.000767075
"4836",0.384071,0.146958,13.3127,39.8843,4.61771,0.00568595,0.213146,0.0100348,0.0638762,11.8261,7.94239,0.000574571
"4837",0.120745,0.0448798,12.667,40.3759,4.01786,0.00549744,0.373492,0.0190256,0.0343067,13.1732,8.95154,0.000778727
"4838",0.109277,0.0387829,12.6844,41.3398,4.59797,0.00980838,0.37172,0.0163444,0.0364967,10.3461,7.85902,0.000493258
"4839",0.143052,0.0446546,13.4957,41.9311,4.65212,0.00939883,0.246247,0.00962453,0.052909,12.737,9.15054,0.000726904
"4840",0.111076,0.0411566,12.9075,45.1822,4.3105,0.00913156,0.223524,0.0117553,0.03848,11.4881,7.65466,0.000558898
"4841",0.20539,0.0793121,13.1439,36.4135,4.4804,0.00427588,0.272093,0.0152491,0.0417131,12.8336,8.39234,0.000561886
"4842",0.294834,0.0924885,13.3835,36.4649,5.37096,0.00512488,0.288765,0.0122531,0.0498891,12.3644,8.87138,0.000505627
"4843",0.214763,0.0752863,13.4458,37.3245,4.75615,0.00626579,0.42152,0.0183141,0.0285567,14.3388,8.38756,0.000643389
"4844",0.177861,0.0656098,13.1249,36.4099,4.50353,0.0061272,0.356317,0.0162873,0.0330872,13.1601,8.50293,0.000590502
"4845",0.246814,0.0979391,12.8537,45.0385,4.08017,0.0029594,0.181283,0.0106133,0.0685147,15.2093,8.90002,0.000514534
"4846",0.318154,0.110915,13.1347,39.5588,4.70023,0.00377626,0.394953,0.0202772,0.049662,13.7806,8.53296,0.000530543
"4847",0.187943,0.0684492,12.8122,42.1486,4.04391,0.00837784,0.105498,0.00458794,0.0588935,11.6728,9.27348,0.000692271
"4848",0.139493,0.0555218,12.6024,41.8935,4.24547,0.00649474,0.0891324,0.00481407,0.0320246,10.7119,7.85872,0.000320819
"4849",0.177299,0.0617696,12.713,41.5505,4.17293,0.00426405,0.145289,0.00899417,0.107914,14.3672,9.81178,0.000869865
"4850",0.155194,0.066912,13.109,40.6062,4.71819,0.00875151,0.225251,0.0101604,0.0563646,12.4953,6.59818,0.000288248
"4851",0.203547,0.0647867,13.3906,41.7745,4.71108,0.0057976,0.223519,0.0102104,0.0618669,14.8776,9.18046,0.000641191
"4852",0.210674,0.0871463,12.9357,41.7179,3.885,0.00379603,0.284688,0.0147841,0.0761482,15.1094,8.86245,0.000535128
"4853",0.168327,0.061931,12.9315,39.4623,4.06085,0.00391706,0.244741,0.0150347,0.0580401,12.9354,9.5695,0.000652565
"4854",0.20738,0.0734479,13.1502,40.9389,4.58671,0.00840794,0.262002,0.0086751,0.0269684,10.0607,8.58986,0.000503862
"4855",0.192325,0.0735519,12.8791,38.9414,3.86343,0.00766367,0.336781,0.0167539,0.0825208,17.6297,8.85744,0.000567478
"4856",0.339096,0.12461,13.0509,37.4616,4.70335,0.00415063,0.172062,0.0104955,0.118359,15.319,8.27543,0.00027645
"4857",0.12976,0.0495761,12.8145,44.401,3.98956,0.00555455,0.276658,0.0156848,0.0476137,11.964,8.45397,0.00095258
"4858",0.139635,0.055614,13.0448,42.9725,3.96551,0.00518977,0.281368,0.0144283,0.051596,13.9518,8.62528,0.000471249
"4859",0.188199,0.0662624,12.353,43.4197,4.50644,0.00432717,0.331596,0.0152052,0.0526057,13.5944,8.81883,0.000495614
"4860",0.20175,0.0756618,12.3286,46.2819,4.4235,0.00355088,0.26414,0.0123861,0.0662589,13.5077,8.26036,0.000391967
"4861",0.123813,0.0429999,13.826,36.0361,4.31116,0.0104976,0.214512,0.0116977,0.0698227,15.5173,8.87843,0.000605753
"4862",0.130259,0.0512279,13.3651,35.558,4.11404,0.00881448,0.228373,0.01209,0.0354392,10.6746,8.38465,0.000454447
"4863",0.211822,0.0811851,12.3999,44.3151,4.29676,0.00349082,0.250373,0.0143587,0.0669533,15.1775,8.42879,0.000740258
"4864",0.203382,0.0807942,12.5149,45.0253,4.44706,0.00374921,0.271994,0.0126732,0.0710642,14.1552,7.87211,0.000594264
"4865",0.13739,0.0462033,13.5687,41.4953,4.26325,0.0067518,0.274552,0.011498,0.0578492,14.1928,9.6781,0.000653768
"4866",0.180831,0.0698501,12.3524,39.8809,4.31165,0.00556197,0.304486,0.0129815,0.0539526,12.5732,8.40922,0.000682406
"4867",0.112211,0.0374347,13.5309,42.4813,4.36254,0.00824844,0.267233,0.0147408,0.0439082,11.6131,8.7544,0.000308617
"4868",0.25058,0.0903093,12.5908,43.0134,4.35467,0.00712572,0.236828,0.0112769,0.0404382,11.6888,8.33724,0.000711755
"4869",0.195637,0.0714986,13.2755,39.5497,4.28921,0.00611986,0.27571,0.0138298,0.0687422,14.2988,8.77178,0.00058446
"4870",0.261808,0.0968137,12.7657,40.1666,4.26257,0.00770559,0.161625,0.00875401,0.0480895,12.0849,8.24004,0.000398577
"4871",0.306448,0.107074,12.8748,41.8191,4.62815,0.00427163,0.287973,0.014152,0.0871341,15.238,8.77647,0.000478101
"4872",0.385398,0.135458,13.7686,42.7144,4.62359,0.00381425,0.307875,0.0106176,0.0701415,14.4652,9.42183,0.000590979
"4873",0.14965,0.0523894,12.1705,39.5075,4.08023,0.00763691,0.296416,0.0134007,0.0436702,12.6712,9.32834,0.000577341
"4874",0.128856,0.0437517,13.3579,40.2232,4.37919,0.0101254,0.190546,0.00975494,0.0400741,11.2389,8.7235,0.000557661
"4875",0.159436,0.0553414,12.5242,40.1257,4.23694,0.0078967,0.0674786,0.00343841,0.072548,16.168,9.15469,0.000227768
"4876",0.126041,0.0399644,11.9895,42.3875,4.53638,0.00745287,0.209652,0.0114554,0.0824007,14.5487,8.9574,0.00104241
"4877",0.160954,0.0550338,13.808,42.9896,4.24876,0.00738856,0.313201,0.014639,0.0500936,14.4665,8.91987,0.000172819
"4878",0.173499,0.0540371,12.811,42.6494,4.75216,0.00398539,0.275665,0.0169537,0.104913,15.5352,9.19367,0.000680491
"4879",0.194792,0.0707675,13.501,35.8405,4.42295,0.00974436,0.320006,0.0180638,0.0639,14.5217,8.13793,0.000506284
"4880",0.151641,0.0656172,13.4651,40.8548,3.7136,0.00708528,0.366632,0.0126045,0.0370917,12.1706,8.72192,0.000417075
"4881",0.23584,0.084357,13.0973,42.6193,5.03665,0.00303146,0.327379,0.0139918,0.0432729,11.6181,8.25338,0.000814134
"4882",0.242973,0.0954216,13.0511,41.7238,3.94644,0.0044235,0.323708,0.0141856,0.106882,16.7336,9.05089,0.000391775
"4883",0.276133,0.10747,12.6255,41.5178,4.2844,0.00313468,0.224906,0.0128701,0.0531108,13.1671,8.77331,0.000815286
"4884",0.219798,0.0755302,13.2061,40.2488,4.278,0.00564091,0.251484,0.0116112,0.086493,14.4645,9.74593,0.000485864
"4885",0.105107,0.0491955,13.416,39.7352,3.80959,0.00766559,0.324284,0.0173108,0.0537177,13.1747,7.37502,0.000449153
"4886",0.160242,0.0609923,13.7577,40.7511,4.26142,0.00386576,0.275176,0.0143942,0.0744232,15.7092,9.01035,0.000281127
"4887",0.165364,0.0596901,13.8565,42.0093,4.17005,0.00339551,0.289356,0.0187221,0.0596939,15.8997,9.06735,0.000245007
"4888",0.176353,0.0645478,13.2498,45.9769,3.93101,0.00458877,0.245175,0.0134195,0.0744572,13.9099,9.11455,0.000244387
"4889",0.185874,0.0684977,12.7271,36.5785,4.71037,0.00937987,0.288888,0.0105289,0.0335385,11.3288,7.82128,0.000259229
"4890",0.147097,0.055422,13.2137,44.3326,4.04187,0.00475908,0.272749,0.0152675,0.077677,16.5622,8.57608,0.000641479
"4891",0.258448,0.082673,12.4562,39.4039,4.67598,0.00499828,0.218048,0.0107466,0.0410177,12.005,9.51545,0.000480036
"4892",0.222855,0.0977476,11.53,39.7564,4.49385,0.00625395,0.229061,0.0117592,0.0314762,11.3268,6.84623,0.000940874
"4893",0.180306,0.0667483,14.2719,37.3878,4.20299,0.00521398,0.240092,0.0103263,0.0783163,15.9566,9.62578,0.000278317
"4894",0.108785,0.0361287,13.4434,45.4068,4.24456,0.00687557,0.316074,0.0157916,0.102651,15.5378,9.06843,0.000217441
"4895",0.14375,0.0616688,12.7453,35.8754,3.99158,0.00887058,0.280971,0.00932396,0.0657383,15.2609,8.31317,0.000484522
"4896",0.149394,0.0503602,12.5833,45.8272,4.2271,0.00721375,0.198332,0.00878117,0.052609,11.9184,9.19995,0.000847645
"4897",0.133405,0.0582593,12.6213,38.7146,3.87903,0.00523534,0.16875,0.00901152,0.0384247,11.0259,8.38307,0.000330951
"4898",0.119345,0.038198,13.4591,42.3916,4.23019,0.00941481,0.284081,0.0156047,0.0746707,14.4406,9.15631,0.00051351
"4899",0.105511,0.0392746,13.4847,44.8924,4.19691,0.00822155,0.403231,0.020485,0.102171,15.6927,7.9726,0.000656385
"4900",0.153895,0.0530013,13.1333,41.0218,4.17515,0.00639127,0.204595,0.00980668,0.0444242,12.02,9.57689,0.000453459
"4901",0.194444,0.0794256,12.7746,40.1189,4.23621,0.00411897,0.336594,0.0172716,0.0551309,13.6252,8.092,0.000729079
"4902",0.168064,0.0607862,13.341,39.6653,4.05828,0.00642039,0.230907,0.0108012,0.0801799,15.2799,9.59727,0.000227385
"4903",0.23351,0.113865,12.6084,41.2838,3.989,0.00661431,0.184409,0.00756971,0.0327425,10.2534,7.26695,0.000709959
"4904",0.13782,0.0461799,13.2667,38.5129,4.68251,0.00365655,0.297758,0.0177771,0.0734697,13.2735,9.16799,0.000584472
"4905",0.192622,0.0691234,13.0182,41.9139,3.90476,0.00890234,0.353683,0.014906,0.0496677,14.4944,9.32253,0.000642229
"4906",0.223001,0.0798213,12.6062,41.769,4.11658,0.00557651,0.313974,0.0118899,0.0590103,12.7358,9.79254,0.000466508
"4907",0.19768,0.0806248,13.4216,40.2831,4.22651,0.00451082,0.232804,0.0139861,0.0720009,12.8175,7.92727,0.000677706
"4908",0.193681,0.0783959,13.4412,42.2583,4.01842,0.00515355,0.30029,0.0110962,0.0510753,14.1203,8.68824,0.000600651
"4909",0.169101,0.0514313,12.8217,36.8123,4.77796,0.00425268,0.195865,0.0115835,0.0302147,12.5171,9.88355,0.000517778
"4910",0.179419,0.0742471,13.0759,40.784,3.9717,0.00875182,0.16986,0.008382,0.0990711,16.529,7.99956,0.000648875
"4911",0.160305,0.0526647,12.9805,41.1104,4.42808,0.00421603,0.252082,0.0141069,0.0303016,10.655,9.5914,0.000490555
"4912",0.161471,0.0607706,12.4231,42.8274,4.36784,0.00785582,0.202833,0.00884623,0.100296,15.6471,7.95153,0.000672172
"4913",0.150921,0.0493589,13.0408,39.2559,4.55732,0.0048605,0.439676,0.0229146,0.0585005,13.5077,9.25664,0.000498628
"4914",0.159709,0.0539591,12.9474,39.2102,4.70261,0.0047414,0.462808,0.0221407,0.0685056,13.5675,8.76509,0.00056236
"4915",0.175587,0.0628,13.0753,34.7456,4.57118,0.00352553,0.288324,0.0178328,0.0651823,15.8903,9.09909,0.000682175
"4916",0.167812,0.0683933,13.4717,36.3729,4.34201,0.00553442,0.434596,0.018994,0.0771997,14.5614,8.1446,0.000543637
"4917",0.225993,0.0744134,12.075,45.9411,4.25729,0.0113112,0.227921,0.00686633,0.0506038,11.977,9.29784,0.000675518
"4918",0.188462,0.0869022,13.2322,37.8683,4.30721,0.00463673,0.255957,0.0117916,0.0331592,10.9431,7.44598,0.000479416
"4919",0.149516,0.052205,12.6694,40.9338,4.13626,0.00819962,0.270406,0.0100036,0.032845,12.742,9.33428,0.000232668
"4920",0.145918,0.063985,13.278,41.2072,4.25092,0.00524139,0.453689,0.0188301,0.0395612,13.8312,7.48382,0.000807959
"4921",0.14981,0.0617013,12.7323,40.7264,3.62598,0.00337749,0.353448,0.0230124,0.0440102,12.0686,9.34372,0.00034654
"4922",0.187164,0.0558193,12.7124,39.5559,5.18987,0.00878128,0.19966,0.00884627,0.0617496,11.1727,8.75769,0.000797225
"4923",0.121772,0.053961,12.6352,42.1141,3.67877,0.00593395,0.247963,0.0125642,0.023925,11.7967,8.14714,0.000486272
"4924",0.146401,0.0492824,12.568,39.74,4.45601,0.00792108,0.477241,0.0188861,0.0124003,10.5018,8.83672,0.000721186
"4925",0.152629,0.0492458,12.4039,39.7984,4.42652,0.00833304,0.448765,0.018915,0.012963,11.0955,9.16531,0.000700963
"4926",0.14303,0.059535,14.1302,41.1572,4.42581,0.00512116,0.283568,0.0158773,0.0553809,12.9594,7.41599,0.000369043
"4927",0.136762,0.0603091,14.0868,38.8619,4.40392,0.00781875,0.2841,0.0135499,0.0613909,13.225,6.93927,0.000418953
"4928",0.199923,0.0632983,12.7608,39.6464,4.6978,0.00380524,0.333762,0.0182711,0.0344317,10.8317,9.73504,0.000771135
"4929",0.418832,0.166108,13.3054,45.1758,4.05468,0.00273449,0.230805,0.0130939,0.14684,15.7182,9.08053,0.000398316
"4930",0.15317,0.0554869,12.5075,36.7328,4.62758,0.00788843,0.248766,0.011875,0.0231841,10.2022,8.10161,0.000815238
"4931",0.210191,0.078124,12.0547,37.2731,4.49898,0.00728663,0.367001,0.0143778,0.0572479,13.0335,8.3373,0.000449032
"4932",0.154537,0.0573797,13.9124,42.2056,4.22891,0.00606458,0.284942,0.0113713,0.0437558,10.6266,8.87733,0.000749711
"4933",0.202858,0.0875022,12.3624,38.2726,4.25748,0.00765432,0.230287,0.00867722,0.0367004,9.91272,7.76324,0.000272456
"4934",0.179883,0.0578869,13.3396,44.183,4.53296,0.00282573,0.255967,0.0161476,0.201852,16.5537,9.77622,0.000942817
"4935",0.189372,0.0566392,13.2952,47.7086,4.68627,0.00419877,0.256567,0.013913,0.103621,16.0687,9.51507,0.000445972
"4936",0.161643,0.0675206,12.5827,37.9012,4.27794,0.00518505,0.309957,0.0149364,0.0414461,11.8843,7.87163,0.000394273
"4937",0.165678,0.0556038,12.4756,40.3635,4.26042,0.00661734,0.308216,0.0136897,0.0825589,15.2799,9.57597,0.000614462
"4938",0.134821,0.0507179,13.8111,40.0088,4.43293,0.00925222,0.261984,0.0122001,0.0391469,12.0193,7.82066,0.000267124
"4939",0.160296,0.0641116,11.734,40.8117,4.27048,0.00442687,0.28143,0.0166637,0.0654993,13.2502,7.90429,0.000778254
"4940",0.117468,0.0367914,14.1155,40.9016,4.29505,0.0111625,0.287043,0.0154436,0.0402154,10.599,9.48241,0.000399415
"4941",0.134645,0.0457587,12.6173,43.0844,4.18613,0.00524069,0.299549,0.0128253,0.043872,11.8346,9.83583,0.000743672
"4942",0.248206,0.0791605,13.337,39.947,4.44634,0.0110348,0.357912,0.0110157,0.0461979,13.3612,9.58417,0.000511051
"4943",0.170111,0.061012,13.5383,42.7603,4.26631,0.00606403,0.194162,0.00985924,0.0806183,13.9347,8.85537,0.000670324
"4944",0.160258,0.0559933,13.6632,42.5347,4.23631,0.00705593,0.199447,0.0095031,0.0959004,14.3812,9.15292,0.000814208
"4945",0.132821,0.0449309,13.3755,43.1097,4.59955,0.00842944,0.275759,0.0135513,0.0416389,12.8193,8.06253,0.000450147
"4946",0.137521,0.0431709,12.5818,42.0225,4.6206,0.00989739,0.385557,0.0200048,0.0360305,11.7966,8.47542,0.000795034
"4947",0.13646,0.0446132,12.5404,42.4522,4.62917,0.00945661,0.41342,0.0192102,0.0361178,11.6752,8.18658,0.000642815
"4948",0.203898,0.0808668,12.8364,39.338,4.00925,0.00489211,0.165205,0.00859721,0.0775344,14.0029,8.93504,0.000389603
"4949",0.292266,0.110318,13.9491,40.8704,4.06513,0.00584786,0.235996,0.00858689,0.0579342,12.3965,9.43944,0.000444371
"4950",0.176634,0.0552792,11.8307,41.2002,4.5702,0.00673161,0.397934,0.013363,0.0532281,14.5022,9.7803,0.000674763
"4951",0.159535,0.0468063,11.5598,41.0349,4.53721,0.00932596,0.342836,0.0162412,0.0639974,13.9111,9.73295,0.000844318
"4952",0.133534,0.0404447,13.1954,40.5484,4.8674,0.00898252,0.39334,0.024322,0.0615253,14.3937,8.34654,0.000527389
"4953",0.102353,0.0362241,13.3084,37.9677,4.42131,0.0074205,0.327215,0.0157311,0.0629922,14.9838,8.5895,0.0007233
"4954",0.158188,0.0586562,12.273,34.8449,4.27786,0.0106117,0.385334,0.0169212,0.0430635,13.5138,8.31552,0.000233838
"4955",0.240828,0.0862801,14.1643,44.2121,4.33602,0.00368717,0.169624,0.00909901,0.0924406,16.0729,9.37583,0.000689583
"4956",0.14291,0.0546402,11.843,40.6547,3.93637,0.00645157,0.338442,0.0160391,0.103243,15.3127,8.74999,0.000482324
"4957",0.139483,0.0465689,14.0692,43.1091,4.13911,0.00596132,0.185311,0.00997362,0.0941408,15.6879,9.91983,0.000153411
"4958",0.173634,0.0612829,12.4547,42.2888,4.31788,0.00287527,0.358449,0.0230466,0.0574166,14.8631,9.26494,0.000221393
"4959",0.137663,0.0509957,12.8744,40.9852,4.5045,0.00619239,0.268832,0.012042,0.0330915,12.6884,7.99093,0.00088485
"4960",0.18814,0.0714667,13.0777,39.488,4.28004,0.00635453,0.269574,0.0129691,0.0555363,15.1438,8.45698,0.000268409
"4961",0.200172,0.075725,13.2536,39.3574,4.03167,0.00681148,0.298135,0.0108988,0.0457497,14.1979,9.22349,0.000323823
"4962",0.17055,0.0560008,13.0227,40.5987,4.6229,0.00497437,0.2263,0.0156186,0.0640276,14.4304,8.70796,0.000627007
"4963",0.195615,0.0659596,12.6765,42.3833,4.63493,0.00410681,0.342417,0.0137369,0.0850353,15.5508,9.20735,0.000721443
"4964",0.266642,0.0989949,12.4486,41.2658,4.00594,0.00511424,0.295715,0.0142842,0.0676636,14.9902,9.26354,0.000685121
"4965",0.183127,0.0759776,13.3707,45.9314,3.84445,0.00349856,0.30431,0.0150884,0.044523,12.6719,8.69235,0.000742696
"4966",0.14013,0.0455852,12.1635,34.7622,4.59633,0.0132534,0.292342,0.0125954,0.0621523,14.1684,8.77836,0.000463835
"4967",0.224278,0.0844646,13.7376,38.0031,4.56731,0.00364677,0.241095,0.013317,0.086989,15.0079,8.53188,0.000647604
"4968",0.157201,0.0610739,12.2458,41.7364,4.20139,0.00498543,0.220609,0.0130786,0.045216,11.3266,8.26675,0.000336573
"4969",0.14746,0.0687609,12.3698,43.1021,3.93751,0.00504528,0.191817,0.00902173,0.0380557,11.2971,7.60362,0.000367423
"4970",0.152019,0.0433073,12.7084,42.819,4.72508,0.00844344,0.423018,0.0174277,0.0616283,13.1824,9.76166,0.000662561
"4971",0.143307,0.044511,14.241,43.6107,4.49658,0.00691934,0.211729,0.0113726,0.111586,16.4297,9.53307,0.000603353
"4972",0.170662,0.0681597,12.7942,41.8551,4.23009,0.0054686,0.168294,0.00915792,0.0856868,15.5267,8.01956,0.000738744
"4973",0.175448,0.0632344,13.091,39.3634,4.3875,0.00558154,0.290278,0.0140436,0.0226954,10.2758,8.90215,0.000309042
"4974",0.307734,0.110903,12.4565,41.1193,4.30816,0.0030605,0.226196,0.0121815,0.127116,16.4553,9.47119,0.000969071
"4975",0.194914,0.0800027,13.4894,40.0653,4.35267,0.00412432,0.266225,0.0120844,0.035349,11.0465,8.22033,5.84816e-05
"4976",0.129956,0.0469348,12.5711,39.9227,3.97026,0.0057058,0.33928,0.0202908,0.0577998,13.4792,9.33014,4.01439e-05
"4977",0.125998,0.0484586,12.6746,36.1662,3.9665,0.00637594,0.348262,0.0170375,0.0551954,13.6403,9.30513,3.82512e-05
"4978",0.153783,0.0535354,12.3392,42.6944,4.90573,0.00840214,0.350819,0.0156116,0.0582632,14.6669,7.5229,2.53661e-05
"4979",0.151923,0.067103,13.4901,37.7116,3.8586,0.00569297,0.240473,0.0108984,0.0327596,11.1122,8.30479,8.24551e-06
"4980",0.284774,0.0984357,12.3427,40.2635,4.5523,0.00568252,0.327702,0.0130027,0.0554297,13.4489,8.96158,8.06842e-05
"4981",0.233024,0.0913888,12.9027,42.3191,4.32089,0.00316056,0.19476,0.012182,0.0572184,12.1378,8.45093,0.00131195
"4982",0.227096,0.0880579,13.1496,43.3577,4.15944,0.0050912,0.265864,0.0102122,0.0279905,11.1779,8.75693,0.000281771
"4983",0.195354,0.0840227,12.7321,45.3283,4.59364,0.00608924,0.193549,0.0106528,0.0370426,10.5728,6.64028,0.000248883
"4984",0.182528,0.0693699,13.1533,33.001,4.05077,0.00582219,0.321995,0.0141372,0.0392851,13.296,9.67403,0.000620633
"4985",0.147044,0.0432626,12.7365,48.4826,4.63138,0.00802815,0.220441,0.0101954,0.0510506,11.4743,9.19071,0.000736144
"4986",0.149844,0.042231,12.7761,47.5027,4.76697,0.00732336,0.185288,0.0108307,0.0401258,11.3539,9.17797,0.000752979
"4987",0.151658,0.0574301,13.2025,36.2588,3.9242,0.00799296,0.0844684,0.00389391,0.0146561,7.70973,9.55437,0.000470726
"4988",0.133159,0.0411671,12.4466,46.546,4.52001,0.0100538,0.0804062,0.00396264,0.0257049,10.0931,8.70292,0.00016375
"4989",0.133293,0.0473392,13.7645,44.0356,4.70344,0.00706381,0.0692923,0.0037393,0.0188015,8.94555,7.57025,0.00070733
"4990",0.182543,0.0644299,13.6555,42.0899,4.16717,0.00787824,0.099173,0.00482047,0.0628266,13.827,9.18052,0.000308258
"4991",0.164559,0.061904,13.0496,45.1704,4.36459,0.00736932,0.109936,0.00468228,0.0582003,13.4625,8.18475,0.000129158
"4992",0.128924,0.0440328,12.8701,38.9077,4.07414,0.00797494,0.288194,0.0141538,0.0302632,11.0714,9.68521,0.00104218
"4993",0.168955,0.0654354,13.2854,40.6694,4.27278,0.0059019,0.184441,0.0100297,0.0639225,11.7426,8.26666,0.000202552
"4994",0.192078,0.0687807,13.4586,37.4997,4.19024,0.00456307,0.145441,0.00949257,0.0314469,11.6956,9.63319,0.00026612
"4995",0.165721,0.0734519,13.195,41.8838,4.16616,0.00884964,0.28101,0.011694,0.0297612,12.4848,7.03294,8.93091e-05
"4996",0.22393,0.0725272,12.5443,42.2344,4.65334,0.00257637,0.321654,0.0200767,0.0320823,12.0476,9.49383,0.000331849
"4997",0.265424,0.114205,13.5661,41.6507,4.12555,0.00501875,0.130933,0.00636646,0.0584194,12.8707,8.0715,0.000682318
"4998",0.191597,0.0744513,12.5476,34.2333,4.04703,0.00572092,0.332843,0.0144888,0.0422001,13.1132,9.23598,0.000390871
"4999",0.193524,0.0745737,12.6276,37.34,4.66107,0.00532311,0.197866,0.0103174,0.126182,16.5275,7.90384,0.00102024
"5000",0.211226,0.0757391,12.5797,37.7849,4.61613,0.00387598,0.188007,0.0124288,0.118438,16.8188,8.60805,0.000738278
"5001",0.344774,0.131085,12.9639,37.1346,4.08197,0.00699151,0.241585,0.00696691,0.0416078,12.775,9.70801,0.000450305
"5002",0.150968,0.0678023,12.6437,40.3782,4.39295,0.00534478,0.175659,0.00810554,0.0674104,16.3266,7.3342,0.000731336
"5003",0.125627,0.0423,12.6695,40.5103,4.10105,0.007983,0.1554,0.00727013,0.0740437,12.6323,9.74025,0.000274747
"5004",0.152893,0.0475576,12.6947,42.9432,4.137,0.0067092,0.144407,0.0102087,0.0550627,13.4491,9.86574,0.000265085
"5005",0.132317,0.0434619,12.8409,41.8237,4.1725,0.00711734,0.20574,0.00938054,0.0744031,12.8078,9.89785,0.000478361
"5006",0.133872,0.0444081,12.3187,41.1971,4.22237,0.00698412,0.294205,0.0122651,0.0530331,14.0785,9.86358,0.000734867
"5007",0.16838,0.0518134,12.2419,44.4055,4.52665,0.0068427,0.277984,0.0148718,0.113823,14.6566,9.32119,0.000486119
"5008",0.122342,0.0426953,12.1681,39.2808,4.23436,0.00807351,0.248491,0.013166,0.0659717,15.7654,8.78157,0.000393031
"5009",0.127887,0.0487606,13.7522,43.1844,3.98493,0.00565149,0.318611,0.0163015,0.0354471,12.9784,8.65381,0.00079473
"5010",0.120246,0.0421506,13.1881,41.3593,4.33026,0.0071582,0.243716,0.0138281,0.0814153,12.1871,8.55987,0.000513456
"5011",0.16308,0.0688631,12.911,40.3918,3.75841,0.00829944,0.23034,0.0103446,0.0372546,9.51739,8.66542,0.000604107
"5012",0.155689,0.0700988,12.6925,41.6807,3.78705,0.00692041,0.21249,0.00960247,0.0179069,10.5287,7.72614,0.000698789
"5013",0.180942,0.0618332,13.2027,38.0254,4.86404,0.00488484,0.337356,0.0152301,0.125733,16.7012,8.654,0.000432915
"5014",0.126904,0.0507382,13.1822,42.8925,3.72163,0.00927663,0.271336,0.0114426,0.0225476,9.02685,8.75173,0.00058664
"5015",0.296825,0.118967,12.5747,36.876,4.08057,0.00402129,0.17565,0.00965792,0.0449094,13.2687,9.03317,0.000503185
"5016",0.243979,0.119084,13.9288,38.6924,3.51592,0.00498823,0.225969,0.0103071,0.0541069,11.2877,8.52684,0.00081874
"5017",0.21872,0.105518,13.7254,38.9056,3.57212,0.00410053,0.212537,0.0114033,0.0414496,11.562,8.42311,0.00071068
"5018",0.207404,0.0751345,12.3787,41.63,4.05032,0.00369587,0.189094,0.0118279,0.0284104,10.8973,9.56246,0.000382484
"5019",0.183607,0.0668281,12.3153,42.4388,4.03393,0.00377478,0.190358,0.0107632,0.0319142,10.6839,9.52935,0.000482101
"5020",0.133753,0.0463139,13.4026,48.7349,4.05504,0.00617412,0.201822,0.0102503,0.0424958,11.8075,8.98843,0.000455443
"5021",0.173588,0.0635645,12.54,34.0465,4.5163,0.00911417,0.360157,0.0147196,0.0588808,13.9055,8.36872,0.000601666
"5022",0.252102,0.0930881,12.6131,32.947,4.49494,0.0140773,0.373582,0.014044,0.0566391,13.9258,8.1213,0.000358113
"5023",0.159014,0.0614734,12.7087,35.6741,3.95128,0.00454068,0.248083,0.0130728,0.0282505,10.8364,9.5522,0.000316975
