"","k_cDD","degDD","hillDD","k_inter","maxdeath","k_hillnec","p","h"
"2739",0.302634,0.0553785,0.00295383,0.0299457,1.51781,4.9582,0.812149,29.0097
"2740",0.237843,0.034269,0.00374546,0.0818938,1.20264,5.32941,0.836565,25.8042
"2741",0.232961,0.0344393,0.00354127,0.0810336,1.19068,5.30508,0.82125,24.4589
"2742",0.236833,0.0342985,0.00396924,0.0709644,1.10211,5.34121,0.765104,23.1874
"2743",0.223059,0.0319476,0.00422245,0.0771795,1.43308,5.29921,0.878117,22.665
"2744",0.237998,0.0336476,0.00443818,0.0696014,1.15351,5.34805,0.865472,23.9053
"2745",0.249619,0.0365832,0.00457425,0.0572055,0.601574,5.14966,0.7107,22.4796
"2746",0.241797,0.0348826,0.0044437,0.0642195,0.78613,5.15784,0.70913,24.3362
"2747",0.276561,0.0508301,0.00265425,0.0406274,1.32951,4.85903,0.702728,31.8703
"2748",0.270656,0.0474609,0.00269755,0.0526165,1.3645,4.98032,0.701538,33.2069
"2749",0.273395,0.0488442,0.00254209,0.049691,1.41594,4.96416,0.701996,32.931
"2750",0.280777,0.0497958,0.0025936,0.0485362,1.09504,4.96212,0.704637,34.1657
"2751",0.292688,0.0524873,0.00290247,0.0352922,0.784673,4.88254,0.735081,30.2806
"2752",0.262652,0.0426679,0.00362038,0.0516564,1.25793,5.1829,0.864653,26.7023
"2753",0.256733,0.0407155,0.00358572,0.0570417,1.0082,5.16553,0.844061,27.3382
"2754",0.244501,0.0386376,0.00310017,0.075204,1.07264,5.07888,0.72415,29.757
"2755",0.305357,0.0560389,0.0027162,0.024132,1.11622,4.90187,0.710015,28.0534
"2756",0.314001,0.0563564,0.00291284,0.0226411,1.36873,5.05265,0.747573,26.1028
"2757",0.248505,0.0399614,0.00325058,0.0647354,1.02494,5.07695,0.738985,28.6324
"2758",0.278067,0.0465877,0.00369235,0.0381062,0.815525,5.08223,0.833175,24.9549
"2759",0.247308,0.0382327,0.00342443,0.0721396,0.857034,5.15915,0.91042,28.3102
"2760",0.270326,0.044161,0.00345634,0.0493372,0.920834,5.07757,0.72024,28.6051
"2761",0.263282,0.0448755,0.00317406,0.0457027,1.19643,5.03253,0.711237,27.5743
"2762",0.267904,0.0447714,0.00327684,0.0497875,0.809259,5.01243,0.704135,28.1253
"2763",0.271095,0.046607,0.00322859,0.0441925,1.19996,5.04027,0.762353,27.6434
"2764",0.259193,0.0434166,0.00347906,0.0444695,1.17218,4.98279,0.717425,28.5625
"2765",0.226967,0.0331317,0.00334186,0.0802415,1.00221,5.30588,0.913354,25.4444
"2766",0.229665,0.0314533,0.00341743,0.120621,1.02186,5.3409,0.936391,26.0758
"2767",0.256938,0.0391049,0.00406539,0.0502866,0.999571,5.2472,0.76388,25.2697
"2768",0.256653,0.0401522,0.00475661,0.0477799,0.687998,4.97603,0.71686,22.8577
"2769",0.269318,0.0430807,0.00362718,0.0507283,1.19575,5.23147,0.798705,26.7813
"2770",0.25228,0.0414553,0.00350552,0.0511,1.10029,5.12098,0.896471,25.7907
"2771",0.262745,0.0436941,0.00272745,0.0615446,1.11345,5.14132,0.718836,30.2475
"2772",0.261523,0.0427188,0.002845,0.0649981,1.11261,5.14282,0.721828,31.04
"2773",0.274274,0.0486767,0.00287244,0.0444724,1.2313,4.9355,0.7214,31.052
"2774",0.274869,0.0459569,0.00365022,0.0453364,0.617624,4.99014,0.862031,26.7158
"2775",0.261597,0.044984,0.00292736,0.0500437,1.87611,5.12874,0.754975,28.6932
"2776",0.285162,0.0486256,0.00295812,0.0351859,0.710301,5.07797,0.751035,28.4233
"2777",0.29221,0.0500771,0.0029845,0.0410272,1.67928,5.25121,0.723551,27.9293
"2778",0.295342,0.0493918,0.003068,0.0401498,1.30554,5.26153,0.754586,29.3754
"2779",0.312892,0.0591765,0.00245763,0.0187223,0.566394,4.70013,0.745152,27.3415
"2780",0.327478,0.0617419,0.00247952,0.0157817,0.694593,4.70332,0.744163,27.2915
"2781",0.289517,0.0512193,0.00299551,0.03927,0.882319,4.92966,0.728688,30.2611
"2782",0.301909,0.0537826,0.00304698,0.0320545,1.12432,4.99505,0.757474,28.5509
"2783",0.295297,0.0535319,0.00277509,0.0279746,1.11077,4.99351,0.874392,28.0994
"2784",0.225394,0.0296587,0.00370945,0.112029,0.980721,5.31225,0.724524,25.9767
"2785",0.216676,0.0285112,0.00372352,0.119882,1.09324,5.26481,0.719263,24.4782
"2786",0.24552,0.0375295,0.00415591,0.066343,1.01227,5.15902,0.842449,24.0221
"2787",0.249735,0.040259,0.00288089,0.0691406,0.922867,5.15306,0.825977,29.0207
"2788",0.278238,0.0472844,0.00363338,0.0381462,1.08702,5.00781,0.724037,26.5188
"2789",0.267593,0.0444536,0.00345902,0.0446415,0.568585,4.9854,0.748366,26.4728
"2790",0.270641,0.0467537,0.0030545,0.0409125,0.474531,4.91257,0.813251,27.6765
"2791",0.259676,0.038284,0.00374394,0.0554813,1.48333,5.50821,0.714841,25.793
"2792",0.249885,0.0431945,0.0039139,0.0420092,0.870911,4.87107,0.83716,22.7062
"2793",0.251802,0.0431849,0.00406809,0.0437114,0.857415,4.83535,0.844764,23.6705
"2794",0.259463,0.046615,0.00355018,0.0420289,0.795599,4.72605,0.774167,25.8082
"2795",0.282924,0.0503848,0.00350278,0.0342742,0.860361,4.84158,0.768576,26.2449
"2796",0.291494,0.048287,0.00347026,0.0321496,0.635745,5.09093,0.705436,25.3264
"2797",0.287405,0.0500545,0.00356706,0.0314358,1.10117,4.94133,0.706508,26.2288
"2798",0.274297,0.045781,0.00324621,0.0451679,0.958057,5.13841,0.879785,28.7859
"2799",0.278211,0.0472441,0.00273273,0.0460133,1.0384,5.19409,0.904086,30.6251
"2800",0.253851,0.0399417,0.00366595,0.055697,1.32997,5.27418,0.813819,25.371
"2801",0.286107,0.0488251,0.00317214,0.0386959,0.635435,5.02392,0.78627,27.8634
"2802",0.242268,0.0387396,0.00311878,0.0723175,0.434474,4.91344,0.798601,28.6933
"2803",0.289868,0.0520612,0.00276428,0.0403262,0.566411,4.86294,0.792114,31.3369
"2804",0.260094,0.0425559,0.00330892,0.054666,0.804939,5.10414,0.822499,27.0892
"2805",0.274257,0.044851,0.00332891,0.0534401,0.848082,5.15632,0.826969,28.4191
"2806",0.262491,0.0429332,0.00367096,0.0476772,1.02123,5.11482,0.789457,25.4278
"2807",0.270216,0.0441465,0.003822,0.0466705,0.863661,5.08927,0.781074,25.8422
"2808",0.232954,0.0327908,0.00422434,0.0692884,0.92849,5.27597,0.734317,23.6618
"2809",0.234558,0.0354499,0.00369119,0.074719,0.878294,5.17031,0.899141,24.6591
"2810",0.252354,0.040116,0.00336028,0.063504,1.25061,5.1898,0.708415,26.5783
"2811",0.248731,0.0384682,0.00383106,0.0599319,0.999602,5.15647,0.879895,26.9942
"2812",0.249302,0.0375017,0.00400497,0.0755529,1.06926,5.16563,0.883378,27.0498
"2813",0.237714,0.0366533,0.00330366,0.0738795,0.952267,5.19604,0.81613,25.4666
"2814",0.245694,0.0380248,0.00472338,0.0532755,1.10924,4.96361,0.718929,24.9717
"2815",0.240398,0.0377034,0.0041521,0.0526109,0.831169,5.01312,0.708508,23.2661
"2816",0.257292,0.0370308,0.00501821,0.0514052,0.985052,5.31702,0.857863,23.2244
"2817",0.224155,0.02868,0.00471329,0.0907389,1.22034,5.42455,0.940111,23.6928
"2818",0.298344,0.0518453,0.00304393,0.0279797,0.818127,5.00783,0.701293,27.3976
"2819",0.29415,0.0508021,0.00333965,0.0314739,1.54318,5.08092,0.711848,27.4522
"2820",0.256641,0.0425589,0.00288537,0.0678862,0.793177,5.01587,0.927995,32.3401
"2821",0.240888,0.0389841,0.0026804,0.0702002,0.726942,5.07988,0.860229,29.787
"2822",0.258965,0.0448568,0.00287257,0.0542982,1.2606,4.99223,0.719065,29.7981
"2823",0.282625,0.0483747,0.003191,0.0480073,0.606928,4.98188,0.758201,28.4954
"2824",0.282172,0.0494422,0.00312523,0.0309997,1.22325,5.06781,0.899567,26.8897
"2825",0.257676,0.0407112,0.00354569,0.0581354,0.774007,5.15872,0.787469,26.1951
"2826",0.282175,0.0482314,0.00311903,0.0447156,1.32046,5.10501,0.745952,29.6026
"2827",0.283513,0.0504385,0.00300863,0.0350063,1.31721,4.99241,0.734307,28.3515
"2828",0.288025,0.0494698,0.00372366,0.0312809,0.911753,4.98561,0.770084,24.6429
"2829",0.299818,0.0517928,0.00358519,0.0259449,1.31052,5.08066,0.77053,24.1585
"2830",0.289332,0.0476855,0.0037023,0.0332438,0.901142,5.19146,0.863485,24.7526
"2831",0.297721,0.0533213,0.00300399,0.0272959,1.02248,4.93813,0.760083,28.1962
"2832",0.304773,0.0570989,0.00248591,0.022654,1.10844,4.87156,0.711547,28.2939
"2833",0.242241,0.0359174,0.00361506,0.0768153,0.94357,5.24785,0.879115,27.0707
"2834",0.261744,0.0443124,0.00324331,0.0465657,1.2003,5.07044,0.793535,27.2145
"2835",0.270526,0.044364,0.00345575,0.0497487,0.937668,5.14736,0.875435,27.841
"2836",0.27968,0.0490959,0.00272017,0.0493717,1.26511,4.99396,0.73084,33.6428
"2837",0.262995,0.0439198,0.00340127,0.0527801,0.932603,5.06292,0.888909,27.2758
"2838",0.260324,0.0414843,0.00345537,0.056969,1.24613,5.23063,0.776187,27.1628
"2839",0.244788,0.0382933,0.0033995,0.0714443,1.4759,5.24857,0.89664,26.7775
"2840",0.294821,0.0520062,0.00332357,0.0248585,0.686064,4.84324,0.716917,25.3714
"2841",0.303122,0.0549296,0.00292161,0.0290048,1.50542,5.02001,0.824005,28.52
"2842",0.284235,0.0493881,0.00279525,0.0471004,0.60957,4.99085,0.75343,30.3027
"2843",0.282555,0.0505193,0.00320008,0.0344064,1.27128,4.97724,0.806631,26.5916
"2844",0.2476,0.0384446,0.00372852,0.06055,1.06883,5.16732,0.827953,26.7822
"2845",0.263198,0.0438946,0.00352303,0.0448935,1.14372,5.05926,0.77082,26.9685
"2846",0.261725,0.0416031,0.00369766,0.0482653,1.19729,5.18449,0.704211,26.4509
"2847",0.266484,0.0421412,0.00373244,0.0455902,1.18648,5.25888,0.747958,25.7836
"2848",0.253709,0.0414016,0.00355193,0.0510973,1.21325,5.09573,0.814501,27.2233
"2849",0.245441,0.0384862,0.0031392,0.0753998,1.06196,5.18842,0.876774,28.2302
"2850",0.245933,0.0395387,0.00323656,0.0686926,0.842301,5.03124,0.800737,28.4091
"2851",0.258115,0.0421459,0.00318853,0.0598556,0.780713,5.04788,0.730869,28.5613
"2852",0.274427,0.0454909,0.00364068,0.0445501,0.576881,4.95793,0.775196,27.7286
"2853",0.300979,0.0536933,0.00307614,0.0320035,0.806583,4.96666,0.912918,28.4737
"2854",0.272962,0.0460453,0.00354832,0.0400716,1.06793,5.02319,0.74504,27.3022
"2855",0.270729,0.0460914,0.00342778,0.0456584,1.07588,5.01926,0.756527,27.2489
"2856",0.348575,0.0647518,0.00244592,0.0160807,1.19773,4.93453,0.812655,27.6529
"2857",0.284977,0.0501195,0.00329103,0.0399316,0.963898,4.89976,0.734547,29.2943
"2858",0.284877,0.0484547,0.00371782,0.0329536,0.933122,5.04776,0.874187,25.2888
"2859",0.278768,0.0473034,0.0037013,0.0330876,1.03141,5.05097,0.886483,25.1891
"2860",0.273293,0.0448653,0.00338139,0.0498423,0.904231,5.16255,0.755128,26.775
"2861",0.250683,0.0405687,0.00359681,0.0615186,0.685838,4.9637,0.810105,27.3932
"2862",0.230052,0.0320222,0.00343599,0.100931,0.526597,5.1306,0.703772,27.2242
"2863",0.223809,0.0350251,0.00293761,0.0934766,0.816426,4.92843,0.715434,28.2264
"2864",0.300294,0.0485389,0.00460564,0.0301054,0.995938,5.15353,0.777834,21.9984
"2865",0.290147,0.0486111,0.00407718,0.0352752,0.596392,5.00101,0.859128,23.5532
"2866",0.323249,0.0560294,0.00365234,0.0237356,0.785502,5.0405,0.822546,22.9145
"2867",0.299289,0.0518528,0.00326512,0.0226404,0.787951,5.00695,0.84197,24.2909
"2868",0.252984,0.0411198,0.0033007,0.052787,0.976864,5.09344,0.724392,27.3244
"2869",0.263077,0.0439537,0.00316721,0.0542552,1.08386,5.07586,0.784219,28.8041
"2870",0.269595,0.0451269,0.00328201,0.0487502,1.13244,5.08886,0.728704,28.1148
"2871",0.274623,0.0445273,0.00339462,0.0528251,1.07595,5.20305,0.743169,27.7455
"2872",0.252101,0.0400817,0.00297574,0.0665707,0.8009,5.16292,0.761661,28.4393
"2873",0.232486,0.036631,0.00303107,0.0832863,1.79685,5.14449,0.722074,27.9032
"2874",0.254579,0.0353269,0.00408419,0.0724319,0.638499,5.41483,0.813893,25.1325
"2875",0.240928,0.0405094,0.00280046,0.0745855,1.48876,4.97675,0.771202,30.5262
"2876",0.305655,0.0536999,0.00288052,0.0379588,0.80449,5.01059,0.72559,30.8969
"2877",0.295002,0.0536685,0.0025106,0.0293457,1.12678,4.97305,0.728798,30.466
"2878",0.292498,0.0538212,0.00248333,0.0272919,1.22406,4.96527,0.723951,28.8049
"2879",0.272139,0.0454226,0.00356809,0.0379667,0.895104,5.16609,0.810639,23.2287
"2880",0.212296,0.029061,0.00389582,0.0950854,1.03792,5.2674,0.799355,22.0951
"2881",0.235374,0.0339213,0.00340438,0.0956129,1.02259,5.20302,0.872754,29.7616
"2882",0.254979,0.037811,0.00447983,0.0583291,1.32127,5.33927,0.82691,24.047
"2883",0.252043,0.0377349,0.00461789,0.055307,1.37434,5.36902,0.953451,22.6663
"2884",0.253631,0.0389025,0.00446371,0.0499938,1.50593,5.37945,0.960123,22.2948
"2885",0.274009,0.0435365,0.00370167,0.0489682,1.20799,5.33526,0.832062,25.6431
"2886",0.256611,0.0421921,0.00339466,0.0501537,1.30739,5.19973,0.874779,25.712
"2887",0.27555,0.0461435,0.00348423,0.0430481,1.17109,5.07834,0.714486,27.3491
"2888",0.25812,0.0420138,0.00334086,0.0574949,0.822597,5.06459,0.7447,27.9481
"2889",0.251174,0.0407082,0.00336896,0.0584691,0.906625,5.02736,0.733006,28.183
"2890",0.248915,0.0398857,0.00335136,0.0634842,0.569764,4.98678,0.722114,27.2812
"2891",0.23036,0.0352869,0.00288267,0.0901241,0.699799,5.01789,0.704485,29.687
"2892",0.281898,0.0458425,0.00386182,0.0386888,0.731806,5.13502,0.800863,24.6321
"2893",0.270179,0.0453981,0.00351035,0.0476223,0.670269,4.94316,0.748168,27.3969
"2894",0.260445,0.0443052,0.00323652,0.048288,0.879254,4.94332,0.753678,28.9555
"2895",0.284013,0.0471162,0.00409582,0.033771,1.52238,5.13684,0.709965,23.7873
"2896",0.269734,0.0447345,0.00353462,0.043273,1.22393,5.13395,0.702916,25.8898
"2897",0.293366,0.0494148,0.00366365,0.0330873,0.894048,5.0569,0.709761,25.6995
"2898",0.278004,0.0471073,0.00330435,0.0442693,1.18628,5.1326,0.8693,27.6402
"2899",0.257169,0.0441377,0.00291437,0.0573004,0.988329,4.94729,0.744619,29.8641
"2900",0.292806,0.0504472,0.00321521,0.0332318,0.431434,4.91182,0.735592,26.7576
"2901",0.311602,0.0555266,0.00327838,0.0230682,0.450824,4.77061,0.732953,25.3915
"2902",0.280715,0.0498497,0.00322698,0.031486,1.01795,4.91809,0.701176,25.9511
"2903",0.307915,0.0534804,0.00330679,0.0305193,1.17649,5.04167,0.70394,28.0747
"2904",0.291531,0.0507641,0.0032003,0.0369342,1.15762,5.02335,0.768449,29.3353
"2905",0.302515,0.0531703,0.00351152,0.0279846,1.23882,5.03456,0.8091,24.9734
"2906",0.295875,0.0529606,0.002931,0.0369666,1.02555,4.94222,0.753327,30.8248
"2907",0.27244,0.045495,0.00382461,0.0387596,1.37796,5.11589,0.751476,24.6995
"2908",0.311492,0.0565473,0.00290239,0.0248161,0.883147,4.92016,0.764902,27.1449
"2909",0.273916,0.0473134,0.00323992,0.038661,1.28954,5.05268,0.761009,27.2532
"2910",0.293232,0.0505307,0.00288083,0.0417773,1.41096,5.2225,0.798628,28.8146
"2911",0.268507,0.0474312,0.00286722,0.0503281,1.02452,4.92931,0.871486,31.3617
"2912",0.240251,0.03635,0.0038712,0.0622492,1.3441,5.26201,0.741829,24.5242
"2913",0.233458,0.0352314,0.00322714,0.0805836,1.09918,5.22073,0.767824,26.5975
"2914",0.235441,0.0353301,0.00352671,0.0847061,1.16865,5.14633,0.755471,27.2133
"2915",0.232257,0.0341227,0.00333119,0.0910437,1.16025,5.31101,0.904543,25.4844
"2916",0.246169,0.0390157,0.0030805,0.0715864,0.689096,5.05209,0.720528,28.5767
"2917",0.227474,0.0329578,0.00377971,0.0832396,0.590051,5.04143,0.749636,25.4773
"2918",0.229371,0.0344858,0.00391238,0.0722447,0.853297,5.02887,0.75754,25.3178
"2919",0.245647,0.0359294,0.00428573,0.064411,1.07838,5.19999,0.711482,25.6104
"2920",0.234174,0.0342361,0.00394888,0.0680688,1.11242,5.25893,0.718931,23.9022
"2921",0.302475,0.0544013,0.0029607,0.0365106,0.863382,4.92912,0.746182,29.4972
"2922",0.283803,0.0510683,0.00294666,0.0379917,1.09434,4.92315,0.888387,30.6167
"2923",0.31138,0.0543736,0.00312952,0.0264746,0.888564,5.00109,0.704655,27.7921
"2924",0.297299,0.053005,0.00302988,0.0241732,1.05012,4.93059,0.707445,26.5564
"2925",0.250745,0.0391393,0.00361392,0.0623505,1.14959,5.22473,0.942126,27.139
"2926",0.27066,0.0443907,0.00350681,0.0469187,0.947795,5.18547,0.871538,26.1352
"2927",0.208507,0.0285612,0.00458915,0.0870217,1.01154,5.04581,0.729052,22.3423
"2928",0.206373,0.0288415,0.00360753,0.115165,0.701134,4.96883,0.876247,25.1704
"2929",0.202907,0.0258195,0.00351091,0.141943,0.445182,5.03523,0.782926,24.0697
"2930",0.21283,0.0271655,0.00354249,0.147226,0.450648,5.10285,0.789589,24.1337
"2931",0.217945,0.0268449,0.00409774,0.113903,0.471883,5.22568,0.729556,24.1809
"2932",0.25472,0.0415697,0.0033564,0.049752,1.67675,5.26214,0.895975,26.8393
"2933",0.268579,0.0420764,0.0033532,0.0576957,1.05592,5.40439,0.939184,26.6812
"2934",0.27319,0.0451781,0.00348519,0.0484668,0.814967,5.11761,0.916416,27.3261
"2935",0.2678,0.0471251,0.00277635,0.0513352,0.994066,4.90433,0.705748,32.2033
"2936",0.244784,0.0393506,0.00332489,0.0591824,0.433886,4.9583,0.86728,27.2817
"2937",0.277872,0.0513925,0.00335469,0.027516,0.802759,4.73579,0.832042,24.0698
"2938",0.259215,0.0419658,0.00278412,0.0720956,0.697518,5.09431,0.716342,30.2638
"2939",0.256423,0.0425437,0.00350732,0.052822,0.978388,4.97443,0.702,27.4472
"2940",0.26973,0.0466227,0.00284881,0.0522058,1.07657,5.0916,0.934298,29.1804
"2941",0.264995,0.0440361,0.00311613,0.0548366,1.04093,5.10308,0.752652,28.5031
"2942",0.291178,0.0535035,0.00252389,0.0408455,0.826881,4.87782,0.727024,32.1721
"2943",0.273008,0.0467526,0.00292882,0.047778,0.818427,5.04605,0.886687,30.4601
"2944",0.295202,0.0552235,0.00277944,0.0250549,1.01773,4.79035,0.713569,27.7069
"2945",0.263369,0.0421236,0.00287666,0.0680224,1.07802,5.27818,0.900011,29.9744
"2946",0.267798,0.044191,0.00290854,0.0569782,1.04811,5.2205,0.868066,29.274
"2947",0.243541,0.0387679,0.00313,0.0755907,1.0811,5.08505,0.782496,28.7213
"2948",0.265141,0.0446101,0.00288783,0.0517611,1.07758,5.12114,0.760195,29.3579
"2949",0.292717,0.0490385,0.00391526,0.0341102,0.974934,5.11691,0.77187,23.6374
"2950",0.272672,0.0455856,0.00349216,0.0403585,1.27398,5.0976,0.713285,27.0451
"2951",0.284289,0.0487895,0.00309966,0.0412451,1.03583,5.08034,0.778448,28.8973
"2952",0.27515,0.0472802,0.0032181,0.0408183,1.23257,5.10465,0.881943,27.6756
"2953",0.309918,0.0522085,0.00378195,0.0272681,1.22743,5.19583,0.752615,23.1632
"2954",0.266057,0.0457198,0.00281711,0.0589445,0.884409,4.94535,0.726215,32.2188
"2955",0.290469,0.0517064,0.00293602,0.0421673,1.53631,5.06164,0.859307,30.4339
"2956",0.297772,0.0536675,0.00270458,0.0342967,1.36636,5.05987,0.868635,30.2584
"2957",0.294488,0.0515384,0.00306282,0.0362174,1.23681,5.10833,0.882692,28.5167
"2958",0.27575,0.0473127,0.00317792,0.0399595,1.02034,5.01494,0.720864,28.3227
"2959",0.300101,0.0554363,0.00267037,0.0277682,0.954408,4.87801,0.744023,28.8133
"2960",0.300763,0.054236,0.00296329,0.0341072,0.858064,4.9306,0.778151,28.9356
"2961",0.24528,0.0338454,0.00513225,0.0616588,0.796449,5.34832,0.769183,20.8109
"2962",0.237589,0.0334623,0.00489928,0.0603182,0.723668,5.18541,0.758054,22.0604
"2963",0.257037,0.0383463,0.00485546,0.0434847,0.612841,5.14317,0.762372,21.9101
"2964",0.277936,0.0466696,0.0036545,0.03235,1.2252,5.09892,0.71637,24.6744
"2965",0.280735,0.0498391,0.00285274,0.0456698,0.791365,4.97104,0.870304,29.5127
"2966",0.345081,0.0617401,0.00248972,0.0136038,0.533175,4.82682,0.715166,26.1873
"2967",0.294633,0.0577244,0.00282035,0.0301429,0.676992,4.51708,0.81854,31.9208
"2968",0.277618,0.0542058,0.00262643,0.0249701,0.766967,4.54879,0.771544,28.9386
"2969",0.284436,0.052651,0.00342585,0.0299546,1.30431,4.75603,0.762797,26.4082
"2970",0.291228,0.0532948,0.00291039,0.0216873,1.16933,4.87538,0.787071,25.5948
"2971",0.314212,0.0551464,0.00313961,0.0272132,1.49455,5.07863,0.715566,28.1537
"2972",0.329156,0.0615656,0.00271914,0.0227658,0.921388,4.8462,0.864993,29.8911
"2973",0.295619,0.0570031,0.00267097,0.0215573,0.607672,4.61685,0.75708,25.9239
"2974",0.301804,0.0516825,0.00287866,0.0340053,0.261524,4.8915,0.73078,31.1944
"2975",0.247752,0.0420615,0.00353824,0.0520604,0.803349,4.88207,0.780937,25.5822
"2976",0.29021,0.0499381,0.00292737,0.0446942,0.863474,5.07975,0.718662,29.4493
"2977",0.24859,0.0374308,0.0033118,0.0785294,1.35774,5.32741,0.831147,28.2762
"2978",0.227013,0.0331841,0.00319284,0.0877819,0.505894,5.06748,0.722901,27.1699
"2979",0.233983,0.037192,0.00288169,0.0920427,1.38264,5.08311,0.802035,28.5452
"2980",0.239001,0.0367312,0.00313139,0.0700658,0.650351,5.12987,0.789173,27.8653
"2981",0.253662,0.0395034,0.00349752,0.0738669,0.61502,5.06619,0.800555,27.6137
"2982",0.253122,0.0410628,0.00340291,0.0539568,0.836863,5.11811,0.891257,26.5863
"2983",0.300931,0.0540219,0.00311076,0.0325208,1.36584,4.96881,0.719131,28.7875
"2984",0.295883,0.0504419,0.00303994,0.03214,1.36711,5.23403,0.704302,26.7766
"2985",0.250951,0.0433761,0.00281352,0.0642736,0.980539,4.94044,0.819227,29.1924
"2986",0.277541,0.0465705,0.0028769,0.048445,0.957792,5.14813,0.738932,30.1401
"2987",0.258516,0.0448145,0.0031148,0.0507305,0.904012,4.89273,0.722107,28.5065
"2988",0.261588,0.0449535,0.00297886,0.0593177,1.34477,5.02653,0.866,30.3335
"2989",0.271849,0.0457464,0.00313898,0.0503159,1.03802,5.15259,0.901507,28.2282
"2990",0.262939,0.0430144,0.00306668,0.0560964,0.850211,5.10578,0.723389,29.5304
"2991",0.28194,0.0483729,0.00345354,0.0365661,1.14599,5.02344,0.756047,27.3177
"2992",0.267492,0.0445928,0.00380296,0.0381329,1.03974,5.07994,0.839755,24.51
"2993",0.265662,0.0411988,0.00385512,0.0518779,1.09212,5.31141,0.839668,25.7521
"2994",0.263563,0.0425278,0.00354937,0.0524415,1.0748,5.24141,0.83079,24.934
"2995",0.271187,0.0442988,0.00386269,0.0486332,1.20806,5.15979,0.85988,26.1378
"2996",0.254216,0.0423899,0.00325202,0.0552043,1.33039,5.1477,0.872443,26.6329
"2997",0.243935,0.0340751,0.0035724,0.0815225,1.23475,5.46694,0.745528,27.2274
"2998",0.245401,0.0397223,0.00338966,0.0660787,1.00993,5.02574,0.912217,29.0473
"2999",0.268944,0.0439812,0.00310315,0.0510468,0.739173,5.17232,0.747553,27.1943
"3000",0.261923,0.0414891,0.00382246,0.0589162,0.735656,5.03625,0.80548,28.5201
"3001",0.258286,0.0428396,0.00295514,0.0608754,0.506702,4.90561,0.742222,32.1514
"3002",0.218185,0.0281455,0.00512017,0.0822002,1.57188,5.38599,0.826298,21.8455
"3003",0.23192,0.0330829,0.00478622,0.0640471,1.37984,5.32557,0.812027,21.6797
"3004",0.233504,0.0333159,0.00494719,0.0620029,0.988129,5.20715,0.815202,21.8954
"3005",0.229671,0.0323654,0.0045918,0.0693019,0.955354,5.17039,0.719826,23.4106
"3006",0.2492,0.0411782,0.00277184,0.0720977,1.30269,5.13837,0.915599,29.6719
"3007",0.292842,0.0505088,0.00305063,0.0366267,0.949968,5.09362,0.711899,27.8258
"3008",0.275882,0.0477595,0.00313262,0.0437052,0.882596,4.94715,0.730041,29.5911
"3009",0.283297,0.0482226,0.00360701,0.0344521,1.61945,5.12556,0.726958,25.5419
"3010",0.27692,0.0451292,0.00393126,0.0458006,0.78715,5.04811,0.711007,25.9321
"3011",0.274025,0.0442819,0.00393793,0.0409449,0.758708,5.03478,0.711588,26.4389
"3012",0.260531,0.0431726,0.00330553,0.0554554,1.24642,5.07064,0.792629,29.3031
"3013",0.263087,0.0434396,0.00338375,0.0579035,1.28955,5.10308,0.832293,28.71
"3014",0.252048,0.0397801,0.00346984,0.0595806,0.821303,5.11224,0.869834,28.8811
"3015",0.247388,0.0396627,0.0031625,0.0630492,0.777511,5.13621,0.855308,26.7919
"3016",0.220573,0.0318301,0.00424941,0.0739887,1.00093,5.1259,0.77446,23.0333
"3017",0.230267,0.0331842,0.00406702,0.0832091,1.05768,5.21376,0.872361,24.254
"3018",0.327536,0.0584394,0.0029553,0.0228726,0.701329,4.92785,0.711823,27.0183
"3019",0.219752,0.0305659,0.00430396,0.0754011,0.753694,5.07905,0.710571,24.5753
"3020",0.218052,0.030089,0.00425313,0.0825936,0.736394,5.10062,0.709559,23.3984
"3021",0.215858,0.0316861,0.00440726,0.0722528,1.23238,5.01068,0.712387,23.1139
"3022",0.27185,0.0399449,0.00459084,0.0454941,0.774238,5.39539,0.830752,22.8283
"3023",0.25883,0.0400713,0.00426913,0.047816,1.09959,5.29297,0.89227,22.9344
"3024",0.235467,0.0334012,0.00494467,0.0591617,1.32459,5.2502,0.707251,22.414
"3025",0.214707,0.0282439,0.00521915,0.0761477,1.08936,5.28173,0.906475,20.9447
"3026",0.225219,0.0315933,0.00354661,0.0963054,1.07236,5.36507,0.954051,24.5461
"3027",0.224444,0.0296072,0.00409311,0.0937703,0.991464,5.4458,0.967794,23.5904
"3028",0.23056,0.0309026,0.00419684,0.0885636,0.799392,5.22103,0.700577,25.7021
"3029",0.26845,0.0397605,0.00467752,0.0528537,0.76993,5.29882,0.912942,23.7183
"3030",0.221702,0.0311691,0.00350094,0.10071,1.20743,5.23487,0.712933,25.1769
"3031",0.228167,0.0337737,0.00414135,0.075181,1.28584,5.04712,0.714071,26.1063
"3032",0.224986,0.0339667,0.00406285,0.0704813,1.18622,5.01641,0.716262,24.9944
"3033",0.228782,0.0338851,0.00401716,0.0758556,1.11675,5.05086,0.71006,26.2354
"3034",0.25337,0.0386413,0.00403067,0.0573704,1.06651,5.34746,0.988092,23.8581
"3035",0.27557,0.0424979,0.00455139,0.0458276,0.999306,5.28157,0.757248,22.6904
"3036",0.24634,0.036071,0.00485501,0.0485183,1.0128,5.3427,0.849175,20.8241
"3037",0.268293,0.039809,0.00543036,0.0376381,1.26508,5.32259,0.781906,20.2757
