"","k_cDD","degDD","hillDD","k_inter","maxdeath","k_hillnec","p","h"
"1",0.264252,0.0424204,0.00437758,0.042969,1.56004,5.18732,0.746582,22.8809
"2",0.265803,0.0407318,0.00417524,0.0443632,0.890655,5.317,0.849198,23.5866
"3",0.248013,0.0402664,0.00353789,0.0542276,0.993533,5.1041,0.946275,26.3296
"4",0.262662,0.0410685,0.00356551,0.0628295,1.2362,5.29227,0.787763,26.5766
"5",0.247919,0.0377634,0.00481108,0.049685,1.12696,5.15062,0.773933,22.2859
"6",0.227747,0.0332324,0.00341635,0.0917999,0.991848,5.13846,0.715089,27.0781
"7",0.225882,0.0325674,0.00368992,0.0887209,0.975873,5.11235,0.723618,26.3429
"8",0.232645,0.0339525,0.00327169,0.0918315,1.26549,5.3552,0.903527,25.9843
"9",0.229017,0.0344541,0.00373699,0.0816993,0.81234,5.05778,0.947758,26.0578
"10",0.271199,0.0448447,0.00372576,0.0515314,1.15814,5.06173,0.710498,26.3792
"11",0.2893,0.0495618,0.00343039,0.0332645,0.476938,4.86521,0.711617,27.1986
"12",0.308637,0.0568799,0.00267716,0.0297,1.74499,5.04377,0.800744,29.3157
"13",0.281219,0.0480183,0.00340024,0.0376276,0.943433,5.05887,0.755008,26.1308
"14",0.241859,0.0377555,0.00319752,0.0734162,1.14671,5.23091,0.879871,26.926
"15",0.242962,0.0376802,0.0034911,0.0693374,0.913161,5.10176,0.796361,27.7985
"16",0.253066,0.0416314,0.00319311,0.0570075,1.03425,5.08554,0.753484,27.6383
"17",0.316916,0.0596169,0.00252404,0.0221287,0.94416,4.84968,0.777431,28.46
"18",0.307546,0.0567165,0.00280484,0.0294913,0.80483,4.8596,0.769979,28.9039
"19",0.314555,0.0575516,0.00265369,0.0267546,0.890573,4.94749,0.875283,30.3828
"20",0.23839,0.0377515,0.00290682,0.0862754,1.23571,5.08996,0.714351,28.7894
"21",0.280936,0.0470862,0.00367846,0.0422917,1.0625,5.13704,0.962056,26.4697
"22",0.262435,0.0389163,0.00444495,0.0581582,1.10986,5.37875,0.938429,24.3608
"23",0.229556,0.0343514,0.00338096,0.0820553,0.789812,5.04518,0.702692,27.4431
"24",0.260936,0.0422858,0.00338379,0.0547417,1.4242,5.25968,0.924249,27.1885
"25",0.271962,0.0437264,0.00375891,0.0445787,1.02931,5.21307,0.775928,25.5021
"26",0.228637,0.032944,0.00365496,0.0908254,0.793938,5.0896,0.735611,27.1909
"27",0.27539,0.0465313,0.00320901,0.0472463,0.991572,5.11394,0.843397,27.7218
"28",0.275857,0.0476604,0.00348758,0.040089,0.849848,4.93979,0.747807,26.4136
"29",0.315691,0.0560975,0.00307699,0.0245781,0.688478,4.88998,0.764462,28.3151
"30",0.31078,0.057143,0.00273919,0.0231332,0.989003,4.92675,0.727514,26.2941
"31",0.344426,0.064015,0.00198376,0.0129044,1.21428,5.02754,0.721991,25.7403
"32",0.351639,0.0638447,0.00244424,0.0142752,0.964585,5.01376,0.708871,23.9949
"33",0.314955,0.058025,0.00251456,0.0167854,0.686235,4.76035,0.705856,27.1265
"34",0.239996,0.0348085,0.00342056,0.0860833,0.821863,5.31803,0.94735,26.6549
"35",0.229419,0.035927,0.00311703,0.084638,1.12471,4.99614,0.727473,29.0455
"36",0.228135,0.0356556,0.00321251,0.0769044,1.18117,5.02144,0.726328,28.7937
"37",0.255409,0.0378025,0.00332028,0.0780442,0.898959,5.31384,0.713923,28.0857
"38",0.252506,0.037287,0.00349087,0.0718865,0.938939,5.31516,0.711461,27.5073
"39",0.241282,0.0373015,0.00323558,0.085066,1.73023,5.18681,0.736771,28.464
"40",0.267199,0.0457702,0.00305658,0.0443534,0.534154,4.95106,0.880742,28.4183
"41",0.249302,0.0393424,0.00377368,0.0552105,1.07363,5.10375,0.707354,26.0243
"42",0.27217,0.0439565,0.00326535,0.0548468,1.24108,5.25212,0.75589,28.4171
"43",0.264521,0.0449129,0.00357522,0.0471214,0.95646,5.01258,0.916351,26.1348
"44",0.253594,0.0396203,0.00366094,0.061658,0.884829,5.1472,0.792708,26.5301
"45",0.287333,0.0483908,0.00386666,0.0317072,0.850271,4.97537,0.707026,24.616
"46",0.265124,0.0433024,0.00425122,0.0394569,0.582608,4.90809,0.70771,23.3247
"47",0.271905,0.0424148,0.00427015,0.0429713,1.12513,5.23272,0.709956,24.2444
"48",0.24547,0.0392175,0.00358093,0.0590778,1.22449,5.17442,0.846999,25.1134
"49",0.256641,0.0414269,0.00400022,0.0411515,0.959342,5.04674,0.722338,24.7505
"50",0.21512,0.0261527,0.00425051,0.12815,0.96367,5.41026,0.882329,22.2652
"51",0.249632,0.0355796,0.00334078,0.0912706,0.700858,5.39227,0.848495,26.6311
"52",0.228718,0.0368142,0.0032816,0.0585404,0.761988,5.00731,0.872239,25.7833
"53",0.289706,0.0489149,0.00320821,0.0252473,0.993237,5.11748,0.741806,25.487
"54",0.296549,0.0497083,0.00401252,0.0267896,1.30997,5.14237,0.77311,22.6825
"55",0.288396,0.047501,0.00367429,0.0360197,1.17934,5.21973,0.724182,24.7895
"56",0.299046,0.0505077,0.00330048,0.0344185,1.21966,5.19361,0.708766,26.8126
"57",0.274229,0.0465527,0.00369104,0.0390008,0.658185,4.90923,0.799838,26.4076
"58",0.262463,0.0423724,0.00333041,0.0593284,0.951656,5.18397,0.850468,27.4516
"59",0.242041,0.0380545,0.00307075,0.0710089,1.10367,5.13066,0.725526,28.9849
"60",0.234309,0.035868,0.00344902,0.0735389,0.827617,5.07682,0.730605,26.5737
"61",0.233008,0.0361534,0.00272081,0.0934415,1.35752,5.1292,0.709723,30.2352
"62",0.243431,0.0383278,0.00324982,0.0727168,1.72942,5.19219,0.765112,28.3312
"63",0.295161,0.0563491,0.00298094,0.0277112,0.876635,4.63359,0.714949,28.5977
"64",0.289871,0.0535879,0.00292607,0.0248608,0.681927,4.7124,0.740143,27.491
"65",0.28421,0.0452535,0.00386518,0.040316,1.31008,5.31632,0.778187,25.6295
"66",0.274328,0.0451949,0.0038178,0.0446018,1.10546,5.15236,0.765968,24.6928
"67",0.279385,0.0475018,0.0037339,0.0383606,0.81396,5.06921,0.926436,24.056
"68",0.28493,0.0482066,0.00356745,0.0365611,0.77133,5.04819,0.731357,24.8879
"69",0.238734,0.0367501,0.00301794,0.0805736,1.3743,5.23805,0.786512,28.3692
"70",0.237335,0.0373427,0.00329977,0.068455,1.599,5.14202,0.753861,28.4953
"71",0.240854,0.0385735,0.00298974,0.0766826,1.56385,5.16189,0.762044,28.1646
"72",0.231894,0.0329572,0.003291,0.103587,1.06862,5.22245,0.728779,28.2064
"73",0.229026,0.0345812,0.00383145,0.0760227,1.28678,5.10681,0.784752,25.6035
"74",0.267018,0.0415873,0.0035513,0.0535391,1.05599,5.32541,0.757453,26.2787
"75",0.24181,0.0395499,0.00317017,0.0702854,0.957036,5.00006,0.924867,28.8422
"76",0.24959,0.0399793,0.0027576,0.0740584,1.37811,5.19087,0.735783,30.6412
"77",0.253342,0.0423311,0.00297812,0.0620247,1.5215,5.07152,0.746366,30.1894
"78",0.265727,0.0444419,0.00305601,0.0573112,1.22842,5.0653,0.718451,30.947
"79",0.287855,0.0489755,0.00303702,0.049524,0.831211,5.11434,0.956574,30.4402
"80",0.296711,0.0499988,0.00370111,0.0298202,0.971971,5.13488,0.831447,23.8978
"81",0.278949,0.0457138,0.00416412,0.0364441,0.60014,4.97528,0.739953,23.8213
"82",0.290924,0.0520807,0.00319842,0.0279608,1.22627,4.95631,0.745874,25.9569
"83",0.277313,0.0478646,0.00358771,0.0398574,1.15347,5.0352,0.878374,26.1284
"84",0.270545,0.0443365,0.0036268,0.0450953,1.11812,5.13957,0.716498,25.8693
"85",0.256201,0.0413425,0.0031895,0.0640407,1.31047,5.18895,0.783097,28.3861
"86",0.255129,0.0439782,0.00268289,0.0579029,0.888571,5.01522,0.988481,30.8237
"87",0.253743,0.0428075,0.00284581,0.0622229,0.673412,4.98467,0.990984,30.9327
"88",0.264162,0.0407494,0.0034956,0.0551891,1.40561,5.36552,0.729844,27.4617
"89",0.264147,0.0428091,0.00367009,0.0453014,1.27874,5.22396,0.802711,25.1871
"90",0.248919,0.0405665,0.00283974,0.0733737,0.892462,5.0502,0.810539,30.5988
"91",0.320142,0.0571027,0.00319368,0.021485,1.08352,5.00854,0.745888,24.0638
"92",0.2935,0.0529717,0.00272181,0.0365373,0.858652,4.90522,0.749342,31.6913
"93",0.283054,0.0501375,0.00261325,0.0457613,1.58708,5.05013,0.735073,32.8131
"94",0.277655,0.0492348,0.00262086,0.0481133,1.64656,5.0411,0.727488,32.1046
"95",0.285135,0.0490491,0.00279212,0.0488376,1.39031,5.14522,0.71932,30.8416
"96",0.278304,0.0466487,0.00284199,0.0496991,0.982632,5.21008,0.862211,29.9287
"97",0.282325,0.0492562,0.00284523,0.0452543,1.056,5.0762,0.885135,30.5198
"98",0.246116,0.0385006,0.00303473,0.0756279,1.39808,5.25955,0.890235,29.0012
"99",0.241436,0.0387559,0.00300218,0.0692097,1.20324,5.18096,0.880573,27.7547
"100",0.245665,0.036372,0.00446021,0.0599542,1.07301,5.17383,0.735859,24.9421
"101",0.245969,0.0387347,0.00395284,0.0500247,1.22247,5.17276,0.735708,23.8506
"102",0.268721,0.0422856,0.00412249,0.0397849,0.999443,5.24019,0.733983,23.2194
"103",0.272035,0.0455779,0.00291059,0.05578,1.86575,5.21921,0.755541,30.8163
"104",0.284399,0.0436955,0.00495612,0.0342031,0.313824,4.99436,0.763481,20.549
"105",0.232921,0.0382839,0.00298887,0.0704467,0.896241,4.95623,0.909874,28.879
"106",0.268371,0.0410383,0.00340622,0.0602716,0.583661,5.3441,0.919718,26.7624
"107",0.25558,0.0403677,0.00307606,0.0694235,0.95844,5.18404,0.771397,29.1619
"108",0.248089,0.0389187,0.00337829,0.0731549,1.03322,5.09917,0.860353,29.5522
"109",0.230023,0.0348075,0.00290066,0.0964868,0.608616,5.05529,0.755727,28.1162
"110",0.218296,0.0297161,0.00391237,0.09107,1.09297,5.31525,0.795467,23.2337
"111",0.240393,0.0335416,0.00476194,0.0626773,1.00846,5.31674,0.849596,23.7043
"112",0.23656,0.0357651,0.00334008,0.0831681,1.07382,5.17908,0.726349,26.0308
"113",0.238841,0.0362582,0.00352653,0.0692083,1.05425,5.14313,0.716466,27.7227
"114",0.236102,0.0375153,0.00335887,0.0639355,1.21021,5.03899,0.710489,28.128
"115",0.306432,0.0521962,0.00328164,0.0223861,0.851399,5.06116,0.727447,24.8141
"116",0.241955,0.0359873,0.00347889,0.0720996,1.08437,5.24758,0.72846,27.4976
"117",0.258355,0.0403464,0.00370415,0.0605465,1.23125,5.21714,0.72446,26.3589
"118",0.232029,0.0332767,0.00357027,0.0812814,0.562302,5.17926,0.807065,25.8156
"119",0.227493,0.0340182,0.0030449,0.0906432,0.39332,4.95663,0.756866,28.9597
"120",0.230763,0.0348815,0.00308392,0.0956279,0.425101,4.9356,0.757212,28.7183
"121",0.264006,0.0430003,0.00343024,0.056485,0.466082,5.01453,0.89581,27.2697
"122",0.238807,0.0356316,0.00398754,0.0669133,0.816912,5.16685,0.827813,24.6895
"123",0.245817,0.0363214,0.00402251,0.0641287,1.52003,5.36166,0.720972,24.4044
"124",0.242792,0.0363788,0.00425505,0.0633974,1.04137,5.15662,0.752701,24.2925
"125",0.291686,0.0515714,0.00299532,0.0335232,1.16594,5.03799,0.82958,28.844
"126",0.261692,0.0439079,0.00378855,0.041022,1.15018,5.06887,0.764213,23.5738
"127",0.259153,0.0426826,0.00363452,0.0455664,1.19858,5.09287,0.794249,26.4684
"128",0.273076,0.0448995,0.0036526,0.0496031,1.18684,5.13511,0.773222,26.763
"129",0.275314,0.0463895,0.00350613,0.0418237,1.07933,5.04505,0.761238,27.6551
"130",0.27319,0.0450647,0.00324335,0.0487241,1.01928,5.23246,0.830716,26.4877
"131",0.246292,0.0404135,0.00288773,0.0699451,1.12514,5.08909,0.71456,28.0883
"132",0.25014,0.0409921,0.00312543,0.0601366,1.12891,5.04465,0.718938,29.7681
"133",0.271335,0.0417452,0.00377343,0.0585901,1.0718,5.30449,0.722612,26.6351
"134",0.265842,0.0411163,0.00356447,0.0551378,1.02591,5.33037,0.731806,25.9221
"135",0.278211,0.0450514,0.0034629,0.0438436,1.19911,5.26231,0.7083,26.6411
"136",0.263074,0.045754,0.00297644,0.0407253,1.32635,4.96707,0.723898,30.0808
"137",0.271738,0.0461124,0.00306514,0.0424953,0.922249,5.06851,0.766771,28.8468
"138",0.264946,0.0442654,0.00283473,0.0687792,1.24811,5.0598,0.719068,31.9613
"139",0.305457,0.0516135,0.00362243,0.0202164,0.691102,5.01535,0.714041,20.8505
"140",0.267568,0.0423683,0.00432977,0.0436894,0.81493,5.10309,0.731168,23.2059
"141",0.296054,0.051982,0.00341561,0.0342467,1.01903,4.97476,0.707534,26.5982
"142",0.309904,0.0551804,0.0030593,0.0249805,1.15856,5.11327,0.839833,24.4389
"143",0.319628,0.0570305,0.0030111,0.0190741,0.531904,4.86771,0.758219,23.6115
"144",0.308854,0.0541748,0.003297,0.0239958,0.529532,4.93429,0.856077,24.2239
"145",0.248741,0.0399925,0.00316284,0.0691559,0.509688,4.93499,0.745611,29.3801
"146",0.274847,0.0474207,0.00299225,0.0481702,0.637986,4.93487,0.73183,29.8711
"147",0.25175,0.0380272,0.00401259,0.0622893,1.50008,5.33523,0.7343,24.545
"148",0.236861,0.0364466,0.0034378,0.0716156,1.14896,5.21318,0.858302,25.8057
"149",0.290612,0.0523934,0.00281736,0.0314896,0.782098,4.89505,0.747515,29.0201
"150",0.30643,0.0570557,0.0028285,0.0276634,0.476835,4.74384,0.838777,28.2899
"151",0.305256,0.0532601,0.00338815,0.0291807,0.716374,4.94411,0.720303,26.1367
"152",0.266438,0.0450115,0.003156,0.0539631,0.728015,4.97317,0.794014,29.1698
"153",0.278305,0.0491577,0.00269271,0.0446928,1.28121,5.05212,0.794595,30.6984
"154",0.285285,0.0488217,0.00348133,0.0377114,1.08911,5.07079,0.810359,26.9051
"155",0.301799,0.0537785,0.00302951,0.0272294,0.742358,4.94853,0.787453,26.4999
"156",0.277946,0.0481065,0.00313826,0.0392876,1.42867,5.03978,0.708172,29.0537
"157",0.240309,0.0351427,0.00474456,0.055024,0.819261,5.10909,0.70086,22.9054
"158",0.262473,0.0418201,0.00361851,0.0526358,1.35076,5.33396,0.989342,25.9405
"159",0.256254,0.0400597,0.00398308,0.0477298,1.40522,5.34975,0.964105,24.1799
"160",0.273991,0.0446711,0.00379722,0.038742,1.15521,5.15478,0.707432,25.1551
"161",0.274784,0.0450737,0.00374786,0.0422583,1.2539,5.15055,0.706576,25.8003
"162",0.270743,0.0462427,0.00331609,0.043581,1.36749,5.06014,0.706319,27.3206
"163",0.267347,0.0466161,0.00298616,0.0471561,0.822279,4.94582,0.820662,29.1391
"164",0.321407,0.057761,0.00299951,0.0190222,1.00993,4.95315,0.765392,24.532
"165",0.302326,0.0541128,0.00295826,0.027969,1.44155,5.07542,0.765563,27.0049
"166",0.30221,0.0543163,0.00274557,0.0299599,1.18772,5.03976,0.71997,28.6401
"167",0.298651,0.0554377,0.0025772,0.0262203,0.802321,4.80452,0.775133,30.6047
"168",0.240292,0.0334621,0.00443977,0.0689319,0.630538,5.23679,0.867929,24.7964
"169",0.240595,0.0349167,0.00426346,0.0716348,0.59572,5.17616,0.876651,23.225
"170",0.242506,0.0371038,0.00361904,0.0690715,0.769381,5.20999,0.904452,24.4004
"171",0.234955,0.0345705,0.00404683,0.0694211,1.03692,5.24556,0.731604,22.9916
"172",0.230196,0.0340845,0.00363308,0.0769471,0.591058,4.99096,0.707335,27.5709
"173",0.255982,0.0409448,0.00311496,0.0671403,0.692877,5.0541,0.732557,30.2764
"174",0.255172,0.0415441,0.00302213,0.0627233,0.917298,5.10929,0.722498,28.4991
"175",0.25843,0.0411235,0.00351506,0.060744,0.940486,5.07527,0.732132,29.6526
"176",0.267095,0.0414303,0.00366105,0.0614067,0.826532,5.15919,0.74016,29.2378
"177",0.209971,0.0287678,0.00377329,0.113365,0.604053,4.98118,0.971074,26.3765
"178",0.328916,0.057013,0.00288353,0.0168218,1.28439,5.1529,0.706548,23.6665
"179",0.30701,0.0579113,0.0027164,0.0246036,0.89748,4.79589,0.839292,28.338
"180",0.340072,0.0630579,0.00255099,0.025231,0.654105,4.85469,0.743832,31.9194
"181",0.29766,0.0525444,0.00320734,0.0365246,1.13248,4.98192,0.856862,30.5743
"182",0.263122,0.0445867,0.00313928,0.0439586,1.25838,5.12739,0.852539,27.3846
"183",0.304448,0.0537133,0.00312191,0.0364442,0.813484,4.97233,0.810902,30.1055
"184",0.268148,0.0499919,0.00294557,0.0346366,0.739814,4.73563,0.888887,27.2317
"185",0.282394,0.0490835,0.00298094,0.0463561,0.639496,4.9152,0.801516,32.3229
"186",0.282468,0.0491535,0.00307102,0.0456851,0.686909,4.89182,0.771518,32.0511
"187",0.225429,0.0321503,0.00426947,0.0730653,0.885717,5.16463,0.72045,22.7344
"188",0.246818,0.0363984,0.00374691,0.0767632,1.16379,5.31783,0.865583,26.1955
"189",0.242245,0.0385057,0.00360369,0.0569574,1.31579,5.14909,0.760943,25.3743
"190",0.263959,0.0441745,0.00286142,0.0582861,1.06816,5.14411,0.8367,29.5351
"191",0.260104,0.045512,0.00288318,0.0515484,1.09822,4.93106,0.718722,29.8357
"192",0.29489,0.0503316,0.00340082,0.0294362,0.974456,5.12614,0.792896,24.4764
"193",0.291046,0.053381,0.00244027,0.0393806,1.16741,4.93577,0.719739,33.2443
"194",0.285901,0.0520189,0.00240395,0.0369091,1.14904,4.96587,0.735615,32.3821
"195",0.336642,0.0622447,0.00276602,0.0208492,1.03174,4.86312,0.772311,29.2038
"196",0.282783,0.0496951,0.0030006,0.0424816,1.55355,5.05563,0.724645,29.3927
"197",0.241959,0.0383451,0.00317122,0.0698956,0.600533,5.04093,0.880216,28.0961
"198",0.254426,0.0409862,0.00318672,0.0607779,1.34173,5.15486,0.725694,29.0659
"199",0.269881,0.0452,0.00353499,0.044237,0.887213,5.06542,0.842102,26.4252
"200",0.278004,0.0472445,0.00300419,0.0489618,1.55591,5.20692,0.830733,29.1589
"201",0.251741,0.0390653,0.00390838,0.0535394,0.527977,5.03909,0.753626,25.3925
"202",0.236066,0.0364154,0.00370137,0.0705606,1.36016,5.16528,0.787333,25.1464
"203",0.292405,0.0499741,0.00276717,0.0464262,0.83599,5.13402,0.739012,30.4527
"204",0.261798,0.0435259,0.00327572,0.0502239,1.09437,5.11875,0.866406,27.7968
"205",0.247445,0.0401499,0.00293186,0.0739944,1.00395,5.03673,0.718281,30.051
"206",0.244683,0.0391995,0.00329347,0.0735786,1.01151,5.04871,0.781726,27.6042
"207",0.245197,0.0391407,0.00292177,0.0852238,1.27848,5.13681,0.801285,29.0953
"208",0.240033,0.0371103,0.00315124,0.0752634,1.24258,5.16672,0.796822,29.8897
"209",0.259934,0.0401439,0.00405473,0.055064,1.03429,5.22858,0.803236,25.1016
"210",0.220114,0.0294428,0.00432321,0.0908944,1.13565,5.32989,0.910222,23.1285
"211",0.235774,0.0359011,0.00335225,0.0787634,0.593288,4.98677,0.705111,28.7892
"212",0.240018,0.0368335,0.00306822,0.0836551,0.302096,4.9216,0.734508,29.4181
"213",0.234151,0.0358561,0.00341768,0.0771286,0.82756,5.03215,0.715372,27.5764
"214",0.254949,0.0387332,0.00403932,0.059452,0.958038,5.28169,0.868568,24.4516
"215",0.272754,0.0453775,0.00340036,0.0503736,1.05242,5.11847,0.948463,29.0215
"216",0.272656,0.0458354,0.00330102,0.0510197,0.978137,5.12609,0.931727,27.5314
"217",0.270579,0.0443792,0.00376168,0.0509393,1.42982,5.22108,0.865182,25.2614
"218",0.269044,0.0427194,0.00386338,0.0474871,1.32656,5.28116,0.792463,25.7176
"219",0.255873,0.0392832,0.00406524,0.0498073,1.40688,5.3616,0.779558,23.8041
"220",0.272169,0.0448695,0.00419688,0.046151,1.11339,5.10377,0.863134,24.126
"221",0.271848,0.0443438,0.00374066,0.043755,1.00322,5.13777,0.765945,25.5941
"222",0.239171,0.0353043,0.0038211,0.0674573,0.939969,5.20411,0.730965,25.6508
"223",0.236874,0.0352456,0.00373152,0.0650244,0.998236,5.21882,0.762856,25.7056
"224",0.242823,0.0381366,0.0033685,0.0611075,1.30628,5.19233,0.791436,27.3124
"225",0.258289,0.0411813,0.00328724,0.0628961,1.13061,5.16987,0.785884,29.4068
"226",0.279774,0.0472932,0.00289818,0.0516344,0.801549,5.10686,0.7442,29.2314
"227",0.278589,0.0460401,0.00291764,0.0454267,0.707073,5.15645,0.773282,30.1418
"228",0.223944,0.0341936,0.00367059,0.0707496,1.24757,5.09785,0.792358,25.265
"229",0.248253,0.0336539,0.00450436,0.077578,1.1996,5.48559,0.777446,23.9958
"230",0.259173,0.0459422,0.00313694,0.0428103,1.04199,4.88254,0.796384,27.5589
"231",0.267427,0.0417697,0.0034241,0.0490009,1.00012,5.34318,0.754025,26.0898
"232",0.265094,0.0443464,0.00388544,0.039645,0.579092,4.88089,0.758594,25.2069
"233",0.268293,0.0454532,0.00313963,0.0462748,0.573971,4.95109,0.7693,28.8871
"234",0.258675,0.0426643,0.00326392,0.0503292,0.836361,5.06562,0.808473,28.0122
"235",0.235891,0.0356319,0.0033351,0.0739149,1.14454,5.2133,0.731823,26.9716
"236",0.225874,0.033409,0.00314344,0.0920344,1.13964,5.14346,0.739575,28.3467
"237",0.24434,0.0373271,0.00328693,0.0801721,1.321,5.2263,0.721227,27.3875
"238",0.249338,0.0407395,0.00281816,0.0795653,0.592062,5.0054,0.948306,29.7424
"239",0.269593,0.0451076,0.00311363,0.0509326,0.52586,5.01522,0.837577,28.3241
"240",0.275781,0.0454459,0.00395319,0.0431001,0.732106,5.01739,0.918217,26.5398
"241",0.2575,0.0455104,0.00374984,0.0365776,1.49652,4.87078,0.772993,24.8425
"242",0.275239,0.0439881,0.00412908,0.0419539,0.582876,5.04468,0.761838,24.5085
"243",0.279566,0.0483402,0.00294816,0.0394662,1.08706,5.0494,0.760903,29.7496
"244",0.278545,0.0487704,0.00297039,0.0512703,1.54072,5.01228,0.757943,31.2834
"245",0.247843,0.0389971,0.00334335,0.0587216,0.825081,5.20885,0.864474,26.0811
"246",0.261852,0.0440138,0.00290826,0.0594764,0.933013,5.09045,0.856014,29.3086
"247",0.256915,0.0426286,0.0030984,0.0576191,0.949265,5.05388,0.780048,28.8323
"248",0.236402,0.0340869,0.00398584,0.0738031,1.06824,5.30399,0.780923,23.9924
"249",0.226186,0.0321689,0.00517138,0.0588835,1.00103,5.12194,0.74451,20.9594
"250",0.300737,0.0559847,0.00269377,0.0315902,1.4429,4.87875,0.710273,31.0326
"251",0.303386,0.0586197,0.00251574,0.0268471,1.27508,4.76659,0.7202,29.9885
"252",0.313862,0.0567229,0.00250675,0.0327052,0.743354,5.01761,0.865828,31.8197
"253",0.30907,0.0583034,0.0021677,0.0334584,0.70546,4.88074,0.951949,34.8778
"254",0.285602,0.0472788,0.00405451,0.0277351,0.872741,5.05087,0.701334,21.8309
"255",0.292768,0.0482644,0.00393395,0.0308786,0.942637,5.08936,0.701107,24.6423
"256",0.294186,0.0498958,0.0038345,0.0300809,1.01454,5.06031,0.702272,23.204
"257",0.268885,0.0467116,0.00331371,0.0408159,1.08154,4.92895,0.706714,27.8399
"258",0.258918,0.0430735,0.00282134,0.0683942,1.11156,5.14854,0.966892,29.6519
"259",0.267492,0.0437932,0.00320809,0.0638274,0.995876,5.18661,0.971386,28.3001
"260",0.242138,0.036572,0.003497,0.0816478,1.11984,5.15931,0.724819,27.402
"261",0.236163,0.0376396,0.00308561,0.0707929,0.861317,5.02161,0.777616,28.912
"262",0.239151,0.0386524,0.00308537,0.0779454,0.869877,4.96515,0.791207,29.0541
"263",0.229467,0.0356562,0.00262704,0.0957169,0.880942,5.08508,0.793847,29.5786
"264",0.237071,0.0366137,0.00334551,0.0810712,0.882341,5.06933,0.821982,27.6981
"265",0.251172,0.0411753,0.00275639,0.0668738,0.45799,4.96833,0.76023,30.2256
"266",0.265499,0.0436721,0.00366723,0.0393787,0.516402,4.94646,0.714765,25.2985
"267",0.291666,0.0517271,0.00337796,0.0336861,0.801077,4.93056,0.789005,25.576
"268",0.304984,0.0550196,0.00264751,0.0289457,1.17534,4.98754,0.751962,31.3994
"269",0.240214,0.036196,0.00399655,0.0747306,0.631445,4.99723,0.727384,25.5783
"270",0.252599,0.0383482,0.00386415,0.0564068,1.33722,5.29174,0.727927,26.1718
"271",0.257843,0.0411408,0.00366752,0.0522342,1.52792,5.26723,0.740878,24.8552
"272",0.266647,0.0429479,0.00391089,0.0413883,0.765414,5.14147,0.803964,23.6187
"273",0.325748,0.0611583,0.0025897,0.022287,0.892735,4.78984,0.718645,30.054
"274",0.271788,0.0442688,0.00382435,0.045004,0.758543,5.06785,0.852528,26.3633
"275",0.269657,0.0447709,0.00394033,0.0383672,1.43369,5.14711,0.783254,23.8289
"276",0.278234,0.0476215,0.00375606,0.0355448,0.998839,5.0321,0.795009,23.9453
"277",0.286385,0.049275,0.00382029,0.0300821,1.23008,5.04114,0.761837,23.3792
"278",0.269448,0.0434821,0.00331284,0.044888,1.0566,5.27072,0.747085,26.2345
"279",0.266252,0.0435979,0.00357409,0.0508164,1.18124,5.13775,0.730923,26.3201
"280",0.245979,0.0381824,0.00377773,0.0636918,1.03176,5.15801,0.785929,25.1779
"281",0.233127,0.0323051,0.0038236,0.0975189,1.08359,5.33424,0.95637,25.915
"282",0.310874,0.0562954,0.00287606,0.0258799,0.950836,4.9469,0.705836,26.7653
"283",0.285144,0.0496959,0.00315047,0.0394804,0.598882,4.92286,0.85823,29.3057
"284",0.256809,0.0447329,0.00267305,0.0604024,0.603642,4.8415,0.722203,31.1737
"285",0.2693,0.0452497,0.00293279,0.0519502,0.83846,5.13473,0.877025,28.6396
"286",0.288044,0.0512994,0.00263877,0.044368,0.737263,5.01695,0.926223,30.7984
"287",0.262397,0.0465347,0.0028127,0.0464467,0.797085,4.86298,0.726804,29.9379
"288",0.260047,0.0429993,0.00381571,0.0395262,1.29003,5.13878,0.842847,23.8914
"289",0.286124,0.0446207,0.00447863,0.0354351,0.820289,5.2308,0.735671,22.259
"290",0.275657,0.0487084,0.00341923,0.0388635,1.2745,4.96964,0.770129,25.8997
"291",0.306839,0.0523733,0.00330528,0.0257276,0.574754,5.01038,0.709547,24.6385
"292",0.30197,0.0522833,0.00370714,0.0259578,0.697244,4.89258,0.724263,23.8659
"293",0.233877,0.0334395,0.00403561,0.0747051,1.65333,5.42248,0.908582,24.2697
"294",0.265492,0.0410944,0.00459622,0.0464944,0.604309,5.0646,0.739489,23.061
"295",0.311084,0.0539391,0.0034359,0.0245695,0.906142,5.0686,0.77615,23.6989
"296",0.283788,0.0472802,0.00389577,0.0334081,1.18505,5.15597,0.8098,23.8513
"297",0.251933,0.0431812,0.00285395,0.0553087,0.823478,4.89847,0.74017,31.22
"298",0.276153,0.0463088,0.00285953,0.0511461,1.72853,5.21101,0.707565,31.2862
"299",0.246634,0.039838,0.00300224,0.0717509,0.568162,4.93234,0.715677,30.2872
"300",0.292336,0.0518482,0.00299073,0.0356897,0.418096,4.81184,0.747739,30.1444
"301",0.249727,0.0399482,0.00307558,0.0711078,1.58078,5.23165,0.798491,28.1835
"302",0.284035,0.047725,0.00336153,0.036216,1.01405,5.1633,0.768375,25.737
"303",0.235523,0.0369811,0.0036432,0.0586272,0.961131,5.06014,0.721117,25.2307
"304",0.301346,0.0499927,0.00332535,0.0418386,0.94703,5.22921,0.81678,28.7135
"305",0.282119,0.0513502,0.00322335,0.03584,1.12381,4.84881,0.839081,28.2273
