"","mean","sd","rhat"
"sol7[3,5]",2.120797534375,0.12606740394794,1.00052145920876
"sol7[4,5]",2.62815455625,0.139484460524815,1.00045594697347
"sol7[5,5]",2.750324574375,0.142389329743209,1.00043737440312
"sol7[6,5]",2.84794540375,0.144607294672257,1.00042433693635
"sol7[7,5]",2.862299683125,0.14492436500893,1.00042215898763
"sol7[8,5]",2.964451105625,0.147096565579245,1.00041084223461
"sol7[9,5]",3.05715416625,0.148900700640798,1.00039562517247
"sol7[10,5]",3.14078491,0.150322906994002,1.00038634853329
"sol7[11,5]",3.2157183125,0.15134439378066,1.00037649949059
"sol7[12,5]",3.282326629375,0.151945204557414,1.00036732297489
"sol7[13,5]",3.340979378125,0.15210756011129,1.00035964474536
"sol7[14,5]",3.392043091875,0.151818733521302,1.00035212631826
"sol7[15,5]",3.43588092125,0.151073716490335,1.00034375074152
"sol7[16,5]",3.472853175625,0.149876724890994,1.00033746458847
"sol7[17,5]",3.503317505625,0.148242550073478,1.0003323499567
"sol7[18,5]",3.527628274375,0.146197512224182,1.00032821004138
"sol7[19,5]",3.569396519375,0.136337574183852,1.00031700130695
"sol7[20,5]",3.570158349375,0.133057867660149,1.00031603343837
"sol7[21,5]",3.569448624375,0.13194340479958,1.00031849990342
"sol7[22,5]",3.566656135,0.129701114404827,1.00032046328671
"sol7[23,5]",3.5592127725,0.126352141562651,1.00032503390025
"sol7[24,5]",3.548143231875,0.123098725297205,1.00033521251375
"sol7[25,5]",3.53375349125,0.120028068326216,1.00034557705217
"sol7[26,5]",3.516340044375,0.11722413381089,1.00036178752474
"sol7[27,5]",3.49618845125,0.114764016543328,1.00038257616384
"sol7[28,5]",3.47357336,0.112713766032432,1.00040668368364
"sol7[29,5]",3.44875703375,0.111125556782349,1.00043610640272
"sol7[30,5]",3.421989715625,0.110034552176827,1.00046811001371
"sol7[31,5]",3.39350846,0.10945711939158,1.0005060633854
"sol7[32,5]",3.363537570625,0.109390755705437,1.00054261015203
"sol7[33,5]",3.332287815625,0.109815166400618,1.00057862187499
"sol7[34,5]",3.299956920625,0.110695005058529,1.00061073804687
"sol7[35,5]",3.186651025,0.116263776275293,1.00069192301729
"sol7[1,6]",8.02206536405238e-27,2.43776650006292e-25,1.00087080900091
"sol7[2,6]",1.69008512567611e-18,1.16703721274368e-17,1.00074727996097
"sol7[3,6]",5.2280420471375e-11,6.63518651926967e-11,1.00053622754575
"sol7[4,6]",1.995554292e-08,1.46204779333573e-08,1.0004161823712
"sol7[5,6]",7.353757630875e-08,4.80209442929803e-08,1.0003930254127
"sol7[6,6]",2.0301731170625e-07,1.21616915919804e-07,1.00038181283229
"sol7[7,6]",2.352930262125e-07,1.3924024190174e-07,1.00038039422519
"sol7[8,6]",6.6466395828125e-07,3.61923388997939e-07,1.00037743068074
"sol7[9,6]",1.68087411275e-06,8.53658317845819e-07,1.00038340886743
"sol7[10,6]",3.85052678425e-06,1.84480707473099e-06,1.00039134967341
"sol7[11,6]",8.07105080375e-06,3.68080463079633e-06,1.00040978437205
"sol7[12,6]",1.5615283674375e-05,6.82294284021699e-06,1.00042629985072
"sol7[13,6]",2.80991726625e-05,1.18125918100236e-05,1.0004461748219
"sol7[14,6]",4.7347392205625e-05,1.91920207196602e-05,1.0004656916136
"sol7[15,6]",7.5159830675e-05,2.93907074793193e-05,1.000480734035
"sol7[16,6]",0.0001130163269875,4.26032521263969e-05,1.00049290401233
"sol7[17,6]",0.0001617838566875,5.86952397131496e-05,1.00050324462403
"sol7[18,6]",0.00022149770454375,7.71702956550402e-05,1.00050471875446
"sol7[19,6]",0.00049963425,0.000148092671517913,1.00048866824557
"sol7[20,6]",0.0005872732975625,0.000165680568520102,1.00047781375106
"sol7[21,6]",0.000616359325125,0.000171033155600612,1.00047421940286
"sol7[22,6]",0.000673764371625,0.000180899569067896,1.00046270750604
"sol7[23,6]",0.0007566958930625,0.000193555238449498,1.00044190186696
"sol7[24,6]",0.000834163001125,0.000203755638841413,1.00041927896307
"sol7[25,6]",0.0009048404289375,0.000211837470883847,1.00039570024843
"sol7[26,6]",0.0009679750866875,0.000218266881496343,1.00036869603819
"sol7[27,6]",0.0010233206393125,0.000223540314278164,1.0003415685936
"sol7[28,6]",0.001071037562875,0.000228103688679332,1.00031718326556
"sol7[29,6]",0.0011115820229375,0.000232301915389757,1.00029370243976
"sol7[30,6]",0.001145599354,0.000236361274192153,1.00027106038017
"sol7[31,6]",0.001173832843125,0.000240397944791341,1.00025144078822
"sol7[32,6]",0.00119705254,0.000244442814488107,1.00023401748297
"sol7[33,6]",0.001216004616875,0.000248471322557021,1.00021659599224
"sol7[34,6]",0.0012313788199375,0.000252431257363206,1.00020570356436
"sol7[35,6]",0.0012640855823125,0.000264425842253011,1.00017478704544
"sol8[1,1]",5.69761,0,NA
"sol8[2,1]",3.48004,0,NA
"sol8[3,1]",1.13377,0,NA
"sol8[4,1]",0.411597,0,NA
"sol8[5,1]",0.269731,0,NA
"sol8[6,1]",0.164549,0,NA
"sol8[7,1]",0.149678,0,NA
"sol8[8,1]",0.0481227,0,NA
"sol8[9,1]",-0.0377409,0,NA
"sol8[10,1]",-0.110298,0,NA
"sol8[11,1]",-0.171569,0,NA
"sol8[12,1]",-0.22327,0,NA
"sol8[13,1]",-0.266854,0,NA
"sol8[14,1]",-0.303553,0,NA
"sol8[15,1]",-0.334414,0,NA
"sol8[16,1]",-0.360326,0,NA
"sol8[17,1]",-0.382039,0,NA
"sol8[18,1]",-0.400192,0,NA
"sol8[19,1]",-0.443085,0,NA
"sol8[20,1]",-0.450787,0,NA
"sol8[21,1]",-0.453026,0,NA
"sol8[22,1]",-0.457063,0,NA
"sol8[23,1]",-0.462129,0,NA
"sol8[24,1]",-0.466167,0,NA
"sol8[25,1]",-0.469337,0,NA
"sol8[26,1]",-0.47177,0,NA
"sol8[27,1]",-0.473582,0,NA
"sol8[28,1]",-0.474866,0,NA
"sol8[29,1]",-0.475701,0,NA
"sol8[30,1]",-0.476158,0,NA
"sol8[31,1]",-0.476296,0,NA
"sol8[32,1]",-0.476164,0,NA
"sol8[33,1]",-0.475804,0,NA
"sol8[34,1]",-0.475249,0,NA
"sol8[35,1]",-0.472363,0,NA
"sol8[1,2]",17.9054,0,NA
"sol8[2,2]",17.7447,0,NA
"sol8[3,2]",17.4246,0,NA
"sol8[4,2]",17.2185,0,NA
"sol8[5,2]",17.1594,0,NA
"sol8[6,2]",17.1083,0,NA
"sol8[7,2]",17.1004,0,NA
"sol8[8,2]",17.0417,0,NA
"sol8[9,2]",16.9831,0,NA
"sol8[10,2]",16.9247,0,NA
"sol8[11,2]",16.8665,0,NA
"sol8[12,2]",16.8085,0,NA
"sol8[13,2]",16.7506,0,NA
"sol8[14,2]",16.693,0,NA
"sol8[15,2]",16.6355,0,NA
"sol8[16,2]",16.5782,0,NA
"sol8[17,2]",16.5212,0,NA
"sol8[18,2]",16.4643,0,NA
"sol8[19,2]",16.2648,0,NA
"sol8[20,2]",16.2088,0,NA
"sol8[21,2]",16.1902,0,NA
"sol8[22,2]",16.153,0,NA
"sol8[23,2]",16.0973,0,NA
"sol8[24,2]",16.0419,0,NA
"sol8[25,2]",15.9866,0,NA
"sol8[26,2]",15.9316,0,NA
"sol8[27,2]",15.8767,0,NA
"sol8[28,2]",15.822,0,NA
"sol8[29,2]",15.7675,0,NA
"sol8[30,2]",15.7132,0,NA
"sol8[31,2]",15.659,0,NA
"sol8[32,2]",15.6051,0,NA
"sol8[33,2]",15.5513,0,NA
"sol8[34,2]",15.4978,0,NA
"sol8[35,2]",15.3205,0,NA
"sol8[1,3]",0.0484329,0,NA
"sol8[2,3]",0.0321368,0,NA
"sol8[3,3]",0.0148393,0,NA
"sol8[4,3]",0.00947488,0,NA
"sol8[5,3]",0.00841423,0,NA
"sol8[6,3]",0.00762446,0,NA
"sol8[7,3]",0.00751315,0,NA
"sol8[8,3]",0.00674686,0,NA
"sol8[9,3]",0.00609665,0,NA
"sol8[10,3]",0.00554375,0,NA
"sol8[11,3]",0.00507343,0,NA
"sol8[12,3]",0.00467301,0,NA
"sol8[13,3]",0.00433175,0,NA
"sol8[14,3]",0.00404195,0,NA
"sol8[15,3]",0.00379454,0,NA
"sol8[16,3]",0.00358275,0,NA
"sol8[17,3]",0.00340236,0,NA
"sol8[18,3]",0.00324818,0,NA
"sol8[19,3]",0.0028598,0,NA
"sol8[20,3]",0.00278276,0,NA
"sol8[21,3]",0.00275928,0,NA
"sol8[22,3]",0.00271524,0,NA
"sol8[23,3]",0.00265651,0,NA
"sol8[24,3]",0.0026069,0,NA
"sol8[25,3]",0.00256332,0,NA
"sol8[26,3]",0.00252536,0,NA
"sol8[27,3]",0.00249101,0,NA
"sol8[28,3]",0.00246026,0,NA
"sol8[29,3]",0.00243432,0,NA
"sol8[30,3]",0.00241128,0,NA
"sol8[31,3]",0.0023895,0,NA
"sol8[32,3]",0.00236981,0,NA
"sol8[33,3]",0.002352,0,NA
"sol8[34,3]",0.00233651,0,NA
"sol8[35,3]",0.00229074,0,NA
"sol8[1,4]",0.0107764923275,0.00363554493610591,1.00085071916914
"sol8[2,4]",0.015952674425,0.00464985905651971,1.00085070450048
"sol8[3,4]",0.017381907749375,0.00351179601829861,1.0008366667228
"sol8[4,4]",0.01578231368875,0.00232878575878113,1.00093386542736
"sol8[5,4]",0.01520104212875,0.00202009032786302,1.00082485941601
"sol8[6,4]",0.014680147695625,0.00177276175268506,1.00066372805129
"sol8[7,4]",0.0145991723175,0.00173655726313482,1.00065304804218
"sol8[8,4]",0.013988923451875,0.00148214293814232,1.00051238621023
"sol8[9,4]",0.013379795036875,0.00126041288911487,1.00040417506711
"sol8[10,4]",0.01277910925,0.00107489343153173,1.00029968683758
"sol8[11,4]",0.012192385243125,0.000929018012826191,1.00012821036412
"sol8[12,4]",0.0116236894475,0.000825298874720657,1.00007253245355
"sol8[13,4]",0.01107591701125,0.000763538208638357,0.999997302616367
"sol8[14,4]",0.010551011445,0.000739144656886585,1.00018226881831
"sol8[15,4]",0.01005019002125,0.000743506327795125,1.00017849580276
"sol8[16,4]",0.00957407029125,0.000766614365654567,1.00026976564032
"sol8[17,4]",0.009122792935625,0.000799720925266125,1.00045712600506
"sol8[18,4]",0.008696156920625,0.000836447359262487,1.00057948380355
"sol8[19,4]",0.00737726887125,0.000948301361047181,1.00082449069216
"sol8[20,4]",0.00705385087625,0.000969641861461676,1.0008114016862
"sol8[21,4]",0.0069505843525,0.000975629316900587,1.00077713135081
"sol8[22,4]",0.006750630748125,0.000985946240219337,1.00083703568768
"sol8[23,4]",0.006466560169375,0.000997421736477587,1.00088899007039
"sol8[24,4]",0.00620057876125,0.00100439404486149,1.00087995393843
"sol8[25,4]",0.005951667950625,0.00100723713733637,1.0008772588055
"sol8[26,4]",0.0057188091275,0.00100635727936991,1.00084282917529
"sol8[27,4]",0.005501028955,0.00100215699094741,1.00089535151348
"sol8[28,4]",0.00529737379125,0.00099503290030615,1.00090057069502
"sol8[29,4]",0.0051069206325,0.000985364974325136,1.00085904332722
"sol8[30,4]",0.0049288175925,0.000973497431458133,1.00087577372658
"sol8[31,4]",0.004762255413125,0.000959747943696928,1.00091574353601
"sol8[32,4]",0.004606448610625,0.000944413713627306,1.00089506593412
"sol8[33,4]",0.004460666135,0.000927761131274583,1.00088571432542
"sol8[34,4]",0.0043242154,0.000910031434006805,1.00088492476237
"sol8[35,4]",0.00392888692375,0.000845701829158859,1.00092332984937
"sol8[1,5]",0.5356863513125,0.0496030760747068,1.00058372285811
"sol8[2,5]",1.213787919875,0.0778711737234471,1.00066786021371
"sol8[3,5]",2.3368008,0.106339990075656,1.00056876143321
"sol8[4,5]",2.881311655,0.114605462091995,1.00042487930466
"sol8[5,5]",3.013636275,0.116404269706376,1.00038909842689
"sol8[6,5]",3.119966155625,0.117859892511696,1.0003598379426
"sol8[7,5]",3.135655155625,0.11807712095536,1.0003550192836
"sol8[8,5]",3.247790865625,0.119658111916582,1.0003270842232
"sol8[9,5]",3.35045746125,0.121157338541346,1.00029988185052
"sol8[10,5]",3.444058448125,0.122564553264872,1.00027596506401
"sol8[11,5]",3.528986098125,0.123853217331987,1.00025900525138
"sol8[12,5]",3.60562147125,0.124985507516886,1.00024019747875
"sol8[13,5]",3.67433488875,0.125917771921224,1.00022875205147
"sol8[14,5]",3.735486659375,0.126604971427945,1.00022016993888
"sol8[15,5]",3.78942806625,0.127005072942708,1.00024247739695
"sol8[16,5]",3.836502415625,0.127082561055958,1.0002380820996
"sol8[17,5]",3.877046008125,0.126810837727721,1.00024797190339
"sol8[18,5]",3.911388860625,0.126174350871014,1.00028505504814
"sol8[19,5]",3.987820250625,0.121071885387702,1.00038444886351
"sol8[20,5]",3.99805112375,0.118924044414264,1.00045011010682
"sol8[21,5]",4.000454194375,0.118154311380688,1.00047429175971
"sol8[22,5]",4.003816190625,0.116546621673191,1.00056177867751
"sol8[23,5]",4.005412601875,0.113999780000617,1.00055162496792
"sol8[24,5]",4.00313194,0.111351824631051,1.00043961987732
"sol8[25,5]",3.997259065,0.108676930800222,1.0004149734241
"sol8[26,5]",3.9880719325,0.106053293290763,1.00032383069463
"sol8[27,5]",3.975840559375,0.103560366168341,1.00021915937259
"sol8[28,5]",3.96082661375,0.101276219057672,1.00023846292057
"sol8[29,5]",3.943282514375,0.0992738261567804,1.00021523331024
"sol8[30,5]",3.923451041875,0.0976179611965954,1.00023783396671
"sol8[31,5]",3.9015648,0.0963617493061593,1.00020193567768
"sol8[32,5]",3.87784585,0.0955435260803341,1.0001823618333
"sol8[33,5]",3.85250510375,0.0951849588322702,1.00021359068636
"sol8[34,5]",3.825742421875,0.0952903754618967,1.00024897134391
"sol8[35,5]",3.728599755625,0.0987300307805085,1.00036194329521
"sol8[1,6]",2.62606646683514e-25,6.01450190823336e-24,1.00081041362228
"sol8[2,6]",3.48909816477478e-17,1.77872969774921e-16,1.0006803574953
"sol8[3,6]",6.9395285424875e-10,7.6642621315765e-10,1.00050802505334
"sol8[4,6]",2.2865860291875e-07,1.40244477406544e-07,1.00038615785159
"sol8[5,6]",8.2341358221875e-07,4.33829409965473e-07,1.00034196232655
"sol8[6,6]",2.2425232315625e-06,1.04036128788837e-06,1.00029851626088
"sol8[7,6]",2.5949203220625e-06,1.18096329749228e-06,1.00029204514284
"sol8[8,6]",7.273362135625e-06,2.87686902408729e-06,1.00023757006698
"sol8[9,6]",1.8377306886875e-05,6.3660300948166e-06,1.00018279256214
"sol8[10,6]",4.233043935625e-05,1.29702797677107e-05,1.00013127810885
"sol8[11,6]",8.97409531e-05,2.46256416207869e-05,1.0000999493792
"sol8[12,6]",0.00017653968205625,4.40158794102783e-05,1.00013185368481
"sol8[13,6]",0.0003245454065625,7.46499256030854e-05,1.00008495779979
"sol8[14,6]",0.0005610108998125,0.00012076609554812,1.00006725289858
"sol8[15,6]",0.000916850161875,0.000186918654830744,1.00010111213906
"sol8[16,6]",0.0014235471108125,0.000277179653271177,1.0001413992945
"sol8[17,6]",0.0021091187605,0.000394061380497105,1.00018507117707
"sol8[18,6]",0.00299383152125,0.000537443023880909,1.0002269449695
"sol8[19,6]",0.0077161111625,0.00117588390625151,1.00032799750781
"sol8[20,6]",0.009413107805625,0.00135502549262897,1.00033879181168
"sol8[21,6]",0.010000350369375,0.00141103491980875,1.00033891124395
"sol8[22,6]",0.011196665075625,0.00151592819377051,1.0003408635826
"sol8[23,6]",0.01301891619625,0.00165329942884297,1.00034018900047
"sol8[24,6]",0.01483304177,0.00176660500366897,1.00033771466258
"sol8[25,6]",0.0165967855675,0.00186051572517286,1.00032890728015
"sol8[26,6]",0.01827494945625,0.00194430910333087,1.00031203447774
"sol8[27,6]",0.0198407478375,0.00203011376759768,1.00030012878978
"sol8[28,6]",0.02127612195625,0.00213019642685853,1.00028886428543
"sol8[29,6]",0.02257121586875,0.00225399201844278,1.00028656002101
"sol8[30,6]",0.02372328505625,0.00240602676332739,1.00029289294817
"sol8[31,6]",0.0247353039625,0.00258554132773664,1.00030452843608
"sol8[32,6]",0.0256144893625,0.00278769244416655,1.00031734879015
"sol8[33,6]",0.02637090870625,0.00300544093754068,1.00032668906323
"sol8[34,6]",0.027016271225,0.00323127026460817,1.000335388983
"sol8[35,6]",0.0285227542125,0.0039636745926059,1.00036074758488
"sol9[1,1]",9.49601,0,NA
"sol9[2,1]",5.80006,0,NA
"sol9[3,1]",1.88963,0,NA
"sol9[4,1]",0.685994,0,NA
"sol9[5,1]",0.449552,0,NA
"sol9[6,1]",0.274249,0,NA
"sol9[7,1]",0.249463,0,NA
"sol9[8,1]",0.0802065,0,NA
"sol9[9,1]",-0.0629012,0,NA
"sol9[10,1]",-0.183831,0,NA
"sol9[11,1]",-0.285949,0,NA
"sol9[12,1]",-0.372116,0,NA
"sol9[13,1]",-0.444755,0,NA
"sol9[14,1]",-0.505922,0,NA
"sol9[15,1]",-0.557357,0,NA
"sol9[16,1]",-0.600542,0,NA
"sol9[17,1]",-0.63673,0,NA
"sol9[18,1]",-0.666985,0,NA
"sol9[19,1]",-0.738477,0,NA
"sol9[20,1]",-0.751313,0,NA
"sol9[21,1]",-0.755044,0,NA
"sol9[22,1]",-0.76177,0,NA
"sol9[23,1]",-0.770212,0,NA
"sol9[24,1]",-0.776946,0,NA
"sol9[25,1]",-0.782229,0,NA
"sol9[26,1]",-0.786285,0,NA
"sol9[27,1]",-0.789303,0,NA
"sol9[28,1]",-0.791441,0,NA
"sol9[29,1]",-0.792835,0,NA
"sol9[30,1]",-0.793598,0,NA
"sol9[31,1]",-0.793827,0,NA
"sol9[32,1]",-0.793606,0,NA
"sol9[33,1]",-0.793005,0,NA
"sol9[34,1]",-0.792082,0,NA
"sol9[35,1]",-0.787271,0,NA
"sol9[1,2]",29.8423,0,NA
"sol9[2,2]",29.5745,0,NA
"sol9[3,2]",29.041,0,NA
"sol9[4,2]",28.6974,0,NA
"sol9[5,2]",28.5989,0,NA
"sol9[6,2]",28.5138,0,NA
"sol9[7,2]",28.5007,0,NA
"sol9[8,2]",28.4028,0,NA
"sol9[9,2]",28.3052,0,NA
"sol9[10,2]",28.2078,0,NA
"sol9[11,2]",28.1108,0,NA
"sol9[12,2]",28.0141,0,NA
"sol9[13,2]",27.9177,0,NA
"sol9[14,2]",27.8216,0,NA
"sol9[15,2]",27.7259,0,NA
"sol9[16,2]",27.6304,0,NA
"sol9[17,2]",27.5353,0,NA
"sol9[18,2]",27.4405,0,NA
"sol9[19,2]",27.108,0,NA
"sol9[20,2]",27.0147,0,NA
"sol9[21,2]",26.9836,0,NA
"sol9[22,2]",26.9216,0,NA
"sol9[23,2]",26.8289,0,NA
"sol9[24,2]",26.7365,0,NA
"sol9[25,2]",26.6444,0,NA
"sol9[26,2]",26.5526,0,NA
"sol9[27,2]",26.4611,0,NA
"sol9[28,2]",26.37,0,NA
"sol9[29,2]",26.2791,0,NA
"sol9[30,2]",26.1886,0,NA
"sol9[31,2]",26.0984,0,NA
"sol9[32,2]",26.0085,0,NA
"sol9[33,2]",25.9189,0,NA
"sol9[34,2]",25.8296,0,NA
"sol9[35,2]",25.5342,0,NA
"sol9[1,3]",0.0807217,0,NA
"sol9[2,3]",0.0535629,0,NA
"sol9[3,3]",0.0247327,0,NA
"sol9[4,3]",0.015791,0,NA
"sol9[5,3]",0.0140236,0,NA
"sol9[6,3]",0.0127083,0,NA
"sol9[7,3]",0.0125221,0,NA
"sol9[8,3]",0.0112462,0,NA
"sol9[9,3]",0.0101613,0,NA
"sol9[10,3]",0.00923914,0,NA
"sol9[11,3]",0.00845559,0,NA
"sol9[12,3]",0.00778914,0,NA
"sol9[13,3]",0.00722073,0,NA
"sol9[14,3]",0.00673591,0,NA
"sol9[15,3]",0.00632408,0,NA
"sol9[16,3]",0.00597223,0,NA
"sol9[17,3]",0.00567153,0,NA
"sol9[18,3]",0.00541419,0,NA
"sol9[19,3]",0.00476526,0,NA
"sol9[20,3]",0.00463692,0,NA
"sol9[21,3]",0.00459817,0,NA
"sol9[22,3]",0.0045262,0,NA
"sol9[23,3]",0.00442914,0,NA
"sol9[24,3]",0.00434405,0,NA
"sol9[25,3]",0.00427132,0,NA
"sol9[26,3]",0.00420793,0,NA
"sol9[27,3]",0.00415136,0,NA
"sol9[28,3]",0.00410167,0,NA
"sol9[29,3]",0.00405699,0,NA
"sol9[30,3]",0.00401733,0,NA
"sol9[31,3]",0.00398275,0,NA
"sol9[32,3]",0.00395022,0,NA
"sol9[33,3]",0.00392063,0,NA
"sol9[34,3]",0.00389347,0,NA
"sol9[35,3]",0.00381812,0,NA
"sol9[1,4]",0.0179608192925,0.00605924095700176,1.00085071072096
"sol9[2,4]",0.02658777856625,0.00774976060216163,1.00085069893572
"sol9[3,4]",0.028969840660625,0.00585299174271383,1.00083662597338
"sol9[4,4]",0.026303859694375,0.00388131199400063,1.00093258265185
"sol9[5,4]",0.025335071685625,0.00336681787199399,1.00081835617596
"sol9[6,4]",0.024466904555,0.00295460000663509,1.00066661407132
"sol9[7,4]",0.02433195219875,0.00289426234610269,1.00065582424644
"sol9[8,4]",0.023314860138125,0.00247023469510353,1.00052302752565
"sol9[9,4]",0.022299655808125,0.0021006870689719,1.00040448179807
"sol9[10,4]",0.021298519466875,0.00179148910950213,1.0002982980974
"sol9[11,4]",0.0203206435425,0.00154836387226421,1.00012440834783
"sol9[12,4]",0.01937280912,0.00137549746626621,1.00007155767037
"sol9[13,4]",0.018459852656875,0.00127256387360774,0.999997584038246
"sol9[14,4]",0.01758502516,0.0012319066004469,1.00018276937597
"sol9[15,4]",0.016750318049375,0.00123917685927953,1.00017851310137
"sol9[16,4]",0.015956775331875,0.0012776931326001,1.0002636527376
"sol9[17,4]",0.01520464659,0.0013328704403697,1.00045359482289
"sol9[18,4]",0.014493589874375,0.00139408063235396,1.000573275384
"sol9[19,4]",0.012295457718125,0.00158049901951226,1.00082305804936
"sol9[20,4]",0.011756427260625,0.00161606658432237,1.00081413708333
"sol9[21,4]",0.0115843124875,0.0016260466344006,1.00077428139529
"sol9[22,4]",0.01125104463,0.00164324646069757,1.00084137424801
"sol9[23,4]",0.0107775863275,0.00166237515812855,1.00089629328203
"sol9[24,4]",0.010334304794375,0.00167398752130504,1.00088644014742
"sol9[25,4]",0.0099194539025,0.00167872528281969,1.00087711447829
"sol9[26,4]",0.009531357424375,0.00167725888846855,1.00084490340649
"sol9[27,4]",0.00916838456125,0.00167026084209229,1.00089552973693
"sol9[28,4]",0.008828945350625,0.00165839222253863,1.00089949892557
"sol9[29,4]",0.00851153614625,0.00164227431542434,1.00085897085327
"sol9[30,4]",0.00821470888625,0.00162249102148277,1.00088284184014
"sol9[31,4]",0.007937090064375,0.00159958064229923,1.00091048265697
"sol9[32,4]",0.00767740972375,0.0015740245826991,1.00089457308085
"sol9[33,4]",0.007434438045,0.00154627053326918,1.00088596683792
"sol9[34,4]",0.0072070319575,0.00151671679345503,1.0008844017422
"sol9[35,4]",0.006548142914375,0.00140950374202581,1.00092323312149
"sol9[1,5]",0.6319448679375,0.0437941771673613,1.0007225053238
"sol9[2,5]",1.365541280625,0.0700183945460204,1.00082688946975
"sol9[3,5]",2.553007335625,0.0939816763964577,1.0006599320291
"sol9[4,5]",3.1296011125,0.0960909037860075,1.00040509548885
"sol9[5,5]",3.270935241875,0.0961455341824983,1.00032217911348
"sol9[6,5]",3.385107934375,0.0962373857640736,1.00025532384627
"sol9[7,5]",3.40200919375,0.0962610166541104,1.00024462644188
"sol9[8,5]",3.52330525625,0.0965576001122804,1.00017770464617
"sol9[9,5]",3.635284914375,0.0971166028096587,1.00023834328279
"sol9[10,5]",3.73838832625,0.0979779303811,1.00032122926903
"sol9[11,5]",3.833034839375,0.0991423315924197,1.00036550870724
"sol9[12,5]",3.91962385125,0.100576368889474,1.0003629254492
"sol9[13,5]",3.998535865,0.102220333011316,1.0003480036498
"sol9[14,5]",4.07013421625,0.103997189677243,1.00037060702098
"sol9[15,5]",4.134766195625,0.105821337012702,1.00031850803109
"sol9[16,5]",4.192765065625,0.107606416129895,1.00033254127816
"sol9[17,5]",4.244451511875,0.109270987987761,1.00032858189151
"sol9[18,5]",4.290134819375,0.110743080025642,1.00027659748688
"sol9[19,5]",4.40782159375,0.113645852608986,1.00025617337894
"sol9[20,5]",4.429932430625,0.113696954302817,1.00027765285076
"sol9[21,5]",4.436303194375,0.113635269183097,1.00027290417881
"sol9[22,5]",4.447604186875,0.113395605102303,1.00027480918812
"sol9[23,5]",4.461098824375,0.1127547746596,1.00024763573636
"sol9[24,5]",4.470672880625,0.111797638852019,1.00027995979134
"sol9[25,5]",4.476577150625,0.11055607133744,1.00033574530091
"sol9[26,5]",4.47905696625,0.109069571113145,1.00042211669658
"sol9[27,5]",4.478351520625,0.107383644952661,1.00041397547941
"sol9[28,5]",4.474693701875,0.105548171056706,1.00043386649559
"sol9[29,5]",4.46830954375,0.103616485535406,1.00042342036288
"sol9[30,5]",4.459418045625,0.101643494440849,1.00049377970635
"sol9[31,5]",4.448230543125,0.0996844872678236,1.00052997675965
"sol9[32,5]",4.434950498125,0.0977937595943453,1.00054323961343
"sol9[33,5]",4.41977303,0.0960229544760952,1.00052985961685
"sol9[34,5]",4.40288465875,0.0944197274906296,1.00064307439467
"sol9[35,5]",4.336448694375,0.0907758699789611,1.00059765654372
"sol9[1,6]",1.3101701216296e-23,2.07861919713793e-22,1.00073527910034
"sol9[2,6]",9.04176943335425e-16,4.75695319637469e-15,1.00063422598153
"sol9[3,6]",9.07822146903125e-09,1.22880456290744e-08,1.00058327280739
"sol9[4,6]",2.3756238038125e-06,1.96031878643488e-06,1.00057608702643
"sol9[5,6]",8.200103606625e-06,5.92100842918714e-06,1.00057152783143
"sol9[6,6]",2.1692418598125e-05,1.39520200850856e-05,1.0005642177903
"sol9[7,6]",2.5004070496875e-05,1.57972346009235e-05,1.00056353840675
"sol9[8,6]",6.8404711730625e-05,3.77591735909449e-05,1.00055449260906
"sol9[9,6]",0.00017005795045,8.18092538009963e-05,1.0005397408981
"sol9[10,6]",0.00038829517130625,0.000162243193896155,1.00052144281066
"sol9[11,6]",0.0008215849669375,0.00029696442710701,1.0004929692097
"sol9[12,6]",0.001623058912,0.000505250188025009,1.00045806258473
"sol9[13,6]",0.0030128538996875,0.000804100410725856,1.00041481739976
"sol9[14,6]",0.005283815888125,0.00120405401923672,1.00035933008443
"sol9[15,6]",0.0087957645725,0.00170602571578565,1.00028906901977
"sol9[16,6]",0.013954583319375,0.00230082071888762,1.00020754973636
"sol9[17,6]",0.0211751295875,0.00297210344160896,1.00011680084597
"sol9[18,6]",0.03083107446875,0.00370168487114808,1.00006997865322
"sol9[19,6]",0.087075556725,0.00651326196289719,1.00007497841583
"sol9[20,6]",0.10882682544375,0.00727295072647771,1.00004134508685
"sol9[21,6]",0.11651848821875,0.00750635130812238,1.0000542689012
"sol9[22,6]",0.13243983675,0.00792889503050392,1.00005068132868
"sol9[23,6]",0.15732679225,0.00841514764462469,1.00013170252487
"sol9[24,6]",0.1828585125625,0.00867284258478721,1.00025061822338
"sol9[25,6]",0.208420901875,0.00866610922882607,1.00043347477113
"sol9[26,6]",0.233460749375,0.00839632688983044,1.00042025035401
"sol9[27,6]",0.2575162791875,0.00791547090537545,1.00033436626462
"sol9[28,6]",0.280232087625,0.00734143786887629,1.00024298925779
"sol9[29,6]",0.301360674,0.00687245233032129,1.00023157368677
"sol9[30,6]",0.3207541754375,0.00676916587148641,1.0002623533252
"sol9[31,6]",0.3383502261875,0.00724559938491493,1.00031764538866
"sol9[32,6]",0.354155233375,0.00833020568709653,1.00033613511574
"sol9[33,6]",0.368227569375,0.00988651489258764,1.00046237084477
"sol9[34,6]",0.3806621385625,0.0117419891301382,1.0004466645948
