"","mean","sd","rhat"
"sol5[33,2]",2.59189,0,NA
"sol5[34,2]",2.58296,0,NA
"sol5[35,2]",2.55342,0,NA
"sol5[1,3]",0.00807185,0,NA
"sol5[2,3]",0.00535575,0,NA
"sol5[3,3]",0.00247223,0,NA
"sol5[4,3]",0.00157907,0,NA
"sol5[5,3]",0.00140263,0,NA
"sol5[6,3]",0.00127036,0,NA
"sol5[7,3]",0.00125234,0,NA
"sol5[8,3]",0.00112425,0,NA
"sol5[9,3]",0.00101576,0,NA
"sol5[10,3]",0.00092402,0,NA
"sol5[11,3]",0.000845853,0,NA
"sol5[12,3]",0.000778857,0,NA
"sol5[13,3]",0.000721595,0,NA
"sol5[14,3]",0.000673397,0,NA
"sol5[15,3]",0.000632588,0,NA
"sol5[16,3]",0.000597468,0,NA
"sol5[17,3]",0.00056699,0,NA
"sol5[18,3]",0.000540968,0,NA
"sol5[19,3]",0.000476381,0,NA
"sol5[20,3]",0.000463914,0,NA
"sol5[21,3]",0.000460095,0,NA
"sol5[22,3]",0.000452819,0,NA
"sol5[23,3]",0.000442729,0,NA
"sol5[24,3]",0.000434051,0,NA
"sol5[25,3]",0.000427102,0,NA
"sol5[26,3]",0.000421046,0,NA
"sol5[27,3]",0.000415282,0,NA
"sol5[28,3]",0.000409803,0,NA
"sol5[29,3]",0.000405332,0,NA
"sol5[30,3]",0.000401823,0,NA
"sol5[31,3]",0.000398501,0,NA
"sol5[32,3]",0.000395001,0,NA
"sol5[33,3]",0.000391619,0,NA
"sol5[34,3]",0.000389143,0,NA
"sol5[35,3]",0.000381473,0,NA
"sol5[1,4]",0.001796084650125,0.000605925127688895,1.00085070423706
"sol5[2,4]",0.002658782509,0.000774977819301774,1.00085071715418
"sol5[3,4]",0.00289699319625,0.000585302504971982,1.00083665793418
"sol5[4,4]",0.0026303862319375,0.000388131274174659,1.00093197358226
"sol5[5,4]",0.0025335047958125,0.000336681016282664,1.00082462780875
"sol5[6,4]",0.0024466945944375,0.000295461277883094,1.00066704128435
"sol5[7,4]",0.0024331941529375,0.000289425882914757,1.00065417038273
"sol5[8,4]",0.002331489202,0.000247024381890269,1.00052166058419
"sol5[9,4]",0.0022299687791875,0.00021006946129065,1.00040652034257
"sol5[10,4]",0.0021298510060625,0.000179148742107432,1.00029713301172
"sol5[11,4]",0.0020320617535,0.000154836004818786,1.00012442430766
"sol5[12,4]",0.0019372814251875,0.000137549783551384,1.00007331560509
"sol5[13,4]",0.001845989423375,0.000127256228163913,0.999997321228337
"sol5[14,4]",0.001758504188625,0.000123190479281042,1.00018237980997
"sol5[15,4]",0.0016750302524375,0.000123918001610178,1.00017804498548
"sol5[16,4]",0.0015956753485,0.000127769783770435,1.00026278183498
"sol5[17,4]",0.00152046611775,0.000133286645068369,1.00045375301534
"sol5[18,4]",0.001449362948625,0.000139406796003217,1.00057776600042
"sol5[19,4]",0.001229547033125,0.000158049445156161,1.00082601995384
"sol5[20,4]",0.0011756407749375,0.000161607347413531,1.00081623325905
"sol5[21,4]",0.001158428847375,0.000162605551073183,1.00077710042745
"sol5[22,4]",0.0011251027160625,0.000164325291930105,1.00083992936005
"sol5[23,4]",0.001077760226375,0.000166236876957077,1.00089592011707
"sol5[24,4]",0.00103343354125,0.00016739756628912,1.00087919237819
"sol5[25,4]",0.0009919456510625,0.000167872427269895,1.0008769142915
"sol5[26,4]",0.000953133524625,0.000167726707662876,1.00084402036201
"sol5[27,4]",0.00091683717275,0.000167026567712427,1.00089630043052
"sol5[28,4]",0.000882897725625,0.000165838029323705,1.00089632657465
"sol5[29,4]",0.000851156834875,0.000164226236967303,1.00085542367674
"sol5[30,4]",0.000821470098875,0.000162249400896176,1.00088195421709
"sol5[31,4]",0.0007937070383125,0.000159958815770388,1.0009101881283
"sol5[32,4]",0.0007677411455,0.000157402394353857,1.00089457010564
"sol5[33,4]",0.0007434476983125,0.000154625603460782,1.0008852500716
"sol5[34,4]",0.0007207049774375,0.000151671015587484,1.00088601030792
"sol5[35,4]",0.0006548172625,0.000140949285636857,1.0009231857515
"sol5[1,5]",0.198794278375,0.0421878373693429,1.00057183467555
"sol5[2,5]",0.5455797595,0.0935627007835022,1.00055346420924
"sol5[3,5]",1.1907255354375,0.163228251033409,1.00054115349354
"sol5[4,5]",1.4985802926875,0.187104577371851,1.00054211715552
"sol5[5,5]",1.569431510625,0.191261236216442,1.00054260669182
"sol5[6,5]",1.62452421375,0.193948793221836,1.00054422658718
"sol5[7,5]",1.632489805,0.194289297726001,1.00054388750241
"sol5[8,5]",1.687992045,0.196243837939153,1.00054387369495
"sol5[9,5]",1.73621692375,0.197183858131075,1.00054431937208
"sol5[10,5]",1.777475161875,0.197172723945189,1.00054475589624
"sol5[11,5]",1.812100981875,0.196278800378816,1.00054643534818
"sol5[12,5]",1.840446279375,0.194574775496959,1.0005478034303
"sol5[13,5]",1.86287424125,0.192137723942611,1.00054967400743
"sol5[14,5]",1.879755178125,0.189048090093344,1.00055481866444
"sol5[15,5]",1.891461978125,0.18538943221926,1.00055832575058
"sol5[16,5]",1.898366755,0.181246542152044,1.00056343235128
"sol5[17,5]",1.9008375075,0.176705058726147,1.00057030025551
"sol5[18,5]",1.89923578875,0.171850636601226,1.00057644427268
"sol5[19,5]",1.866057313125,0.15340680139296,1.00062290689746
"sol5[20,5]",1.850235745,0.148143034001232,1.00063972925363
"sol5[21,5]",1.844440885625,0.146409659092396,1.00064598848526
"sol5[22,5]",1.832132086875,0.142988195327801,1.00065723176653
"sol5[23,5]",1.812021695,0.138002352202563,1.00067922284103
"sol5[24,5]",1.79016361125,0.133238737660533,1.00070320023789
"sol5[25,5]",1.76680035375,0.128743291142542,1.00072805844755
"sol5[26,5]",1.74215785875,0.124553767819795,1.00075160569724
"sol5[27,5]",1.716445663125,0.120699556230864,1.00077650009142
"sol5[28,5]",1.68985745875,0.117201138542398,1.00080160085209
"sol5[29,5]",1.66257133375,0.114070244917637,1.00082562649249
"sol5[30,5]",1.63475031375,0.111309746475737,1.00084241587927
"sol5[31,5]",1.60654301625,0.108914344774097,1.00085780650641
"sol5[32,5]",1.57808436625,0.10687111654492,1.00087339587181
"sol5[33,5]",1.5494962175,0.105160667712172,1.00088629252232
"sol5[34,5]",1.520888241875,0.103758210411174,1.00089580584059
"sol5[35,5]",1.42656395125,0.10092557552895,1.00091495652373
"sol5[1,6]",1.2910089400407e-33,5.91063732060475e-32,1.00099564782451
"sol5[2,6]",2.07279537199131e-24,5.20928043050215e-23,1.00095740340843
"sol5[3,6]",1.17631940321409e-16,1.05170975838935e-15,1.00088165844325
"sol5[4,6]",3.76724137565335e-14,1.94409658187111e-13,1.0008430807276
"sol5[5,6]",1.25767288996599e-13,5.69612057150615e-13,1.00083406926212
"sol5[6,6]",3.14054725451413e-13,1.28219090004467e-12,1.00082816295843
"sol5[7,6]",3.58001546278075e-13,1.43951304867421e-12,1.00082784203376
"sol5[8,6]",8.85251605786244e-13,3.1937249115384e-12,1.00082385856614
"sol5[9,6]",1.93228743366219e-12,6.3148587462599e-12,1.0008175669367
"sol5[10,6]",3.77557453810937e-12,1.12749607387395e-11,1.00081406240346
"sol5[11,6]",6.68645825623e-12,1.83915183768753e-11,1.00081047511878
"sol5[12,6]",1.0853206904755e-11,2.76979965405493e-11,1.00080515371512
"sol5[13,6]",1.63105924169181e-11,3.88861368009528e-11,1.00080066575893
"sol5[14,6]",2.29065714847875e-11,5.13478521540638e-11,1.00079473271699
"sol5[15,6]",3.03206399740875e-11,6.43007291643014e-11,1.00078951019207
"sol5[16,6]",3.81265692820625e-11,7.69486910812811e-11,1.00078510470974
"sol5[17,6]",4.58758748986062e-11,8.86233684305617e-11,1.00077873532172
"sol5[18,6]",5.317467193375e-11,9.88696366513178e-11,1.00077308833599
"sol5[19,6]",7.222271930375e-11,1.2211342233876e-10,1.00076040627191
"sol5[20,6]",7.5559870084125e-11,1.25578010724395e-10,1.00075517007802
"sol5[21,6]",7.649826242575e-11,1.2650972724323e-10,1.00075308754548
"sol5[22,6]",7.8142253478375e-11,1.28090653445978e-10,1.00075038185758
"sol5[23,6]",8.00988153140625e-11,1.29874024459305e-10,1.00074769046559
"sol5[24,6]",8.15555113043125e-11,1.31116647925177e-10,1.00074562958754
"sol5[25,6]",8.2624767674375e-11,1.31968861224023e-10,1.000744007684
"sol5[26,6]",8.34009145485e-11,1.32545642447755e-10,1.0007410408896
"sol5[27,6]",8.39595514129375e-11,1.32931678120968e-10,1.00074092615966
"sol5[28,6]",8.4359207483875e-11,1.33187663075942e-10,1.00074003251256
"sol5[29,6]",8.46440052719375e-11,1.33356113877285e-10,1.0007407747432
"sol5[30,6]",8.4846538816625e-11,1.33466256308308e-10,1.00074086667408
"sol5[31,6]",8.4990505471625e-11,1.33537892757575e-10,1.00074074228754
"sol5[32,6]",8.5092939336125e-11,1.33584302615812e-10,1.0007412731127
"sol5[33,6]",8.51659746808125e-11,1.33614237524332e-10,1.00074142045147
"sol5[34,6]",8.52182070435625e-11,1.33633465857326e-10,1.00074172008353
"sol5[35,6]",8.530765066825e-11,1.3365979398558e-10,1.00074392478086
"sol6[1,1]",1.8992,0,NA
"sol6[2,1]",1.16001,0,NA
"sol6[3,1]",0.377926,0,NA
"sol6[4,1]",0.137198,0,NA
"sol6[5,1]",0.0899096,0,NA
"sol6[6,1]",0.0548501,0,NA
"sol6[7,1]",0.0498926,0,NA
"sol6[8,1]",0.0160418,0,NA
"sol6[9,1]",-0.01258,0,NA
"sol6[10,1]",-0.0367668,0,NA
"sol6[11,1]",-0.0571905,0,NA
"sol6[12,1]",-0.074423,0,NA
"sol6[13,1]",-0.0889505,0,NA
"sol6[14,1]",-0.101184,0,NA
"sol6[15,1]",-0.111472,0,NA
"sol6[16,1]",-0.120109,0,NA
"sol6[17,1]",-0.127345,0,NA
"sol6[18,1]",-0.133397,0,NA
"sol6[19,1]",-0.147695,0,NA
"sol6[20,1]",-0.150264,0,NA
"sol6[21,1]",-0.15101,0,NA
"sol6[22,1]",-0.152354,0,NA
"sol6[23,1]",-0.154042,0,NA
"sol6[24,1]",-0.155388,0,NA
"sol6[25,1]",-0.156446,0,NA
"sol6[26,1]",-0.157258,0,NA
"sol6[27,1]",-0.157861,0,NA
"sol6[28,1]",-0.158288,0,NA
"sol6[29,1]",-0.158567,0,NA
"sol6[30,1]",-0.158721,0,NA
"sol6[31,1]",-0.158766,0,NA
"sol6[32,1]",-0.158721,0,NA
"sol6[33,1]",-0.1586,0,NA
"sol6[34,1]",-0.158417,0,NA
"sol6[35,1]",-0.157454,0,NA
"sol6[1,2]",5.96846,0,NA
"sol6[2,2]",5.9149,0,NA
"sol6[3,2]",5.8082,0,NA
"sol6[4,2]",5.73949,0,NA
"sol6[5,2]",5.71979,0,NA
"sol6[6,2]",5.70276,0,NA
"sol6[7,2]",5.70014,0,NA
"sol6[8,2]",5.68056,0,NA
"sol6[9,2]",5.66103,0,NA
"sol6[10,2]",5.64156,0,NA
"sol6[11,2]",5.62216,0,NA
"sol6[12,2]",5.60282,0,NA
"sol6[13,2]",5.58354,0,NA
"sol6[14,2]",5.56432,0,NA
"sol6[15,2]",5.54517,0,NA
"sol6[16,2]",5.52608,0,NA
"sol6[17,2]",5.50705,0,NA
"sol6[18,2]",5.48809,0,NA
"sol6[19,2]",5.4216,0,NA
"sol6[20,2]",5.40293,0,NA
"sol6[21,2]",5.39672,0,NA
"sol6[22,2]",5.38432,0,NA
"sol6[23,2]",5.36578,0,NA
"sol6[24,2]",5.34729,0,NA
"sol6[25,2]",5.32887,0,NA
"sol6[26,2]",5.31052,0,NA
"sol6[27,2]",5.29222,0,NA
"sol6[28,2]",5.27399,0,NA
"sol6[29,2]",5.25583,0,NA
"sol6[30,2]",5.23772,0,NA
"sol6[31,2]",5.21968,0,NA
"sol6[32,2]",5.2017,0,NA
"sol6[33,2]",5.18378,0,NA
"sol6[34,2]",5.16592,0,NA
"sol6[35,2]",5.10683,0,NA
"sol6[1,3]",0.0161444,0,NA
"sol6[2,3]",0.0107125,0,NA
"sol6[3,3]",0.00494691,0,NA
"sol6[4,3]",0.00315795,0,NA
"sol6[5,3]",0.00280412,0,NA
"sol6[6,3]",0.00254188,0,NA
"sol6[7,3]",0.00250435,0,NA
"sol6[8,3]",0.00224958,0,NA
"sol6[9,3]",0.0020324,0,NA
"sol6[10,3]",0.00184733,0,NA
"sol6[11,3]",0.00169067,0,NA
"sol6[12,3]",0.00155789,0,NA
"sol6[13,3]",0.00144449,0,NA
"sol6[14,3]",0.00134716,0,NA
"sol6[15,3]",0.00126412,0,NA
"sol6[16,3]",0.0011942,0,NA
"sol6[17,3]",0.00113466,0,NA
"sol6[18,3]",0.00108316,0,NA
"sol6[19,3]",0.000953002,0,NA
"sol6[20,3]",0.00092671,0,NA
"sol6[21,3]",0.000919028,0,NA
"sol6[22,3]",0.000904974,0,NA
"sol6[23,3]",0.000886239,0,NA
"sol6[24,3]",0.00086928,0,NA
"sol6[25,3]",0.000853843,0,NA
"sol6[26,3]",0.00084092,0,NA
"sol6[27,3]",0.000830357,0,NA
"sol6[28,3]",0.000820772,0,NA
"sol6[29,3]",0.000811441,0,NA
"sol6[30,3]",0.000802765,0,NA
"sol6[31,3]",0.000795997,0,NA
"sol6[32,3]",0.000790312,0,NA
"sol6[33,3]",0.000784573,0,NA
"sol6[34,3]",0.00077849,0,NA
"sol6[35,3]",0.00076346,0,NA
"sol6[1,4]",0.0035921630785,0.00121184794702326,1.00085069894755
"sol6[2,4]",0.005317556369375,0.00154995232619706,1.00085070634784
"sol6[3,4]",0.005793965008125,0.00117059716676097,1.00083671212771
"sol6[4,4]",0.005260774025625,0.000776263026487491,1.00093217929539
"sol6[5,4]",0.0050670195325,0.000673365226327229,1.00082414012307
"sol6[6,4]",0.004893379071875,0.000590919446425551,1.00066691290804
"sol6[7,4]",0.0048663910425,0.000578852561620698,1.00065675387103
"sol6[8,4]",0.00466296904,0.0004940461082949,1.00051587430041
"sol6[9,4]",0.004459929903125,0.000420137152512997,1.00040752567221
"sol6[10,4]",0.00425970818875,0.000358298710411874,1.00029885453207
"sol6[11,4]",0.004064132566875,0.000309673288539643,1.00012654946638
"sol6[12,4]",0.00387456136,0.000275099481555668,1.00007066747839
"sol6[13,4]",0.003691967496875,0.000254512855958581,0.99999761514287
"sol6[14,4]",0.003517005116875,0.000246381377888091,1.00018243346522
"sol6[15,4]",0.003350069706875,0.000247834168360611,1.00017841923507
"sol6[16,4]",0.00319135719625,0.000255538007691542,1.00026458358963
"sol6[17,4]",0.003040926296875,0.000266575020927678,1.00045363357508
"sol6[18,4]",0.002898715185625,0.000278816950442098,1.00057636080103
"sol6[19,4]",0.002459091894375,0.000316099620986809,1.00082442995406
"sol6[20,4]",0.002351291341875,0.000323211143000153,1.00081639327238
"sol6[21,4]",0.002316867881875,0.000325207422500045,1.00077806808216
"sol6[22,4]",0.00225021122875,0.000328648421098247,1.00083959961771
"sol6[23,4]",0.00215551362875,0.000332476288055144,1.0008929987361
"sol6[24,4]",0.002066856823125,0.000334799035061231,1.00088000987869
"sol6[25,4]",0.00198389455475,0.000335743756311356,1.00088075255569
"sol6[26,4]",0.0019062772936875,0.000335449591227951,1.00084289791471
"sol6[27,4]",0.0018336761475625,0.000334052382346875,1.00089354804318
"sol6[28,4]",0.0017657852550625,0.000331679896042613,1.0008972319549
"sol6[29,4]",0.0017023068365,0.000328455028368989,1.00085719259243
"sol6[30,4]",0.001642947890375,0.000324495896923725,1.00087784136359
"sol6[31,4]",0.0015874228818125,0.000319914348861384,1.00091017156024
"sol6[32,4]",0.0015354795853125,0.000314805837614161,1.00089371923651
"sol6[33,4]",0.001486883709,0.000309255516138939,1.00088648837735
"sol6[34,4]",0.0014414081825,0.000303342712356446,1.00088474869463
"sol6[35,4]",0.001309629996375,0.000281900208523044,1.00092424645235
"sol6[1,5]",0.315521903875,0.0522579656125732,1.00054497352578
"sol6[2,5]",0.805503871625,0.100292183186416,1.00052849913185
"sol6[3,5]",1.674624504375,0.158714953496853,1.00049905451421
"sol6[4,5]",2.09294826875,0.179667400900941,1.00048535924726
"sol6[5,5]",2.191629420625,0.183739741766315,1.00048156999215
"sol6[6,5]",2.269504426875,0.186596428145567,1.00047920360536
"sol6[7,5]",2.280867411875,0.186981296611855,1.00047920806998
"sol6[8,5]",2.360954873125,0.189410896687883,1.0004743767059
"sol6[9,5]",2.43221248625,0.191046456976245,1.0004728906873
"sol6[10,5]",2.49498185375,0.191907329729843,1.00047195280852
"sol6[11,5]",2.549620614375,0.192017048035454,1.00047375550173
"sol6[12,5]",2.59649827875,0.191404486474788,1.00047412675134
"sol6[13,5]",2.635992945,0.190105821458435,1.0004752165464
"sol6[14,5]",2.66848901375,0.188164553519326,1.00047643694536
"sol6[15,5]",2.694374656875,0.185632497083971,1.00047881920629
"sol6[16,5]",2.714039581875,0.182569194849174,1.0004806144451
"sol6[17,5]",2.727873219375,0.179041630375884,1.00048536566782
"sol6[18,5]",2.736262483125,0.175123392174299,1.00049319808621
"sol6[19,5]",2.727897958125,0.159353259652406,1.00053369189301
"sol6[20,5]",2.716305794375,0.154703861832811,1.00055031525991
"sol6[21,5]",2.71166429,0.153166994860032,1.00055666136858
"sol6[22,5]",2.701289813125,0.150131300235296,1.00057020950683
"sol6[23,5]",2.683180725625,0.145717535821603,1.00059189595561
"sol6[24,5]",2.662295614375,0.14153895931809,1.00061471303718
"sol6[25,5]",2.638937348125,0.137664346303388,1.00064039239203
"sol6[26,5]",2.6133936,0.134152677211788,1.00066436984022
"sol6[27,5]",2.58593657125,0.131051295544808,1.00069715222053
"sol6[28,5]",2.556822509375,0.12839439048189,1.0007259542352
"sol6[29,5]",2.526291819375,0.126201832428269,1.00075286596395
"sol6[30,5]",2.494568945625,0.12447907606072,1.00077999407822
"sol6[31,5]",2.4618627275,0.12321741823945,1.00080458494079
"sol6[32,5]",2.428366203125,0.122395535148413,1.00082686442249
"sol6[33,5]",2.394257566875,0.121981551037588,1.00084878191949
"sol6[34,5]",2.35970025625,0.121935292199447,1.00086239220826
"sol6[35,5]",2.24308798875,0.123834504037412,1.00089726331885
"sol6[1,6]",8.84721598490127e-30,3.31838133919642e-28,1.00094103373387
"sol6[2,6]",3.87389598987303e-21,5.34582119787531e-20,1.00087698271404
"sol6[3,6]",1.87604460208375e-13,5.92852486615204e-13,1.00076693481932
"sol6[4,6]",7.63261147524375e-11,1.44974003357277e-10,1.00072209791462
"sol6[5,6]",2.7850453167775e-10,4.76340220117119e-10,1.00071554570565
"sol6[6,6]",7.55111001165625e-10,1.19199781213501e-09,1.00070940637601
"sol6[7,6]",8.7207381796875e-10,1.36079364885094e-09,1.00070783900922
"sol6[8,6]",2.384554280225e-09,3.43069778865283e-09,1.0007040106229
"sol6[9,6]",5.77864538385e-09,7.7300272024477e-09,1.0007014733541
"sol6[10,6]",1.25704778119813e-08,1.57379166994316e-08,1.00069942112147
"sol6[11,6]",2.48213101829375e-08,2.92335780101851e-08,1.00069722528217
"sol6[12,6]",4.49290399501875e-08,4.99756150306525e-08,1.0006958916011
"sol6[13,6]",7.52131389325625e-08,7.92533080427093e-08,1.00069461365491
"sol6[14,6]",1.173805647975e-07,1.17447346977424e-07,1.00068923600653
"sol6[15,6]",1.72031436599375e-07,1.6376232323813e-07,1.0006843095671
"sol6[16,6]",2.3837020486375e-07,2.16243249493726e-07,1.00067871001735
"sol6[17,6]",3.14222513113125e-07,2.72082953953603e-07,1.00067293343316
"sol6[18,6]",3.9635280127625e-07,3.2812283186555e-07,1.00066660564752
"sol6[19,6]",6.8259061263125e-07,4.9025510437085e-07,1.00063090090497
"sol6[20,6]",7.501861488375e-07,5.20696515906942e-07,1.00061887774644
"sol6[21,6]",7.70778427625e-07,5.29296708836219e-07,1.00061390381881
"sol6[22,6]",8.08941819275e-07,5.44338713446253e-07,1.00060568646455
"sol6[23,6]",8.5865698548125e-07,5.62034380721887e-07,1.00059492189313
"sol6[24,6]",8.9974368893125e-07,5.74820608404489e-07,1.00058137379053
"sol6[25,6]",9.33014707375e-07,5.8374793428974e-07,1.00057095890133
"sol6[26,6]",9.5949233085e-07,5.8977011292863e-07,1.00056295908828
"sol6[27,6]",9.80257955e-07,5.93688376027099e-07,1.00055268861527
"sol6[28,6]",9.963491593375e-07,5.96137284521936e-07,1.0005422186603
"sol6[29,6]",1.00869831964375e-06,5.97595043169115e-07,1.00053471248449
"sol6[30,6]",1.01810515969375e-06,5.98407819090405e-07,1.0005281727517
"sol6[31,6]",1.0252313360375e-06,5.98816691957319e-07,1.000522539668
"sol6[32,6]",1.03060981944375e-06,5.9898410813562e-07,1.00051772358682
"sol6[33,6]",1.03466045993125e-06,5.99015593836133e-07,1.00051329545616
"sol6[34,6]",1.0377087708125e-06,5.98977387424366e-07,1.0005090528347
"sol6[35,6]",1.04340310746875e-06,5.9874095030846e-07,1.00050262116077
"sol7[1,1]",3.7984,0,NA
"sol7[2,1]",2.32002,0,NA
"sol7[3,1]",0.755848,0,NA
"sol7[4,1]",0.274398,0,NA
"sol7[5,1]",0.179821,0,NA
"sol7[6,1]",0.109699,0,NA
"sol7[7,1]",0.0997852,0,NA
"sol7[8,1]",0.0320811,0,NA
"sol7[9,1]",-0.0251609,0,NA
"sol7[10,1]",-0.0735316,0,NA
"sol7[11,1]",-0.11438,0,NA
"sol7[12,1]",-0.148847,0,NA
"sol7[13,1]",-0.177903,0,NA
"sol7[14,1]",-0.202369,0,NA
"sol7[15,1]",-0.222943,0,NA
"sol7[16,1]",-0.240216,0,NA
"sol7[17,1]",-0.254692,0,NA
"sol7[18,1]",-0.266795,0,NA
"sol7[19,1]",-0.29539,0,NA
"sol7[20,1]",-0.300525,0,NA
"sol7[21,1]",-0.302017,0,NA
"sol7[22,1]",-0.304708,0,NA
"sol7[23,1]",-0.308086,0,NA
"sol7[24,1]",-0.310778,0,NA
"sol7[25,1]",-0.312891,0,NA
"sol7[26,1]",-0.314514,0,NA
"sol7[27,1]",-0.315722,0,NA
"sol7[28,1]",-0.316577,0,NA
"sol7[29,1]",-0.317134,0,NA
"sol7[30,1]",-0.317439,0,NA
"sol7[31,1]",-0.317531,0,NA
"sol7[32,1]",-0.317443,0,NA
"sol7[33,1]",-0.317203,0,NA
"sol7[34,1]",-0.316833,0,NA
"sol7[35,1]",-0.314909,0,NA
"sol7[1,2]",11.9369,0,NA
"sol7[2,2]",11.8298,0,NA
"sol7[3,2]",11.6164,0,NA
"sol7[4,2]",11.479,0,NA
"sol7[5,2]",11.4396,0,NA
"sol7[6,2]",11.4055,0,NA
"sol7[7,2]",11.4003,0,NA
"sol7[8,2]",11.3611,0,NA
"sol7[9,2]",11.3221,0,NA
"sol7[10,2]",11.2831,0,NA
"sol7[11,2]",11.2443,0,NA
"sol7[12,2]",11.2056,0,NA
"sol7[13,2]",11.1671,0,NA
"sol7[14,2]",11.1286,0,NA
"sol7[15,2]",11.0903,0,NA
"sol7[16,2]",11.0522,0,NA
"sol7[17,2]",11.0141,0,NA
"sol7[18,2]",10.9762,0,NA
"sol7[19,2]",10.8432,0,NA
"sol7[20,2]",10.8059,0,NA
"sol7[21,2]",10.7934,0,NA
"sol7[22,2]",10.7686,0,NA
"sol7[23,2]",10.7316,0,NA
"sol7[24,2]",10.6946,0,NA
"sol7[25,2]",10.6577,0,NA
"sol7[26,2]",10.621,0,NA
"sol7[27,2]",10.5844,0,NA
"sol7[28,2]",10.548,0,NA
"sol7[29,2]",10.5117,0,NA
"sol7[30,2]",10.4754,0,NA
"sol7[31,2]",10.4394,0,NA
"sol7[32,2]",10.4034,0,NA
"sol7[33,2]",10.3676,0,NA
"sol7[34,2]",10.3318,0,NA
"sol7[35,2]",10.2137,0,NA
"sol7[1,3]",0.0322886,0,NA
"sol7[2,3]",0.0214246,0,NA
"sol7[3,3]",0.00989195,0,NA
"sol7[4,3]",0.00631684,0,NA
"sol7[5,3]",0.00560976,0,NA
"sol7[6,3]",0.00508288,0,NA
"sol7[7,3]",0.00500876,0,NA
"sol7[8,3]",0.00449742,0,NA
"sol7[9,3]",0.00406424,0,NA
"sol7[10,3]",0.0036961,0,NA
"sol7[11,3]",0.00338232,0,NA
"sol7[12,3]",0.00311526,0,NA
"sol7[13,3]",0.00288747,0,NA
"sol7[14,3]",0.00269443,0,NA
"sol7[15,3]",0.0025297,0,NA
"sol7[16,3]",0.00238897,0,NA
"sol7[17,3]",0.00226821,0,NA
"sol7[18,3]",0.00216532,0,NA
"sol7[19,3]",0.0019066,0,NA
"sol7[20,3]",0.00185517,0,NA
"sol7[21,3]",0.00183987,0,NA
"sol7[22,3]",0.00181033,0,NA
"sol7[23,3]",0.00177071,0,NA
"sol7[24,3]",0.00173766,0,NA
"sol7[25,3]",0.00170903,0,NA
"sol7[26,3]",0.00168347,0,NA
"sol7[27,3]",0.00165982,0,NA
"sol7[28,3]",0.00164031,0,NA
"sol7[29,3]",0.00162265,0,NA
"sol7[30,3]",0.00160724,0,NA
"sol7[31,3]",0.00159279,0,NA
"sol7[32,3]",0.00157967,0,NA
"sol7[33,3]",0.00156795,0,NA
"sol7[34,3]",0.00155756,0,NA
"sol7[35,3]",0.00152706,0,NA
"sol7[1,4]",0.007184327946875,0.00242369673714578,1.00085069470661
"sol7[2,4]",0.010635115828125,0.00309990587336669,1.00085071333166
"sol7[3,4]",0.01158794625,0.00234120048836978,1.00083667107869
"sol7[4,4]",0.01052154044875,0.00155252352646203,1.0009337819019
"sol7[5,4]",0.010134025945625,0.00134672626041364,1.00082617740149
"sol7[6,4]",0.009786766105,0.00118184154961872,1.00066726837408
"sol7[7,4]",0.009732781920625,0.00115770507183869,1.00065995888497
"sol7[8,4]",0.00932595340875,0.000988096631054865,1.00052410316718
"sol7[9,4]",0.008919864731875,0.00084027541370247,1.00040322786755
"sol7[10,4]",0.0085194037625,0.000716594956615178,1.00030095744981
"sol7[11,4]",0.008128256519375,0.00061934541449505,1.00012349067805
"sol7[12,4]",0.007749127221875,0.000550199247865328,1.00007101222429
"sol7[13,4]",0.007383948170625,0.000509025306969929,0.999997427530628
"sol7[14,4]",0.007034009335,0.000492762926284147,1.0001826943926
"sol7[15,4]",0.006700126565,0.000495670847026255,1.0001785074814
"sol7[16,4]",0.006382709370625,0.000511077259418088,1.00026416370792
"sol7[17,4]",0.006081862220625,0.0005331472106904,1.00045517472166
"sol7[18,4]",0.005797439155,0.000557631221673336,1.00057986323921
"sol7[19,4]",0.004918178708125,0.000632201083498635,1.00082638625761
"sol7[20,4]",0.00470256732875,0.000646427871622254,1.00081406733844
"sol7[21,4]",0.004633719903125,0.000650420674108921,1.0007781967217
"sol7[22,4]",0.004500419029375,0.000657298083398881,1.00083715986231
"sol7[23,4]",0.0043110427525,0.000664946836130024,1.00088934002249
"sol7[24,4]",0.004133721575625,0.000669595184915868,1.00088281400908
"sol7[25,4]",0.003967777298125,0.000671491933573244,1.00088225743995
"sol7[26,4]",0.003812540371875,0.000670904524760623,1.00084510664674
"sol7[27,4]",0.003667360133125,0.000668101863834694,1.00089183503444
"sol7[28,4]",0.003531581249375,0.000663355726460554,1.0009011360395
"sol7[29,4]",0.00340461575625,0.000656909263524383,1.00085394439402
"sol7[30,4]",0.003285880841875,0.000648997440138031,1.00087620761878
"sol7[31,4]",0.00317483882375,0.000639831278692392,1.00091565726222
"sol7[32,4]",0.003070967511875,0.000629608481702214,1.00089424209071
"sol7[33,4]",0.002973777875625,0.000618507218064283,1.00088453079722
"sol7[34,4]",0.002882811283125,0.000606687255684733,1.00088418763998
"sol7[35,4]",0.00261925887625,0.000563800908815979,1.00092358997013
"sol7[1,5]",0.4536564305,0.0532266194744717,1.00053541836565
"sol7[2,5]",1.0724426556875,0.0882647918408916,1.00057090662118
