"","k_cDD","degDD","hillDD","k_inter","maxdeath","k_hillnec","p","h"
"80",0.283388,0.0468758,0.00609494,0.0357379,0.207364,4.23708,0.881164,33.8889
"81",0.266193,0.0457223,0.00536826,0.0402794,0.216667,4.23054,0.961033,33.4768
"82",0.226461,0.0484877,0.00354905,0.0449135,0.215689,3.72026,0.719394,31.2558
"83",0.174972,0.0306839,0.00310365,0.161173,0.419107,3.82623,0.745424,32.849
"84",0.174404,0.0317821,0.00328065,0.117817,5.43629,4.23012,0.805584,28.3799
"85",0.228903,0.0411706,0.00487888,0.0629145,0.341495,4.04011,0.866917,33.9864
"86",0.225161,0.0423734,0.0041337,0.0512778,2.07983,4.38839,0.773916,27.611
"87",0.189842,0.0338561,0.00355647,0.094329,0.105071,3.80916,0.803168,32.0746
"88",0.188759,0.0379171,0.00297817,0.0808592,0.144481,3.71931,0.730282,28.3703
"89",0.179637,0.0340572,0.003121,0.102634,0.261877,3.83074,0.85125,28.1815
"90",0.296249,0.0523411,0.00508578,0.0302783,1.93674,4.5289,0.743473,31.5996
"91",0.21946,0.0409104,0.00420134,0.063218,0.290943,4.02238,0.903132,31.7433
"92",0.188242,0.0379634,0.00320789,0.0780929,0.842367,3.94781,0.725888,26.8663
"93",0.208634,0.0404828,0.0036066,0.0704678,0.115777,3.78479,0.857582,34.7177
"94",0.191322,0.0355876,0.00366397,0.0959848,0.103084,3.69825,0.966289,36.1862
"95",0.189579,0.0377461,0.00306985,0.0723365,0.243624,3.89473,0.725416,23.9609
"96",0.18723,0.034831,0.00341679,0.0910569,0.290366,3.96392,0.714476,23.0372
"97",0.194327,0.0358727,0.00363257,0.0871966,3.01807,4.18683,0.916456,34.5286
"98",0.258262,0.0395875,0.00655816,0.049214,0.2981,4.45658,0.758444,25.7349
"99",0.257262,0.0414489,0.00603587,0.0496317,0.325756,4.36879,0.845564,28.8791
"100",0.201048,0.0373087,0.00396249,0.0738317,2.49098,4.2236,0.768647,30.5871
"101",0.193027,0.0389921,0.00327759,0.0772086,0.869439,3.91182,0.766842,31.0006
"102",0.212859,0.0388875,0.00435647,0.0703717,0.413015,4.03456,0.811165,30.1503
"103",0.221191,0.0367297,0.00527323,0.0652178,0.49598,4.24318,0.905119,30.9045
"104",0.230154,0.0353556,0.00607826,0.0643396,0.599554,4.38532,0.860025,30.9558
"105",0.229866,0.0360994,0.00576056,0.0630985,0.939467,4.48066,0.877932,30.1782
"106",0.213669,0.0327993,0.00536847,0.0825183,0.739435,4.40971,0.754299,27.7113
"107",0.211675,0.0328127,0.00554291,0.080347,0.553242,4.22411,0.831676,33.4913
"108",0.21336,0.0360131,0.00484702,0.0734003,0.763173,4.24288,0.849568,30.8853
"109",0.244826,0.0414391,0.0054842,0.0497613,0.294158,4.31593,0.890457,25.523
"110",0.28018,0.0549121,0.00445496,0.0317987,0.855117,4.13986,0.794821,33.334
"111",0.240436,0.0398035,0.00553916,0.0556509,0.772927,4.35961,0.849473,32.4015
"112",0.243422,0.0404426,0.0055216,0.0538132,0.494519,4.34008,0.758768,29.2877
"113",0.20634,0.0363986,0.00448967,0.0781197,0.841359,4.14012,0.865781,31.0564
"114",0.212287,0.0396003,0.0040683,0.0673101,0.568043,4.06643,0.793665,31.1667
"115",0.217087,0.0420607,0.00383747,0.0664024,0.250345,3.89784,0.759075,33.1716
"116",0.212621,0.0401819,0.00417997,0.0635272,0.128155,3.81678,0.847381,33.1296
"117",0.200863,0.0380343,0.00373553,0.0802807,0.579508,4.00193,0.917559,31.6273
"118",0.228102,0.0433701,0.00428471,0.0544382,0.381522,4.02233,0.725221,30.0116
"119",0.235985,0.0387503,0.00558719,0.0586834,1.83634,4.52733,0.900703,30.0566
"120",0.239182,0.0380397,0.00560714,0.0602395,1.96623,4.64517,0.860774,30.0273
"121",0.246505,0.0474924,0.00460648,0.0452896,0.564616,4.04091,0.775202,32.5309
"122",0.21014,0.0404562,0.00360295,0.0740562,0.259007,3.94952,0.854203,30.4696
"123",0.22544,0.0436415,0.00420447,0.0503946,1.95466,4.29333,0.76596,26.9296
"124",0.189772,0.0358152,0.00317757,0.0981083,0.833551,4.06873,0.860961,29.2798
"125",0.18621,0.0357387,0.00302432,0.0933313,0.872865,4.07002,0.922579,28.9663
"126",0.204464,0.0314866,0.00512864,0.0958268,0.324523,4.15825,0.788726,30.3465
"127",0.265835,0.0441569,0.00592347,0.0480148,1.54002,4.58502,0.871361,29.1668
"128",0.228093,0.0455623,0.00390283,0.0473639,1.15673,4.10236,0.831641,32.1823
"129",0.236394,0.0469169,0.0041275,0.0464165,1.14481,4.11403,0.848228,32.4982
"130",0.189573,0.0343752,0.003727,0.0947597,1.18023,4.13807,0.828393,28.1872
"131",0.306516,0.0577265,0.00458521,0.0261762,0.57305,4.16952,0.76132,35.6142
"132",0.308775,0.0590721,0.00447576,0.0263893,0.54101,4.12954,0.746918,36.2833
"133",0.261167,0.0480548,0.00460709,0.0428387,0.591955,4.20208,0.711033,35.4894
"134",0.265134,0.0457911,0.00554667,0.0422618,1.08141,4.35699,0.754002,33.5543
"135",0.198895,0.040122,0.0033165,0.0701273,0.586265,3.94726,0.804591,28.8733
"136",0.1986,0.0373443,0.00403359,0.0689797,2.14451,4.16829,0.742295,29.1656
"137",0.194453,0.0377129,0.00313373,0.0863933,1.20102,4.207,0.808687,25.073
"138",0.217488,0.0409406,0.00403085,0.0660911,0.423803,4.0115,0.767669,32.5421
"139",0.178725,0.0352215,0.00279602,0.110008,0.224162,3.73486,0.824697,29.3789
"140",0.204041,0.0415694,0.00323418,0.0718928,1.09265,3.97912,0.767098,32.2492
"141",0.215054,0.0416567,0.00406238,0.0602286,1.68984,4.15481,0.747473,29.6601
"142",0.205805,0.0303236,0.00554496,0.0966707,0.554052,4.28324,0.895374,31.894
"143",0.207203,0.0326332,0.00503387,0.0896445,0.755104,4.29837,0.842559,30.461
"144",0.270151,0.0502639,0.00477217,0.0380384,1.45345,4.35332,0.829862,31.7055
"145",0.248116,0.0416349,0.00585586,0.0529076,2.12549,4.45925,0.850039,31.7217
"146",0.239751,0.0342664,0.00706317,0.0641695,0.985022,4.572,0.884671,30.7582
"147",0.239592,0.0361499,0.00639564,0.0636078,1.1309,4.51622,0.900021,32.9275
"148",0.230881,0.0410009,0.00485614,0.0570576,1.71426,4.41528,0.806187,28.1755
"149",0.263366,0.0440394,0.00569281,0.0435242,0.582229,4.39639,0.782308,30.1443
"150",0.208809,0.0409586,0.00371121,0.068682,1.14019,4.04304,0.826087,32.5494
"151",0.194849,0.035778,0.00390204,0.0874339,0.410907,3.8801,0.7173,33.5526
"152",0.264543,0.0507799,0.00437572,0.0355012,0.664025,4.24096,0.930168,30.0083
"153",0.264895,0.0501978,0.00440349,0.0348777,0.571427,4.24979,0.929207,29.9258
"154",0.236061,0.0432376,0.00475732,0.0499822,0.685261,4.10595,0.714266,35.3034
"155",0.239584,0.0436464,0.00466304,0.0526417,0.643095,4.14235,0.713434,35.8032
"156",0.246933,0.050181,0.00412714,0.040623,0.91038,4.02165,0.70411,31.6415
"157",0.237443,0.0500638,0.00349966,0.0447232,1.94441,4.11189,0.70647,30.9437
"158",0.197843,0.038333,0.00341519,0.0764389,0.209438,3.87995,0.938203,30.2745
"159",0.206606,0.03697,0.00438129,0.0712916,1.62364,4.15594,0.738353,34.2848
"160",0.249238,0.0516252,0.00377121,0.0382137,0.521169,4.02714,0.715156,27.3767
"161",0.269632,0.058206,0.00346371,0.0343097,3.30293,4.15729,0.812947,34.0702
"162",0.261449,0.04879,0.00464516,0.0389986,0.318588,4.10215,0.852265,34.4679
"163",0.253156,0.0462674,0.0049325,0.0425752,0.334292,4.11605,0.82052,32.0954
"164",0.211931,0.0356062,0.00481479,0.069311,0.106148,3.96589,0.778247,31.4734
"165",0.210394,0.03294,0.00549927,0.0807257,0.0397876,3.83304,0.908535,34.0922
"166",0.211299,0.0364523,0.00460098,0.0749536,0.103775,3.94619,0.934346,30.8584
"167",0.237118,0.0478045,0.0038413,0.0444408,3.01608,4.253,0.716502,30.5335
"168",0.250441,0.0464255,0.00492477,0.0454924,0.524972,4.12741,0.788619,31.334
"169",0.236861,0.0421972,0.00483337,0.0537116,0.507884,4.17648,0.756809,32.9037
"170",0.231199,0.0455236,0.00398529,0.0503306,0.197646,3.86961,0.702616,33.2507
"171",0.220292,0.0477061,0.00314036,0.0510383,1.50165,4.06246,0.866677,29.2041
"172",0.210817,0.03957,0.00405456,0.0687593,0.588938,4.109,0.967189,29.1153
"173",0.21781,0.0421134,0.00395408,0.0620688,0.330483,3.99488,0.906749,30.1797
"174",0.209202,0.0379767,0.00433234,0.0672661,1.2735,4.16106,0.920233,33.6245
"175",0.209542,0.0370132,0.0042438,0.0797565,2.65897,4.26286,0.906379,36.5189
"176",0.209273,0.0411311,0.00388876,0.0712408,1.70163,3.97639,0.847684,37.7169
"177",0.208803,0.0408924,0.00395472,0.071786,1.77477,3.9692,0.852534,37.9504
"178",0.226408,0.038794,0.00483452,0.0692746,0.576911,4.15586,0.812695,39.1616
"179",0.222914,0.0381607,0.0052142,0.0713456,0.589861,4.06647,0.787905,38.4535
"180",0.224254,0.0426162,0.00443854,0.0589663,0.41456,3.98428,0.89284,33.0008
"181",0.218289,0.0411895,0.00420369,0.0639502,1.89679,4.20952,0.721124,30.7194
"182",0.209122,0.0402398,0.00385731,0.0675439,2.27857,4.19434,0.718333,30.0731
"183",0.209782,0.0405559,0.00388146,0.0622943,1.31115,4.06151,0.703438,33.0096
"184",0.230654,0.0406411,0.00482305,0.0569417,0.523389,4.27479,0.701167,25.8896
"185",0.189305,0.0339581,0.00361473,0.0962337,2.03405,4.156,0.847397,33.5134
"186",0.194531,0.036809,0.00360234,0.080391,1.04041,4.03374,0.813204,32.1967
"187",0.21217,0.0374918,0.00414854,0.0792839,0.388155,4.08516,0.935526,35.7519
"188",0.201575,0.0392029,0.0038575,0.0678317,0.797865,3.94992,0.862548,33.4773
"189",0.208423,0.0376948,0.00457896,0.0722858,0.741119,3.96431,0.764422,37.9892
"190",0.208988,0.0403142,0.00388764,0.0650905,0.768481,3.99055,0.802685,34.7332
"191",0.253134,0.0447933,0.0048698,0.049657,0.101463,4.03896,0.806247,34.237
"192",0.273177,0.056198,0.0042489,0.0370905,0.316322,3.89994,0.887679,35.3967
"193",0.22362,0.0427842,0.00418461,0.0538578,0.125889,3.82204,0.731424,33.0105
"194",0.222779,0.0415284,0.00437042,0.0605877,0.525949,4.01192,0.773577,35.9899
"195",0.2212,0.0320951,0.00577571,0.0783714,0.53387,4.43235,0.876851,34.4124
"196",0.214278,0.0301841,0.00577535,0.0927191,0.507163,4.48893,0.947301,28.9442
"197",0.220642,0.0267126,0.00777643,0.0775874,0.929291,4.78296,0.798655,26.1204
"198",0.199173,0.0247216,0.0060703,0.121316,1.86343,4.63159,0.838007,30.6944
"199",0.202995,0.0246573,0.00679934,0.107366,0.625632,4.52949,0.791533,27.6079
"200",0.221784,0.0453167,0.00366304,0.0542765,1.32074,4.06625,0.826886,31.6167
"201",0.241813,0.0465736,0.00446918,0.0496633,0.906472,4.05982,0.766118,36.6586
"202",0.25878,0.0451505,0.00562228,0.0448695,0.347072,4.15108,0.91922,35.2368
"203",0.261646,0.0455317,0.00544383,0.045487,0.462092,4.24792,0.935081,34.9753
"204",0.204682,0.0298569,0.0054424,0.090138,3.00236,4.67956,0.767553,27.4331
"205",0.233946,0.0417377,0.00479457,0.0608186,0.232259,4.05758,0.873328,34.4083
"206",0.245692,0.0437538,0.00533456,0.0497772,0.200321,4.0217,0.863263,33.7236
"207",0.250319,0.0447887,0.00499805,0.0460191,0.207107,4.09189,0.866019,33.1183
"208",0.233475,0.041073,0.00487602,0.0559546,0.358094,4.16137,0.777714,30.6738
"209",0.210266,0.0408748,0.00370667,0.0648633,0.831834,4.0277,0.832243,34.1676
"210",0.230729,0.0472838,0.00396479,0.0447041,0.816313,4.03416,0.902009,29.2038
"211",0.219445,0.0445423,0.00357066,0.0517299,0.259999,3.94663,0.937061,28.3185
"212",0.219904,0.0343934,0.00538036,0.0772179,0.871351,4.38649,0.941065,33.0347
"213",0.210871,0.0423282,0.00361751,0.0575695,0.561787,4.00622,0.715137,26.9861
"214",0.193673,0.037284,0.00358854,0.0863138,0.175114,3.74782,0.95396,33.8542
"215",0.221198,0.0464089,0.00342564,0.0499756,0.148451,3.72492,0.777685,33.1044
"216",0.193757,0.0324278,0.00416627,0.0943106,0.300768,4.08397,0.844679,27.8975
"217",0.198985,0.0388288,0.00343475,0.0755927,0.182201,3.79631,0.76584,31.0416
"218",0.209965,0.0390532,0.00409102,0.0663272,0.304496,3.96407,0.759438,31.0696
"219",0.220215,0.04037,0.00410664,0.0627137,1.61905,4.33794,0.849347,30.5535
"220",0.178046,0.0324126,0.00362829,0.101544,0.322512,3.82115,0.819665,29.4844
"221",0.205631,0.04274,0.00304582,0.0709211,0.540328,3.92126,0.747839,29.2488
"222",0.186224,0.0325998,0.00392217,0.105425,0.269429,3.88239,0.794913,29.2285
"223",0.196354,0.0396678,0.00297299,0.0767356,1.27247,4.04951,0.715587,29.8648
"224",0.185433,0.0349281,0.00356049,0.0865416,0.697698,4.04697,0.912932,26.0404
"225",0.196376,0.0352445,0.00384036,0.0821753,1.03868,4.25984,0.907396,26.8481
"226",0.199007,0.0360367,0.00356573,0.0886314,0.532645,4.04869,0.725057,32.9518
"227",0.188044,0.0311356,0.00438861,0.0997223,1.29923,4.19505,0.735728,28.2801
"228",0.214081,0.0475534,0.00265559,0.0508754,0.379962,3.8747,0.80531,27.8649
"229",0.26518,0.0450544,0.00583878,0.0447214,0.294199,4.16728,0.76905,35.9099
"230",0.201344,0.0350629,0.00420733,0.0728729,0.477882,4.18255,0.812918,27.0118
"231",0.18859,0.0409802,0.00285337,0.0758346,3.1359,3.89186,0.800549,33.9908
"232",0.270746,0.04218,0.00662044,0.044074,0.260891,4.40692,0.98452,30.1861
"233",0.278625,0.0443644,0.00666122,0.042704,0.308855,4.389,0.978063,29.8317
"234",0.249356,0.0446011,0.00529333,0.0460156,0.195747,4.05587,0.891923,31.0629
"235",0.244032,0.0434605,0.00487849,0.051165,0.130926,4.0582,0.908337,32.0324
"236",0.245108,0.0478232,0.0045499,0.0453486,4.87707,4.29238,0.768742,32.1806
"237",0.228818,0.0427574,0.00446673,0.054456,0.619386,4.09394,0.858838,33.6521
"238",0.237293,0.0441321,0.00465457,0.0511818,0.483068,4.04261,0.7764,36.252
"239",0.220004,0.0384256,0.004647,0.0593699,1.31913,4.4725,0.881345,25.9596
"240",0.211333,0.03963,0.00425199,0.0633898,3.18035,4.30809,0.886613,29.8062
"241",0.190941,0.0332344,0.00404618,0.0942797,0.206626,3.90321,0.776494,28.8531
"242",0.185067,0.035405,0.00310241,0.0942383,3.52952,4.22895,0.715412,28.0067
"243",0.177459,0.0340353,0.00297254,0.0995938,0.246467,3.86384,0.87255,24.8812
"244",0.194404,0.0268165,0.00549071,0.11781,0.323615,4.16375,0.760282,31.7409
"245",0.195053,0.0274261,0.00530846,0.106426,0.300224,4.20947,0.75775,30.6596
"246",0.205267,0.0284117,0.0058876,0.0962543,0.190406,4.21858,0.882013,31.5718
"247",0.212213,0.0274834,0.0067055,0.0989368,0.191362,4.2834,0.820816,31.0118
"248",0.210975,0.0404374,0.00401055,0.0676177,0.258319,3.89814,0.84266,31.1779
"249",0.204725,0.0414475,0.0034406,0.0672653,1.69346,4.08265,0.775283,29.4422
"250",0.20944,0.0445558,0.00284284,0.0586929,1.12685,4.12876,0.78974,25.8802
"251",0.205012,0.0452562,0.00277954,0.0576326,1.51711,4.03604,0.788977,26.823
"252",0.217015,0.0352856,0.00511021,0.0702434,0.869891,4.38169,0.852925,29.3015
"253",0.230619,0.0435985,0.00420955,0.0550754,0.492131,4.09114,0.800411,32.0495
"254",0.302042,0.0579631,0.00468375,0.0267798,0.380534,4.06431,0.806761,33.7452
"255",0.306106,0.0590943,0.00472015,0.0257194,0.403455,4.04206,0.804433,33.4925
"256",0.231371,0.0428766,0.00431493,0.0554419,0.924856,4.19448,0.765486,33.1438
"257",0.218785,0.0432232,0.00405208,0.0573396,0.198377,3.85501,0.926013,29.9829
"258",0.200384,0.0392761,0.00359888,0.0710374,1.29825,4.03103,0.713848,30.9168
"259",0.201239,0.0355711,0.00411765,0.080581,0.570174,4.08798,0.705884,29.8367
"260",0.207686,0.0354492,0.00476022,0.0748781,2.09024,4.26806,0.714625,32.138
"261",0.247504,0.0471874,0.00431698,0.0459597,1.06278,4.21998,0.744587,31.8324
"262",0.215925,0.0362493,0.00528903,0.0720591,0.392207,4.09479,0.807063,30.8002
"263",0.234709,0.0399384,0.00561195,0.0587477,0.846993,4.26608,0.776456,29.9824
"264",0.237066,0.0389761,0.00567334,0.0540523,0.814965,4.37131,0.776106,29.7745
"265",0.243328,0.0358908,0.00685154,0.0555744,0.786257,4.51145,0.770609,30.0827
"266",0.23033,0.0416023,0.00479146,0.0593241,0.897287,4.23388,0.947639,31.2886
"267",0.202508,0.0347026,0.00425541,0.0821531,1.01504,4.17111,0.752635,35.3695
"268",0.227481,0.0362855,0.00534629,0.0659845,1.70842,4.62162,0.726411,26.9229
"269",0.228103,0.0321729,0.00658452,0.0646497,2.65424,4.87636,0.763369,26.0786
"270",0.202301,0.0256936,0.00592408,0.126433,0.79818,4.58051,0.862672,26.9605
"271",0.201388,0.0243114,0.00641768,0.114704,0.687088,4.61449,0.856189,26.8098
"272",0.198689,0.0349045,0.0040721,0.0833052,1.91706,4.22996,0.790303,32.5209
"273",0.197782,0.0350525,0.00396162,0.083486,2.06866,4.22922,0.787382,32.7031
"274",0.228326,0.0335671,0.00629014,0.0680874,0.325205,4.43407,0.893964,27.0288
"275",0.243199,0.0419745,0.0052368,0.0529109,1.19947,4.36457,0.818345,32.4106
"276",0.240442,0.0429877,0.00533362,0.0534241,2.05384,4.26854,0.851463,34.6097
"277",0.206457,0.0404484,0.00392851,0.060156,1.83098,4.16116,0.761698,27.5805
"278",0.191757,0.0351481,0.00380908,0.0849276,0.520627,3.96888,0.835867,31.7921
"279",0.246736,0.0491272,0.00393843,0.0376377,0.756102,4.16562,0.837866,29.1918
"280",0.260592,0.050907,0.00416932,0.0350303,0.790108,4.10481,0.722557,35.7065
"281",0.259789,0.0505101,0.00429239,0.0435089,0.53501,4.09595,0.721341,33.3387
"282",0.248581,0.0422236,0.00542086,0.0434008,0.837407,4.38887,0.712794,29.0422
"283",0.239879,0.0465881,0.0043314,0.0536566,1.29269,4.15548,0.804181,32.3143
"284",0.178909,0.0288164,0.00433651,0.10165,0.712586,4.14218,0.797456,26.6179
"285",0.220876,0.0404231,0.00470964,0.0642139,2.22137,4.31432,0.719926,27.2379
"286",0.265827,0.0535603,0.00454876,0.0345605,0.132427,3.763,0.935966,38.4321
"287",0.292154,0.0539715,0.00514664,0.0333921,0.161115,4.03371,0.89718,34.3452
"288",0.288806,0.0486527,0.00576399,0.0370902,0.235205,4.27666,0.902535,34.1423
"289",0.201567,0.0370828,0.00409619,0.0728857,1.39967,4.23177,0.772705,26.6202
"290",0.174275,0.0309037,0.00325592,0.12954,1.95559,4.12225,0.885782,29.1676
"291",0.206966,0.0368626,0.00428361,0.0820873,0.13626,3.88738,0.96072,33.8918
"292",0.196165,0.0388995,0.0035513,0.0687517,1.79801,4.08098,0.704521,28.3864
"293",0.209649,0.0380159,0.00438097,0.0707049,1.21374,4.27033,0.980331,27.7961
"294",0.251557,0.0368155,0.00699675,0.0552816,1.78756,4.65322,0.725242,31.245
"295",0.235315,0.0358404,0.00631219,0.0606547,0.74675,4.44211,0.724032,29.5773
"296",0.238856,0.0367268,0.00594427,0.0596165,1.1315,4.57034,0.723376,29.6869
"297",0.225655,0.0406898,0.00494657,0.0604373,1.32767,4.27315,0.967112,29.623
"298",0.215864,0.0386912,0.00423071,0.0672202,2.11149,4.39472,0.9676,30.8161
"299",0.201069,0.0350206,0.00399926,0.0848477,0.366824,4.08303,0.710175,29.4109
"300",0.200947,0.0417981,0.00330137,0.0638606,2.30674,4.03864,0.708553,29.8907
"301",0.229517,0.0439099,0.00403487,0.0612239,0.589431,4.1534,0.886082,29.276
"302",0.260064,0.0417871,0.00560064,0.0463028,1.0852,4.60774,0.731329,31.0525
"303",0.257361,0.0552984,0.00317498,0.0418093,0.83226,4.02321,0.931052,37.3057
"304",0.244946,0.0380695,0.00571,0.0554488,0.244364,4.39155,0.723574,29.221
"305",0.234057,0.0360396,0.00562799,0.0597428,0.543471,4.47475,0.712498,29.5801
