"","k_cDD","degDD","hillDD","k_inter","maxdeath","k_hillnec","p","h"
"2465",0.195186,0.0214109,0.0067811,0.14248,0.422876,4.42264,0.749335,29.9813
"2466",0.227384,0.0299768,0.00726911,0.0752618,3.25092,4.94072,0.862486,26.7373
"2467",0.202954,0.0159336,0.00968042,0.168048,0.701729,4.75408,0.831586,27.7888
"2468",0.202543,0.0165184,0.00922659,0.175476,0.50852,4.62947,0.809535,29.8898
"2469",0.201017,0.0284424,0.00576334,0.0951028,0.666635,4.34931,0.732261,28.5022
"2470",0.247757,0.0476571,0.00444406,0.0438088,3.22608,4.37646,0.900519,30.962
"2471",0.225736,0.0450396,0.00371324,0.0523677,3.35251,4.43158,0.927488,26.7574
"2472",0.209197,0.0377752,0.00460225,0.0691382,0.102132,3.75453,0.720945,34.6981
"2473",0.193003,0.0351701,0.00396736,0.088435,0.40983,3.8574,0.701902,34.2233
"2474",0.198307,0.0407889,0.00303862,0.0740533,0.975052,3.93275,0.700938,31.7317
"2475",0.205211,0.0322119,0.00536277,0.0815625,0.324165,4.14199,0.761248,29.0831
"2476",0.23172,0.0470526,0.00419895,0.0484597,1.94793,4.07554,0.848803,32.1571
"2477",0.217849,0.0291596,0.00653731,0.0857624,2.4502,4.75585,0.864121,30.1338
"2478",0.192197,0.0275968,0.00537821,0.0901961,0.648455,4.38057,0.721756,25.3066
"2479",0.192883,0.0398185,0.00228051,0.112814,1.13298,4.0216,0.892296,31.0394
"2480",0.187274,0.0354562,0.00340019,0.105351,1.067,3.99483,0.858913,29.8171
"2481",0.193323,0.0363513,0.00399936,0.0810015,0.505417,3.91239,0.950628,31.1104
"2482",0.20377,0.0380609,0.0039703,0.0777576,0.995204,4.10015,0.941871,30.7471
"2483",0.204384,0.0386309,0.00368677,0.0795875,1.5201,4.19116,0.983349,30.8408
"2484",0.214876,0.0347923,0.00508187,0.0715218,0.566887,4.27506,0.701939,29.4863
"2485",0.221634,0.048887,0.00284084,0.0499528,3.16503,4.07784,0.706936,31.8992
"2486",0.298221,0.0452163,0.00792219,0.0388505,0.0846178,4.14513,0.955685,34.9772
"2487",0.242613,0.0438277,0.00532573,0.0548723,0.268523,3.99765,0.878266,34.4567
"2488",0.195805,0.0393718,0.00355254,0.0660034,0.20587,3.75169,0.79688,29.6047
"2489",0.175297,0.03271,0.00305769,0.132998,1.29783,4.06297,0.83399,24.952
"2490",0.172039,0.0317514,0.00319904,0.12585,1.28063,4.0678,0.829778,24.729
"2491",0.221617,0.0392358,0.00462086,0.0639091,1.98003,4.45915,0.724105,25.7794
"2492",0.233045,0.0377342,0.00557036,0.0589559,0.978835,4.51028,0.904838,27.601
"2493",0.262616,0.0490264,0.00473293,0.0387542,4.27818,4.55514,0.861176,29.2747
"2494",0.282499,0.0515561,0.00510871,0.0353134,2.39036,4.46267,0.96771,32.2558
"2495",0.247869,0.0415035,0.00555326,0.0508827,0.379497,4.28325,0.743903,29.9516
"2496",0.244537,0.046047,0.00458704,0.046658,1.3861,4.21357,0.749755,32.9171
"2497",0.269766,0.0439735,0.00572203,0.0420036,1.63159,4.70397,0.720523,27.6438
"2498",0.303238,0.0468799,0.00711026,0.0335583,0.523746,4.50692,0.738668,27.7718
"2499",0.213699,0.0414424,0.00388621,0.0703674,1.00377,4.03151,0.910115,34.947
"2500",0.21772,0.0409632,0.0043986,0.0649461,1.36545,4.1061,0.782572,32.6944
"2501",0.248595,0.0440551,0.00507142,0.0459755,0.656413,4.29347,0.805222,29.6437
"2502",0.212653,0.0298883,0.00612444,0.0867409,1.76444,4.62189,0.839501,28.9212
"2503",0.214924,0.0312436,0.00586426,0.0806511,1.39947,4.59161,0.842189,28.7183
"2504",0.198976,0.0330255,0.00443622,0.0894528,0.649167,4.21819,0.742308,27.3485
"2505",0.210713,0.0439345,0.00334668,0.0560745,0.107397,3.67664,0.831316,32.724
"2506",0.217573,0.0420307,0.00410568,0.0595248,0.20063,3.83089,0.702245,33.0735
"2507",0.228173,0.0510695,0.0030455,0.0393914,0.13774,3.62346,0.707401,31.0431
"2508",0.28037,0.044093,0.00685091,0.0437775,0.801099,4.38255,0.704244,37.7073
"2509",0.273689,0.0414319,0.00705906,0.0437924,2.24898,4.67714,0.704473,31.5517
"2510",0.182677,0.0258512,0.00430261,0.149324,0.646391,4.36891,0.957088,26.4896
"2511",0.255464,0.0425606,0.00576964,0.0520818,0.77508,4.31117,0.716066,35.8347
"2512",0.267668,0.047811,0.00526435,0.0375042,0.418603,4.25396,0.800468,27.9923
"2513",0.222826,0.0365005,0.00533249,0.0712715,2.85968,4.46508,0.841528,32.4507
"2514",0.211309,0.0403038,0.0038682,0.0620056,0.364154,4.04289,0.803653,27.8177
"2515",0.206413,0.0402302,0.00396115,0.0664146,0.125467,3.73085,0.859858,33.6991
"2516",0.246845,0.0475937,0.00396271,0.0453639,0.334265,4.13447,0.841696,30.891
"2517",0.266002,0.0568954,0.00433541,0.0308676,1.00055,3.89109,0.896068,31.7219
"2518",0.274605,0.0541932,0.00393657,0.0357646,0.651811,4.19266,0.759643,32.2429
"2519",0.171644,0.0288676,0.00346889,0.140082,1.02883,4.05993,0.870909,29.324
"2520",0.208216,0.0378015,0.00451508,0.068571,3.95476,4.28968,0.715772,30.4999
"2521",0.215973,0.037554,0.00432307,0.0700335,3.59612,4.48601,0.709661,30.8209
"2522",0.206537,0.0360372,0.00437754,0.0767465,0.536161,4.13314,0.768815,29.7442
"2523",0.218471,0.0394999,0.00458149,0.0613213,0.812236,4.1605,0.736277,29.9632
"2524",0.23373,0.0350435,0.00635365,0.0675858,1.95747,4.63951,0.800649,28.5663
"2525",0.24702,0.0368994,0.00675754,0.0562492,0.507502,4.47293,0.772089,28.5707
"2526",0.215999,0.0398031,0.00441611,0.0611198,1.97773,4.31588,0.919741,29.1347
"2527",0.196717,0.0334669,0.00445178,0.0816356,1.10585,4.2363,0.833526,28.9956
"2528",0.193994,0.0320371,0.0042854,0.104673,1.11728,4.27801,0.827855,27.178
"2529",0.209641,0.0271761,0.00646916,0.105823,0.384395,4.39201,0.882029,30.4857
"2530",0.201256,0.0327904,0.00462147,0.0795112,0.261658,4.16813,0.92374,28.3786
"2531",0.225582,0.0403904,0.00484367,0.0659158,1.94618,4.28596,0.768501,31.0664
"2532",0.230553,0.0432574,0.0042626,0.0466591,1.8099,4.37402,0.82354,28.5117
"2533",0.218299,0.0432499,0.00375201,0.0660134,1.03853,4.06526,0.795736,31.6985
"2534",0.204682,0.0344397,0.00470044,0.0774131,0.352593,4.09503,0.909522,32.2622
"2535",0.217612,0.0328105,0.00526175,0.0755302,1.98968,4.69864,0.744874,27.9758
"2536",0.194199,0.0371302,0.00346981,0.0901063,1.82685,4.11589,0.917304,30.792
"2537",0.208972,0.0400481,0.00400494,0.0613693,0.595217,4.03363,0.708961,27.8558
"2538",0.211366,0.0360677,0.00470387,0.0744464,0.368382,4.07669,0.743943,32.852
"2539",0.22494,0.0424352,0.00412665,0.0548764,0.359765,4.07676,0.735621,28.6204
"2540",0.213963,0.0322583,0.00547271,0.080395,1.26863,4.48916,0.923227,32.0294
"2541",0.2349,0.0356796,0.00619572,0.0646066,1.03931,4.50399,0.905735,32.2317
"2542",0.240165,0.0445394,0.00461484,0.0473257,0.946684,4.31525,0.825745,27.4871
"2543",0.223091,0.0393324,0.00482179,0.0622111,1.41337,4.26214,0.748996,32.1767
"2544",0.272752,0.0527756,0.00447228,0.0329608,0.496734,4.11912,0.890502,32.4732
"2545",0.280733,0.0532841,0.0046177,0.0329759,0.381109,4.09774,0.838432,36.0147
"2546",0.284509,0.0565987,0.00443108,0.0292485,2.01834,4.13883,0.797205,36.5426
"2547",0.217111,0.0332664,0.0057367,0.0786832,0.798049,4.45926,0.869843,26.2027
"2548",0.269603,0.0525423,0.00437181,0.0397793,0.48788,4.07082,0.788065,36.2182
"2549",0.226512,0.0439331,0.0042603,0.0584367,0.291857,3.92945,0.82076,31.183
"2550",0.224694,0.0432908,0.00418373,0.0579219,0.277743,3.94473,0.816624,31.2269
"2551",0.245752,0.0488355,0.00408503,0.0439104,0.140651,3.88047,0.873671,32.1225
"2552",0.23241,0.0382218,0.0054849,0.0640761,4.48615,4.52171,0.774075,34.2203
"2553",0.231042,0.0375853,0.00531264,0.0594679,3.83129,4.57124,0.769547,33.8398
"2554",0.265097,0.046972,0.00503911,0.044767,1.60539,4.47121,0.794683,31.569
"2555",0.232631,0.0451237,0.004571,0.0472256,0.774045,4.02747,0.822852,32.2612
"2556",0.241626,0.0406853,0.00539128,0.0571595,0.0443733,3.924,0.920135,36.0095
"2557",0.236358,0.0450052,0.00444916,0.0532174,0.0733299,3.80766,0.94316,35.5545
"2558",0.233304,0.0478889,0.00370571,0.0413012,0.565899,4.03053,0.744593,27.4844
"2559",0.253448,0.0556046,0.00351824,0.0374518,0.604807,3.85622,0.863271,34.6844
"2560",0.291985,0.0557793,0.00453376,0.0306949,0.193216,4.01334,0.724954,33.7565
"2561",0.301065,0.0581994,0.00405485,0.0237142,0.117941,3.94356,0.709343,33.8391
"2562",0.269681,0.0495153,0.00467653,0.0350823,0.421461,4.2321,0.705161,29.2681
"2563",0.241884,0.0505482,0.00343726,0.0384979,0.862538,4.1018,0.714232,27.8088
"2564",0.232798,0.0340346,0.0064179,0.0719074,1.55355,4.54469,0.948578,35.1026
"2565",0.209298,0.0309052,0.00578728,0.0778691,2.23817,4.68797,0.756119,24.9776
"2566",0.194088,0.0218561,0.00686846,0.146232,0.513707,4.36814,0.883646,31.4913
"2567",0.214144,0.0397081,0.00450259,0.0637528,0.505077,4.03164,0.745015,28.3431
"2568",0.260642,0.0477106,0.00550318,0.0410231,2.03714,4.26639,0.842283,32.8414
"2569",0.195853,0.0340724,0.00478781,0.0804211,0.577466,4.00975,0.7861,28.5489
"2570",0.18925,0.0316755,0.00513123,0.0796086,0.614603,3.97121,0.73376,30.2909
"2571",0.228813,0.0451935,0.00344527,0.0608122,0.250196,4.03574,0.907771,30.935
"2572",0.21825,0.0451568,0.00374152,0.0547126,1.91558,3.9781,0.738339,34.6161
"2573",0.243217,0.0445342,0.00504444,0.0515322,1.89478,4.29201,0.86385,32.1461
"2574",0.247117,0.0428232,0.00506089,0.0483256,0.44788,4.29563,0.728264,28.952
"2575",0.25726,0.0456615,0.00516807,0.0424357,0.300154,4.19393,0.745479,28.3724
"2576",0.282487,0.0526886,0.00475103,0.0337128,2.45752,4.32498,0.704722,36.7298
"2577",0.285832,0.0474082,0.00616661,0.0415598,1.45321,4.4209,0.707828,37.4059
"2578",0.29053,0.0499087,0.00573896,0.0374971,1.58117,4.42161,0.721655,35.8539
"2579",0.251349,0.0481223,0.00437997,0.0376312,2.11038,4.30509,0.727227,31.2227
"2580",0.269586,0.0508969,0.004851,0.034511,0.462218,4.03579,0.750587,36.7129
"2581",0.294583,0.0550584,0.00485982,0.0300162,0.513414,4.17893,0.7353,31.6931
"2582",0.294258,0.0556202,0.00426038,0.0265835,0.515485,4.22569,0.727318,31.4791
"2583",0.2809,0.0517121,0.00441252,0.0298135,0.46884,4.35004,0.745355,26.3185
"2584",0.2033,0.0335407,0.00465923,0.0903616,1.3214,4.20493,0.871499,36.1061
"2585",0.199421,0.0342115,0.00437617,0.0864375,0.341046,4.04905,0.855757,29.9343
"2586",0.18943,0.0273829,0.00487301,0.119304,0.172443,4.09657,0.956489,29.884
"2587",0.223867,0.0454384,0.00366216,0.0504307,3.2844,4.24062,0.715859,29.6276
"2588",0.184805,0.0368322,0.00282485,0.0929346,0.585902,3.92151,0.901212,30.1512
"2589",0.189596,0.0382515,0.00260554,0.101546,0.499868,3.9301,0.896571,29.8117
"2590",0.198407,0.0442319,0.00294528,0.0597827,0.475119,3.75813,0.922514,28.8858
"2591",0.196669,0.0372302,0.00367398,0.0810315,5.71434,4.30293,0.764354,29.6778
"2592",0.281006,0.0448507,0.00630901,0.0379177,0.160077,4.33081,0.898523,29.0929
"2593",0.257783,0.0469697,0.00536045,0.0428874,0.72748,4.17928,0.894936,32.2536
"2594",0.224444,0.0396566,0.00435036,0.0673788,0.481403,4.22098,0.773669,30.2717
"2595",0.22481,0.0415548,0.00449663,0.0572502,0.45746,4.05309,0.743278,32.0162
"2596",0.222048,0.0407562,0.00451308,0.06308,0.462886,4.03521,0.756058,32.6125
"2597",0.204929,0.0385558,0.00379917,0.0695869,3.04358,4.40107,0.913568,27.2346
"2598",0.204344,0.0377317,0.00422746,0.069162,2.99757,4.35161,0.920534,27.8299
"2599",0.197897,0.036887,0.00379401,0.079931,1.34886,4.14884,0.91087,30.3294
"2600",0.211972,0.0311671,0.00568552,0.0898151,1.20978,4.41522,0.711017,31.5912
"2601",0.206448,0.0258792,0.00651941,0.110598,1.36865,4.57666,0.721942,30.3658
"2602",0.200366,0.023035,0.00681845,0.115922,1.16705,4.6924,0.941856,29.5444
"2603",0.20537,0.0245737,0.00730103,0.108809,1.3978,4.61127,0.911313,29.5078
"2604",0.212476,0.0221921,0.00882646,0.101307,0.889726,4.75709,0.903571,27.1366
"2605",0.209839,0.0239628,0.0082281,0.0951416,1.33123,4.70697,0.920737,27.9845
"2606",0.192757,0.0168738,0.0084816,0.195547,2.73233,4.65407,0.770082,31.3933
"2607",0.204163,0.026745,0.00609512,0.106817,0.231949,4.29851,0.802838,29.2918
"2608",0.22181,0.033416,0.00575245,0.0753561,3.32866,4.62674,0.865936,32.4451
"2609",0.235714,0.0505541,0.00359378,0.039672,0.230539,3.78609,0.781984,29.1641
"2610",0.179945,0.0278282,0.00405659,0.132021,1.99772,4.29345,0.794089,30.186
"2611",0.25712,0.0436533,0.005512,0.0448641,1.8286,4.63405,0.831444,26.4985
"2612",0.21186,0.0300854,0.00628937,0.0832238,0.999474,4.46574,0.783899,28.9371
"2613",0.300112,0.0590464,0.00405167,0.0290269,1.00159,4.26981,0.820041,32.6911
"2614",0.266558,0.0521126,0.00433608,0.035146,2.00032,4.32527,0.781054,29.6439
"2615",0.280447,0.0566495,0.00406876,0.0314047,1.20211,4.15857,0.970608,34.8679
"2616",0.286595,0.0583822,0.00400442,0.0315833,2.65363,4.23263,0.76131,34.2347
"2617",0.290558,0.0577645,0.00399734,0.0253674,3.13263,4.28035,0.760326,34.7469
"2618",0.247584,0.0466876,0.00448651,0.042524,0.172044,3.99018,0.866745,33.4294
"2619",0.270853,0.0486809,0.00506462,0.0417057,0.544448,4.24479,0.785656,34.066
"2620",0.228604,0.0404179,0.00496658,0.0623501,0.238703,4.05644,0.862523,31.1412
"2621",0.225391,0.0390818,0.00486578,0.0588708,0.239585,4.10686,0.813372,31.0117
"2622",0.238675,0.0407995,0.0054039,0.0560708,0.178177,4.10302,0.910371,30.849
"2623",0.257612,0.0444642,0.00571348,0.0501379,0.209313,4.1072,0.945884,35.3364
"2624",0.253907,0.0475841,0.00466974,0.0411543,0.0547832,3.82563,0.891984,37.761
"2625",0.227998,0.0405652,0.00474317,0.0627079,0.0767778,3.89317,0.955394,34.8695
"2626",0.231772,0.0421189,0.00483528,0.0550364,0.109528,3.89865,0.905208,34.9515
"2627",0.244078,0.0467442,0.00444026,0.0445592,0.150715,3.88736,0.734293,33.738
"2628",0.211979,0.0430202,0.00352742,0.0601922,0.490642,3.96624,0.921785,29.9305
"2629",0.192315,0.0357241,0.0036389,0.0817393,1.24296,4.16231,0.718857,26.8129
"2630",0.205456,0.036078,0.00405216,0.0845064,1.05352,4.27084,0.779714,28.4445
"2631",0.204884,0.0359753,0.00396927,0.0817608,1.03706,4.29338,0.783303,28.4442
"2632",0.202352,0.03695,0.00406307,0.0727749,0.920779,4.14801,0.765181,28.7343
"2633",0.208277,0.0391139,0.00398424,0.0718144,1.72265,4.20438,0.834614,30.2749
"2634",0.22866,0.0433493,0.00446612,0.052771,2.0924,4.27142,0.885507,30.7073
"2635",0.222888,0.040985,0.00436871,0.0571827,1.26313,4.23612,0.732737,30.6943
"2636",0.227342,0.0425758,0.00416459,0.0542337,1.16123,4.24235,0.737664,30.911
"2637",0.250392,0.0525494,0.00394456,0.04293,0.896574,3.93508,0.949947,37.9985
"2638",0.220202,0.045989,0.003231,0.0425229,1.39952,4.18595,0.7101,25.967
"2639",0.244373,0.0470293,0.00420741,0.0419203,0.210915,3.947,0.764022,36.6986
"2640",0.228637,0.0465771,0.00351612,0.0467603,1.58159,4.10516,0.718035,33.7442
"2641",0.249688,0.0484219,0.00438171,0.0488594,0.549828,4.08367,0.819288,32.511
"2642",0.248998,0.0434674,0.00508738,0.0537213,1.40993,4.45417,0.828329,30.1416
"2643",0.241495,0.0426141,0.00486918,0.0470921,0.944925,4.37468,0.809652,29.8371
"2644",0.257577,0.0465293,0.00507696,0.0420062,1.70293,4.42029,0.861491,29.9909
"2645",0.248736,0.0500939,0.00419839,0.0422337,2.11904,4.11994,0.807875,35.4287
"2646",0.224985,0.0358627,0.00561805,0.0667887,0.321454,4.24905,0.783709,28.7346
"2647",0.22354,0.0371457,0.00515352,0.0603437,0.200602,4.1399,0.754986,28.6279
"2648",0.235649,0.037389,0.00585554,0.0557092,0.186684,4.22591,0.778613,28.9437
"2649",0.237144,0.0405789,0.00564588,0.0560333,1.81176,4.49671,0.88465,26.4127
"2650",0.240116,0.0418454,0.00549111,0.0508949,0.934619,4.39733,0.838097,25.2487
"2651",0.233604,0.0391758,0.00591681,0.0635674,0.68305,4.21283,0.979897,32.5506
"2652",0.213705,0.0321486,0.00511321,0.0884202,1.23139,4.53985,0.866627,30.2727
"2653",0.202515,0.0437076,0.00309139,0.0646419,0.485333,3.7954,0.862666,31.0661
"2654",0.213112,0.0422812,0.00362397,0.0686459,0.553361,3.95928,0.795691,32.2619
"2655",0.215304,0.0375351,0.00469525,0.0686794,1.92546,4.35022,0.851121,30.523
"2656",0.266267,0.046821,0.0049962,0.040129,0.403287,4.30321,0.778092,31.1405
"2657",0.207025,0.0321194,0.00515349,0.0898618,0.159038,4.04237,0.796371,34.4773
"2658",0.262915,0.0504525,0.00449339,0.0359824,0.933766,4.25039,0.818847,29.0472
"2659",0.265194,0.0446683,0.0058201,0.0461165,0.809458,4.40732,0.830453,31.1809
"2660",0.266299,0.0499573,0.00468847,0.0353357,0.833112,4.2653,0.706794,28.5077
"2661",0.218864,0.0388407,0.00485305,0.062633,2.63563,4.28964,0.718098,31.9132
"2662",0.213615,0.036128,0.00506842,0.0721928,3.33407,4.38182,0.748951,31.0993
"2663",0.228661,0.0330836,0.00635276,0.0683221,0.888239,4.53445,0.704818,29.7804
"2664",0.247318,0.0444193,0.00476953,0.0473411,0.561825,4.31355,0.898752,29.0031
"2665",0.238829,0.0465711,0.00453682,0.0468339,0.4323,3.99875,0.842825,30.282
"2666",0.243487,0.0497795,0.00402724,0.0414583,0.952671,3.99791,0.741335,33.5773
"2667",0.249563,0.0460714,0.00521549,0.0471228,1.02554,4.15463,0.733018,31.9975
"2668",0.268451,0.0513393,0.00483106,0.0390749,0.852484,4.15236,0.73709,31.8652
"2669",0.271897,0.0497337,0.00489865,0.0374238,0.78404,4.24809,0.706753,33.7433
"2670",0.26873,0.0507363,0.00465434,0.0368832,0.322752,4.09536,0.754792,31.6214
"2671",0.239482,0.0435419,0.00490022,0.0507063,0.423465,4.07902,0.762553,34.273
"2672",0.214691,0.0337574,0.0058081,0.0729149,1.12588,4.3406,0.754988,29.0965
"2673",0.215532,0.031673,0.00588582,0.0776889,0.626835,4.4353,0.765219,28.0569
"2674",0.233335,0.0372861,0.00556014,0.0578728,0.113899,4.20842,0.873748,26.1653
"2675",0.197323,0.0347133,0.00398998,0.0841689,0.439907,4.06768,0.744282,29.177
"2676",0.173585,0.0301917,0.00332292,0.127195,0.413344,3.91632,0.825721,30.0851
"2677",0.244603,0.0476169,0.00441211,0.039405,0.420062,4.01162,0.810947,31.3584
"2678",0.236066,0.0445928,0.00419421,0.0548441,1.22039,4.34055,0.916434,28.8379
"2679",0.235861,0.0445858,0.00474301,0.0558013,0.507325,3.99067,0.783229,34.8763
"2680",0.212452,0.0388329,0.00408124,0.0726024,1.95055,4.33135,0.848478,29.2243
"2681",0.208976,0.0415315,0.00377762,0.0555535,1.50578,4.21448,0.808728,25.4219
"2682",0.215069,0.033946,0.00554629,0.07516,0.317141,4.13405,0.827647,34.4907
"2683",0.228985,0.0489549,0.00329082,0.0485037,2.39851,4.18535,0.874322,29.0783
"2684",0.197865,0.0248874,0.00634819,0.116525,0.263569,4.24331,0.784266,31.2983
"2685",0.21094,0.0224399,0.0083893,0.117843,0.16769,4.35554,0.910024,31.1953
"2686",0.197652,0.0188303,0.0082369,0.159565,0.114266,4.2687,0.931821,29.815
"2687",0.192301,0.0270778,0.00513507,0.105641,5.97606,4.73383,0.736454,27.9715
"2688",0.200972,0.0358765,0.0041747,0.0839725,0.0562709,3.71967,0.894683,33.2631
"2689",0.18502,0.0317256,0.00386204,0.0976293,0.0913673,3.81879,0.900971,29.6272
"2690",0.208278,0.0452058,0.00299068,0.0566382,0.909542,3.94729,0.733197,27.8898
"2691",0.227419,0.0417038,0.00455577,0.053776,0.430143,4.06644,0.709201,32.249
"2692",0.230723,0.0416071,0.00474522,0.058856,1.59552,4.31665,0.893976,31.5183
"2693",0.211255,0.036574,0.00456988,0.075814,1.67739,4.29141,0.755588,30.8467
"2694",0.281848,0.0543623,0.00472925,0.0337613,0.16191,3.94445,0.898297,35.4756
"2695",0.232861,0.0335752,0.00670184,0.0657133,2.00943,4.67785,0.768676,29.3338
"2696",0.267026,0.0501292,0.00463156,0.0371877,1.22041,4.38042,0.830132,28.0084
"2697",0.254245,0.0421319,0.00587825,0.0501912,1.87639,4.52655,0.811313,30.9576
"2698",0.234608,0.041641,0.00497866,0.0521933,1.16801,4.3777,0.878901,28.412
"2699",0.251798,0.0451354,0.00516058,0.045641,1.51434,4.3402,0.81125,32.239
"2700",0.246155,0.043245,0.00499972,0.0484266,0.326111,4.23533,0.732299,27.7483
"2701",0.261321,0.0421034,0.00592272,0.045789,0.198517,4.28446,0.706829,28.9331
"2702",0.208135,0.0330148,0.00533494,0.0830457,1.47874,4.39322,0.975878,30.0315
"2703",0.227052,0.0330245,0.00638424,0.066269,1.92285,4.72658,0.77669,27.15
"2704",0.205819,0.0399718,0.00400434,0.0580165,0.588699,3.96185,0.727924,29.4927
"2705",0.288888,0.0517452,0.00601288,0.0365805,1.51552,4.2217,0.857842,37.2603
"2706",0.250678,0.0530334,0.00410019,0.0354367,2.97808,4.06078,0.741987,31.7105
"2707",0.275247,0.0461997,0.00551141,0.0387384,0.478735,4.38238,0.766931,33.2639
"2708",0.280893,0.0501167,0.00484938,0.0336769,1.08336,4.46221,0.758517,30.3129
"2709",0.205052,0.0355183,0.00451746,0.0808858,1.10885,4.21027,0.903913,31.1248
"2710",0.213861,0.0406701,0.00412158,0.061996,1.09103,4.12524,0.833887,31.0899
"2711",0.210446,0.0341378,0.00505821,0.0767901,0.307085,4.10124,0.735242,32.8975
"2712",0.213305,0.0361389,0.00469898,0.0699502,0.693948,4.23957,0.70616,30.3026
"2713",0.214382,0.0364772,0.00470766,0.0705948,0.732817,4.23249,0.706391,30.3492
"2714",0.224671,0.038805,0.00486722,0.0639811,1.62472,4.55224,0.82446,24.3866
"2715",0.209627,0.0343407,0.00475346,0.0753709,1.29556,4.42441,0.75995,28.2155
"2716",0.225133,0.0368708,0.00524672,0.0679376,1.36606,4.42721,0.723125,30.0068
"2717",0.218808,0.0396751,0.00433043,0.0601321,1.01768,4.30725,0.965015,29.0049
"2718",0.192672,0.035681,0.00343718,0.0885523,0.491871,3.97963,0.713147,31.3676
"2719",0.176028,0.0322146,0.00328238,0.110978,0.584166,3.90192,0.722534,28.8631
"2720",0.217562,0.0406149,0.00436217,0.058831,1.08825,4.21347,0.89338,29.003
"2721",0.207485,0.0379651,0.00421642,0.0712046,1.049,4.13113,0.812084,31.3517
"2722",0.244778,0.0362538,0.00668211,0.0584524,1.61207,4.71693,0.802747,27.3589
"2723",0.191756,0.0306815,0.00426184,0.113691,0.449415,4.10877,0.847144,31.5753
"2724",0.220457,0.0435423,0.00369395,0.0573323,0.742981,4.18521,0.84729,25.9426
"2725",0.222348,0.0423245,0.00426179,0.0577419,4.81702,4.43427,0.790068,27.6615
"2726",0.23658,0.0343267,0.00648579,0.0609698,0.329917,4.52766,0.89034,26.1147
"2727",0.233488,0.0430199,0.00463531,0.0533112,6.14678,4.43441,0.838223,32.9024
"2728",0.242819,0.0440541,0.00482797,0.0511572,2.21333,4.3835,0.928378,32.7936
"2729",0.22267,0.0429993,0.00394912,0.0555428,0.962751,4.17123,0.747841,29.0162
"2730",0.214193,0.0414534,0.00362474,0.0703949,0.924609,4.06187,0.777177,34.0926
"2731",0.217678,0.0397718,0.00454688,0.0593877,0.894988,4.23409,0.889661,27.4081
"2732",0.205001,0.0365298,0.00409771,0.078037,1.4591,4.31225,0.870219,28.7003
"2733",0.169584,0.0304359,0.0027685,0.157669,0.700705,3.99758,0.751046,25.5294
"2734",0.214765,0.0441765,0.00386111,0.0511181,0.871277,3.92566,0.727224,30.3195
"2735",0.217736,0.041497,0.00410904,0.0616,0.156288,3.86682,0.83708,31.9123
"2736",0.22722,0.0406946,0.00462341,0.0581788,1.55986,4.34826,0.876675,30.8785
"2737",0.177705,0.0347657,0.0028265,0.103001,0.562272,3.89717,0.746329,27.2926
"2738",0.186537,0.0324753,0.00386652,0.0964581,0.379327,4.00715,0.774167,27.6761
"2739",0.221119,0.0410375,0.0043635,0.0626059,1.11602,4.19135,0.845262,31.0446
"2740",0.207961,0.0312722,0.00523816,0.0881222,0.272651,4.24236,0.775234,29.5233
"2741",0.217182,0.0403068,0.00422875,0.0629651,0.378408,4.04987,0.778643,29.9332
"2742",0.214922,0.0349874,0.00504555,0.0747534,1.9038,4.47783,0.89215,29.7918
"2743",0.183475,0.033391,0.00346472,0.0942773,1.04857,4.25239,0.780242,22.6318
"2744",0.274773,0.0482843,0.005376,0.0382994,0.213672,4.11629,0.729256,35.0019
"2745",0.214548,0.0435123,0.00382289,0.0590247,0.62919,3.9535,0.785799,28.9923
"2746",0.207426,0.0413003,0.00348068,0.0716126,0.807623,4.02687,0.81337,29.7912
"2747",0.210973,0.0414775,0.00388708,0.0671859,0.756674,4.01792,0.831824,29.3077
"2748",0.235471,0.0342597,0.00675801,0.0585067,2.60401,4.7418,0.823703,28.9791
"2749",0.241935,0.0298032,0.00831135,0.0668911,1.08522,4.89313,0.860629,26.8375
"2750",0.236141,0.0477692,0.00385735,0.0510811,2.2979,4.19815,0.85668,32.0714
"2751",0.306056,0.0619015,0.00442005,0.0253772,0.449193,3.93765,0.777644,34.4146
"2752",0.230345,0.0426406,0.00524995,0.0527075,2.68969,4.1824,0.773652,32.225
"2753",0.215183,0.040577,0.00450556,0.0577206,1.96662,4.21834,0.714747,27.6799
"2754",0.186509,0.0302394,0.00465418,0.0991002,1.35088,4.19657,0.754317,28.2141
"2755",0.195066,0.0398589,0.00340774,0.0716445,0.539966,3.84038,0.767465,29.178
"2756",0.227633,0.0499937,0.00331429,0.0452306,0.402686,3.80455,0.761074,29.6376
"2757",0.195309,0.026169,0.00564217,0.107978,0.395608,4.30162,0.746797,30.1645
"2758",0.224058,0.0345724,0.0057918,0.0739781,2.01602,4.5975,0.914805,28.9433
"2759",0.237512,0.0465657,0.00435011,0.0522543,0.602525,4.03899,0.943502,32.6986
"2760",0.237076,0.0393828,0.00615643,0.0538698,1.04505,4.30308,0.74838,29.2364
"2761",0.230534,0.0395922,0.00450772,0.0628068,0.611025,4.34328,0.748091,31.0694
"2762",0.21017,0.0406822,0.00458433,0.0595887,1.19991,4.00142,0.796086,29.4814
"2763",0.199771,0.0428565,0.00358404,0.0604173,0.162232,3.61637,0.852617,26.5229
