"","mean","sd","rhat"
"sol7[27,4]",0.007329707585,0.000622099630929478,1.00008445905518
"sol7[28,4]",0.006929021238125,0.000662069415449867,1.00001570981381
"sol7[29,4]",0.006551240415625,0.000698059347469447,0.999948339987913
"sol7[30,4]",0.006196184181875,0.000728341805477762,1.00006086868243
"sol7[31,4]",0.005863381564375,0.000752315604325424,1.00013376010481
"sol7[32,4]",0.005552131819375,0.000770003598275687,1.00019839038896
"sol7[33,4]",0.00461174943875,0.000788536858260546,1.00022009974428
"sol7[34,4]",0.004386505215625,0.00078370963291901,1.00020408880977
"sol7[35,4]",0.004315056060625,0.000781322003380511,1.00019406012297
"sol7[36,4]",0.004177391399375,0.000775492593654107,1.00018647244045
"sol7[37,4]",0.003983385201875,0.000764405152377681,1.00018413382076
"sol7[38,4]",0.00380346474875,0.000750932183700345,1.00017509426561
"sol7[39,4]",0.003636683829375,0.000735496470815082,1.00016292149771
"sol7[40,4]",0.003482131093125,0.000718477678813238,1.00015662656411
"sol7[41,4]",0.003338939926875,0.000700211510151467,1.00014690269121
"sol7[42,4]",0.003206255861875,0.000681005796175202,1.00014125194086
"sol7[43,4]",0.00308332240125,0.00066111156987341,1.00014431461238
"sol7[44,4]",0.002969402723125,0.000640755775821134,1.00014027630521
"sol7[45,4]",0.002863826116875,0.000620127026502163,1.00013953488925
"sol7[46,4]",0.00276595050375,0.000599392333039984,1.00014429984184
"sol7[47,4]",0.002675181745625,0.000578692356254628,1.00015275796106
"sol7[48,4]",0.0025909696125,0.000558144720998325,1.0001582901578
"sol7[49,4]",0.00235139911875,0.000491869888328663,1.00013483568615
"sol7[1,5]",0.0009005217275,0.000306934931570631,0.999928261839465
"sol7[2,5]",0.0991723526375,0.01594106399785,0.999897519232601
"sol7[3,5]",0.268867920125,0.0278637911983185,0.999882074081194
"sol7[4,5]",0.3690431386875,0.0318460438874974,0.999877171740358
"sol7[5,5]",0.4589471316875,0.0343651163584836,0.999874847107142
"sol7[6,5]",0.6534896523125,0.0376721283928703,0.999876118568464
"sol7[7,5]",0.845544767,0.0392205042301229,0.999886113240462
"sol7[8,5]",0.883312776875,0.0394016122065804,0.999892231935429
"sol7[9,5]",1.0315937936875,0.0398669582347892,0.999980622439016
"sol7[10,5]",1.2097278025,0.0401316439229848,1.00015844217214
"sol7[11,5]",1.37889187875,0.0403392150606861,1.00022160761944
"sol7[12,5]",1.538521555,0.040693895258244,1.0002448598252
"sol7[13,5]",1.688350838125,0.0413169268595707,1.00028140191675
"sol7[14,5]",1.76422041875,0.0417807927703021,1.00021754544583
"sol7[15,5]",1.828302765,0.0422649812851309,1.00019347628476
"sol7[16,5]",1.9584232125,0.0435412577245721,1.00024297713909
"sol7[17,5]",2.07884025375,0.0451060221450553,1.000245728033
"sol7[18,5]",2.18973771125,0.0468889137362296,1.0002939458821
"sol7[19,5]",2.291338135625,0.0488018419400477,1.00022010198122
"sol7[20,5]",2.37206451,0.0504919924648091,1.00022338608714
"sol7[21,5]",2.383891855,0.0507505061101698,1.00020791637109
"sol7[22,5]",2.467669234375,0.0526439120515119,1.00019037968201
"sol7[23,5]",2.542956360625,0.0544010361999882,1.00024464208673
"sol7[24,5]",2.610051565625,0.0559546720253337,1.00021069985459
"sol7[25,5]",2.669263725625,0.0572545203431109,1.00028187054779
"sol7[26,5]",2.720910666875,0.0582674082658192,1.00027725421837
"sol7[27,5]",2.76531806875,0.0589778197995615,1.00030837107872
"sol7[28,5]",2.802818796875,0.0593867548103041,1.00027690773405
"sol7[29,5]",2.83375152625,0.0595107874469786,1.00024443409756
"sol7[30,5]",2.858460186875,0.0593800833798902,1.00024256950206
"sol7[31,5]",2.87729228625,0.0590366293585892,1.00026047333684
"sol7[32,5]",2.89059768625,0.0585315436369279,1.00029659434748
"sol7[33,5]",2.898515945625,0.0563312588518891,1.00038142081235
"sol7[34,5]",2.891137541875,0.055842527336297,1.00031531328137
"sol7[35,5]",2.88785700125,0.0557123262115373,1.00035552533694
"sol7[36,5]",2.880137134375,0.0555104615399495,1.00037297886434
"sol7[37,5]",2.8658391,0.0553732522740602,1.00020591327431
"sol7[38,5]",2.84855805125,0.0554569522998449,1.00015801240167
"sol7[39,5]",2.8285971,0.0557744756659441,1.00013364176514
"sol7[40,5]",2.80624706125,0.0563266094386963,1.00010128237647
"sol7[41,5]",2.781785365625,0.0571028689438536,1.00014460688038
"sol7[42,5]",2.755475395625,0.0580845460103099,1.00013047223073
"sol7[43,5]",2.727565999375,0.0592469265346966,1.0001071695488
"sol7[44,5]",2.698291059375,0.0605623046522589,1.0001001641648
"sol7[45,5]",2.667869465625,0.0620021627326996,1.00002481406665
"sol7[46,5]",2.63650489625,0.0635390525941686,1.00001551501091
"sol7[47,5]",2.60438626125,0.0651475049261991,0.999994901949607
"sol7[48,5]",2.571687835,0.0668053281449508,0.999999426440508
"sol7[49,5]",2.460457155625,0.0724688885815254,1.0001778261433
"sol7[1,6]",-6.90524197440869e-70,8.67609364231073e-68,1.00007286921243
"sol7[2,6]",2.89277886207288e-35,3.48404453359994e-33,1.00004521551042
"sol7[3,6]",8.34370279299947e-28,9.55769002793155e-26,1.00003141005566
"sol7[4,6]",2.14590905574371e-25,2.38027148848882e-23,1.00008677438483
"sol7[5,6]",1.20118001825332e-23,1.27027038317346e-21,1.00002147063208
"sol7[6,6]",8.99769128116831e-21,8.23423490292268e-19,1.00000972835782
"sol7[7,6]",1.385471001321e-18,1.00833429940605e-16,1.00002869576962
"sol7[8,6]",3.34533690874838e-18,2.30000908197043e-16,1.00001887477541
"sol7[9,6]",8.33465873821467e-17,4.41363650557772e-15,0.999987528231188
"sol7[10,6]",2.68447315092209e-15,9.67065489321178e-14,0.999979131505001
"sol7[11,6]",5.44738991268358e-14,1.2951738442569e-12,0.999970476072752
"sol7[12,6]",7.63535979293144e-13,1.20530381833535e-11,0.999963758630759
"sol7[13,6]",7.85384385968181e-12,8.49862297913534e-11,0.999959784538404
"sol7[14,6]",2.43761247119669e-11,2.19646647171609e-10,0.999956751270659
"sol7[15,6]",6.20319971534295e-11,4.81746487092327e-10,0.999954238933773
"sol7[16,6]",3.90010175953562e-10,2.28492953493776e-09,0.99995633788227
"sol7[17,6]",2.00987362970442e-09,9.31184686584747e-09,0.999959699953463
"sol7[18,6]",8.696302216952e-09,3.31973250993594e-08,0.999979911847596
"sol7[19,6]",3.2227910956195e-08,1.04890925097798e-07,1.00001402211281
"sol7[20,6]",8.96393477029006e-08,2.59926722108653e-07,1.00001650503607
"sol7[21,6]",1.04018912599586e-07,2.96794197230791e-07,1.00001621475281
"sol7[22,6]",2.96559996421006e-07,7.58811101362915e-07,1.00001667839674
"sol7[23,6]",7.559420417785e-07,1.76701595520834e-06,1.00003743284098
"sol7[24,6]",1.74099144361288e-06,3.7751581608165e-06,1.00004136209254
"sol7[25,6]",3.65627443666812e-06,7.44941630350865e-06,1.00002335015013
"sol7[26,6]",7.05951940173125e-06,1.36612177644919e-05,1.00002319286794
"sol7[27,6]",1.26244683638875e-05,2.34175750140413e-05,1.00003660437844
"sol7[28,6]",2.10512132193625e-05,3.77253272178684e-05,1.00003834896506
"sol7[29,6]",3.293534445035e-05,5.74099568415546e-05,1.00005657382941
"sol7[30,6]",4.86267829363688e-05,8.29315376415078e-05,1.0000423413057
"sol7[31,6]",6.81188040624125e-05,0.00011424764056324,1.00003811784502
"sol7[32,6]",9.10021863718125e-05,0.000150763328858036,1.00000361625872
"sol7[33,6]",0.000185518491197937,0.000302392074893748,0.99997461402914
"sol7[34,6]",0.000211560430069688,0.000345168956215745,0.999978682867806
"sol7[35,6]",0.000219821451541375,0.000358895366623464,0.99998043054351
"sol7[36,6]",0.000235566052518063,0.000385312279351981,0.999986195704238
"sol7[37,6]",0.000256985470340063,0.000421906175040622,0.999980596452668
"sol7[38,6]",0.000275540055271062,0.00045439670966679,0.999991768638723
"sol7[39,6]",0.000291188528738063,0.000482564149247806,0.999997881912925
"sol7[40,6]",0.00030407213077125,0.000506464962870084,0.999995185623418
"sol7[41,6]",0.0003144535043845,0.000526358681362354,0.99998427501511
"sol7[42,6]",0.000322660367375437,0.000542636074266282,0.999978180814488
"sol7[43,6]",0.000329040109239938,0.000555754681286238,0.999984175266062
"sol7[44,6]",0.000333927540862688,0.000566189106903322,0.999982141286925
"sol7[45,6]",0.000337625017876937,0.000574394584935666,0.999982986343722
"sol7[46,6]",0.000340392850488563,0.000580785799513951,0.999976665982111
"sol7[47,6]",0.000342446778871875,0.000585724545612047,0.999975228384166
"sol7[48,6]",0.000343960378203313,0.000589516926073967,0.999970306237069
"sol7[49,6]",0.000346629631263937,0.000596765420998692,0.999974324505342
"sol9[1,1]",14.831,0,NA
"sol9[2,1]",12.485,0,NA
"sol9[3,1]",10.4511,0,NA
"sol9[4,1]",9.49601,0,NA
"sol9[5,1]",8.72651,0,NA
"sol9[6,1]",7.26421,0,NA
"sol9[7,1]",6.02439,0,NA
"sol9[8,1]",5.80006,0,NA
"sol9[9,1]",4.97328,0,NA
"sol9[10,1]",4.08223,0,NA
"sol9[11,1]",3.32692,0,NA
"sol9[12,1]",2.68675,0,NA
"sol9[13,1]",2.14425,0,NA
"sol9[14,1]",1.88963,0,NA
"sol9[15,1]",1.68457,0,NA
"sol9[16,1]",1.29514,0,NA
"sol9[17,1]",0.965299,0,NA
"sol9[18,1]",0.685994,0,NA
"sol9[19,1]",0.449552,0,NA
"sol9[20,1]",0.274249,0,NA
"sol9[21,1]",0.249463,0,NA
"sol9[22,1]",0.0802065,0,NA
"sol9[23,1]",-0.0629012,0,NA
"sol9[24,1]",-0.183831,0,NA
"sol9[25,1]",-0.285949,0,NA
"sol9[26,1]",-0.372116,0,NA
"sol9[27,1]",-0.444755,0,NA
"sol9[28,1]",-0.505922,0,NA
"sol9[29,1]",-0.557357,0,NA
"sol9[30,1]",-0.600542,0,NA
"sol9[31,1]",-0.63673,0,NA
"sol9[32,1]",-0.666985,0,NA
"sol9[33,1]",-0.738477,0,NA
"sol9[34,1]",-0.751313,0,NA
"sol9[35,1]",-0.755044,0,NA
"sol9[36,1]",-0.76177,0,NA
"sol9[37,1]",-0.770212,0,NA
"sol9[38,1]",-0.776946,0,NA
"sol9[39,1]",-0.782229,0,NA
"sol9[40,1]",-0.786285,0,NA
"sol9[41,1]",-0.789303,0,NA
"sol9[42,1]",-0.791441,0,NA
"sol9[43,1]",-0.792835,0,NA
"sol9[44,1]",-0.793598,0,NA
"sol9[45,1]",-0.793827,0,NA
"sol9[46,1]",-0.793606,0,NA
"sol9[47,1]",-0.793005,0,NA
"sol9[48,1]",-0.792082,0,NA
"sol9[49,1]",-0.787271,0,NA
"sol9[1,2]",30.0964,0,NA
"sol9[2,2]",29.9961,0,NA
"sol9[3,2]",29.8959,0,NA
"sol9[4,2]",29.8423,0,NA
"sol9[5,2]",29.7955,0,NA
"sol9[6,2]",29.695,0,NA
"sol9[7,2]",29.5946,0,NA
"sol9[8,2]",29.5745,0,NA
"sol9[9,2]",29.4942,0,NA
"sol9[10,2]",29.3939,0,NA
"sol9[11,2]",29.2938,0,NA
"sol9[12,2]",29.1939,0,NA
"sol9[13,2]",29.0941,0,NA
"sol9[14,2]",29.041,0,NA
"sol9[15,2]",28.9946,0,NA
"sol9[16,2]",28.8953,0,NA
"sol9[17,2]",28.7962,0,NA
"sol9[18,2]",28.6974,0,NA
"sol9[19,2]",28.5989,0,NA
"sol9[20,2]",28.5138,0,NA
"sol9[21,2]",28.5007,0,NA
"sol9[22,2]",28.4028,0,NA
"sol9[23,2]",28.3052,0,NA
"sol9[24,2]",28.2078,0,NA
"sol9[25,2]",28.1108,0,NA
"sol9[26,2]",28.0141,0,NA
"sol9[27,2]",27.9177,0,NA
"sol9[28,2]",27.8216,0,NA
"sol9[29,2]",27.7259,0,NA
"sol9[30,2]",27.6304,0,NA
"sol9[31,2]",27.5353,0,NA
"sol9[32,2]",27.4405,0,NA
"sol9[33,2]",27.108,0,NA
"sol9[34,2]",27.0147,0,NA
"sol9[35,2]",26.9836,0,NA
"sol9[36,2]",26.9216,0,NA
"sol9[37,2]",26.8289,0,NA
"sol9[38,2]",26.7365,0,NA
"sol9[39,2]",26.6444,0,NA
"sol9[40,2]",26.5526,0,NA
"sol9[41,2]",26.4611,0,NA
"sol9[42,2]",26.37,0,NA
"sol9[43,2]",26.2791,0,NA
"sol9[44,2]",26.1886,0,NA
"sol9[45,2]",26.0984,0,NA
"sol9[46,2]",26.0085,0,NA
"sol9[47,2]",25.9189,0,NA
"sol9[48,2]",25.8296,0,NA
"sol9[49,2]",25.5342,0,NA
"sol9[1,3]",0.0842993,0,NA
"sol9[2,3]",0.102659,0,NA
"sol9[3,3]",0.0877348,0,NA
"sol9[4,3]",0.0807217,0,NA
"sol9[5,3]",0.0750713,0,NA
"sol9[6,3]",0.0643271,0,NA
"sol9[7,3]",0.0552117,0,NA
"sol9[8,3]",0.0535629,0,NA
"sol9[9,3]",0.0474789,0,NA
"sol9[10,3]",0.040918,0,NA
"sol9[11,3]",0.0353503,0,NA
"sol9[12,3]",0.0306254,0,NA
"sol9[13,3]",0.0266163,0,NA
"sol9[14,3]",0.0247327,0,NA
"sol9[15,3]",0.0232141,0,NA
"sol9[16,3]",0.0203259,0,NA
"sol9[17,3]",0.0178729,0,NA
"sol9[18,3]",0.015791,0,NA
"sol9[19,3]",0.0140236,0,NA
"sol9[20,3]",0.0127083,0,NA
"sol9[21,3]",0.0125221,0,NA
"sol9[22,3]",0.0112462,0,NA
"sol9[23,3]",0.0101613,0,NA
"sol9[24,3]",0.00923914,0,NA
"sol9[25,3]",0.00845559,0,NA
"sol9[26,3]",0.00778914,0,NA
"sol9[27,3]",0.00722073,0,NA
"sol9[28,3]",0.00673591,0,NA
"sol9[29,3]",0.00632408,0,NA
"sol9[30,3]",0.00597223,0,NA
"sol9[31,3]",0.00567153,0,NA
"sol9[32,3]",0.00541419,0,NA
"sol9[33,3]",0.00476526,0,NA
"sol9[34,3]",0.00463692,0,NA
"sol9[35,3]",0.00459817,0,NA
"sol9[36,3]",0.0045262,0,NA
"sol9[37,3]",0.00442914,0,NA
"sol9[38,3]",0.00434405,0,NA
"sol9[39,3]",0.00427132,0,NA
"sol9[40,3]",0.00420793,0,NA
"sol9[41,3]",0.00415136,0,NA
"sol9[42,3]",0.00410167,0,NA
"sol9[43,3]",0.00405699,0,NA
"sol9[44,3]",0.00401733,0,NA
"sol9[45,3]",0.00398275,0,NA
"sol9[46,3]",0.00395022,0,NA
"sol9[47,3]",0.00392063,0,NA
"sol9[48,3]",0.00389347,0,NA
"sol9[49,3]",0.00381812,0,NA
"sol9[1,4]",0.0006559313615,0.000257889001763585,1.00015068376314
"sol9[2,4]",0.010469187116875,0.0038576568125933,1.00014925086263
"sol9[3,4]",0.01810815523125,0.00621403055218032,1.0001475077421
"sol9[4,4]",0.021315999220625,0.00703319193731725,1.00014665613079
"sol9[5,4]",0.023698004215,0.00754926581513396,1.00014556264626
"sol9[6,4]",0.027654495499375,0.00814962688023773,1.00014229276938
"sol9[7,4]",0.03031628811625,0.00823187192869129,1.00013869017058
"sol9[8,4]",0.030718479976875,0.00820130645374656,1.00013790075002
"sol9[9,4]",0.031958729903125,0.00795934879897438,1.00013425195033
"sol9[10,4]",0.03280524096125,0.00745442886741308,1.00012846215584
"sol9[11,4]",0.03303664497125,0.00680811834204834,1.00011540425772
"sol9[12,4]",0.0327988472375,0.00608751752895045,1.00012567526907
"sol9[13,4]",0.03220918645,0.00534165479404195,1.00014285416396
"sol9[14,4]",0.03178409631875,0.00494624146176513,1.00014961061037
"sol9[15,4]",0.0313616666375,0.00460609015260574,1.00018174552629
"sol9[16,4]",0.03033123035625,0.0039066132315609,1.00014390881852
"sol9[17,4]",0.029177289825,0.00326233921359781,1.00013660336605
"sol9[18,4]",0.02794658645,0.00268846024227736,1.00019061702406
"sol9[19,4]",0.02667563513125,0.00219882741721431,1.00026642578848
"sol9[20,4]",0.0255635821375,0.0018538338767288,1.00020811961315
"sol9[21,4]",0.02539265505625,0.00180797985121124,1.00014409163985
"sol9[22,4]",0.02411915345,0.00153072987256432,1.00014617955832
"sol9[23,4]",0.02287125286875,0.00137549034178926,1.00023185036205
"sol9[24,4]",0.0216607517625,0.00133237101267688,1.00013097703511
"sol9[25,4]",0.02049600859375,0.00137091694032237,1.00022264985954
"sol9[26,4]",0.0193826702625,0.00145468637477808,1.00016632618148
"sol9[27,4]",0.018324246878125,0.00155525640945795,1.00008400820364
"sol9[28,4]",0.01732255486125,0.00165517271447451,1.00001580787046
"sol9[29,4]",0.01637810246875,0.00174514756707164,0.999951398423536
"sol9[30,4]",0.015490462579375,0.00182085340046614,1.00006126076262
"sol9[31,4]",0.01465844285375,0.00188079297448952,1.0001346711769
"sol9[32,4]",0.013880320011875,0.00192501275278546,1.00019844055819
"sol9[33,4]",0.011529386328125,0.00197133701643494,1.00022046407855
"sol9[34,4]",0.010966273620625,0.00195926965652444,1.00020450409702
"sol9[35,4]",0.010787655816875,0.00195329856645679,1.00019391663056
"sol9[36,4]",0.01044347432625,0.00193873297146204,1.00018672484874
"sol9[37,4]",0.009958437455625,0.00191102252208044,1.00018412811574
"sol9[38,4]",0.009508662988125,0.00187732997026071,1.00017496166794
"sol9[39,4]",0.00909172334,0.00183873640555624,1.00016297073218
"sol9[40,4]",0.0087053358675,0.00179619141393948,1.00015667646197
"sol9[41,4]",0.008347330346875,0.00175053624419858,1.0001468461458
"sol9[42,4]",0.00801563043,0.00170251839534604,1.00014125035751
"sol9[43,4]",0.0077083020225,0.00165278020279722,1.00014443502875
"sol9[44,4]",0.00742351505375,0.00160188634062556,1.00014142539518
"sol9[45,4]",0.007159556793125,0.00155032078994864,1.00013897285977
"sol9[46,4]",0.006914865026875,0.00149848501124747,1.00014349973592
"sol9[47,4]",0.006687946193125,0.00144673385879591,1.00015231510346
"sol9[48,4]",0.006477428675625,0.00139536006839606,1.0001584490341
"sol9[49,4]",0.00587849266375,0.00122967659877418,1.00013476238733
"sol9[1,5]",0.0021259265944375,0.000657721579944041,0.999920482483155
"sol9[2,5]",0.1635517585625,0.0131392411349313,0.999871195879743
"sol9[3,5]",0.39582805975,0.0147856172817693,1.00010444855446
"sol9[4,5]",0.5245015980625,0.0155271753755337,1.00018726199401
"sol9[5,5]",0.6370555133125,0.017301960915162,1.00026523910603
"sol9[6,5]",0.8744125528125,0.0245252465531387,1.00043216095119
"sol9[7,5]",1.103340664625,0.0341063420483459,1.00025862671341
"sol9[8,5]",1.14792297125,0.0361180546157458,1.0002543851805
"sol9[9,5]",1.321940983125,0.0441908856980248,1.00022962102841
"sol9[10,5]",1.529430201875,0.054018273789496,1.00019617647321
"sol9[11,5]",1.725565819375,0.0633152582762385,1.00015967205462
"sol9[12,5]",1.9103893475,0.0720172826323592,1.00012187684888
"sol9[13,5]",2.0840989325,0.0801528251695432,1.00007986420681
"sol9[14,5]",2.172295660625,0.0842827301860473,1.00005530328501
"sol9[15,5]",2.246979048125,0.087788995912289,1.00003680828677
"sol9[16,5]",2.399361029375,0.0950023888718192,0.999997887228911
"sol9[17,5]",2.54159892625,0.101863234807129,0.999962383486107
"sol9[18,5]",2.674055235625,0.108427284751173,0.999934128442706
"sol9[19,5]",2.797091525,0.114731449227596,0.999950535378555
