sample_id	experiment	time	time_unit	conc_unit	conc_level	module	module_size	eg_score	moduleCoverage	moduleCoveragePercetage
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_30m	56	-3.19155784744813	49	87.5
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_31m	53	1.39794186479661	46	86.8
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_32m	74	-4.11590355930711	69	93.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_33	34	-2.83500009871738	30	88.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_34m	47	-7.17559707422991	45	95.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_35m	47	1.10978532696893	31	66
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_36m	60	-3.77010279418807	52	86.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_37m	74	-4.75673605796823	64	86.5
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_38m	47	-5.88180695068689	42	89.4
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_39m	55	-11.1015103523992	50	90.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_40m	50	-7.16413688803674	45	90
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_41m	44	-1.51945536100711	38	86.4
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_42m	75	-2.11662579327623	69	92
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_43m	54	-5.36133755809397	48	88.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_44	29	0.602230840249292	23	79.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_45m	46	-2.90370547557228	43	93.5
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_46	27	-5.21609420455739	25	92.6
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_51m	38	-2.55737889877509	26	68.4
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_53	25	-3.75977850652947	21	84
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_54	25	-2.44558956658346	22	88
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_55	25	-3.77813387834865	22	88
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_56	24	-2.32719558957236	23	95.8
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_57m	35	-3.64794619412217	27	77.1
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_58m	32	-0.0677905038065274	28	87.5
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_59m	36	-3.58796093281649	33	91.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_62	24	-4.2661396564905	20	83.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_63m	31	-1.39191898382284	27	87.1
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_64m	44	-0.594452614450011	37	84.1
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_65	23	-2.54640264195131	20	87
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_67	23	-0.98994644893722	21	91.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_68m	39	-1.8584875678726	34	87.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_69	23	-5.657764078917	20	87
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_70	22	0.898083261189343	18	81.8
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_71	22	-1.19560600571986	16	72.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_72m	39	0.044646976363862	38	97.4
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_73	22	-3.00680577683543	20	90.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_74	21	-0.218823355266838	10	47.6
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_76	21	-2.79119555980439	16	76.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_77	21	-11.422657629462	20	95.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_78	20	-1.53342126937405	14	70
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_80	20	-3.36372324502497	16	80
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_81	19	-2.38290604558968	14	73.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_83	19	-4.67221126187583	19	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_85	19	-1.46436979014185	18	94.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_86	18	-6.31357470101428	18	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_87	18	-3.85514854258811	14	77.8
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_89	18	-8.03400982835957	16	88.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_90	18	-2.33639589531347	17	94.4
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_91	18	-2.11107731092559	16	88.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_92	18	-6.13617973849281	17	94.4
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_93	18	-2.8219193571589	15	83.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_94	17	-0.679469511873203	12	70.6
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_95	17	-3.27140630653476	12	70.6
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_96m	34	-1.06265690197194	30	88.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_100	17	-11.8490486747228	16	94.1
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_102	17	-9.32654951676063	16	94.1
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_103	17	-7.53290644583825	15	88.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_104	16	0.0333040700455614	15	93.8
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_105	16	-4.68760097771712	12	75
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_106	16	-5.87442997015764	14	87.5
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_108	16	-5.75473214577116	16	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_109	16	-1.09706504422585	15	93.8
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_110	16	-4.39737594435062	15	93.8
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_112	16	-2.57810281695599	14	87.5
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_113	16	-1.735032759985	12	75
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_114m	25	-15.5669164423948	23	92
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_115	16	-4.03509080996594	13	81.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_116	16	-1.43455226925072	16	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_118	16	-3.36247426127448	14	87.5
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_119	16	-6.12547686093368	16	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_120	16	-10.7845128018958	14	87.5
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_121	16	-7.05209819623585	14	87.5
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_123	16	-5.76405282129098	15	93.8
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_124	15	-6.34841280581868	14	93.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_125	15	-1.95127232225593	11	73.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_126	15	-5.61607800147085	12	80
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_127	15	-7.20107992354661	15	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_128	15	0.0655520350116805	11	73.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_130m	27	-4.71874938699032	24	88.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_132	15	-10.4154650209733	12	80
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_133	15	-1.79947680026009	5	33.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_134	15	-1.63292046693414	13	86.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_135	15	-2.2949158885845	11	73.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_136	15	-6.29666338236722	12	80
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_137m	22	-5.29660332273039	22	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_138	14	-1.16679784116175	10	71.4
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_139	14	-4.53842487982293	13	92.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_140	14	-0.583522547420958	13	92.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_142m	24	-2.36672267378414	19	79.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_143	14	-6.01981805416207	14	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_144	14	-3.51475493928355	10	71.4
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_145	14	-5.01480812670678	14	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_146m	22	-6.09949106259867	18	81.8
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_147	14	-4.86636307278804	14	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_148	14	-4.17292361574134	12	85.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_149	14	-5.46944743405773	12	85.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_151	14	-4.4745129177716	12	85.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_152	14	-3.78642387307845	13	92.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_153	14	-0.409559527864849	12	85.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_154	14	-3.7191588897202	11	78.6
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_155	14	-19.0345554545011	13	92.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_156	14	-11.3566146183115	14	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_157	14	-3.48874142296492	13	92.9
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_158	14	-0.0673348807775144	12	85.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_159	14	-1.27885826274236	12	85.7
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_160	13	-1.47950111498033	11	84.6
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_161	13	1.02386030148073	9	69.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_164	13	-6.10028010860831	13	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_165	13	-5.77173054515569	6	46.2
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_166	13	-3.04427083359178	12	92.3
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_167	13	1.05039434472122	11	84.6
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_168	13	-3.55848432702473	13	100
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_169	13	1.09574949597465	11	84.6
uploadFile1_SINGLE_1_24_1	uploadFile1_1	24	day	concUnit	1	rKIDNEY_170	13	-2.2271277855529	11	84.6
